Quarter,Time,Down,ToGo,Location,MIA,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss, Broncos to receive the opening kickoff.",,
1,15:00,,,MIA 30,0,0,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
1,15:00,1,10,DEN 20,0,0,Jake Plummer pass complete to Rod Smith for 8 yards (tackle by Arturo Freeman),0.280,0.810
1,14:32,2,2,DEN 28,0,0,Jake Plummer pass incomplete intended for Patrick Hape,0.810,0.100
1,14:26,3,2,DEN 28,0,0,Reuben Droughns left guard for 5 yards (tackle by Sammy Knight and Bryan Robinson),0.100,1.140
1,13:50,1,10,DEN 33,0,0,"Reuben Droughns left guard for no gain (tackle by Derrick Pope). Reuben Droughns fumbles (forced by Derrick Pope), recovered by Dwayne Carswell at DEN-35",1.140,0.860
1,13:05,2,8,DEN 35,0,0,Jake Plummer pass complete to Rod Smith for 18 yards (tackle by Morlon Greenwood),0.860,2.460
1,12:28,1,10,MIA 47,0,0,Tatum Bell right tackle for 3 yards (tackle by Jay Williams and Derrick Pope),2.460,2.320
1,11:51,2,7,MIA 44,0,0,Jake Plummer pass complete to Rod Smith for 9 yards (tackle by Sam Madison),2.320,3.250
1,11:06,1,10,MIA 35,0,0,Tatum Bell left tackle for 2 yards (tackle by Jay Williams),3.250,2.970
1,10:31,2,8,MIA 33,0,0,"Reuben Droughns right tackle for 4 yards (tackle by Eddie Moore). Penalty on Dario Romero: Tripping, 10 yards",2.970,4.310
1,10:11,1,10,MIA 19,0,0,"Reuben Droughns right guard for no gain (tackle by Sammy Morris). Reuben Droughns fumbles (forced by Sammy Morris), recovered by Eddie Moore at MIA-17 (tackle by Tom Nalen)",4.310,0.060
1,10:05,1,10,MIA 17,0,0,Travis Minor up the middle for 3 yards (tackle by Mario Fatafehi),-0.060,-0.060
1,9:30,2,7,MIA 20,0,0,A.J. Feeley pass complete to Marty Booker for 11 yards (tackle by John Lynch),-0.060,1.000
1,9:00,1,10,MIA 31,0,0,A.J. Feeley pass complete to Rob Konrad for 4 yards (tackle by Kelly Herndon),1.000,1.000
1,8:32,2,6,MIA 35,0,0,A.J. Feeley pass complete to Randy McMichael for 8 yards (tackle by D.J. Williams),1.000,1.800
1,7:52,1,10,MIA 43,0,0,Travis Minor right guard for 2 yards (tackle by Kelly Herndon and Monsanto Pope),1.800,1.520
1,7:16,2,8,MIA 45,0,0,A.J. Feeley pass incomplete intended for Randy McMichael,1.520,0.830
1,7:10,3,8,MIA 45,0,0,"A.J. Feeley sacked by Marco Coleman for -9 yards. A.J. Feeley fumbles (forced by Marco Coleman), recovered by Damion McIntosh at MIA-36",0.830,-0.980
1,6:25,4,17,MIA 36,0,0,"Matt Turk punts 39 yards, returned by Rod Smith for 10 yards (tackle by Ed Perry). Penalty on Brendon Ayanbadejo: Ineligible Downfield Kick (Declined)",-0.980,-1.270
1,6:14,1,10,DEN 35,0,0,Jake Plummer pass incomplete is intercepted by Jay Williams at DEN-34,1.270,-3.310
1,6:10,1,10,DEN 34,0,0,Travis Minor up the middle for 4 yards (tackle by Al Wilson),3.310,3.310
1,5:36,2,6,DEN 30,0,0,Chris Chambers for 8 yards,3.310,4.110
1,5:04,1,10,DEN 22,0,0,A.J. Feeley pass complete to Marty Booker for 7 yards (tackle by Champ Bailey),4.110,4.650
1,4:27,2,3,DEN 15,0,0,Travis Minor right guard for 2 yards (tackle by Donnie Spragan),4.650,4.390
1,3:47,3,1,DEN 13,0,0,Travis Minor up the middle for 5 yards (tackle by John Lynch),4.390,5.370
1,3:09,1,8,DEN 8,0,0,A.J. Feeley pass incomplete intended for Randy McMichael (defended by Kenoy Kennedy),5.370,4.570
1,3:05,2,8,DEN 8,6,0,"A.J. Feeley pass complete to Marty Booker for 8 yards, touchdown",4.570,7.000
1,,,,DEN 2,7,0,Olindo Mare kicks extra point good,0.000,0.000
1,,,,MIA 30,7,0,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
1,3:01,1,10,DEN 20,7,0,Tatum Bell up the middle for 8 yards (tackle by Arturo Freeman),0.280,0.810
1,2:27,2,2,DEN 28,7,0,Jake Plummer up the middle for 1 yard (tackle by Bryan Robinson),0.810,0.230
1,1:42,3,1,DEN 29,7,0,Tatum Bell right guard for 6 yards (tackle by Morlon Greenwood),0.230,1.270
1,1:04,1,10,DEN 35,7,0,Tatum Bell left guard for 6 yards (tackle by Morlon Greenwood),1.270,1.530
1,0:29,2,4,DEN 41,7,0,Tatum Bell right tackle for 2 yards (tackle by Derrick Pope and Jason Taylor),1.530,1.090
Quarter,Time,Down,ToGo,Location,MIA,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,DEN 43,7,0,Jake Plummer pass complete to Kyle Johnson for 14 yards (tackle by Derrick Pope),1.090,2.720
2,14:24,1,10,MIA 43,7,0,Jake Plummer pass complete to Rod Smith for 26 yards (tackle by Patrick Surtain),2.720,4.440
2,13:40,1,10,MIA 17,7,0,Jake Plummer left end for 10 yards (tackle by Sammy Knight),4.440,5.600
2,13:12,1,7,MIA 7,7,6,"Tatum Bell up the middle for 7 yards, touchdown",5.600,7.000
2,,,,MIA 2,7,7,Jason Elam kicks extra point good,0.000,0.000
2,,,,DEN 30,7,7,"Jason Baker kicks off 57 yards, returned by Wes Welker for 23 yards (tackle by Patrick Chukwurah)",0.000,1.330
2,13:02,1,10,MIA 36,7,7,Sammy Morris left end for -1 yards (tackle by Kenoy Kennedy),1.330,0.660
2,12:23,2,11,MIA 35,7,7,A.J. Feeley pass complete to Randy McMichael for 5 yards (tackle by Willie Middlebrooks),0.660,0.630
2,11:45,3,6,MIA 40,7,7,A.J. Feeley pass complete to Chris Chambers for 13 yards (tackle by Champ Bailey),0.630,2.460
2,11:02,1,10,DEN 47,7,7,A.J. Feeley pass incomplete intended for Marty Booker,2.460,1.910
2,10:57,2,10,DEN 47,7,7,"A.J. Feeley pass complete to Chris Chambers for -1 yards (tackle by Champ Bailey). Penalty on Anton Palepoi: Defensive Offside, 5 yards (no play)",1.910,2.590
2,10:42,2,5,DEN 42,7,7,A.J. Feeley pass complete to Donald Lee for 10 yards (tackle by Kenoy Kennedy),2.590,3.450
2,10:08,1,10,DEN 32,7,7,Sammy Morris right guard for no gain (tackle by D.J. Williams),3.450,2.900
2,9:26,2,10,DEN 32,7,7,A.J. Feeley pass incomplete intended for Marty Booker,2.900,2.210
2,9:23,3,10,DEN 32,7,7,A.J. Feeley pass complete to Randy McMichael for 21 yards (tackle by Kenoy Kennedy),2.210,4.840
2,8:43,1,10,DEN 11,13,7,"Sammy Morris left guard for 11 yards, touchdown",4.840,7.000
2,,,,DEN 2,14,7,Olindo Mare kicks extra point good,0.000,0.000
2,,,,MIA 30,14,7,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
2,8:38,1,10,DEN 20,14,7,Jake Plummer pass incomplete intended for Rod Smith,0.280,-0.270
2,8:31,2,10,DEN 20,14,7,"Jake Plummer pass incomplete intended for Tatum Bell. Penalty on Cooper Carlisle: Offensive Holding, 10 yards (no play)",-0.270,-1.510
2,8:27,2,20,DEN 10,14,7,Tatum Bell left tackle for 26 yards (tackle by Sam Madison),-1.510,1.330
2,7:58,1,10,DEN 36,14,7,"Jake Plummer pass incomplete intended for Ashley Lelie. Penalty on Reggie Howard: Defensive Pass Interference, 20 yards (no play)",1.330,2.650
2,7:52,1,10,MIA 44,14,7,Jake Plummer pass complete to Rod Smith for 8 yards (tackle by Sam Madison),2.650,3.190
2,7:13,2,2,MIA 36,14,7,Tatum Bell left end for 9 yards (tackle by Patrick Surtain and Morlon Greenwood),3.190,3.780
2,6:32,1,10,MIA 27,14,7,"Jake Plummer pass incomplete (defended by Jason Taylor). Penalty on Jake Plummer: Intentional Grounding, 13 yards",3.780,1.480
2,6:20,2,23,MIA 40,14,7,Jake Plummer pass incomplete intended for Rod Smith (defended by Sam Madison),1.480,0.830
2,6:14,3,23,MIA 40,14,7,Jake Plummer pass complete to Tatum Bell for -6 yards (tackle by Morlon Greenwood),0.830,0.200
2,5:32,4,29,MIA 46,14,7,"Jason Baker punts 38 yards, returned by Wes Welker for 2 yards (tackle by Kyle Johnson)",0.200,0.380
2,5:19,1,10,MIA 10,14,7,"A.J. Feeley for no gain. A.J. Feeley fumbles, recovered by Travis Minor at MIA-9",-0.380,-0.850
2,4:44,2,11,MIA 9,14,7,A.J. Feeley pass complete to Travis Minor for 2 yards (tackle by D.J. Williams),-0.850,-1.300
2,4:02,3,9,MIA 11,14,7,A.J. Feeley pass incomplete intended for Travis Minor,-1.300,-2.490
2,3:57,4,9,MIA 11,14,7,"Matt Turk punts 34 yards, returned by Rod Smith for 3 yards (tackle by Sammy Knight)",-2.490,-2.790
2,3:49,1,10,MIA 42,14,7,Tatum Bell right guard for 1 yard (tackle by Sammy Knight),2.790,2.380
2,3:09,2,9,MIA 41,14,7,"Jake Plummer pass complete to Rod Smith for 18 yards (tackle by Patrick Surtain). Penalty on Dwayne Carswell: Offensive Pass Interference, 10 yards (no play)",2.380,1.030
2,2:46,2,19,DEN 49,14,7,Jake Plummer pass incomplete intended for Jeb Putzier,1.030,0.370
2,2:38,3,19,DEN 49,14,7,Jake Plummer pass incomplete intended for Rod Smith,0.370,-0.130
2,2:32,4,19,DEN 49,14,7,"Jason Baker punts 38 yards, returned by Wes Welker for 12 yards (tackle by Mike Leach). Penalty on Yeremiah Bell: Running Into the Kicker, 5 yards (no play)",-0.130,0.200
2,2:32,4,14,MIA 46,14,7,"Jason Baker punts 46 yards, touchback",0.200,-0.280
2,2:14,1,10,MIA 20,14,7,"Penalty on Donald Lee: False Start, 5 yards (no play)",0.280,-0.310
2,2:14,1,15,MIA 15,14,7,Sammy Morris left guard for 12 yards (tackle by Kenoy Kennedy),-0.310,0.680
2,2:07,,,,14,7,Timeout #1 by Denver Broncos,0.000,0.680
2,2:07,2,3,MIA 27,14,7,Sammy Morris up the middle for -1 yards (tackle by Al Wilson),0.680,-0.160
2,2:00,3,4,MIA 26,14,7,A.J. Feeley pass incomplete intended for Derrius Thompson (defended by Kelly Herndon),-0.160,-1.630
2,1:57,4,4,MIA 26,14,7,"Matt Turk punts 45 yards, returned by Triandos Luke for 1 yard (tackle by Eddie Moore)",-1.630,-0.940
2,1:47,1,10,DEN 30,14,7,Jake Plummer pass complete to Darius Watts for 16 yards,0.940,1.990
