Quarter,Time,Down,ToGo,Location,PIT,LAC,Detail,EPB,EPA
2,9:58,1,10,LAC 12,3,7,Justin Herbert pass complete short right to Keenan Allen for 5 yards (tackle by James Pierre),,
2,9:39,2,5,LAC 17,3,7,Justin Herbert pass complete short right to Tre' McKitty for 7 yards (tackle by Chris Wormley),,
2,8:52,1,10,LAC 24,3,7,Justin Herbert scrambles left end for 4 yards (tackle by Chris Wormley),,
2,8:12,2,6,LAC 28,3,7,Larry Rountree left end for no gain (tackle by Alex Highsmith),,
2,7:33,3,6,LAC 28,3,7,Justin Herbert scrambles left end for 18 yards (tackle by Tre Norwood),,
2,6:46,1,10,LAC 46,3,7,Justin Jackson right guard for 2 yards (tackle by Devin Bush and Daniel Archibong),,
2,6:10,2,8,LAC 48,3,7,Justin Herbert pass complete short left to Donald Parham for 10 yards (tackle by Cameron Sutton and Daniel Archibong),,
2,5:32,1,10,PIT 42,3,7,Justin Herbert scrambles right end for 18 yards (tackle by James Pierre),,
2,4:56,1,10,PIT 24,3,7,Justin Herbert pass complete deep left to Keenan Allen for 18 yards (tackle by Cameron Sutton),,
2,4:35,1,6,PIT 6,3,7,Justin Herbert sacked by Alex Highsmith for -4 yards,,
2,3:48,2,10,PIT 10,3,13,"Justin Herbert pass complete short middle to Austin Ekeler for 10 yards, touchdown",,
2,3:42,,,PIT 15,3,14,Dustin Hopkins kicks extra point good,,
2,3:42,,,LAC 35,3,14,"Dustin Hopkins kicks off 59 yards, returned by Ray-Ray McCloud for 30 yards (tackle by Dustin Hopkins and Kiondre Thomas)",,
2,3:35,1,10,PIT 36,3,14,Najee Harris right tackle for 12 yards (tackle by Kyzir White and Derwin James),,
2,2:55,1,10,PIT 48,3,14,Ben Roethlisberger pass incomplete short left intended for Diontae Johnson,,
2,2:49,2,10,PIT 48,3,14,"Ben Roethlisberger pass complete deep right to Diontae Johnson for 22 yards (tackle by Michael Davis). Penalty on Michael Davis: Defensive Pass Interference, 15 yards (declined)",,
2,2:20,1,10,LAC 30,3,14,Ben Roethlisberger pass complete short left to Diontae Johnson for 7 yards (tackle by Asante Samuel),,
2,2:00,2,3,LAC 23,3,14,Najee Harris left guard for 4 yards (tackle by Kyzir White and Derwin James),,
2,1:22,1,10,LAC 19,3,14,Ben Roethlisberger pass complete short right to Diontae Johnson for 9 yards (tackle by Asante Samuel),,
2,1:15,2,1,LAC 10,9,14,"Ben Roethlisberger pass complete short left to Diontae Johnson for 10 yards, touchdown",,
2,1:09,,,LAC 15,10,14,Chris Boswell kicks extra point good,,
2,1:09,,,PIT 35,10,14,"Chris Boswell kicks off 65 yards, touchback.",,
2,1:09,1,10,LAC 25,10,14,Justin Herbert pass complete short right to Keenan Allen for 14 yards (tackle by Karl Joseph),,
2,0:52,1,10,LAC 39,10,14,"Justin Herbert sacked by and Alex Highsmith for no gain and Cameron Heyward for no gain. Penalty on Karl Joseph: Defensive Holding, 5 yards (accepted) (no play)",,
2,0:45,1,10,LAC 44,10,14,Justin Herbert pass complete short right to Austin Ekeler for 9 yards (tackle by Karl Joseph and Joe Schobert),,
2,0:39,,,,,,Timeout #1 by Los Angeles Chargers,,
2,0:39,2,1,PIT 47,10,14,"Justin Herbert sacked by Robert Spillane for no gain. Penalty on Cameron Heyward: Defensive Offside, 6 yards (accepted) (no play)",,
2,0:34,1,10,PIT 41,10,14,Justin Herbert pass complete short left to Jared Cook for 10 yards (tackle by James Pierre),,
2,0:27,,,,,,Timeout #2 by Los Angeles Chargers,,
2,0:27,1,10,PIT 31,10,14,Justin Herbert pass complete short left to Jalen Guyton for 18 yards (tackle by Cameron Sutton),,
2,0:21,1,10,PIT 13,10,14,Justin Herbert pass incomplete short right intended for Jalen Guyton,,
2,0:16,2,10,PIT 13,10,14,Justin Herbert pass complete short left to Austin Ekeler for 6 yards (tackle by Robert Spillane),,
2,0:10,,,,,,Timeout #1 by Pittsburgh Steelers,,
2,0:10,3,4,PIT 7,10,14,Justin Herbert pass incomplete short middle intended for Austin Ekeler (defended by Karl Joseph),,
2,0:06,4,4,PIT 7,10,14,"Penalty on Storm Norton: False Start, 5 yards (accepted) (no play)",,
2,0:06,4,9,PIT 12,10,17,Dustin Hopkins 30 yard field goal good,,
2,0:02,,,LAC 35,10,17,"Dustin Hopkins kicks off 65 yards, returned by Ray-Ray McCloud for 33 yards (tackle by Dustin Hopkins)",,
Quarter,Time,Down,ToGo,Location,PIT,LAC,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,10,17,"Chris Boswell kicks off 62 yards, returned by Andre Roberts for 22 yards (tackle by Miles Killebrew). Penalty on Marcus Allen: Illegal Formation, 5 yards (accepted)",,
3,14:54,1,10,LAC 30,10,17,Austin Ekeler up the middle for 2 yards (tackle by Arthur Maulet),,
3,14:23,2,8,LAC 32,10,17,"Penalty on Michael Schofield: False Start, 5 yards (accepted) (no play)",,
3,14:06,2,13,LAC 27,10,17,Justin Herbert pass incomplete short middle intended for Keenan Allen (defended by Isaiah Buggs),,
3,14:02,3,13,LAC 27,10,17,Justin Herbert pass complete deep middle to Keenan Allen for 30 yards (tackle by Terrell Edmunds),,
3,13:19,1,10,PIT 43,10,17,Justin Herbert pass complete short right to Keenan Allen for 14 yards (tackle by James Pierre),,
3,12:39,1,10,PIT 29,10,17,Austin Ekeler left tackle for 12 yards (tackle by Tre Norwood),,
3,12:00,1,10,PIT 17,10,23,"Justin Herbert pass complete short right to Austin Ekeler for 17 yards, touchdown",,
3,11:50,,,PIT 15,10,24,Dustin Hopkins kicks extra point good,,
3,11:50,,,LAC 35,10,24,"Dustin Hopkins kicks off 65 yards, touchback.",,
3,11:50,1,10,PIT 25,10,24,Ben Roethlisberger pass complete short left to Pat Freiermuth for 2 yards (tackle by Joey Bosa and Derwin James),,
3,11:07,2,8,PIT 27,10,24,Najee Harris left guard for no gain (tackle by Joe Gaziano and Justin Jones),,
3,10:22,3,8,PIT 27,10,24,Ben Roethlisberger pass incomplete short right intended for Chase Claypool (defended by Asante Samuel),,
3,10:16,4,8,PIT 27,10,24,"Pressley Harvin punts 46 yards, returned by Andre Roberts for -1 yards (tackle by Robert Spillane)",,
3,10:08,1,10,LAC 26,10,24,Justin Herbert pass complete short left to Keenan Allen for 8 yards (tackle by Tre Norwood),,
3,9:37,2,2,LAC 34,10,24,Justin Herbert pass complete short left to Keenan Allen for 5 yards (tackle by Cameron Sutton),,
3,9:02,1,10,LAC 39,10,24,Josh Palmer right end for 6 yards (tackle by Joe Schobert),,
3,8:23,2,4,LAC 45,10,24,Justin Herbert pass complete short left to Keenan Allen for 7 yards (tackle by Tre Norwood),,
3,7:50,1,10,PIT 48,10,24,"Larry Rountree left end for no gain. Penalty on Donald Parham: Offensive Holding, 10 yards (accepted) (no play)",,
3,7:29,1,20,LAC 42,10,24,Justin Herbert pass complete short right to Josh Palmer for 17 yards (tackle by Arthur Maulet),,
3,6:48,2,3,PIT 41,10,24,Austin Ekeler left end for -2 yards (tackle by Cameron Sutton),,
3,6:06,3,5,PIT 43,10,24,"Justin Herbert scrambles left end for 13 yards (tackle by Tre Norwood). Penalty on Cameron Sutton: Defensive Holding, 5 yards (accepted)",,
3,5:38,1,10,PIT 25,10,24,Andre Roberts right end for 4 yards (tackle by Terrell Edmunds),,
3,5:04,2,6,PIT 21,10,24,Justin Herbert pass complete short left to Mike Williams for 3 yards (tackle by Cameron Sutton),,
3,4:21,3,3,PIT 18,10,24,"Justin Herbert scrambles up the middle for no gain. Penalty on Corey Linsley: Offensive Holding, 10 yards (accepted) (no play)",,
3,3:52,3,13,PIT 28,10,24,Justin Herbert pass incomplete short middle intended for Justin Jackson,,
3,3:49,4,13,PIT 28,10,24,"Dustin Hopkins yard field goal no good. Penalty on Cameron Sutton: Defensive Offside, 5 yards (accepted) (no play)",,
3,3:44,4,8,PIT 23,10,27,Dustin Hopkins 41 yard field goal good,,
3,3:40,,,LAC 35,10,27,"Dustin Hopkins kicks off 65 yards, touchback.",,
3,3:40,1,10,PIT 25,10,27,Ben Roethlisberger pass complete short middle to Najee Harris for 2 yards (tackle by Kyzir White and Joey Bosa),,
3,3:07,2,8,PIT 27,10,27,Ben Roethlisberger pass complete short left to Najee Harris for 6 yards (tackle by Kyzir White and Chris Harris),,
3,2:30,3,2,PIT 33,10,27,Ben Roethlisberger pass complete short left to Chase Claypool for 28 yards (tackle by Nasir Adderley),,
3,1:46,1,10,LAC 39,10,27,Ben Roethlisberger pass complete short middle to Diontae Johnson for 5 yards (tackle by Michael Davis),,
3,1:17,2,5,LAC 34,10,27,Najee Harris up the middle for 3 yards (tackle by Asante Samuel),,
3,0:34,3,2,LAC 31,10,27,Ben Roethlisberger pass complete short left to Najee Harris for 7 yards (tackle by Tevaughn Campbell and Kyzir White),,
3,0:02,1,10,LAC 24,10,27,Ben Roethlisberger pass complete short right to Eric Ebron for 1 yard (tackle by Joey Bosa),,
Quarter,Time,Down,ToGo,Location,PIT,LAC,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,LAC 23,10,27,Ben Roethlisberger pass complete short left to James Washington for 5 yards (tackle by Tevaughn Campbell),,
4,14:18,3,4,LAC 18,10,27,Ben Roethlisberger pass incomplete short middle intended for Pat Freiermuth (defended by Joe Gaziano),,
4,14:14,4,4,LAC 18,13,27,Chris Boswell 36 yard field goal good,,
4,14:10,,,PIT 35,13,27,"Chris Boswell kicks off 65 yards, touchback.",,
4,14:10,1,10,LAC 25,13,27,Austin Ekeler up the middle for 5 yards (tackle by Alex Highsmith and Cameron Sutton),,
4,13:26,2,5,LAC 30,13,27,Austin Ekeler left guard for 2 yards (tackle by Tre Norwood),,
4,12:56,3,3,LAC 32,13,27,Justin Herbert pass incomplete deep right intended for Mike Williams,,
4,12:52,4,3,LAC 32,13,27,"Ty Long punts 49 yards, returned by Ray-Ray McCloud for 12 yards. Penalty on Kiondre Thomas: Player Out of Bounds on Kick, 5 yards (offset) . Penalty on Justin Layne: Offensive Illegal Block Above the Waist, 15 yards (offset) (no play)",,
4,12:40,4,3,LAC 32,13,27,Ty Long punts blocked by Miles Killebrew,,
4,12:33,1,3,LAC 3,13,27,Ben Roethlisberger pass incomplete short left intended for Najee Harris,,
4,12:30,2,3,LAC 3,13,27,Chase Claypool left end for -2 yards (tackle by Nasir Adderley),,
4,11:47,3,5,LAC 5,13,27,Ben Roethlisberger pass incomplete short middle intended for Diontae Johnson (defended by Justin Jones),,
4,11:43,4,5,LAC 5,13,27,"Ben Roethlisberger pass incomplete short middle intended for Chase Claypool. Penalty on Tevaughn Campbell: Defensive Pass Interference, 4 yards (accepted) (no play)",,
4,11:38,1,1,LAC 1,19,27,"Najee Harris right guard for 1 yard, touchdown",,
4,11:35,,,LAC 15,20,27,Chris Boswell kicks extra point good,,
4,11:35,,,PIT 35,20,27,"Chris Boswell kicks off 65 yards, touchback.",,
4,11:35,1,10,LAC 25,20,27,Justin Herbert pass complete short right to Donald Parham for 11 yards (tackle by Joe Schobert),,
4,10:54,1,10,LAC 36,20,27,Justin Herbert pass incomplete short middle intended for Jared Cook,,
4,10:50,2,10,LAC 36,20,27,Justin Herbert pass complete short right to Donald Parham for 12 yards (tackle by Devin Bush and Terrell Edmunds),,
4,10:11,1,10,LAC 48,20,27,Larry Rountree left guard for 5 yards (tackle by Derrek Tuszka),,
4,9:28,2,5,PIT 47,20,27,Justin Herbert pass incomplete short right intended for Keenan Allen,,
4,9:23,3,5,PIT 47,20,27,"Justin Herbert scrambles left end for 36 yards (tackle by Cameron Heyward). Penalty on Cameron Heyward: Unnecessary Roughness / Defense, 6 yards (accepted)",,
4,8:52,1,5,PIT 5,20,33,"Austin Ekeler left guard for 5 yards, touchdown",,
4,8:48,,,PIT 15,20,34,Dustin Hopkins kicks extra point good,,
4,8:48,,,LAC 35,20,34,"Dustin Hopkins kicks off 65 yards, touchback.",,
4,8:48,1,10,PIT 25,20,34,"Ben Roethlisberger sacked by Uchenna Nwosu for -9 yards. Ben Roethlisberger fumbles (forced by Uchenna Nwosu), recovered by Ben Roethlisberger at PIT-16",,
4,8:12,2,19,PIT 16,20,34,Ben Roethlisberger pass complete deep right to Chase Claypool for 16 yards (tackle by Nasir Adderley),,
4,7:35,3,3,PIT 32,20,34,Ben Roethlisberger pass complete short left to Ray-Ray McCloud for 4 yards (tackle by Tevaughn Campbell),,
4,7:02,1,10,PIT 36,20,34,Ben Roethlisberger pass complete short right to Najee Harris for 5 yards (tackle by Tevaughn Campbell),,
4,6:41,2,5,PIT 41,20,34,Ben Roethlisberger pass incomplete short right intended for Diontae Johnson,,
4,6:36,3,5,PIT 41,20,34,Ben Roethlisberger pass complete short right to Diontae Johnson for 32 yards (tackle by Michael Davis),,
4,6:03,1,10,LAC 27,20,34,Ben Roethlisberger pass complete deep middle to Eric Ebron for 18 yards (tackle by Derwin James),,
4,5:32,1,9,LAC 9,20,34,Ben Roethlisberger pass complete short right to Chase Claypool for 4 yards (tackle by Michael Davis),,
4,4:54,2,5,LAC 5,26,34,"Ben Roethlisberger pass complete short left to Eric Ebron for 5 yards, touchdown",,
4,4:49,,,LAC 15,27,34,Chris Boswell kicks extra point good,,
4,4:49,,,PIT 35,27,34,"Chris Boswell kicks off 65 yards, touchback.",,
4,4:49,1,10,LAC 25,27,34,Justin Herbert pass incomplete short right intended for Keenan Allen,,
4,4:45,2,10,LAC 25,27,34,Justin Herbert pass short left (defended by Cameron Heyward) intended for Keenan Allen is intercepted by Cameron Sutton at LAC-15 and returned for 4 yards (tackle by Storm Norton),,
4,4:36,1,10,LAC 11,27,34,"Ben Roethlisberger pass incomplete short right intended for Chase Claypool. Penalty on Joey Bosa: Roughing the Passer, 6 yards (accepted) (no play)",,
4,4:33,1,5,LAC 5,27,34,Ben Roethlisberger pass incomplete short middle intended for Kalen Ballage,,
4,4:28,2,5,LAC 5,33,34,"Ben Roethlisberger pass complete short right to Pat Freiermuth for 5 yards, touchdown",,
4,4:23,,,LAC 15,34,34,Chris Boswell kicks extra point good,,
4,4:23,,,PIT 35,34,34,"Chris Boswell kicks off 65 yards, touchback.",,
4,4:23,1,10,LAC 25,34,34,Justin Herbert pass incomplete short left intended for Jared Cook,,
4,4:18,2,10,LAC 25,34,34,Justin Herbert sacked by and Alex Highsmith for -4 yards and Taco Charlton for -4 yards,,
4,3:55,,,,,,Timeout #1 by Pittsburgh Steelers,,
4,3:55,3,14,LAC 21,34,34,Justin Herbert pass complete short right to Jared Cook for 13 yards (tackle by James Pierre),,
4,3:48,4,1,LAC 34,34,34,Austin Ekeler up the middle for no gain (tackle by Joe Schobert and Chris Wormley),,
4,3:43,1,10,LAC 34,34,34,Ben Roethlisberger pass incomplete short right intended for Chase Claypool (defended by Tevaughn Campbell),,
4,3:40,2,10,LAC 34,34,34,Ben Roethlisberger pass complete short left to James Washington for 7 yards (tackle by Drue Tranquill),,
4,3:34,,,,,,Timeout #2 by Pittsburgh Steelers,,
4,3:34,3,3,LAC 27,34,34,Ben Roethlisberger pass incomplete deep left intended for Diontae Johnson,,
4,3:29,4,3,LAC 27,37,34,Chris Boswell 45 yard field goal good,,
4,3:24,,,PIT 35,37,34,"Chris Boswell kicks off 65 yards, touchback.",,
4,3:24,1,10,LAC 25,37,34,Justin Herbert pass complete short middle to Donald Parham for 5 yards (tackle by Chris Wormley),,
4,2:54,2,5,LAC 30,37,34,Justin Herbert pass complete short right to Austin Ekeler for 17 yards (tackle by Devin Bush),,
4,2:20,1,10,LAC 47,37,40,"Justin Herbert pass complete deep left to Mike Williams for 53 yards, touchdown",,
4,2:09,,,PIT 15,37,41,Dustin Hopkins kicks extra point good,,
4,2:09,,,LAC 35,37,41,"Dustin Hopkins kicks off 65 yards, touchback.",,
4,2:09,1,10,PIT 25,37,41,Ben Roethlisberger sacked by Kyler Fackrell for -8 yards,,
4,2:00,2,18,PIT 17,37,41,Ben Roethlisberger sacked by Joey Bosa for -11 yards,,
4,1:20,3,29,PIT 6,37,41,Ben Roethlisberger pass incomplete deep right intended for Diontae Johnson,,
4,1:19,4,29,PIT 6,37,41,"Penalty on PIT: Delay of Game, 3 yards (accepted) (no play)",,
4,1:19,4,32,PIT 3,37,41,Ben Roethlisberger pass incomplete short left intended for James Washington,,
4,1:15,1,3,PIT 3,37,41,Justin Herbert kneels for -1 yards,,
4,1:11,,,,,,Timeout #3 by Pittsburgh Steelers,,
4,1:11,2,4,PIT 4,37,41,Justin Herbert kneels for -1 yards,,
4,0:33,3,5,PIT 5,37,41,Justin Herbert kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
