Quarter,Time,Down,ToGo,Location,GNB,SFO,Detail,EPB,EPA
1,9:57,4,7,GNB 45,0,0,"Tim Masthay punts 38 yards, fair catch by Kyle Williams",-0.390,0.060
1,9:51,1,10,SFO 17,0,0,Kendall Hunter left guard for -7 yards (tackle by Clay Matthews),-0.060,-1.290
1,9:10,2,17,SFO 10,0,0,Colin Kaepernick pass complete short right to Vernon Davis for 12 yards (tackle by A.J. Hawk and Sam Shields),-1.290,-0.620
1,8:30,3,5,SFO 22,0,0,Colin Kaepernick pass complete short middle to Anquan Boldin for 9 yards (tackle by Micah Hyde and Tramon Williams),-0.620,1.000
1,7:58,1,10,SFO 31,0,0,Colin Kaepernick pass complete short middle to Vance McDonald for 25 yards (tackle by M.D. Jennings),1.000,2.650
1,7:16,1,10,GNB 44,0,0,Frank Gore up the middle for 2 yards (tackle by Ryan Pickett and A.J. Hawk),2.650,2.380
1,6:37,2,8,GNB 42,0,0,Colin Kaepernick pass complete short right to Bruce Miller for 7 yards (tackle by M.D. Jennings),2.380,2.610
1,6:06,3,1,GNB 35,0,0,Frank Gore right guard for 2 yards (tackle by Brad Jones),2.610,3.380
1,5:36,1,10,GNB 33,0,0,Colin Kaepernick pass complete short left to Kyle Williams for 6 yards (tackle by Brad Jones),3.380,3.650
1,5:03,2,4,GNB 27,0,0,Kendall Hunter right guard for 2 yards (tackle by B.J. Raji),3.650,3.200
1,4:22,3,2,GNB 25,0,0,Kendall Hunter up the middle for 3 yards (tackle by Nick Perry),3.200,4.110
1,3:46,1,10,GNB 22,0,0,Colin Kaepernick pass incomplete deep right intended for Anquan Boldin,4.110,3.560
1,3:37,2,10,GNB 22,0,0,Frank Gore up the middle for 2 yards (tackle by Brad Jones and A.J. Hawk),3.560,3.140
1,2:58,3,8,GNB 20,0,6,"Colin Kaepernick pass complete deep right to Vernon Davis for 20 yards, touchdown",3.140,7.000
1,2:58,,,GNB 2,0,7,Phil Dawson kicks extra point good,0.000,0.000
1,2:58,,,SFO 35,0,7,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.280
1,2:52,1,10,GNB 20,0,7,Aaron Rodgers pass complete short right to Randall Cobb for 13 yards (tackle by Donte Whitner),0.280,1.140
1,2:17,1,10,GNB 33,0,7,Aaron Rodgers pass complete deep right to Jordy Nelson for 31 yards (tackle by Eric Reid),1.140,3.180
1,1:57,1,10,SFO 36,0,7,Aaron Rodgers pass incomplete deep right intended for Jordy Nelson,3.180,2.640
1,1:53,2,10,SFO 36,0,7,Aaron Rodgers pass complete short left to Eddie Lacy for 31 yards (tackle by Donte Whitner),2.640,6.060
1,1:18,1,5,SFO 5,0,7,Aaron Rodgers pass incomplete short right intended for Randall Cobb,6.060,5.150
1,1:11,2,5,SFO 5,6,7,"Aaron Rodgers pass complete short right to Randall Cobb for 5 yards, touchdown",5.150,7.000
1,1:11,,,SFO 2,7,7,Mason Crosby kicks extra point good,0.000,0.000
1,1:11,,,GNB 35,7,7,"Tim Masthay kicks off 70 yards, returned by Perrish Cox for 30 yards (tackle by Tim Masthay)",0.000,-0.610
1,0:58,1,10,SFO 25,7,7,Frank Gore right guard for 3 yards (tackle by Ryan Pickett and A.J. Hawk),0.610,0.470
1,0:19,2,7,SFO 28,7,7,"Penalty on Jonathan Goodwin: False Start, 5 yards (no play)",0.470,-0.210
Quarter,Time,Down,ToGo,Location,GNB,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,12,SFO 23,7,7,Colin Kaepernick pass complete short right to Anquan Boldin for 7 yards (tackle by Jerron McMillian),-0.210,0.040
2,14:21,3,5,SFO 30,7,7,Colin Kaepernick pass complete deep middle to Anquan Boldin for 22 yards (tackle by Jerron McMillian),0.040,2.390
2,13:37,1,10,GNB 48,7,7,Colin Kaepernick pass incomplete deep right intended for Kyle Williams,2.390,1.850
2,13:31,2,10,GNB 48,7,7,Colin Kaepernick pass complete short right to Anquan Boldin for 3 yards (tackle by A.J. Hawk and Sam Shields),1.850,1.850
2,12:42,2,10,GNB 48,7,7,Timeout #2 by San Francisco 49ers,1.850,1.550
2,12:42,3,7,GNB 45,7,7,Colin Kaepernick left end for 2 yards (tackle by Clay Matthews and Mike Neal),1.550,0.400
2,12:05,4,5,GNB 43,7,7,"Andy Lee punts 43 yards, touchback",0.400,-0.280
2,11:57,1,10,GNB 20,7,7,"Eddie Lacy left tackle for 10 yards (tackle by Justin Smith). Penalty on Josh Sitton: Illegal Use of Hands, 10 yards (no play)",0.280,-0.760
2,11:24,1,20,GNB 10,7,7,"Eddie Lacy for 3 yards (tackle by NaVorro Bowman). Eddie Lacy fumbles (forced by NaVorro Bowman), recovered by Tarell Brown at GNB-14",-0.760,-4.650
2,11:15,1,10,GNB 14,7,7,Colin Kaepernick pass complete short right to Frank Gore for 8 yards (tackle by A.J. Hawk),4.650,5.470
2,10:41,2,2,GNB 6,7,7,Frank Gore left guard for 1 yard (tackle by A.J. Hawk and Brad Jones),5.470,4.960
2,9:57,3,1,GNB 5,7,7,"Adam Snyder for no gain (tackle by Ryan Pickett). Penalty on Adam Snyder: Illegal Formation, 5 yards (no play)",4.960,3.820
2,9:30,3,6,GNB 10,7,7,"Colin Kaepernick for 4 yards (tackle by Clay Matthews). Penalty on Clay Matthews: Personal Foul (Offsetting), Penalty on Joe Staley: Unsportsmanlike Conduct (Offsetting) (no play)",3.820,3.820
2,9:02,3,6,GNB 10,7,13,"Colin Kaepernick pass complete short middle to Anquan Boldin for 10 yards, touchdown",3.820,7.000
2,9:02,,,GNB 2,7,14,Phil Dawson kicks extra point good,0.000,0.000
2,9:02,,,SFO 35,7,14,"Phil Dawson kicks off 67 yards, returned by Jeremy Ross for 10 yards (tackle by Craig Dahl). Penalty on Mike Daniels: Illegal Block Above the Waist, 4 yards",0.000,0.380
2,8:50,1,10,GNB 4,7,14,Aaron Rodgers pass incomplete short right intended for Jordy Nelson,-0.380,-0.780
2,8:46,2,10,GNB 4,7,14,Aaron Rodgers pass complete short right to James Starks for 8 yards,-0.780,-0.480
2,8:14,3,2,GNB 12,7,14,Aaron Rodgers pass incomplete short right intended for James Jones (defended by Nnamdi Asomugha),-0.480,-2.490
2,8:09,4,2,GNB 12,7,14,"Tim Masthay punts 45 yards, out of bounds",-2.490,-1.800
2,8:01,1,10,SFO 43,7,14,Colin Kaepernick pass incomplete deep right intended for Vernon Davis,1.800,1.250
2,7:56,2,10,SFO 43,7,14,Colin Kaepernick sacked by Johnny Jolly for -2 yards,1.250,0.300
2,7:18,3,12,SFO 41,7,14,"Penalty on Colin Kaepernick: Delay of Game, 5 yards (no play)",0.300,-0.360
2,6:55,3,17,SFO 36,7,14,Colin Kaepernick pass incomplete deep right intended for Anquan Boldin,-0.360,-0.980
2,6:45,4,17,SFO 36,7,14,"Andy Lee punts 41 yards, fair catch by Jeremy Ross. Penalty on Jerron McMillian: Offensive Holding, 10 yards",-0.980,0.320
2,6:39,1,10,GNB 13,7,14,Randall Cobb right tackle for 3 yards (tackle by NaVorro Bowman and Ray McDonald),-0.320,-0.440
2,6:13,2,7,GNB 16,7,14,Aaron Rodgers pass complete short left to Jordy Nelson for 8 yards (tackle by Tarell Brown),-0.440,0.540
2,5:46,1,10,GNB 24,7,14,"Penalty on Aldon Smith: Neutral Zone Infraction, 5 yards (no play)",0.540,1.270
2,5:26,1,5,GNB 29,7,14,Aaron Rodgers pass complete short left to Jordy Nelson for 22 yards (tackle by Donte Whitner),1.270,2.320
2,5:00,1,10,SFO 49,7,14,"James Starks left tackle for 7 yards (tackle by Patrick Willis). Penalty on Josh Sitton: Offensive Holding, 10 yards (no play)",2.320,1.660
2,4:33,1,20,GNB 41,7,14,Aaron Rodgers pass incomplete short middle intended for Jermichael Finley is intercepted by Eric Reid at SFO-44,1.660,-1.860
2,4:28,1,10,SFO 44,7,14,Adam Snyder for no gain (tackle by B.J. Raji),1.860,1.320
2,3:46,2,10,SFO 44,7,14,Colin Kaepernick pass complete deep left to Anquan Boldin for 22 yards (tackle by Jerron McMillian),1.320,3.310
2,3:13,1,10,GNB 34,7,14,Frank Gore right tackle for -2 yards (tackle by M.D. Jennings),3.310,2.500
2,2:33,2,12,GNB 36,7,14,Colin Kaepernick sacked by Clay Matthews for -6 yards,2.500,1.030
2,2:00,3,18,GNB 42,7,14,Colin Kaepernick pass complete short middle to Vernon Davis for 12 yards (tackle by M.D. Jennings and Micah Hyde),1.030,1.030
2,1:37,3,18,GNB 42,7,14,Timeout #1 by Green Bay Packers,1.030,1.430
2,1:37,4,6,GNB 30,7,14,Phil Dawson 48 yard field goal no good,1.430,-1.470
2,1:32,1,10,GNB 38,7,14,"Aaron Rodgers pass complete short left to Jermichael Finley for 13 yards (tackle by Donte Whitner). Penalty on Ahmad Brooks: Roughing the Passer, 15 yards",1.470,3.310
2,1:24,1,10,SFO 34,7,14,Aaron Rodgers pass incomplete deep right intended for James Jones,3.310,2.770
2,1:19,2,10,SFO 34,7,14,"John Kuhn left tackle for 4 yards (tackle by NaVorro Bowman). Penalty on Josh Sitton: Offensive Holding, 10 yards (no play)",2.770,1.420
2,1:14,2,20,SFO 44,7,14,Aaron Rodgers pass incomplete short right intended for Randall Cobb,1.420,0.760
2,1:08,3,20,SFO 44,7,14,"Aaron Rodgers pass incomplete deep middle intended for Randall Cobb is intercepted by Eric Reid at SFO-0. Penalty on Aldon Smith: Defensive Offside, 5 yards (no play)",0.760,0.760
2,0:58,3,20,SFO 44,7,14,Timeout #3 by San Francisco 49ers,0.760,1.420
2,0:58,3,15,SFO 39,7,14,Aaron Rodgers pass complete short right to Jordy Nelson for 15 yards (tackle by Donte Whitner),1.420,3.970
2,0:52,1,10,SFO 24,7,14,Aaron Rodgers pass complete short right to Jordy Nelson for 9 yards (tackle by Eric Reid),3.970,3.970
2,0:44,1,10,SFO 24,7,14,Timeout #2 by Green Bay Packers,3.970,4.850
2,0:44,2,1,SFO 15,7,14,Aaron Rodgers pass incomplete short left intended for Randall Cobb,4.850,4.170
2,0:39,3,1,SFO 15,7,14,John Kuhn right guard for 3 yards (tackle by Ahmad Brooks),4.170,4.780
2,0:21,1,10,SFO 12,13,14,"Aaron Rodgers pass complete short right to Jermichael Finley for 12 yards, touchdown",4.780,7.000
2,0:21,,,SFO 2,14,14,Mason Crosby kicks extra point good,0.000,0.000
2,0:21,,,GNB 35,14,14,"Tim Masthay kicks off 55 yards, returned by Anthony Dixon for 30 yards (tackle by Davon House)",0.000,-1.600
2,0:09,1,10,SFO 40,14,14,Colin Kaepernick pass complete short right to Kyle Williams for 14 yards,1.600,1.600
2,0:03,1,10,SFO 40,14,14,Timeout #3 by Green Bay Packers,1.600,2.520
2,0:03,1,10,GNB 46,14,14,Colin Kaepernick pass incomplete deep middle intended for Vernon Davis (defended by Chris Banjo),2.520,1.980
Quarter,Time,Down,ToGo,Location,GNB,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,14,14,"Tim Masthay kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,SFO 20,14,14,Frank Gore left guard for 4 yards (tackle by Clay Matthews),0.280,0.270
3,14:36,2,6,SFO 24,14,14,"Penalty on Joe Staley: False Start, 5 yards (no play)",0.270,-0.460
3,14:04,2,11,SFO 19,14,14,Kendall Hunter up the middle for 2 yards (tackle by Nick Perry),-0.460,-0.820
3,13:26,3,9,SFO 21,14,14,Colin Kaepernick pass complete deep right to Anquan Boldin for 22 yards (tackle by Jerron McMillian),-0.820,1.800
3,12:41,1,10,SFO 43,14,14,Colin Kaepernick pass complete short left to Anquan Boldin for 9 yards (tackle by Brad Jones),1.800,2.470
3,12:19,2,1,GNB 48,14,14,Daniel Kilgore for 2 yards (tackle by Mike Neal),2.470,2.520
3,11:45,1,10,GNB 46,14,14,Colin Kaepernick pass complete deep right to Anquan Boldin for 30 yards (tackle by Sam Shields),2.520,4.510
3,10:58,1,10,GNB 16,14,14,Frank Gore right guard for 5 yards (tackle by Sam Shields and M.D. Jennings),4.510,4.760
3,10:16,2,5,GNB 11,14,14,Colin Kaepernick pass complete short left to Anquan Boldin for 9 yards (tackle by Jerron McMillian),4.760,6.740
3,9:49,1,2,GNB 2,14,20,"Colin Kaepernick pass complete short right to Vernon Davis for 2 yards, touchdown",6.740,7.000
3,9:49,,,GNB 2,14,21,Phil Dawson kicks extra point good,0.000,0.000
3,9:49,,,SFO 35,14,21,"Phil Dawson kicks off 60 yards, returned by Jeremy Ross for 17 yards (tackle by Dan Skuta)",0.000,-0.410
3,9:40,1,10,GNB 22,14,21,Eddie Lacy left end for no gain (tackle by NaVorro Bowman and Aldon Smith),0.410,-0.130
3,9:01,2,10,GNB 22,14,21,Eddie Lacy up the middle for 2 yards (tackle by Ian Williams),-0.130,-0.560
3,8:24,3,8,GNB 24,14,21,Aaron Rodgers pass complete short right to Randall Cobb for 3 yards (tackle by Eric Reid),-0.560,-1.570
3,7:53,4,5,GNB 27,14,21,"Tim Masthay punts 45 yards, returned by Kyle Williams for 7 yards (tackle by Davon House)",-1.570,-1.270
3,7:41,1,10,SFO 35,14,21,Frank Gore up the middle for 5 yards (tackle by A.J. Hawk),1.270,1.400
3,6:57,2,5,SFO 40,14,21,Colin Kaepernick pass incomplete short middle intended for Vance McDonald,1.400,0.700
3,6:53,3,5,SFO 40,14,21,Colin Kaepernick pass incomplete short left intended for Marlon Moore,0.700,-0.720
3,6:49,4,5,SFO 40,14,21,"Penalty on Tramaine Brock: False Start, 5 yards (no play)",-0.720,-1.040
3,6:49,4,10,SFO 35,14,21,"Andy Lee punts 50 yards, returned by Randall Cobb for 16 yards (tackle by Tramaine Brock)",-1.040,-1.000
3,6:37,1,10,GNB 31,14,21,Eddie Lacy up the middle for 3 yards (tackle by Glenn Dorsey),1.000,0.870
3,6:07,2,7,GNB 34,14,21,Eddie Lacy left tackle for 6 yards (tackle by Patrick Willis),0.870,0.960
3,5:27,3,1,GNB 40,14,21,"Aaron Rodgers left end for 6 yards (tackle by NaVorro Bowman). Penalty on NaVorro Bowman: Unsportsmanlike Conduct, 15 yards",0.960,2.980
3,5:06,1,10,SFO 39,14,21,Aaron Rodgers pass complete short right to Randall Cobb for 13 yards (tackle by Eric Reid),2.980,3.840
3,4:33,1,10,SFO 26,14,21,Aaron Rodgers pass incomplete deep left intended for Jermichael Finley (defended by Donte Whitner),3.840,3.300
3,4:24,2,10,SFO 26,14,21,Aaron Rodgers pass complete short middle to Randall Cobb for 18 yards (tackle by Eric Reid),3.300,5.370
3,3:52,1,8,SFO 8,20,21,"Aaron Rodgers pass complete short right to Jordy Nelson for 8 yards, touchdown",5.370,7.000
3,3:52,,,SFO 2,21,21,Mason Crosby kicks extra point good,0.000,0.000
3,3:52,,,GNB 35,21,21,"Tim Masthay kicks off 65 yards, touchback",0.000,-0.280
3,3:49,1,10,SFO 20,21,21,Colin Kaepernick pass complete short left to Kyle Williams for 16 yards (tackle by Brad Jones),0.280,1.330
3,3:18,1,10,SFO 36,21,21,Frank Gore right guard for 1 yard (tackle by B.J. Raji),1.330,0.930
3,2:37,2,9,SFO 37,21,21,Colin Kaepernick pass complete deep middle to Vernon Davis for 37 yards (tackle by M.D. Jennings),0.930,3.840
3,1:48,1,10,GNB 26,21,21,Kendall Hunter up the middle for 1 yard (tackle by Clay Matthews),3.840,3.430
3,1:16,2,9,GNB 25,21,21,Colin Kaepernick pass incomplete deep right intended for Anquan Boldin,3.430,2.740
3,1:12,3,9,GNB 25,21,21,Colin Kaepernick left end for 15 yards (tackle by Sam Shields),2.740,2.740
3,1:12,3,9,GNB 25,21,21,Adam Snyder for no gain,2.740,4.910
3,0:47,1,10,GNB 10,21,21,Colin Kaepernick pass incomplete short right intended for Anquan Boldin (defended by Sam Shields),4.910,4.190
3,0:43,2,10,GNB 10,21,21,Colin Kaepernick left end for -7 yards (tackle by Clay Matthews),4.190,2.740
3,0:12,3,17,GNB 17,21,21,"Penalty on Jonathan Goodwin: False Start, 5 yards (no play)",2.740,2.080
Quarter,Time,Down,ToGo,Location,GNB,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,22,GNB 22,21,21,Colin Kaepernick pass complete short middle to Frank Gore for 13 yards (tackle by Micah Hyde and Brad Jones),2.080,2.830
4,14:21,4,9,GNB 9,21,24,Phil Dawson 27 yard field goal good,2.830,3.000
4,14:21,,,SFO 35,21,24,"Phil Dawson kicks off 73 yards, touchback",0.000,-0.280
4,14:17,1,10,GNB 20,21,24,Randall Cobb left tackle for 3 yards (tackle by Aldon Smith and Justin Smith),0.280,0.140
4,13:44,2,7,GNB 23,21,24,Aaron Rodgers sacked by Ray McDonald and Aldon Smith for -3 yards,0.140,-0.960
4,13:11,3,10,GNB 20,21,24,Aaron Rodgers pass incomplete short middle intended for Jermichael Finley (defended by NaVorro Bowman),-0.960,-2.030
4,13:09,4,10,GNB 20,21,24,"Tim Masthay punts 49 yards, returned by Kyle Williams for 1 yard (tackle by Davon House). Penalty on Tramaine Brock: Unnecessary Roughness, 15 yards, Penalty on Tramaine Brock: Offensive Holding (Declined)",-2.030,0.060
4,12:59,1,10,SFO 17,21,24,Colin Kaepernick pass complete short right to Bruce Miller for 17 yards (tackle by Sam Shields),-0.060,1.200
4,12:31,1,10,SFO 34,21,24,Colin Kaepernick left end for -3 yards (tackle by Tramon Williams),1.200,0.250
4,11:43,2,13,SFO 31,21,24,Frank Gore left guard for -1 yards (tackle by A.J. Hawk),0.250,-0.560
4,11:10,3,14,SFO 30,21,24,Colin Kaepernick pass incomplete deep right intended for Kyle Williams (defended by Sam Shields),-0.560,-1.370
4,11:03,4,14,SFO 30,21,24,"Andy Lee punts 46 yards, fair catch by Randall Cobb",-1.370,-0.540
4,10:56,1,10,GNB 24,21,24,Eddie Lacy up the middle for 6 yards (tackle by Justin Smith and NaVorro Bowman),0.540,0.810
4,10:21,2,4,GNB 30,21,24,Eddie Lacy up the middle for 7 yards (tackle by Ray McDonald),0.810,1.400
4,9:58,1,10,GNB 37,21,24,Aaron Rodgers pass complete short right to Jermichael Finley for 13 yards (tackle by NaVorro Bowman),1.400,2.260
4,9:37,1,10,,21,24,Aaron Rodgers pass complete deep left to Jordy Nelson for 37 yards,2.260,4.710
4,9:28,1,10,SFO 13,21,24,Eddie Lacy left guard for 5 yards (tackle by NaVorro Bowman and Tony Jerod-Eddie),4.710,4.960
4,8:57,2,5,SFO 8,21,24,Eddie Lacy left guard for 6 yards (tackle by Patrick Willis),4.960,6.740
4,8:34,1,2,SFO 2,21,24,Aaron Rodgers pass incomplete short right intended for Randall Cobb,6.740,5.720
4,8:32,2,2,SFO 2,27,24,"Eddie Lacy left guard for 2 yards, touchdown",5.720,7.000
4,8:32,,,SFO 2,28,24,Mason Crosby kicks extra point good,0.000,0.000
4,8:32,,,GNB 35,28,24,"Tim Masthay kicks off 65 yards, touchback",0.000,-0.280
4,8:26,1,10,SFO 20,28,24,Colin Kaepernick left end for 5 yards,0.280,0.410
4,7:41,2,5,SFO 25,28,24,Colin Kaepernick pass complete deep right to Anquan Boldin for 43 yards (tackle by Tramon Williams),0.410,3.450
4,7:03,1,10,GNB 32,28,24,Kendall Hunter right end for 23 yards (tackle by Sam Shields),3.450,3.450
4,7:03,1,10,GNB 32,28,24,Adam Snyder for no gain,3.450,5.140
4,6:25,1,9,GNB 9,28,24,Frank Gore right guard for 8 yards (tackle by M.D. Jennings),5.140,5.910
4,5:51,2,1,GNB 1,28,30,"Daniel Kilgore for 1 yard, touchdown",5.910,7.000
4,5:51,,,GNB 2,28,31,Phil Dawson kicks extra point good,0.000,0.000
4,5:51,,,SFO 35,28,31,"Phil Dawson kicks off 69 yards, returned by Jeremy Ross for 13 yards (tackle by C.J. Spillman)",0.000,0.380
4,5:44,1,10,GNB 9,28,31,Aaron Rodgers pass incomplete short right intended for Randall Cobb (defended by Ahmad Brooks),-0.380,-0.780
4,5:41,2,10,GNB 9,28,31,Aaron Rodgers up the middle for 7 yards (tackle by Eric Reid),-0.780,-0.600
4,5:08,3,3,GNB 16,28,31,Aaron Rodgers pass incomplete deep left intended for Jordy Nelson (defended by Nnamdi Asomugha),-0.600,-2.390
4,5:00,4,3,GNB 16,28,31,"Tim Masthay punts 49 yards, fair catch by Kyle Williams",-2.390,-1.270
4,4:52,1,10,SFO 35,28,31,Colin Kaepernick pass complete short right to Anquan Boldin for 7 yards (tackle by Sam Shields),1.270,1.670
4,4:08,2,3,SFO 42,28,31,Frank Gore right guard for -1 yards (tackle by Ryan Pickett),1.670,0.830
4,3:26,3,4,SFO 41,28,31,Colin Kaepernick pass complete short left to Vernon Davis for 15 yards (tackle by Micah Hyde),0.830,2.650
4,3:20,1,10,GNB 44,28,31,Frank Gore right tackle for 4 yards (tackle by Brad Jones and Nick Perry),2.650,2.650
4,3:11,1,10,GNB 44,28,31,Timeout #1 by Green Bay Packers,2.650,2.650
4,3:11,2,6,GNB 40,28,31,Frank Gore right tackle for 1 yard (tackle by Mike Neal),2.650,2.650
4,3:05,2,6,GNB 40,28,31,Timeout #2 by Green Bay Packers,2.650,2.080
4,3:05,3,5,GNB 39,28,31,Frank Gore left guard for 3 yards (tackle by Clay Matthews),2.080,2.080
4,3:00,3,5,GNB 39,28,31,Timeout #3 by Green Bay Packers,2.080,2.080
4,3:00,3,5,GNB 39,28,31,Timeout #3 by San Francisco 49ers,2.080,0.890
4,3:00,4,2,GNB 36,28,31,Colin Kaepernick pass complete short right to Anquan Boldin for 15 yards (tackle by Tramon Williams and Johnny Jolly),0.890,4.170
4,2:13,1,10,GNB 21,28,31,Daniel Kilgore for no gain (tackle by Brad Jones and Clay Matthews),4.170,3.630
4,2:00,2,10,GNB 21,28,31,Daniel Kilgore for 4 yards (tackle by Sam Shields and Brad Jones),3.630,3.460
4,1:15,3,6,GNB 17,28,31,Colin Kaepernick left end for 2 yards,3.460,2.520
4,0:30,4,4,GNB 15,28,34,Phil Dawson 33 yard field goal good,2.520,3.000
4,0:30,,,SFO 35,28,34,"Phil Dawson kicks off 71 yards, touchback",0.000,-0.280
4,0:26,1,10,GNB 20,28,34,Aaron Rodgers pass complete deep right to Randall Cobb for 38 yards (tackle by Donte Whitner),0.280,2.790
4,0:03,1,10,SFO 42,28,34,Aaron Rodgers spiked the ball,2.790,2.240
4,0:03,2,10,SFO 42,28,34,Aaron Rodgers pass incomplete short middle intended for John Kuhn,2.240,1.550
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
