Quarter,Time,Down,ToGo,Location,ARI,STL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cardinals won the coin toss, Cardinals to receive the opening kickoff.",,
1,15:00,,,STL 30,0,0,"Josh Brown kicks off 70 yards, returned by LaRod Stephens-Howling for 22 yards",0.000,0.410
1,14:55,1,10,ARI 22,0,0,Derek Anderson pass complete short right to Stephen Spach for no gain,0.410,-0.130
1,14:24,2,10,ARI 22,0,0,Tim Hightower left end for 5 yards (tackle by Bradley Fletcher),-0.130,-0.160
1,13:43,3,5,ARI 27,0,0,Derek Anderson pass complete short right to Larry Fitzgerald for 18 yards (tackle by O.J. Atogwe),-0.160,1.930
1,13:17,1,10,ARI 45,0,0,Derek Anderson pass complete short right to Tim Hightower for 17 yards (tackle by O.J. Atogwe),1.930,3.050
1,12:52,1,10,STL 38,0,0,Tim Hightower left guard for 2 yards (tackle by James Laurinaitis),3.050,2.780
1,12:07,2,8,STL 36,0,0,Derek Anderson pass complete short right to Steve Breaston for 12 yards (tackle by O.J. Atogwe),2.780,3.970
1,11:41,1,10,STL 24,0,0,Tim Hightower right tackle for 2 yards (tackle by Justin King),3.970,3.700
1,11:03,2,8,STL 22,0,0,"Tim Hightower left tackle for -3 yards (tackle by O.J. Atogwe). Tim Hightower fumbles (forced by O.J. Atogwe), recovered by Bradley Fletcher at STL-25 and returned for 43 yards (tackle by Steve Breaston)",3.700,-3.450
1,10:50,1,10,ARI 32,0,0,Sam Bradford pass complete short left to Mark Clayton for 13 yards (tackle by Greg Toler),3.450,4.310
1,10:26,1,10,ARI 19,0,0,Steven Jackson right end for 3 yards (tackle by Daryl Washington),4.310,4.180
1,9:51,2,7,ARI 16,0,0,Sam Bradford pass incomplete short right intended for Steven Jackson,4.180,3.410
1,9:46,3,7,ARI 16,0,0,Sam Bradford pass incomplete short middle intended for Laurent Robinson,3.410,2.380
1,9:41,4,7,ARI 16,0,0,"Josh Brown 34 yard field goal no good, blocked by Adrian Wilson, recovered by Greg Toler and returned for 15 yards",2.380,-1.800
1,9:31,1,10,ARI 43,0,0,Derek Anderson sacked by Fred Robbins for -9 yards,1.800,0.040
1,9:00,2,19,ARI 34,0,0,Derek Anderson pass complete short left to LaRod Stephens-Howling for 9 yards (tackle by Chris Chamberlain),0.040,0.560
1,8:17,3,10,ARI 43,0,0,Derek Anderson pass incomplete deep right intended for Stephen Williams,0.560,-0.520
1,8:12,4,10,ARI 43,0,0,Ben Graham punts 46 yards,-0.520,0.370
1,8:05,1,10,STL 11,0,0,Sam Bradford pass complete short right to Mike Karney for 2 yards (tackle by Clark Haggans),-0.370,-0.630
1,7:24,2,8,STL 13,0,0,Sam Bradford pass complete short right to Mark Clayton for 5 yards (tackle by Greg Toler),-0.630,-0.600
1,7:01,3,3,STL 18,0,0,Sam Bradford pass complete short right to Michael Hoomanawanui for 8 yards (tackle by Daryl Washington). Penalty on Clark Haggans: Defensive Offside (Declined),-0.600,0.670
1,6:37,1,10,STL 26,0,0,Sam Bradford pass incomplete deep left intended for Mark Clayton is intercepted by Adrian Wilson at STL-43 and returned for 4 yards,0.670,-2.980
1,6:27,1,10,STL 39,0,0,Tim Hightower middle for -1 yards (tackle by Na'il Diggs),2.980,2.300
1,5:47,2,11,STL 40,0,0,Derek Anderson pass complete short right to LaRod Stephens-Howling for 1 yard (tackle by James Laurinaitis),2.300,1.750
1,5:04,3,10,STL 39,0,0,Derek Anderson pass incomplete deep middle intended for Larry Fitzgerald,1.750,0.660
1,4:57,4,10,STL 39,0,0,"Ben Graham punts 29 yards, fair catch by Danny Amendola",0.660,0.380
1,4:52,1,10,STL 10,0,0,Steven Jackson right guard for 8 yards (tackle by Greg Toler),-0.380,0.070
1,4:16,2,2,STL 18,0,0,Sam Bradford sacked by Calais Campbell for -7 yards,0.070,-1.300
1,3:43,3,9,STL 11,0,0,Sam Bradford pass complete short left to Mark Clayton for 6 yards (tackle by Paris Lenon),-1.300,-2.320
1,3:06,4,3,STL 17,0,0,"Donnie Jones punts 50 yards, returned by Max Komar for 7 yards (tackle by Kenneth Darby)",-2.320,-1.600
1,2:55,1,10,ARI 40,0,0,Derek Anderson pass complete short middle to Tim Hightower for 3 yards (tackle by Na'il Diggs),1.600,1.460
1,2:18,2,7,ARI 43,0,0,Tim Hightower middle for no gain (tackle by Fred Robbins),1.460,0.760
1,1:38,3,7,ARI 43,0,0,Derek Anderson pass complete short middle to Early Doucet for 13 yards (tackle by Craig Dahl),0.760,2.650
1,1:05,1,10,STL 44,0,0,Tim Hightower right tackle for 4 yards (tackle by James Laurinaitis),2.650,2.650
1,0:25,2,6,STL 40,0,0,Derek Anderson pass incomplete deep middle intended for Larry Fitzgerald,2.650,1.950
1,0:19,3,6,STL 40,0,0,"Derek Anderson pass incomplete short right intended for Early Doucet. Penalty on Kevin Dockery: Defensive Holding, 5 yards (no play)",1.950,3.250
