Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Colts won the coin toss, Colts to receive the opening kickoff.",,
1,15:00,,,TEN 35,0,0,"Nick Folk kicks off 64 yards, returned by Isaiah McKenzie for 19 yards (tackle by Anthony Kendall)",0.000,0.280
1,14:55,1,10,IND 20,0,0,Zack Moss right tackle for 6 yards (tackle by Azeez Al-Shaair and Harold Landry),0.280,0.540
1,14:21,2,4,IND 26,0,0,Anthony Richardson pass complete short right to Josh Downs for 4 yards (tackle by Kevin Byard),0.540,0.940
1,13:44,1,10,IND 30,0,0,Anthony Richardson pass complete short left to Josh Downs for 15 yards (tackle by Azeez Al-Shaair),0.940,1.930
1,13:05,1,10,IND 45,0,0,Anthony Richardson pass incomplete short right intended for Alec Pierce,1.930,1.380
1,12:58,2,10,IND 45,0,0,Anthony Richardson pass incomplete deep right intended for Michael Pittman,1.380,0.700
1,12:52,3,10,IND 45,0,0,Anthony Richardson pass complete short left to Kylen Granson for 6 yards (tackle by Amani Hooker and Elijah Molden),0.700,0.000
1,12:04,4,4,TEN 49,0,0,"Penalty on IND: Delay of Game, 5 yards (accepted) (no play)",0.000,-0.320
1,11:54,4,9,IND 46,0,0,"Rigoberto Sanchez punts 50 yards, returned by Kyle Philips for 12 yards (tackle by E.J. Speed and Trevor Denbow)",-0.320,0.140
1,11:44,1,10,TEN 16,0,0,Ryan Tannehill pass complete short right to DeAndre Hopkins for 7 yards,-0.140,0.420
1,11:09,2,3,TEN 23,0,0,Derrick Henry up the middle for 2 yards (tackle by Kenny Moore),0.420,-0.200
1,10:46,3,1,TEN 25,0,0,Ryan Tannehill pass complete short left to Trevon Wesco for 21 yards (tackle by Kenny Moore),-0.200,1.990
1,10:01,1,10,TEN 46,0,0,Ryan Tannehill pass incomplete deep left intended for DeAndre Hopkins,1.990,1.450
1,9:56,2,10,TEN 46,0,0,"Derrick Henry up the middle for no gain (tackle by Grant Stuard). Penalty on E.J. Speed: Defensive Offside, 5 yards (accepted) (no play)",1.450,2.130
1,9:37,2,5,IND 49,0,0,Tyjae Spears right end for 4 yards (tackle by E.J. Speed),2.130,1.950
1,8:56,3,1,IND 45,0,0,Tyjae Spears up the middle for 3 yards (tackle by Zaire Franklin and E.J. Speed),1.950,2.790
1,8:19,1,10,IND 42,0,0,Ryan Tannehill pass complete short left to Nick Westbrook-Ikhine for 9 yards (tackle by Kenny Moore),2.790,3.460
1,7:35,2,1,IND 33,0,0,Tyjae Spears up the middle for -1 yards (tackle by Taven Bryan and Samson Ebukam),3.460,2.610
1,6:51,3,2,IND 34,0,0,Ryan Tannehill pass complete short middle to Chigoziem Okonkwo for 6 yards (tackle by E.J. Speed),2.610,3.710
1,6:09,1,10,IND 28,0,0,Derrick Henry right end for 1 yard (tackle by Grant Stuard),3.710,3.300
1,5:27,2,9,IND 27,0,0,Tyjae Spears up the middle for 3 yards (tackle by Julian Blackmon),3.300,3.010
1,4:45,3,6,IND 24,0,0,Ryan Tannehill pass complete short middle to DeAndre Hopkins for 11 yards (tackle by Kenny Moore),3.010,4.710
1,4:07,1,10,IND 13,0,0,Derrick Henry pass incomplete short right intended for DeAndre Hopkins,4.710,4.050
1,4:01,2,10,IND 13,0,0,Ryan Tannehill pass complete short left to Derrick Henry for 4 yards (tackle by Kenny Moore),4.050,3.880
1,3:21,3,6,IND 9,0,0,"Ryan Tannehill pass incomplete short middle intended for Chigoziem Okonkwo (defended by Zaire Franklin). Penalty on Chigoziem Okonkwo: Offensive Pass Interference, 10 yards (declined)",3.880,2.850
1,3:17,4,6,IND 9,3,0,Nick Folk 27 yard field goal good,2.850,3.000
1,3:13,,,TEN 35,3,0,"Nick Folk kicks off 65 yards,",0.000,0.610
1,3:13,1,10,IND 25,3,0,Jonathan Taylor left end for 3 yards (tackle by Jaleel Johnson),0.610,0.470
1,2:39,2,7,IND 28,3,0,Anthony Richardson pass complete short right to Michael Pittman for 7 yards (tackle by Sean Murphy-Bunting and Kevin Byard),0.470,1.270
1,1:36,1,10,IND 35,3,0,Zack Moss up the middle for 5 yards (tackle by Jack Gibbens and Denico Autry),1.270,1.400
1,1:19,2,5,IND 40,3,0,Isaiah McKenzie right end for 4 yards (tackle by Jack Gibbens),1.400,1.220
1,0:50,3,1,IND 44,3,6,"Zack Moss up the middle for 56 yards, touchdown",1.220,7.000
1,0:41,,,TEN 15,3,7,Matt Gay kicks extra point good,0.000,0.000
1,0:41,,,IND 35,3,7,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
1,0:41,1,10,TEN 25,3,7,Derrick Henry left guard for 2 yards (tackle by Zaire Franklin),0.610,0.330
Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,TEN 27,3,7,Ryan Tannehill pass incomplete short middle intended for Nick Westbrook-Ikhine,0.330,-0.360
2,14:55,3,8,TEN 27,3,7,Ryan Tannehill pass incomplete deep right intended for Kyle Philips,-0.360,-1.570
2,14:50,4,8,TEN 27,3,7,"Ryan Stonehouse punts 43 yards, returned by Isaiah McKenzie for 5 yards (tackle by Josh Whyle and Kevin Rader)",-1.570,-1.270
2,14:38,1,10,IND 35,3,7,Anthony Richardson pass complete short left to Michael Pittman for 4 yards (tackle by Kristian Fulton),1.270,1.260
