Quarter,Time,Down,ToGo,Location,DAL,SFO,Detail,EPB,EPA
1,8:19,3,12,DAL 49,0,0,Blaine Gabbert pass complete short left to Quinton Patton for 13 yards (tackle by Brandon Carr),0.960,3.180
1,8:04,1,10,DAL 36,0,0,Blaine Gabbert left tackle for no gain (tackle by Sean Lee),3.180,2.640
1,7:30,2,10,DAL 36,0,0,Blaine Gabbert pass complete short left to Garrett Celek for 3 yards (tackle by Barry Church),2.640,2.350
1,6:49,3,7,DAL 33,0,6,"Blaine Gabbert pass complete deep left to Jeremy Kerley for 33 yards, touchdown",2.350,7.000
1,6:49,,,DAL 33,0,7,Phil Dawson kicks extra point good,0.000,0.000
1,6:49,,,SFO 35,0,7,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.610
1,6:41,1,10,DAL 25,0,7,Dak Prescott pass complete short left to Keith Smith for 14 yards (tackle by Eric Reid),0.610,1.530
1,6:17,1,10,DAL 39,0,7,Ezekiel Elliott left tackle for 5 yards (tackle by Quinton Dial),1.530,1.660
1,5:35,2,5,DAL 44,0,7,Ezekiel Elliott left guard for 1 yard (tackle by NaVorro Bowman and Michael Wilhoite),1.660,1.090
1,4:53,3,4,DAL 45,0,7,Dak Prescott sacked by NaVorro Bowman for -8 yards,1.090,-0.910
1,4:12,4,12,DAL 37,0,7,"Chris Jones punts 63 yards, touchback",-0.910,-0.280
,,,,,,,"SFO challenged the kick downed ruling, and the original play was overturned.",,
1,3:58,1,10,SFO 20,0,7,Carlos Hyde right tackle for no gain (tackle by Maliek Collins),0.280,-0.270
1,3:27,2,10,SFO 20,0,7,Carlos Hyde right end for 7 yards (tackle by Sean Lee and Jack Crawford),-0.270,-0.030
1,2:54,3,3,SFO 27,0,7,Blaine Gabbert right end for 7 yards (tackle by Morris Claiborne),-0.030,1.200
1,2:24,1,10,SFO 34,0,7,Shaun Draughn right end for 1 yard (tackle by Terrell McClain and Morris Claiborne),1.200,0.790
1,1:52,2,9,SFO 35,0,7,Blaine Gabbert pass incomplete deep left intended for Quinton Patton,0.790,0.100
1,1:47,3,9,SFO 35,0,7,Blaine Gabbert pass complete short right to Garrett Celek for 13 yards (tackle by Sean Lee),0.100,2.130
1,1:15,1,10,SFO 48,0,7,Blaine Gabbert pass complete short left to Garrett Celek for 25 yards (tackle by Barry Church),2.130,3.780
1,0:46,1,10,DAL 27,0,7,Blaine Gabbert for -2 yards (tackle by Barry Church),3.780,2.960
1,0:19,2,12,DAL 29,0,7,Blaine Gabbert pass complete short left to Jeremy Kerley for 17 yards (tackle by Anthony Brown),2.960,4.780
Quarter,Time,Down,ToGo,Location,DAL,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DAL 12,0,7,Blaine Gabbert left tackle for 6 yards (tackle by Brandon Carr and Sean Lee),4.780,5.210
2,14:29,2,4,DAL 6,0,7,Carlos Hyde right guard for 3 yards (tackle by Sean Lee and Ryan Davis),5.210,5.060
2,14:02,3,1,DAL 3,0,13,"Carlos Hyde right end for 3 yards, touchdown",5.060,7.000
2,14:02,,,DAL 3,0,14,Phil Dawson kicks extra point good,0.000,0.000
2,14:02,,,SFO 35,0,14,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.610
2,13:55,1,10,DAL 25,0,14,Alfred Morris right tackle for 2 yards (tackle by NaVorro Bowman and Quinton Dial),0.610,0.330
2,13:22,2,8,DAL 27,0,14,Dak Prescott pass complete short right to Terrance Williams for 7 yards (tackle by Antoine Bethea),0.330,0.560
2,12:40,3,1,DAL 34,0,14,Keith Smith middle for 2 yards (tackle by NaVorro Bowman and DeForest Buckner),0.560,1.330
2,12:00,1,10,DAL 36,0,14,Dak Prescott pass incomplete short right intended for Terrance Williams (defended by Antoine Bethea),1.330,0.790
2,11:51,2,10,DAL 36,0,14,"Alfred Morris middle for 2 yards (tackle by Ahmad Brooks). Penalty on Eric Reid: Defensive Offside, 5 yards (no play)",0.790,1.470
2,11:31,2,5,DAL 41,0,14,Alfred Morris right tackle for 2 yards (tackle by Antoine Bethea),1.470,1.030
2,10:50,3,3,DAL 43,0,14,Dak Prescott pass incomplete short right intended for Brice Butler (defended by Rashard Robinson),1.030,-0.520
2,10:47,4,3,DAL 43,0,14,"Chris Jones punts 51 yards, out of bounds",-0.520,0.380
2,10:37,1,10,SFO 6,0,14,Carlos Hyde middle for 4 yards (tackle by Tyrone Crawford),-0.380,-0.490
2,10:09,2,6,SFO 10,0,14,Blaine Gabbert right end for 5 yards (tackle by Anthony Hitchens),-0.490,-0.370
2,9:41,3,1,SFO 15,0,14,Carlos Hyde middle for 2 yards (tackle by Tyrone Crawford and Cedric Thornton),-0.370,-0.060
2,8:56,1,10,SFO 17,0,14,Blaine Gabbert sacked by Tyrone Crawford for -7 yards,-0.060,-1.290
2,8:12,2,17,SFO 10,0,14,Shaun Draughn right tackle for 4 yards (tackle by Sean Lee),-1.290,-1.720
2,7:41,3,13,SFO 14,0,14,Blaine Gabbert pass complete short right to Shaun Draughn for 3 yards (tackle by Morris Claiborne),-1.720,-2.320
2,7:06,4,10,SFO 17,0,14,"Bradley Pinion punts 60 yards, returned by Lucky Whitehead for 11 yards (tackle by Gerald Hodges)",-2.320,-1.200
2,6:52,1,10,DAL 34,0,14,"Dak Prescott middle for 4 yards (tackle by Tank Carradine). Penalty on Doug Free: Offensive Holding, 10 yards (no play)",1.200,0.540
2,6:32,1,20,DAL 24,0,14,Dak Prescott pass complete short right to Ezekiel Elliott for 19 yards (tackle by Eric Reid and Tramaine Brock),0.540,1.870
2,6:06,2,1,DAL 43,0,14,Ezekiel Elliott right guard for 2 yards (tackle by NaVorro Bowman),1.870,1.930
2,5:29,1,10,DAL 45,0,14,Ezekiel Elliott right tackle for 4 yards (tackle by Mike Purcell),1.930,1.920
2,4:55,2,6,DAL 49,0,14,Dak Prescott pass incomplete short right intended for Terrance Williams,1.920,1.220
2,4:50,3,6,DAL 49,0,14,"Dak Prescott sacked by Chris Davis and Ronald Blair for -3 yards. Penalty on Jaquiski Tartt: Unnecessary Roughness, 15 yards",1.220,2.980
2,4:23,1,10,SFO 39,0,14,Ezekiel Elliott left guard for 9 yards (tackle by Eric Reid),2.980,3.660
2,3:40,2,1,SFO 30,0,14,Ezekiel Elliott middle for 10 yards (tackle by DeForest Buckner),3.660,4.240
2,3:04,1,10,SFO 20,6,14,"Dak Prescott pass complete deep right to Terrance Williams for 20 yards, touchdown",4.240,7.000
2,3:04,,,SFO 20,7,14,Dan Bailey kicks extra point good,0.000,0.000
2,3:04,,,DAL 35,7,14,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.610
2,2:58,1,10,SFO 25,7,14,Carlos Hyde right tackle for 9 yards (tackle by J.J. Wilcox and Anthony Hitchens),0.610,1.280
2,2:29,2,1,SFO 34,7,14,Carlos Hyde left tackle for -2 yards (tackle by Benson Mayowa),1.280,0.300
2,2:00,3,3,SFO 32,7,14,Blaine Gabbert pass incomplete short right intended for Jeremy Kerley (defended by Anthony Brown),0.300,-1.240
2,1:55,4,3,SFO 32,7,14,"Bradley Pinion punts 26 yards, out of bounds",-1.240,-1.730
2,1:50,1,10,DAL 42,7,14,Dak Prescott pass complete short middle to Jason Witten for 8 yards (tackle by Rashard Robinson),1.730,2.270
2,1:23,2,2,,7,14,Dak Prescott pass complete short right to Jason Witten for 7 yards (tackle by NaVorro Bowman),2.270,2.720
2,0:58,1,10,SFO 43,7,14,Dak Prescott pass complete short right to Jason Witten for 7 yards (tackle by Antoine Bethea),2.720,3.120
2,0:53,2,3,SFO 36,7,14,Dak Prescott pass complete short right to Terrance Williams for 7 yards (tackle by Tramaine Brock),3.120,3.640
2,0:48,1,10,SFO 29,7,14,Dak Prescott pass complete short left to Jason Witten for 4 yards (tackle by NaVorro Bowman),3.640,3.640
2,0:44,1,10,SFO 29,7,14,Timeout #1 by Dallas Cowboys,3.640,3.640
2,0:44,2,6,SFO 25,7,14,Dak Prescott pass incomplete short right intended for Brice Butler,3.640,2.940
2,0:38,3,6,SFO 25,7,14,Dak Prescott pass complete short middle to Terrance Williams for 10 yards (tackle by Tramaine Brock),2.940,2.940
2,0:28,3,6,SFO 25,7,14,Timeout #2 by Dallas Cowboys,2.940,4.580
2,0:28,1,10,SFO 15,7,14,Dak Prescott pass incomplete short right intended for Jason Witten,4.580,3.950
2,0:24,2,10,SFO 15,7,14,Dak Prescott pass complete short right to Lance Dunbar for 9 yards (tackle by Michael Wilhoite),3.950,4.900
2,0:20,3,1,SFO 6,7,14,Lance Dunbar right guard for 2 yards (tackle by Antoine Bethea),4.900,4.900
2,0:16,3,1,SFO 6,7,14,Timeout #3 by Dallas Cowboys,4.900,6.280
2,0:16,1,4,SFO 4,13,14,"Dak Prescott pass complete short left to Brice Butler for 4 yards, touchdown",6.280,7.000
2,0:16,,,SFO 4,14,14,Dan Bailey kicks extra point good,0.000,0.000
2,0:16,,,DAL 35,14,14,"Dan Bailey kicks off 48 yards, returned by Mike Davis for 12 yards (tackle by Anthony Brown)",0.000,-0.870
2,0:04,1,10,SFO 29,14,14,Blaine Gabbert kneels for -1 yards,0.870,0.190
Quarter,Time,Down,ToGo,Location,DAL,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,14,14,"Dan Bailey kicks off 65 yards, touchback",0.000,0.610
3,15:00,1,10,SFO 25,14,14,Carlos Hyde left guard for 32 yards (tackle by Morris Claiborne),0.610,2.720
3,14:23,1,10,DAL 43,14,14,Blaine Gabbert pass complete short right to Garrett Celek for 29 yards (tackle by Barry Church),2.720,4.650
3,13:53,1,10,DAL 14,14,14,Blaine Gabbert for -1 yards (tackle by Barry Church),4.650,3.850
3,13:20,2,11,DAL 15,14,14,Carlos Hyde middle for 2 yards (tackle by Tyrone Crawford and Terrell McClain),3.850,3.260
3,12:46,3,9,DAL 13,14,14,"Penalty on Trenton Brown: False Start, 5 yards (no play)",3.260,2.840
3,12:27,3,14,DAL 18,14,14,Blaine Gabbert pass incomplete short left intended for Aaron Burbridge,2.840,2.250
3,12:23,4,14,DAL 18,14,17,Phil Dawson 36 yard field goal good,2.250,3.000
3,12:23,,,SFO 35,14,17,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.610
3,12:18,1,10,DAL 25,14,17,"Penalty on Geoff Swaim: False Start, 5 yards (no play)",0.610,0.280
3,12:18,1,15,DAL 20,14,17,Ezekiel Elliott middle for 4 yards (tackle by NaVorro Bowman and Antoine Bethea),0.280,-0.070
3,11:39,2,11,DAL 24,14,17,Dak Prescott pass complete short middle to Cole Beasley for 10 yards (tackle by Eric Reid),-0.070,0.560
3,10:56,3,1,DAL 34,14,17,Ezekiel Elliott right tackle for 7 yards (tackle by Michael Wilhoite),0.560,1.660
3,10:17,1,10,DAL 41,14,17,Dak Prescott left guard for 1 yard (tackle by DeForest Buckner),1.660,1.260
3,9:44,2,9,DAL 42,14,17,Dak Prescott pass incomplete short right intended for Jason Witten,1.260,0.560
3,9:38,3,9,DAL 42,14,17,Dak Prescott pass complete short right to Jason Witten for 8 yards (tackle by Antoine Bethea),0.560,-0.060
3,8:55,4,1,,14,17,"Chris Jones punts 50 yards, touchback",-0.060,-0.280
3,8:46,1,10,SFO 20,14,17,Carlos Hyde middle for 1 yard (tackle by Anthony Hitchens),0.280,-0.130
3,8:15,2,9,SFO 21,14,17,Carlos Hyde left guard for 1 yard (tackle by Cedric Thornton),-0.130,-0.690
3,7:39,3,8,SFO 22,14,17,Blaine Gabbert pass complete short middle to Carlos Hyde for 5 yards (tackle by Sean Lee),-0.690,-1.570
3,7:09,4,3,SFO 27,14,17,"Bradley Pinion punts 65 yards, returned by Lucky Whitehead for 14 yards (tackle by Dontae Johnson)",-1.570,-0.410
3,6:57,1,10,DAL 22,14,17,Ezekiel Elliott left tackle for no gain (tackle by Jaquiski Tartt),0.410,-0.130
3,6:27,2,10,DAL 22,14,17,Dak Prescott pass complete short right to Brice Butler for 11 yards (tackle by Keith Reaser),-0.130,1.140
3,5:52,1,10,DAL 33,14,17,"Penalty on Jason Witten: False Start, 5 yards (no play)",1.140,0.810
3,5:32,1,15,DAL 28,14,17,Ezekiel Elliott right tackle for 23 yards (tackle by Antoine Bethea),0.810,2.320
3,4:55,1,10,SFO 49,14,17,Ezekiel Elliott left tackle for 1 yard (tackle by Jaquiski Tartt and Michael Wilhoite),2.320,1.920
3,4:17,2,9,SFO 48,14,17,Ezekiel Elliott left tackle for 4 yards (tackle by Mike Purcell),1.920,1.750
3,3:34,3,5,SFO 44,14,17,Dak Prescott pass complete short left to Brice Butler for 14 yards (tackle by Nick Bellore),1.750,3.580
3,3:02,1,10,SFO 30,14,17,Ezekiel Elliott middle for 4 yards (tackle by Nick Bellore and Ahmad Brooks),3.580,3.570
3,2:29,2,6,SFO 26,14,17,Dak Prescott pass complete short right to Jason Witten for 8 yards (tackle by Antoine Bethea),3.570,4.370
3,1:53,1,10,SFO 18,14,17,Ezekiel Elliott right tackle for 17 yards (tackle by Jaquiski Tartt),4.370,6.970
3,1:11,1,1,SFO 1,20,17,"Ezekiel Elliott right guard for 1 yard, touchdown",6.970,7.000
3,1:11,,,SFO 1,21,17,Dan Bailey kicks extra point good,0.000,0.000
3,1:11,,,DAL 35,21,17,"Dan Bailey kicks off 66 yards, returned by Chris Davis for 23 yards (tackle by Jeff Heath)",0.000,-0.410
3,1:02,1,10,SFO 22,21,17,Blaine Gabbert pass complete short right to Jeremy Kerley for 6 yards (tackle by Morris Claiborne),0.410,0.680
3,0:40,2,4,SFO 28,21,17,Blaine Gabbert left end for 2 yards (tackle by Anthony Hitchens),0.680,0.230
3,0:04,3,2,SFO 30,21,17,Blaine Gabbert right tackle for 7 yards (tackle by Barry Church),0.230,1.400
Quarter,Time,Down,ToGo,Location,DAL,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SFO 37,21,17,Carlos Hyde left tackle for 4 yards (tackle by Barry Church),1.400,1.400
4,14:21,2,6,SFO 41,21,17,Carlos Hyde middle for 4 yards (tackle by Anthony Hitchens),1.400,1.220
4,13:41,3,2,SFO 45,21,17,Blaine Gabbert pass incomplete deep right intended for Jeremy Kerley (defended by J.J. Wilcox),1.220,-0.390
4,13:36,4,2,SFO 45,21,17,"Bradley Pinion punts 45 yards, fair catch by Cole Beasley",-0.390,0.380
4,13:29,1,10,DAL 10,21,17,Alfred Morris middle for 9 yards (tackle by Michael Wilhoite),-0.380,0.240
4,12:51,2,1,DAL 19,21,17,Alfred Morris right guard for 3 yards (tackle by Michael Wilhoite),0.240,0.410
4,12:14,1,10,DAL 22,21,17,"Dak Prescott pass complete short right to Brice Butler for 9 yards (tackle by Rashard Robinson). Penalty on Brice Butler: Taunting, 15 yards",0.410,-1.080
4,11:54,2,16,DAL 16,21,17,Alfred Morris left tackle for 8 yards (tackle by Michael Wilhoite),-1.080,-0.560
4,11:09,3,8,DAL 24,21,17,Dak Prescott pass incomplete short left intended for Brice Butler (defended by Rashard Robinson),-0.560,-1.770
4,11:05,4,8,DAL 24,21,17,"Chris Jones punts 57 yards, returned by Jeremy Kerley for 26 yards (tackle by Chris Jones)",-1.770,-1.930
4,10:52,1,10,SFO 45,21,17,Blaine Gabbert pass incomplete deep middle intended for Torrey Smith is intercepted by Morris Claiborne at DAL-7 and returned for 27 yards,1.930,-1.200
4,10:38,1,10,DAL 34,21,17,Cole Beasley right end for 7 yards (tackle by Antoine Bethea),1.200,1.200
4,10:00,1,10,DAL 34,21,17,Timeout #1 by Dallas Cowboys,1.200,1.600
4,10:00,2,3,DAL 41,21,17,Ezekiel Elliott left guard for 26 yards (tackle by Rashard Robinson),1.600,3.380
4,9:14,1,10,SFO 33,21,17,Ezekiel Elliott left guard for 4 yards (tackle by Nick Bellore),3.380,3.380
4,8:33,2,6,SFO 29,21,17,Alfred Morris left tackle for 7 yards (tackle by DeForest Buckner),3.380,4.110
4,7:53,1,10,SFO 22,21,17,Alfred Morris right guard for 3 yards (tackle by Mike Purcell and Tank Carradine),4.110,3.970
4,7:14,2,7,SFO 19,21,17,Dak Prescott pass complete short right to Jason Witten for 5 yards (tackle by Michael Wilhoite),3.970,4.150
4,6:27,3,2,SFO 14,21,17,"Dak Prescott pass incomplete short right intended for Jason Witten. Penalty on Ahmad Brooks: Defensive Offside, 5 yards (no play)",4.150,5.140
4,6:10,1,9,SFO 9,21,17,"Ezekiel Elliott right guard for 5 yards (tackle by Antoine Bethea). Penalty on Ahmad Brooks: Illegal Use of Hands, 2 yards",5.140,6.740
4,5:41,1,2,SFO 2,21,17,Ezekiel Elliott left guard for 1 yard (tackle by Quinton Dial and DeForest Buckner),6.740,5.910
4,5:04,2,1,SFO 1,21,17,Ezekiel Elliott right guard for -3 yards (tackle by Mike Purcell),5.910,5.910
4,4:19,2,1,SFO 1,21,17,Timeout #2 by Dallas Cowboys,5.910,4.490
4,4:19,3,4,SFO 4,21,17,Dak Prescott pass incomplete short right intended for Brice Butler (defended by Rashard Robinson),4.490,3.030
4,4:15,4,4,SFO 4,24,17,Dan Bailey 22 yard field goal good,3.030,3.000
4,4:15,,,DAL 35,24,17,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.610
4,4:11,1,10,SFO 25,24,17,Blaine Gabbert pass complete short left to Garrett Celek for 9 yards (tackle by Sean Lee),0.610,1.280
4,3:46,2,1,SFO 34,24,17,Blaine Gabbert pass complete short right to Jeremy Kerley for 7 yards (tackle by Anthony Brown),1.280,1.660
4,3:16,1,10,SFO 41,24,17,Blaine Gabbert pass complete deep right to Jeremy Kerley for 20 yards (tackle by Barry Church),1.660,2.980
4,2:53,1,10,DAL 39,24,17,Blaine Gabbert right end for -1 yards (tackle by Morris Claiborne),2.980,2.300
4,2:23,2,11,DAL 40,24,17,Blaine Gabbert pass complete short left to Jeremy Kerley for 5 yards (tackle by Brandon Carr),2.300,2.280
4,2:00,3,6,DAL 35,24,17,Blaine Gabbert pass incomplete short left intended for Jeremy Kerley,2.280,2.280
4,1:56,3,6,DAL 35,24,17,Timeout #1 by San Francisco 49ers,2.280,0.970
4,1:56,4,6,DAL 35,24,17,Blaine Gabbert pass complete short right to Torrey Smith for 3 yards (tackle by Morris Claiborne),0.970,-1.070
4,1:49,1,10,DAL 32,24,17,"Penalty on Geoff Swaim: False Start, 5 yards (no play)",1.070,0.740
4,1:49,1,15,DAL 27,24,17,Ezekiel Elliott left tackle for 2 yards (tackle by Nick Bellore),0.740,0.740
4,1:45,1,15,DAL 27,24,17,Timeout #2 by San Francisco 49ers,0.740,0.120
4,1:45,2,13,DAL 29,24,17,Dak Prescott pass complete short right to Cole Beasley for 47 yards (tackle by Michael Wilhoite),0.120,0.120
4,1:31,2,13,DAL 29,24,17,Timeout #3 by San Francisco 49ers,0.120,3.970
4,1:31,1,10,SFO 24,24,17,Dak Prescott kneels for -4 yards,3.970,2.890
4,0:48,2,14,SFO 28,24,17,Dak Prescott kneels for -2 yards,2.890,1.950
4,0:09,3,16,SFO 30,24,17,Dak Prescott kneels for -1 yards,1.950,1.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
