Quarter,Time,Down,ToGo,Location,TAM,CHI,Detail,EPB,EPA
1,1:39,1,10,CHI 46,0,0,Charles Sims left end for -1 yards (tackle by Lance Briggs and Ryan Mundy),2.520,1.840
1,0:56,2,11,CHI 47,0,0,Josh McCown pass complete short middle to Charles Sims for 2 yards (tackle by D.J. Williams and Lance Briggs),1.840,1.420
1,0:10,3,9,CHI 45,0,0,Josh McCown pass complete short left to Austin Seferian-Jenkins for 11 yards (tackle by Kyle Fuller),1.420,3.310
Quarter,Time,Down,ToGo,Location,TAM,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CHI 34,0,0,Charles Sims right guard for 5 yards (tackle by Kyle Fuller),3.310,3.450
2,14:15,2,5,CHI 29,0,0,Charles Sims right guard for 10 yards (tackle by Chris Conte),3.450,4.310
2,13:31,1,10,CHI 19,6,0,"Josh McCown pass complete deep left to Mike Evans for 19 yards, touchdown. Penalty on Mike Evans: Unsportsmanlike Conduct, 15 yards",4.310,7.000
2,13:31,,,CHI 2,7,0,Patrick Murray kicks extra point good,0.000,0.000
2,13:31,,,TAM 20,7,0,"Michael Koenen kicks off 65 yards, returned by Marc Mariani for 30 yards (tackle by Dane Fletcher)",0.000,-1.930
2,13:18,1,10,CHI 45,7,0,Matt Forte right tackle for 1 yard (tackle by Isaiah Frey),1.930,1.520
2,12:44,2,9,CHI 46,7,0,Jay Cutler pass complete short middle to Brandon Marshall for 6 yards (tackle by Danny Lansanah),1.520,1.620
2,11:59,3,3,TAM 48,7,0,Jay Cutler pass incomplete short right intended for Alshon Jeffery (defended by Jacquies Smith),1.620,0.070
2,11:55,4,3,TAM 48,7,0,Pat O'Donnell punts 46 yards,0.070,0.380
2,11:45,1,10,TAM 2,7,0,Doug Martin left guard for 2 yards (tackle by Lance Briggs),-0.380,-0.630
2,11:10,2,8,TAM 4,7,0,Jorvorskie Lane left guard for 2 yards (tackle by Jay Ratliff),-0.630,-0.950
2,10:23,3,6,TAM 6,7,0,Josh McCown right end for 2 yards (tackle by Demontre Hurst). Penalty on Doug Martin: Offensive Holding (Declined),-0.950,-2.490
2,10:13,4,4,TAM 8,7,0,"Michael Koenen punts 42 yards, returned by Marc Mariani for no gain",-2.490,-2.260
2,10:00,1,10,,7,0,Matt Forte right tackle for 2 yards (tackle by Major Wright),2.260,1.980
2,9:21,2,8,TAM 48,7,0,Jay Cutler pass incomplete short middle intended for Martellus Bennett (defended by Isaiah Frey),1.980,1.290
2,9:17,3,8,TAM 48,7,0,Jay Cutler pass complete short left to Marquess Wilson for 10 yards (tackle by Johnthan Banks),1.290,3.050
2,8:48,1,10,TAM 38,7,0,Jay Cutler pass complete short right to Dante Rosario for 6 yards (tackle by Danny Lansanah and Alterraun Verner),3.050,3.320
2,8:10,2,4,TAM 32,7,0,"Matt Forte left tackle for 2 yards (tackle by Dashon Goldson). Penalty on Brandon Marshall: Illegal Block Above the Waist, 10 yards (no play)",3.320,1.970
2,7:53,2,14,TAM 42,7,0,Jay Cutler pass incomplete short left intended for Ka'Deem Carey,1.970,1.290
2,7:49,3,14,TAM 42,7,0,Jay Cutler pass complete short right to Matt Forte for 6 yards (tackle by Jacquies Smith),1.290,0.880
2,7:07,4,8,TAM 36,7,0,Robbie Gould 54 yard field goal no good,0.880,-1.860
2,7:01,1,10,TAM 44,7,0,Charles Sims left guard for 3 yards (tackle by Shea McClellin and Ego Ferguson),1.860,1.720
2,6:19,2,7,TAM 47,7,0,Josh McCown pass incomplete short left intended for Charles Sims,1.720,1.720
2,6:12,2,7,TAM 47,7,0,Timeout #1 by Tampa Bay Buccaneers,1.720,1.030
2,6:12,3,7,TAM 47,7,0,Josh McCown pass incomplete deep left intended for Vincent Jackson,1.030,-0.260
2,6:07,4,7,TAM 47,7,0,"Michael Koenen punts 53 yards, touchback",-0.260,-0.280
2,5:57,1,10,CHI 20,7,0,Matt Forte left tackle for 3 yards (tackle by Mason Foster),0.280,0.140
2,5:17,2,7,CHI 23,7,0,Jay Cutler pass incomplete short left intended for Matt Forte,0.140,-0.560
2,5:13,3,7,CHI 23,7,0,Jay Cutler pass complete short right to Matt Forte for 5 yards (tackle by Dashon Goldson and Mason Foster). Penalty on Brandon Marshall: Illegal Block Above the Waist (Declined),-0.560,-1.500
2,4:56,4,2,CHI 28,7,0,"Pat O'Donnell punts 45 yards, fair catch by Marcus Thigpen. Penalty on Ryan Mundy: Offensive Holding, 10 yards",-1.500,-1.400
2,4:48,1,10,TAM 37,7,0,Doug Martin left tackle for 3 yards (tackle by Kyle Fuller),1.400,1.260
2,4:04,2,7,TAM 40,7,0,Doug Martin left tackle for 10 yards (tackle by Ryan Mundy),1.260,2.260
2,3:27,1,10,,7,0,Josh McCown pass incomplete deep right intended for Vincent Jackson,2.260,1.710
2,3:21,2,10,,7,0,Doug Martin left guard for no gain (tackle by Jay Ratliff),1.710,1.030
2,2:34,3,10,,7,0,Josh McCown pass incomplete short left intended for Austin Seferian-Jenkins,1.030,-0.060
2,2:29,4,10,,7,0,"Michael Koenen punts 18 yards, out of bounds",-0.060,-1.070
2,2:24,1,10,CHI 32,7,0,Jay Cutler pass incomplete short left intended for Martellus Bennett,1.070,0.530
2,2:19,2,10,CHI 32,7,0,Jay Cutler pass complete short middle to Martellus Bennett for 6 yards (tackle by Mason Foster),0.530,0.630
2,2:00,3,4,CHI 38,7,0,Jay Cutler pass incomplete short left intended for Marquess Wilson,0.630,-0.850
2,1:56,4,4,CHI 38,7,0,"Pat O'Donnell punts 50 yards, fair catch by Marcus Thigpen",-0.850,0.350
2,1:48,1,10,TAM 12,7,0,Josh McCown pass complete short left to Mike Evans for 12 yards (tackle by Kyle Fuller),-0.350,0.540
2,1:41,1,10,TAM 24,7,0,"Josh McCown pass complete short right to Louis Murphy for 54 yards (tackle by Chris Conte). Penalty on Louis Murphy: Face Mask (15 Yards), 15 yards",0.540,3.120
2,1:28,1,10,CHI 37,7,0,"Penalty on Anthony Collins: False Start, 5 yards (no play)",3.120,2.790
2,1:28,1,15,CHI 42,7,0,Josh McCown pass incomplete short left intended for Bobby Rainey,2.790,1.900
2,1:24,2,15,CHI 42,7,0,"Josh McCown pass complete short left to Bobby Rainey for 2 yards (tackle by Ryan Mundy). Penalty on Logan Mankins: Illegal Block Above the Waist, 10 yards",1.900,0.820
2,1:13,2,23,,7,0,Josh McCown pass incomplete short middle intended for Bobby Rainey,0.820,0.170
2,1:08,3,23,,7,0,Josh McCown pass complete deep left to Vincent Jackson for 27 yards (tackle by Demontre Hurst),0.170,0.170
2,1:01,3,23,,7,0,Timeout #1 by Chicago Bears,0.170,4.040
2,1:01,1,10,CHI 23,7,0,Josh McCown pass complete short left to Bobby Rainey for 4 yards (tackle by Christian Jones),4.040,4.050
2,0:31,2,6,CHI 19,7,0,Josh McCown pass complete short left to Brandon Myers for 9 yards (tackle by Christian Jones),4.050,4.050
2,0:25,2,6,CHI 19,7,0,Timeout #2 by Tampa Bay Buccaneers,4.050,4.910
2,0:25,1,10,CHI 10,7,0,Josh McCown sacked by Jay Ratliff for -4 yards,4.910,4.910
2,0:19,1,10,CHI 10,7,0,Timeout #3 by Tampa Bay Buccaneers,4.910,3.580
2,0:19,2,14,CHI 14,7,0,Josh McCown pass incomplete short right intended for Vincent Jackson,3.580,3.000
2,0:14,3,14,CHI 14,7,0,Josh McCown pass incomplete short middle intended for Mike Evans (defended by Jonathan Bostic),3.000,2.510
2,0:09,4,14,CHI 14,10,0,Patrick Murray 32 yard field goal good,2.510,3.000
2,0:09,,,TAM 35,10,0,--,0.000,1.270
Quarter,Time,Down,ToGo,Location,TAM,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,10,0,"Robbie Gould kicks off 70 yards, returned by Marcus Thigpen for 21 yards (tackle by DeDe Lattimore)",0.000,-0.140
3,14:55,1,10,TAM 16,10,0,Doug Martin right tackle for 1 yard (tackle by Ryan Mundy),-0.140,-0.510
3,14:20,2,9,TAM 17,10,0,Josh McCown pass incomplete short right intended for Doug Martin (defended by Tim Jennings),-0.510,-1.200
3,14:15,3,9,TAM 17,10,0,"Penalty on Josh McCown: Delay of Game, 5 yards (no play)",-1.200,-1.890
3,14:15,3,14,TAM 12,10,0,Josh McCown pass incomplete short left intended for Doug Martin. Penalty on Evan Dietrich-Smith: Offensive Holding (Declined),-1.890,-2.490
3,14:10,4,14,TAM 12,10,0,"Michael Koenen punts 45 yards, returned by Marc Mariani for -1 yards (tackle by Russell Shepard)",-2.490,-1.730
3,14:01,1,10,CHI 42,10,0,Jay Cutler pass complete short left to Brandon Marshall for 11 yards (tackle by Mason Foster),1.730,2.460
3,13:27,1,10,TAM 47,10,0,Matt Forte left guard for 13 yards (tackle by Major Wright),2.460,3.310
3,12:51,1,10,TAM 34,10,0,Jay Cutler pass complete short right to Martellus Bennett for 26 yards (tackle by Danny Lansanah),3.310,5.370
3,12:06,1,8,TAM 8,10,0,Matt Forte right guard for 5 yards (tackle by Dane Fletcher),5.370,5.530
3,11:22,2,3,TAM 3,10,0,Matt Forte right guard for 1 yard (tackle by Gerald McCoy),5.530,4.950
3,10:38,3,2,TAM 2,10,6,"Jay Cutler pass complete short left to Alshon Jeffery for 2 yards, touchdown",4.950,7.000
3,10:38,,,TAM 2,10,7,Robbie Gould kicks extra point good,0.000,0.000
3,10:38,,,CHI 35,10,7,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
3,10:33,1,10,TAM 20,10,7,Charles Sims right guard for 5 yards (tackle by Demontre Hurst),0.280,0.410
3,9:58,2,5,TAM 25,10,7,Josh McCown pass incomplete short right intended for Mike Evans,0.410,-0.300
3,9:52,3,5,TAM 25,10,7,"Penalty on Demar Dotson: False Start, 5 yards (no play)",-0.300,-0.960
3,9:52,3,10,TAM 20,10,7,"Josh McCown sacked by Stephen Paea for -8 yards. Josh McCown fumbles (forced by Stephen Paea), recovered by Josh McCown at TAM-12",-0.960,-2.490
3,9:07,4,18,TAM 12,10,7,"Michael Koenen punts 42 yards, returned by Marc Mariani for 6 yards (tackle by Bradley McDougald). Penalty on Brock Vereen: Illegal Block Above the Waist, 10 yards",-2.490,-1.400
3,8:56,1,10,CHI 37,10,7,"Penalty on Alshon Jeffery: False Start, 5 yards (no play)",1.400,1.070
3,8:56,1,15,CHI 32,10,7,Matt Forte right guard for 7 yards (tackle by Mason Foster),1.070,1.130
3,8:14,2,8,CHI 39,10,7,Matt Forte right guard for 3 yards (tackle by Danny Lansanah),1.130,0.830
3,7:29,3,5,CHI 42,10,7,Jay Cutler pass complete short left to Matt Forte for -2 yards (tackle by Johnthan Banks),0.830,-0.720
3,6:55,4,7,CHI 40,10,7,"Pat O'Donnell punts 50 yards, returned by Marcus Thigpen for 12 yards (tackle by Senorise Perry)",-0.720,-0.410
3,6:41,1,10,TAM 22,10,7,Doug Martin right tackle for 3 yards (tackle by D.J. Williams),0.410,0.270
3,6:15,2,7,TAM 25,10,7,Josh McCown pass incomplete short left intended for Mike Evans,0.270,-0.430
3,6:11,3,7,TAM 25,10,7,Josh McCown right guard for 10 yards (tackle by Jonathan Bostic). Penalty on Jared Allen: Defensive Offside (Declined),-0.430,1.270
3,5:48,1,10,TAM 35,10,7,Doug Martin left guard for 2 yards (tackle by Jay Ratliff),1.270,0.990
3,5:09,2,8,TAM 37,10,7,"Josh McCown sacked by David Bass for -12 yards. Josh McCown fumbles (forced by David Bass), recovered by Christian Jones at TAM-15 and returned for 2 yards (tackle by Mike Evans)",0.990,-4.710
3,4:57,1,10,TAM 13,10,13,"Matt Forte left guard for 13 yards, touchdown",4.710,7.000
3,4:57,,,TAM 2,10,14,Robbie Gould kicks extra point good,0.000,0.000
3,4:57,,,CHI 35,10,14,"Robbie Gould kicks off 70 yards, returned by Marcus Thigpen for 21 yards (tackle by Ryan Mundy)",0.000,0.140
3,4:47,1,10,TAM 16,10,14,Josh McCown pass incomplete short left intended for Charles Sims is intercepted by Ryan Mundy at TAM-21 and returned for 6 yards,-0.140,-4.580
3,4:38,1,10,TAM 15,10,14,"Matt Forte left tackle for 3 yards (tackle by Danny Lansanah). Penalty on Johnthan Banks: Horse Collar Tackle, 6 yards",4.580,5.830
3,4:18,1,6,TAM 6,10,14,Matt Forte left guard for 5 yards (tackle by Gerald McCoy),5.830,5.910
3,3:49,2,1,TAM 1,10,14,Matt Forte left guard for no gain (tackle by Danny Lansanah),5.910,5.170
3,3:09,3,1,TAM 1,10,20,"Matt Forte right guard for 1 yard, touchdown",5.170,7.000
3,3:09,,,TAM 2,10,21,Robbie Gould kicks extra point good,0.000,0.000
3,3:09,,,CHI 35,10,21,Robbie Gould kicks off 46 yards,0.000,-0.150
3,3:01,1,10,TAM 19,10,21,Josh McCown pass complete short left to Louis Murphy for 8 yards (tackle by Demontre Hurst),0.150,0.750
3,2:29,2,2,TAM 27,10,21,Josh McCown pass complete short left to Mike Evans for 16 yards (tackle by Al Louis-Jean),0.750,1.800
3,1:58,1,10,TAM 43,10,21,Josh McCown pass incomplete short left intended for Vincent Jackson,1.800,1.250
3,1:54,2,10,TAM 43,10,21,Josh McCown pass complete deep right to Louis Murphy for 22 yards (tackle by Chris Conte),1.250,3.250
3,1:17,1,10,CHI 35,10,21,Bobby Rainey left guard for 3 yards (tackle by Jared Allen),3.250,3.110
3,0:41,2,7,CHI 32,10,21,"Josh McCown pass complete short right to Vincent Jackson for 24 yards (tackle by Demontre Hurst). Vincent Jackson fumbles (forced by Demontre Hurst), recovered by Tim Jennings at CHI-4 and returned for 17 yards (tackle by Patrick Omameh)",3.110,-0.340
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
3,0:22,1,10,CHI 21,10,21,Jay Cutler pass complete short left to Alshon Jeffery for 16 yards (tackle by Bradley McDougald),0.340,1.400
Quarter,Time,Down,ToGo,Location,TAM,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CHI 37,10,21,Ka'Deem Carey right guard for 2 yards (tackle by Michael Johnson),1.400,1.130
4,14:26,2,8,CHI 39,10,21,Jay Cutler pass complete short right to Martellus Bennett for 1 yard (tackle by Alterraun Verner),1.130,0.560
4,13:42,3,7,CHI 40,10,21,Jay Cutler pass incomplete short right intended for Brandon Marshall,0.560,-0.720
4,13:36,4,7,CHI 40,10,21,"Pat O'Donnell punts 38 yards, fair catch by Marcus Thigpen",-0.720,-0.410
4,13:28,1,10,TAM 22,10,21,Josh McCown pass complete short middle to Bobby Rainey for 6 yards (tackle by Christian Jones and Demontre Hurst),0.410,0.680
4,12:53,2,4,TAM 28,10,21,Josh McCown pass complete short left to Vincent Jackson for 14 yards (tackle by Ryan Mundy),0.680,1.730
4,12:10,1,10,TAM 42,10,21,Josh McCown pass incomplete short left intended for Mike Evans,1.730,1.190
4,12:03,2,10,TAM 42,10,21,Josh McCown pass complete short right to Louis Murphy for 4 yards (tackle by Tim Jennings),1.190,1.030
4,11:25,3,6,TAM 46,10,21,Josh McCown pass incomplete short left intended for Mike Evans,1.030,-0.320
4,11:20,4,6,TAM 46,10,21,"Michael Koenen punts 43 yards, fair catch by Marc Mariani",-0.320,0.370
4,11:12,1,10,CHI 11,10,21,Matt Forte right guard for 6 yards (tackle by Bradley McDougald),-0.370,-0.160
4,10:32,2,4,CHI 17,10,21,Matt Forte left guard for 7 yards (tackle by William Gholston),-0.160,0.540
4,9:43,1,10,CHI 24,10,21,Ka'Deem Carey right guard for 3 yards (tackle by Mason Foster),0.540,0.400
4,8:49,2,7,CHI 27,10,21,Matt Forte right guard for 1 yard (tackle by Bradley McDougald),0.400,-0.160
4,8:03,3,6,CHI 28,10,21,Jay Cutler pass incomplete short left intended for Brandon Marshall,-0.160,-1.500
4,7:59,4,6,CHI 28,10,21,"Pat O'Donnell punts 44 yards, fair catch by Marcus Thigpen",-1.500,-0.810
4,7:51,1,10,TAM 28,10,21,Josh McCown pass complete short left to Louis Murphy for 17 yards (tackle by Ryan Mundy),0.810,1.930
4,7:21,1,10,TAM 45,10,21,Josh McCown pass incomplete deep right intended for Louis Murphy,1.930,1.380
4,7:13,2,10,TAM 45,10,21,Josh McCown pass incomplete short right intended for Luke Stocker,1.380,0.700
4,7:08,3,10,TAM 45,10,21,Josh McCown pass complete deep left to Vincent Jackson for 40 yards (tackle by Brock Vereen),0.700,4.580
4,6:24,1,10,CHI 15,10,21,Josh McCown sacked by Cornelius Washington for -1 yards,4.580,3.810
4,5:41,2,11,CHI 16,10,21,Josh McCown sacked by Stephen Paea for -5 yards,3.810,2.540
4,5:08,3,16,CHI 21,10,21,Josh McCown pass incomplete deep left intended for Louis Murphy (defended by Al Louis-Jean),2.540,2.060
4,5:01,4,16,CHI 21,13,21,Patrick Murray 39 yard field goal good,2.060,3.000
4,5:01,,,TAM 35,13,21,"Michael Koenen kicks off 64 yards, returned by Marc Mariani for 22 yards (tackle by Brandon Magee)",0.000,-0.480
4,4:51,1,10,CHI 23,13,21,Matt Forte right end for 3 yards (tackle by Johnthan Banks),0.480,0.340
4,4:05,2,7,CHI 26,13,21,Matt Forte right guard for no gain (tackle by Clinton McDonald),0.340,-0.360
4,3:19,3,7,CHI 26,13,21,Jay Cutler pass complete short right to Martellus Bennett for 4 yards (tackle by Bradley McDougald),-0.360,-0.360
4,3:12,3,7,CHI 26,13,21,Timeout #1 by Tampa Bay Buccaneers,-0.360,-1.370
4,3:12,4,3,CHI 30,13,21,"Penalty on Christian Jones: False Start, 5 yards (no play)",-1.370,-1.700
4,3:12,4,8,CHI 25,13,21,"Pat O'Donnell punts 20 yards, out of bounds",-1.700,-2.590
4,3:04,1,10,CHI 45,13,21,Josh McCown pass complete short middle to Charles Sims for 9 yards (tackle by Christian Jones),2.590,3.260
4,2:42,2,1,CHI 36,13,21,Josh McCown pass incomplete deep right intended for Mike Evans (defended by Tim Jennings),3.260,2.540
4,2:36,3,1,CHI 36,13,21,Charles Sims left guard for no gain (tackle by Will Sutton),2.540,0.890
4,2:08,4,1,CHI 36,13,21,Josh McCown right guard for no gain (tackle by Jared Allen),0.890,-1.330
,,,,,,,"TAM challenged the first down ruling, and the play was upheld.",,
4,2:00,1,10,CHI 36,13,21,Matt Forte right end for -1 yards (tackle by Alterraun Verner),1.330,1.330
4,1:53,1,10,CHI 36,13,21,Timeout #3 by Tampa Bay Buccaneers,1.330,0.660
4,1:53,2,11,CHI 35,13,21,Matt Forte right tackle for 5 yards (tackle by Akeem Spence),0.660,0.630
4,1:07,3,6,CHI 40,13,21,Matt Forte right end for 1 yard (tackle by Alterraun Verner),0.630,0.630
4,0:20,3,6,CHI 40,13,21,Timeout #1 by Chicago Bears,0.630,-0.650
4,0:20,4,5,CHI 41,13,21,"Pat O'Donnell punts 22 yards, out of bounds",-0.650,-1.400
4,0:13,1,10,TAM 37,13,21,"Josh McCown right end for 5 yards. Penalty on Anthony Collins: Offensive Holding, 10 yards (no play)",1.400,0.740
4,0:05,1,20,TAM 27,13,21,Josh McCown pass complete short middle to Louis Murphy for 8 yards (tackle by Christian Jones),0.740,0.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
