Quarter,Time,Tm,Detail,PIT,CLE
2.0,11:54,Browns,Daven Holly 57 yard interception return (Phil Dawson kick),0,7
,1:50,Browns,Phil Dawson 23 yard field goal,0,10
3.0,4:57,Steelers,Jeff Reed 43 yard field goal,3,10
4.0,13:54,Browns,Phil Dawson 35 yard field goal,3,13
,9:33,Steelers,Santonio Holmes 20 yard pass from Ben Roethlisberger (Jeff Reed kick),10,13
,9:21,Browns,Josh Cribbs 92 yard kickoff return (Phil Dawson kick),10,20
,4:14,Steelers,Willie Parker 1 yard rush (Jeff Reed kick),17,20
,0:32,Steelers,Willie Parker 4 yard pass from Ben Roethlisberger (Jeff Reed kick),24,20
