Quarter,Time,Down,ToGo,Location,PIT,CLE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss, Browns to receive the opening kickoff.",,
1,15:00,,,PIT 30,0,0,"Jeff Reed kicks off 56 yards, returned by Josh Cribbs for 17 yards (tackle by Clint Kriewaldt)",0.000,1.000
1,14:55,1,10,CLE 31,0,0,"Jason Wright right tackle for 8 yards (tackle by Ryan Clark). Penalty on Kellen Winslow: Offensive Holding, 10 yards",1.000,0.870
1,14:27,1,12,CLE 29,0,0,Jason Wright right tackle for -2 yards (tackle by Joey Porter),0.870,-0.080
1,13:50,2,14,CLE 27,0,0,Charlie Frye right guard for 7 yards (tackle by Brett Keisel),-0.080,0.170
1,13:04,3,7,CLE 34,0,0,Charlie Frye pass complete short middle to Braylon Edwards for 10 yards (tackle by James Farrior),0.170,1.860
1,12:23,1,10,CLE 44,0,0,Jason Wright right guard for 5 yards (tackle by Aaron Smith),1.860,1.990
1,11:46,2,5,CLE 49,0,0,Charlie Frye pass complete short right to Steve Heiden for 8 yards (tackle by James Farrior),1.990,2.720
1,11:02,1,10,PIT 43,0,0,Jason Wright right tackle for 9 yards (tackle by Joey Porter and Ryan Clark),2.720,3.390
1,10:17,2,1,PIT 34,0,0,Charlie Frye pass incomplete deep left intended for Braylon Edwards (defended by Bryant McFadden),3.390,2.680
1,10:09,3,1,PIT 34,0,0,Terrelle Smith middle for 1 yard (tackle by Joey Porter),2.680,3.380
1,9:34,1,10,PIT 33,0,0,"Charlie Frye sacked by Travis Kirschke for -6 yards. Charlie Frye fumbles (forced by Travis Kirschke), recovered by Clark Haggans at PIT-37 (tackle by Kevin Shaffer)",3.380,-1.400
1,9:28,1,10,PIT 37,0,0,Ben Roethlisberger pass incomplete short right intended for Hines Ward,1.400,0.860
1,9:24,2,10,PIT 37,0,0,Willie Parker left tackle for 1 yard (tackle by Brodney Pool),0.860,0.300
1,8:46,3,9,PIT 38,0,0,Ben Roethlisberger pass complete short left to Najeh Davenport for 7 yards (tackle by Andra Davis and Jereme Perry),0.300,-0.390
1,7:58,4,2,PIT 45,0,0,"Penalty on Anthony Madison: False Start, 5 yards (no play)",-0.390,-0.720
1,7:38,4,7,PIT 40,0,0,"Chris Gardocki punts 35 yards. Penalty on Anthony Smith: Interference with Opport, 15 yards",-0.720,-1.600
1,7:27,1,10,CLE 40,0,0,Charlie Frye pass complete short middle to Braylon Edwards for 12 yards (tackle by Larry Foote and James Farrior),1.600,2.390
1,6:47,1,10,PIT 48,0,0,Jason Wright left guard for 1 yard (tackle by Aaron Smith),2.390,1.980
1,6:15,2,9,PIT 47,0,0,Charlie Frye pass complete short right to Lawrence Vickers for 12 yards (tackle by Clark Haggans),1.980,3.250
1,5:32,1,10,PIT 35,0,0,Braylon Edwards left end for -8 yards (tackle by Joey Porter),3.250,1.620
1,4:51,2,18,PIT 43,0,0,Charlie Frye right end for 2 yards (tackle by Larry Foote),1.620,1.220
1,4:06,3,16,PIT 41,0,0,Charlie Frye pass complete short right to Braylon Edwards for 15 yards (tackle by Ike Taylor),1.220,1.890
1,3:20,4,1,PIT 26,0,0,Phil Dawson 44 yard field goal no good,1.890,-1.200
1,3:14,1,10,PIT 34,0,0,Willie Parker left tackle for 4 yards (tackle by D'Qwell Jackson and Orpheus Roye),1.200,1.200
1,2:35,2,6,PIT 38,0,0,Ben Roethlisberger pass complete short right to Hines Ward for 9 yards (tackle by Ralph Brown),1.200,2.060
1,1:52,1,10,PIT 47,0,0,Willie Parker left tackle for 4 yards (tackle by Alvin McKinley),2.060,2.060
1,1:09,2,6,CLE 49,0,0,Najeh Davenport left tackle for 3 yards (tackle by Nick Eason),2.060,1.750
1,0:27,3,3,CLE 46,0,0,Ben Roethlisberger pass incomplete short right intended for Santonio Holmes,1.750,0.200
1,0:22,4,3,CLE 46,0,0,"Chris Gardocki punts 46 yards, touchback",0.200,-0.280
1,0:12,1,10,CLE 20,0,0,Charlie Frye for 5 yards,0.280,0.410
Quarter,Time,Down,ToGo,Location,PIT,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,CLE 25,0,0,Charlie Frye pass complete short left to Braylon Edwards for -1 yards (tackle by Deshea Townsend),0.410,-0.430
2,14:15,3,6,CLE 24,0,0,Charlie Frye sacked by James Farrior for -5 yards,-0.430,-2.140
2,13:43,4,11,CLE 19,0,0,"Dave Zastudil punts 48 yards, returned by Santonio Holmes for 5 yards (tackle by D'Qwell Jackson)",-2.140,-1.470
2,13:29,1,10,PIT 38,0,0,Ben Roethlisberger pass incomplete intended for Heath Miller (defended by Sean Jones),1.470,0.920
2,13:21,2,10,PIT 38,0,0,Ben Roethlisberger pass complete short right to Santonio Holmes for 11 yards (tackle by Daven Holly and Sean Jones),0.920,2.190
2,12:45,1,10,PIT 49,0,0,Willie Parker right guard for 4 yards (tackle by D'Qwell Jackson and Alvin McKinley),2.190,2.190
2,12:04,2,6,CLE 47,0,6,"Ben Roethlisberger pass incomplete intended for Santonio Holmes is intercepted by Daven Holly at CLE-43 and returned for 57 yards, touchdown",2.190,-7.000
2,,,,PIT 2,0,7,Phil Dawson kicks extra point good,0.000,0.000
2,,,,CLE 30,0,7,"Phil Dawson kicks off 64 yards, returned by Sean Morey for 76 yards (tackle by Josh Cribbs)",0.000,4.370
2,11:40,1,10,CLE 18,0,7,Willie Parker right guard for 3 yards (tackle by Andra Davis),4.370,4.250
2,11:02,2,7,CLE 15,0,7,Willie Parker right tackle for 3 yards (tackle by Willie McGinest),4.250,4.030
2,10:34,3,4,CLE 12,0,7,Ben Roethlisberger pass incomplete short middle intended for Hines Ward is intercepted by Willie McGinest at CLE-7,4.030,0.380
2,10:26,1,10,CLE 7,0,7,Jason Wright right tackle for 4 yards (tackle by Aaron Smith and Brett Keisel),-0.380,-0.490
2,9:51,2,6,CLE 11,0,7,Jason Wright right guard for 5 yards (tackle by Aaron Smith and Troy Polamalu),-0.490,-0.370
2,9:12,3,1,CLE 16,0,7,Jason Wright right guard for 5 yards (tackle by Clark Haggans and Troy Polamalu),-0.370,0.340
2,8:31,1,10,CLE 21,0,7,"Jerome Harrison right tackle for no gain. Penalty on Lennie Friedman: Offensive Holding, 10 yards (no play)",0.340,-0.720
2,8:02,1,20,CLE 11,0,7,Jason Wright right tackle for 4 yards (tackle by Clark Haggans and Casey Hampton),-0.720,-1.140
2,7:16,2,16,CLE 15,0,7,Jason Wright left guard for 3 yards (tackle by Joey Porter and Larry Foote),-1.140,-1.410
2,6:30,3,13,CLE 18,0,7,Charlie Frye pass complete deep right to Braylon Edwards for 63 yards (tackle by Troy Polamalu),-1.410,4.310
2,5:39,1,10,PIT 19,0,7,Jerome Harrison right guard for 5 yards (tackle by James Farrior and Ryan Clark),4.310,4.530
2,4:58,2,5,PIT 14,0,7,Jason Wright right tackle for 1 yard (tackle by Clark Haggans and James Farrior),4.530,3.960
2,4:11,3,4,PIT 13,0,7,Charlie Frye pass complete short right to Dennis Northcutt for 3 yards (tackle by Ryan Clark),3.960,2.910
2,3:36,,,,0,7,Timeout #1 by Cleveland Browns,0.000,2.910
2,3:36,4,1,PIT 10,0,7,Charlie Frye right guard for 1 yard (tackle by Casey Hampton),2.910,5.140
2,3:02,1,9,PIT 9,0,7,Jason Wright right tackle for 3 yards (tackle by Ike Taylor and Ryan Clark),5.140,4.950
2,2:17,2,6,PIT 6,0,7,Jerome Harrison left tackle for no gain (tackle by James Farrior and Joey Porter),4.950,4.040
2,2:00,3,6,PIT 6,0,7,Charlie Frye pass incomplete short right intended for Jerome Harrison,4.040,2.990
2,1:54,4,6,PIT 6,0,10,Phil Dawson 23 yard field goal good,2.990,3.000
2,,,,CLE 30,0,10,"Phil Dawson kicks off 58 yards, returned by Najeh Davenport for 20 yards (tackle by Mason Unck)",0.000,1.070
2,1:44,1,10,PIT 32,0,10,Ben Roethlisberger pass complete short left to Najeh Davenport for 9 yards (tackle by Andra Davis),1.070,1.740
2,1:22,2,1,PIT 41,0,10,Najeh Davenport right tackle for 8 yards (tackle by Ralph Brown and Brian Russell),1.740,2.190
2,0:58,1,10,PIT 49,0,10,Ben Roethlisberger pass incomplete short left intended for Nate Washington,2.190,1.650
2,0:54,2,10,PIT 49,0,10,"Ben Roethlisberger pass incomplete intended for Cedrick Wilson is intercepted by Daven Holly at CLE-35 and returned for 21 yards. Penalty on Alan Faneca: Face Mask (15 Yards) (Offsetting), Penalty on Simon Fraser: Personal Foul (Offsetting)",1.650,-2.650
2,0:32,1,10,PIT 44,0,10,Charlie Frye pass incomplete intended for Joe Jurevicius,2.650,2.110
2,0:26,2,10,PIT 44,0,10,Charlie Frye pass incomplete short right intended for Joe Jurevicius,2.110,1.420
2,0:20,3,10,PIT 44,0,10,Charlie Frye for 12 yards,1.420,3.450
2,0:12,1,10,PIT 32,0,10,Charlie Frye pass incomplete short right intended for Kellen Winslow,3.450,2.900
2,0:09,2,10,PIT 32,0,10,"Penalty on Charlie Frye: Delay of Game, 5 yards (no play)",2.900,2.230
2,0:09,2,15,PIT 37,0,10,Charlie Frye pass incomplete short right intended for Joe Jurevicius,2.230,1.550
2,0:04,3,15,PIT 37,0,10,Charlie Frye pass incomplete deep right intended for Braylon Edwards,1.550,0.790
Quarter,Time,Down,ToGo,Location,PIT,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 30,0,10,"Phil Dawson kicks off 58 yards, returned by Sean Morey for 24 yards (tackle by Brodney Pool)",0.000,1.330
3,14:53,1,10,PIT 36,0,10,Willie Parker left tackle for 5 yards (tackle by Sean Jones),1.330,1.470
3,14:19,2,5,PIT 41,0,10,Ben Roethlisberger pass complete short right to Hines Ward for 4 yards (tackle by Brodney Pool),1.470,1.290
3,14:05,3,1,PIT 45,0,10,Willie Parker left guard for no gain (tackle by Brian Russell),1.290,-0.390
3,13:25,4,1,PIT 45,0,10,Chris Gardocki punts 35 yards,-0.390,-0.280
3,13:14,1,10,CLE 20,0,10,Jason Wright right tackle for 3 yards (tackle by Brett Keisel and James Farrior),0.280,0.140
3,12:41,2,7,CLE 23,0,10,Charlie Frye pass incomplete short right intended for Joe Jurevicius (defended by Ryan Clark),0.140,-0.560
3,12:35,3,7,CLE 23,0,10,Charlie Frye pass complete deep middle to Joe Jurevicius for 16 yards (tackle by Ryan Clark),-0.560,1.530
3,11:58,1,10,CLE 39,0,10,Charlie Frye pass complete short left to Kellen Winslow for 9 yards (tackle by Larry Foote and James Farrior),1.530,2.200
3,11:10,2,1,CLE 48,0,10,Charlie Frye sacked by Joey Porter and Brett Keisel for -6 yards,2.200,0.700
3,10:31,3,7,CLE 42,0,10,Charlie Frye pass complete short right to Steve Heiden for 6 yards (tackle by Troy Polamalu),0.700,-0.190
3,9:51,4,1,CLE 48,0,10,Dave Zastudil punts 33 yards,-0.190,-0.150
3,9:42,1,10,PIT 19,0,10,Willie Parker right guard for 3 yards (tackle by Willie McGinest and Orpheus Roye),0.150,0.070
3,9:05,2,7,PIT 22,0,10,Willie Parker left tackle for 5 yards (tackle by Orpheus Roye and Ted Washington),0.070,-0.030
3,8:23,3,2,PIT 27,0,10,Ben Roethlisberger pass incomplete deep left intended for Nate Washington,-0.030,-1.570
3,8:16,4,2,PIT 27,0,10,"Chris Gardocki punts 45 yards, returned by Dennis Northcutt for 6 yards (tackle by John Kuhn)",-1.570,-1.200
3,8:05,1,10,CLE 34,0,10,"Jason Wright left tackle for 8 yards (tackle by Casey Hampton). Jason Wright fumbles (forced by Casey Hampton), recovered by Ryan Clark at CLE-44 (tackle by Hank Fraley)",1.200,-2.650
3,7:55,1,10,CLE 44,0,10,Ben Roethlisberger pass complete short right to Heath Miller for 16 yards (tackle by Daven Holly),2.650,3.710
3,7:16,1,10,CLE 28,0,10,Ben Roethlisberger pass complete short right to Willie Parker for -8 yards (tackle by Andra Davis),3.710,2.090
3,6:32,2,18,CLE 36,0,10,Willie Parker left guard for 4 yards (tackle by Orpheus Roye),2.090,1.950
3,5:49,3,14,CLE 32,0,10,Ben Roethlisberger left guard for 7 yards (tackle by Andra Davis),1.950,1.800
3,5:02,4,7,CLE 25,3,10,Jeff Reed 43 yard field goal good,1.800,3.000
3,,,,PIT 30,3,10,"Jeff Reed kicks off 63 yards, returned by Josh Cribbs for 30 yards (tackle by Bryant McFadden)",0.000,1.400
3,4:45,1,10,CLE 37,3,10,Jason Wright left tackle for 11 yards (tackle by Bryant McFadden and Joey Porter),1.400,2.130
3,4:01,1,10,CLE 48,3,10,Jason Wright left tackle for 4 yards (tackle by Larry Foote and James Farrior),2.130,2.120
3,3:19,2,6,PIT 48,3,10,Charlie Frye pass complete short right to Kellen Winslow for 11 yards (tackle by Troy Polamalu),2.120,3.120
3,2:43,1,10,PIT 37,3,10,Jerome Harrison left guard for -3 yards (tackle by Casey Hampton),3.120,2.170
3,2:08,2,13,PIT 40,3,10,Jerome Harrison for 3 yards,2.170,1.880
3,1:32,3,10,PIT 37,3,10,Charlie Frye pass complete deep right to Braylon Edwards for 19 yards (tackle by Tyrone Carter),1.880,4.370
3,0:47,1,10,PIT 18,3,10,Charlie Frye pass complete short middle to Jason Wright for 6 yards (tackle by Larry Foote and James Farrior),4.370,4.810
Quarter,Time,Down,ToGo,Location,PIT,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,PIT 12,3,10,Jason Wright right tackle for no gain (tackle by James Farrior),4.810,4.030
4,14:30,3,4,PIT 12,3,10,Charlie Frye sacked by Clark Haggans for -6 yards,4.030,2.250
4,14:30,4,10,PIT 18,3,13,Phil Dawson 35 yard field goal good,2.250,3.000
4,,,,CLE 30,3,13,"Phil Dawson kicks off 67 yards, returned by Najeh Davenport for 48 yards (tackle by Phil Dawson). Penalty on Heath Miller: Offensive Holding, 10 yards, Penalty on Clint Kriewaldt: Offensive Holding (Declined)",0.000,-0.320
4,13:42,1,10,PIT 13,3,13,Ben Roethlisberger pass complete short right to Heath Miller for 16 yards (tackle by Daven Holly and Willie McGinest),-0.320,0.870
4,13:13,1,10,PIT 29,3,13,Willie Parker for no gain (tackle by Ralph Brown),0.870,0.330
4,12:45,2,10,PIT 29,3,13,Ben Roethlisberger pass incomplete deep middle intended for Hines Ward,0.330,-0.360
4,12:37,3,10,PIT 29,3,13,"Ben Roethlisberger pass complete short right to Cedrick Wilson for 29 yards. Penalty on Cedrick Wilson: Offensive Pass Interfere, 10 yards (no play)",-0.360,-1.790
4,12:09,3,20,PIT 19,3,13,Ben Roethlisberger pass complete deep middle to Santonio Holmes for 21 yards (tackle by Ralph Brown),-1.790,1.600
4,11:33,1,10,PIT 40,3,13,Ben Roethlisberger left guard for 13 yards (tackle by Brodney Pool),1.600,2.460
4,11:00,1,10,CLE 47,3,13,Ben Roethlisberger pass complete deep right to Hines Ward for 23 yards (tackle by Sean Jones),2.460,3.970
4,10:29,1,10,CLE 24,3,13,Willie Parker right guard for 4 yards (tackle by D'Qwell Jackson and Alvin McKinley),3.970,3.970
4,9:50,2,6,CLE 20,3,13,Ben Roethlisberger pass incomplete short left intended for Willie Parker,3.970,3.270
4,9:44,3,6,CLE 20,9,13,"Ben Roethlisberger pass complete deep right to Santonio Holmes for 20 yards, touchdown",3.270,7.000
4,,,,CLE 2,10,13,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,10,19,"Jeff Reed kicks off 62 yards, returned by Josh Cribbs for 92 yards, touchdown. Penalty on Sean Jones: Unsportsmanlike Conduct, 15 yards",0.000,7.000
4,,,,PIT 2,10,20,Phil Dawson kicks extra point good,0.000,0.000
4,,,,CLE 15,10,20,"Phil Dawson kicks off 72 yards, returned by Ike Taylor for 18 yards (tackle by Brodney Pool). Penalty on Tyrone Carter: Illegal Block Above the , 10 yards",0.000,0.340
4,9:16,1,10,PIT 21,10,20,Ben Roethlisberger pass incomplete deep left intended for Cedrick Wilson (defended by Jereme Perry),0.340,-0.200
4,8:45,2,10,PIT 21,10,20,Ben Roethlisberger pass complete short left to Cedrick Wilson for 9 yards (tackle by Andra Davis),-0.200,0.300
4,8:31,3,1,PIT 30,10,20,Ben Roethlisberger pass complete short middle to Cedrick Wilson for 5 yards (tackle by Jereme Perry),0.300,1.270
4,7:53,1,10,PIT 35,10,20,Ben Roethlisberger pass complete short right to Hines Ward for 11 yards (tackle by Daven Holly),1.270,1.990
4,7:34,1,10,PIT 46,10,20,Ben Roethlisberger pass complete short left to Willie Parker for 5 yards (tackle by Brodney Pool),1.990,2.130
4,7:01,2,5,CLE 49,10,20,Ben Roethlisberger pass incomplete deep right intended for Santonio Holmes,2.130,1.420
4,6:55,3,5,CLE 49,10,20,Ben Roethlisberger pass complete short middle to Cedrick Wilson for 13 yards (tackle by Ralph Brown),1.420,3.180
4,6:29,1,10,CLE 36,10,20,Ben Roethlisberger pass incomplete deep right intended for Santonio Holmes,3.180,2.640
4,6:24,2,10,CLE 36,10,20,"Ben Roethlisberger sacked by Kamerion Wimbley for -10 yards. Penalty on Kamerion Wimbley: Face Mask (15 Yards), 15 yards",2.640,3.510
4,5:54,1,10,CLE 31,10,20,Ben Roethlisberger pass incomplete deep right intended for Hines Ward,3.510,2.970
4,5:50,2,10,CLE 31,10,20,Ben Roethlisberger pass complete short right to Hines Ward for 12 yards (tackle by Brian Russell),2.970,4.310
4,5:22,1,10,CLE 19,10,20,Ben Roethlisberger pass incomplete short left intended for Nate Washington (defended by Nick Eason),4.310,3.750
4,5:12,2,10,CLE 19,10,20,Ben Roethlisberger sacked by Willie McGinest for -1 yards,3.750,2.940
4,4:38,,,,10,20,Timeout #1 by Cleveland Browns,0.000,2.940
4,4:38,3,11,CLE 20,10,20,"Ben Roethlisberger pass complete short right to Willie Parker for 16 yards (tackle by Ralph Brown and Sean Jones). Penalty on Sean Jones: Face Mask (5 Yards), 2 yards",2.940,6.740
4,4:29,1,2,CLE 2,10,20,Ben Roethlisberger pass incomplete short middle intended for Santonio Holmes (defended by Brian Russell),6.740,5.720
4,4:24,2,2,CLE 2,10,20,Ben Roethlisberger pass complete short middle to Hines Ward for 1 yard (tackle by Orpheus Roye and Willie McGinest). Penalty on Orpheus Roye: Personal Foul,5.720,6.970
4,4:19,1,1,CLE 1,16,20,"Willie Parker right guard for 1 yard, touchdown",6.970,7.000
4,,,,CLE 2,17,20,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,17,20,"Jeff Reed kicks off 41 yards, returned by Lawrence Vickers for 12 yards (tackle by Clint Kriewaldt)",0.000,1.660
4,4:10,1,10,CLE 41,17,20,Charlie Frye sacked by Troy Polamalu for 0 yards,1.660,1.120
4,3:25,2,10,CLE 41,17,20,Jason Wright right guard for 2 yards (tackle by Troy Polamalu and Casey Hampton),1.120,0.700
4,3:18,,,,17,20,Timeout #1 by Pittsburgh Steelers,0.000,0.700
4,3:18,3,8,CLE 43,17,20,Charlie Frye pass incomplete short left intended for Kellen Winslow (defended by Troy Polamalu),0.700,-0.520
4,3:14,4,8,CLE 43,17,20,"Dave Zastudil punts 42 yards, returned by Santonio Holmes for 8 yards (tackle by Brodney Pool)",-0.520,-0.480
4,3:06,1,10,PIT 23,17,20,Ben Roethlisberger pass incomplete short left intended for Hines Ward,0.480,-0.070
4,3:01,2,10,PIT 23,17,20,Ben Roethlisberger pass complete short middle to Nate Washington for 13 yards (tackle by Sean Jones),-0.070,1.330
4,2:35,1,10,PIT 36,17,20,Ben Roethlisberger pass incomplete deep left intended for Cedrick Wilson,1.330,0.790
4,2:28,2,10,PIT 36,17,20,Ben Roethlisberger pass complete deep right to Hines Ward for 21 yards (tackle by Sean Jones),0.790,2.720
4,2:04,1,10,CLE 43,17,20,Ben Roethlisberger pass complete short right to Santonio Holmes for 15 yards (tackle by Daven Holly),2.720,3.710
4,1:55,1,10,CLE 28,17,20,Willie Parker left guard for 4 yards (tackle by Andra Davis and Brodney Pool),3.710,3.710
4,1:30,2,6,CLE 24,17,20,Ben Roethlisberger pass incomplete deep left intended for Cedrick Wilson,3.710,3.010
4,1:23,3,6,CLE 24,17,20,Ben Roethlisberger pass complete short middle to Santonio Holmes for 8 yards (tackle by Daven Holly),3.010,4.510
4,0:55,1,10,CLE 16,17,20,Ben Roethlisberger pass complete short middle to Nate Washington for 11 yards (tackle by Ralph Brown),4.510,6.060
4,0:44,,,,17,20,Timeout #2 by Pittsburgh Steelers,0.000,6.060
4,0:44,1,5,CLE 5,17,20,Willie Parker right guard for 1 yard (tackle by Orpheus Roye),6.060,5.340
4,0:39,,,,17,20,Timeout #3 by Pittsburgh Steelers,0.000,0.000
4,0:39,,,,17,20,Timeout #2 by Cleveland Browns,0.000,5.340
4,0:39,2,4,CLE 4,23,20,"Ben Roethlisberger pass complete short left to Willie Parker for 4 yards, touchdown",5.340,7.000
4,,,,CLE 2,24,20,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,24,20,"Jeff Reed kicks off 38 yards, returned by Josh Cribbs for 11 yards (tackle by Anthony Madison)",0.000,1.800
4,0:27,1,10,CLE 43,24,20,Charlie Frye pass complete short right to Braylon Edwards for 19 yards (tackle by Ike Taylor),1.800,3.050
4,0:16,,,,24,20,Timeout #3 by Cleveland Browns,0.000,3.050
4,0:16,1,10,PIT 38,24,20,Charlie Frye pass complete short left to Kellen Winslow for 6 yards,3.050,3.320
4,0:09,2,4,PIT 32,24,20,Charlie Frye pass complete short right to Kellen Winslow for 10 yards,3.320,4.110
4,0:03,1,10,PIT 22,24,20,Charlie Frye pass incomplete short left intended for Braylon Edwards,4.110,3.560
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
