Quarter,Time,Down,ToGo,Location,KAN,CIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bengals won the coin toss and deferred, Chiefs to receive the opening kickoff.",,
1,15:00,,,CIN 35,0,0,"Evan McPherson kicks off 64 yards, returned by Byron Pringle for 25 yards (tackle by Clay Johnston and Stanley Morgan)",,
1,14:55,1,10,KAN 26,0,0,Patrick Mahomes pass incomplete short right,,
1,14:52,2,10,KAN 26,0,0,Patrick Mahomes pass complete short middle to Travis Kelce for 8 yards (tackle by Jessie Bates),,
1,14:11,3,2,KAN 34,0,0,Darrel Williams left guard for 1 yard (tackle by Larry Ogunjobi),,
1,13:33,4,1,KAN 35,0,0,"Tommy Townsend punts 42 yards, fair catch by Trent Taylor at CIN-23",,
1,13:26,1,10,CIN 23,0,0,Joe Burrow sacked by Frank Clark for -6 yards,,
1,12:57,2,16,CIN 17,0,0,Joe Burrow pass complete short right to C.J. Uzomah for 11 yards (tackle by Willie Gay),,
1,12:22,3,5,CIN 28,0,0,"Joe Burrow pass complete to Ja'Marr Chase for 5 yards (tackle by Ben Niemann) KAN challenged the first down ruling, and the original play was overturned. Joe Burrow pass complete short right to Ja'Marr Chase for 4 yards (tackle by Ben Niemann)",,
1,12:07,4,1,CIN 32,0,0,Kevin Huber punts 40 yards out of bounds,,
1,11:59,1,10,KAN 28,0,0,"Patrick Mahomes pass incomplete short right intended for Travis Kelce. Penalty on Jessie Bates: Defensive Pass Interference, 32 yards (accepted) (no play)",,
1,11:50,1,10,CIN 40,0,0,Tyreek Hill right end for 2 yards (tackle by Sam Hubbard),,
1,11:18,2,8,CIN 38,0,0,Patrick Mahomes pass complete short middle to Tyreek Hill for 6 yards (tackle by Logan Wilson),,
1,10:53,3,2,CIN 32,0,0,Patrick Mahomes pass complete short left to Darrel Williams for 1 yard (tackle by Chidobe Awuzie),,
1,10:11,4,1,CIN 31,0,0,Blake Bell left guard for 2 yards (tackle by B.J. Hill),,
1,9:26,1,10,CIN 29,6,0,"Patrick Mahomes pass complete deep right to Demarcus Robinson for 29 yards, touchdown",,
1,9:21,,,CIN 15,7,0,Harrison Butker kicks extra point good,,
1,9:21,,,KAN 35,7,0,"Harrison Butker kicks off 65 yards, touchback.",,
1,9:21,1,10,CIN 25,7,0,Joe Mixon right guard for 13 yards (tackle by Charvarius Ward),,
1,8:50,1,10,CIN 38,7,0,Joe Burrow sacked by Chris Jones for -10 yards,,
1,8:05,2,20,CIN 28,7,0,Joe Burrow pass complete short right to Joe Mixon for 3 yards (tackle by Charvarius Ward and Nick Bolton),,
1,7:29,3,17,CIN 31,7,0,Joe Burrow pass complete short right to Samaje Perine for 10 yards (tackle by Daniel Sorensen),,
1,6:53,4,7,CIN 41,7,0,"Kevin Huber punts 51 yards, returned by Mecole Hardman for 29 yards (tackle by Stanley Morgan)",,
1,6:40,1,10,KAN 37,7,0,Patrick Mahomes pass complete short left to Travis Kelce for 7 yards (tackle by Vonn Bell and Markus Bailey),,
1,6:07,2,3,KAN 44,7,0,Patrick Mahomes pass complete short middle to Tyreek Hill for 17 yards (tackle by Mike Hilton and Jessie Bates),,
1,5:13,1,10,CIN 39,7,0,"Patrick Mahomes pass complete deep middle to Travis Kelce for 19 yards. Penalty on Blake Bell: Offensive Holding, 10 yards (accepted) (no play)",,
1,5:05,1,20,CIN 49,7,0,Patrick Mahomes pass complete deep middle to Blake Bell for 24 yards (tackle by Logan Wilson),,
1,4:24,1,10,CIN 25,7,0,Derrick Gore right guard for 23 yards (tackle by Jessie Bates),,
1,3:43,1,2,CIN 2,7,0,Travis Kelce left guard for -1 yards (tackle by Larry Ogunjobi and Mike Hilton),,
1,3:03,2,3,CIN 3,7,0,Patrick Mahomes pass incomplete short right intended for Tyreek Hill (defended by Jessie Bates),,
1,2:54,3,3,CIN 3,13,0,"Patrick Mahomes pass complete short left to Travis Kelce for 3 yards, touchdown",,
1,2:50,,,CIN 15,14,0,Harrison Butker kicks extra point good,,
1,2:50,,,KAN 35,14,0,"Harrison Butker kicks off 65 yards, touchback.",,
1,2:50,1,10,CIN 25,14,0,Joe Mixon left guard for 3 yards (tackle by Nick Bolton),,
1,2:13,2,7,CIN 28,14,6,"Joe Burrow pass complete short left to Ja'Marr Chase for 72 yards, touchdown",,
1,2:01,,,KAN 15,14,7,Evan McPherson kicks extra point good,,
1,2:01,,,CIN 35,14,7,"Evan McPherson kicks off 65 yards, touchback.",,
1,2:01,1,10,KAN 25,14,7,Darrel Williams up the middle for 6 yards (tackle by Logan Wilson),,
1,1:24,2,4,KAN 31,14,7,Patrick Mahomes pass complete short middle to Byron Pringle for 3 yards (tackle by Logan Wilson),,
1,0:48,3,1,KAN 34,14,7,Michael Burton right guard for 2 yards (tackle by B.J. Hill and D.J. Reader),,
1,0:06,1,10,KAN 36,14,7,Patrick Mahomes pass incomplete deep right intended for Marcus Kemp (defended by Eli Apple),,
Quarter,Time,Down,ToGo,Location,KAN,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,KAN 36,14,7,Patrick Mahomes pass incomplete deep left intended for Tyreek Hill,,
2,14:57,3,10,KAN 36,14,7,Patrick Mahomes pass complete deep left to Mecole Hardman for 53 yards (tackle by Vonn Bell),,
2,14:16,1,10,CIN 11,14,7,Patrick Mahomes pass complete short middle to Blake Bell for 7 yards (tackle by Markus Bailey and Logan Wilson),,
2,13:38,2,3,CIN 4,14,7,Patrick Mahomes pass complete short right to Travis Kelce for 3 yards (tackle by Eli Apple),,
2,13:02,1,1,CIN 1,20,7,"Darrel Williams right guard for 1 yard, touchdown",,
2,12:56,,,CIN 15,21,7,Harrison Butker kicks extra point good,,
2,12:56,,,KAN 35,21,7,"Harrison Butker kicks off 65 yards, touchback.",,
2,12:56,1,10,CIN 25,21,7,Joe Burrow pass complete short left to Ja'Marr Chase for 8 yards (tackle by Rashad Fenton),,
2,12:26,2,2,CIN 33,21,7,Joe Mixon left tackle for 6 yards (tackle by Juan Thornhill),,
2,11:47,1,10,CIN 39,21,7,Joe Burrow pass complete short middle to Joe Mixon for 8 yards (tackle by Nick Bolton),,
2,11:05,2,2,CIN 47,21,7,Joe Mixon left tackle for 6 yards (tackle by Tyrann Mathieu),,
2,10:36,1,10,KAN 47,21,7,Joe Burrow pass complete short left to Ja'Marr Chase for 9 yards (tackle by Anthony Hitchens),,
2,9:50,2,1,KAN 38,21,7,Joe Mixon right tackle for no gain (tackle by Derrick Nnadi) (no play),,
2,9:27,2,6,KAN 43,21,7,Joe Burrow scrambles left end for 3 yards (tackle by Rashad Fenton),,
2,8:43,3,3,KAN 40,21,7,"Joe Burrow pass incomplete short left intended for Ja'Marr Chase. Penalty on Rashad Fenton: Defensive Pass Interference, 5 yards (accepted) (no play)",,
2,8:39,1,10,KAN 35,21,7,Joe Burrow pass incomplete deep right intended for Ja'Marr Chase (defended by Charvarius Ward),,
2,8:34,2,10,KAN 35,21,7,Joe Burrow pass complete deep right to Tyler Boyd for 17 yards (tackle by Juan Thornhill),,
2,7:46,1,10,KAN 18,21,13,"Joe Burrow pass complete deep right to Ja'Marr Chase for 18 yards, touchdown",,
2,7:42,,,KAN 15,21,14,Evan McPherson kicks extra point good,,
2,7:42,,,CIN 35,21,14,"Evan McPherson kicks off 64 yards, returned by Byron Pringle for 26 yards (tackle by Tre Flowers)",,
2,7:36,1,10,KAN 27,21,14,Darrel Williams left guard for 8 yards (tackle by Chidobe Awuzie),,
2,7:01,2,2,KAN 35,21,14,Darrel Williams left tackle for 10 yards (tackle by Vonn Bell),,
2,6:25,1,10,KAN 45,21,14,Patrick Mahomes pass complete short left to Tyreek Hill for 2 yards (tackle by Chidobe Awuzie),,
2,5:49,2,8,KAN 47,21,14,Patrick Mahomes pass complete short middle to Travis Kelce for 4 yards (tackle by Tre Flowers),,
2,5:05,3,4,CIN 49,21,14,Patrick Mahomes pass complete deep right to Byron Pringle for 27 yards (tackle by Michael Thomas),,
2,4:22,1,10,CIN 22,21,14,Patrick Mahomes pass complete short left to Darrel Williams for 7 yards (tackle by Chidobe Awuzie),,
2,3:43,2,3,CIN 15,21,14,Darrel Williams left tackle for 6 yards (tackle by B.J. Hill and Vonn Bell),,
2,3:05,1,9,CIN 9,21,14,Patrick Mahomes scrambles left end for 8 yards (tackle by Markus Bailey),,
2,2:22,2,1,CIN 1,27,14,"Darrel Williams up the middle for 1 yard, touchdown",,
2,2:18,,,CIN 15,28,14,Harrison Butker kicks extra point good,,
2,2:18,,,KAN 35,28,14,"Harrison Butker kicks off 65 yards, touchback.",,
2,2:18,1,10,CIN 25,28,14,"Joe Burrow pass incomplete short left intended for Tyler Boyd. Penalty on Isaiah Prince: Illegal Shift, 5 yards (declined)",,
2,2:15,2,10,CIN 25,28,14,Joe Burrow pass complete short right to Joe Mixon for 6 yards (tackle by Tyrann Mathieu),,
2,2:00,3,4,CIN 31,28,14,Joe Burrow pass complete short right to C.J. Uzomah for 7 yards (tackle by Daniel Sorensen),,
2,1:53,1,10,CIN 38,28,14,Joe Burrow pass complete short left to Tee Higgins for 6 yards (tackle by Rashad Fenton),,
2,1:45,2,4,CIN 44,28,14,Joe Burrow pass incomplete short middle intended for Tyler Boyd (defended by L'Jarius Sneed),,
2,1:42,3,4,CIN 44,28,14,"Joe Burrow pass incomplete intended for Ja'Marr Chase. Penalty on Rashad Fenton: Defensive Pass Interference, 14 yards (accepted) (no play)",,
2,1:38,1,10,KAN 42,28,14,Joe Burrow pass complete short right to C.J. Uzomah for 4 yards (tackle by Tyrann Mathieu),,
2,1:14,2,6,KAN 38,28,14,Joe Burrow pass complete short right to C.J. Uzomah for 10 yards (tackle by Charvarius Ward),,
2,0:54,1,10,KAN 28,28,14,Joe Burrow pass incomplete short right intended for C.J. Uzomah,,
2,0:50,2,10,KAN 28,28,14,Joe Burrow pass incomplete short middle,,
2,0:48,3,10,KAN 28,28,14,Joe Burrow pass incomplete short middle intended for C.J. Uzomah,,
2,0:46,,,,,,Timeout #1 by Cincinnati Bengals,,
2,0:46,4,10,KAN 28,28,17,Evan McPherson 46 yard field goal good,,
2,0:41,,,CIN 35,28,17,"Evan McPherson kicks off 54 yards, returned by Byron Pringle for 15 yards. Penalty on Zayne Anderson: Offensive Holding, 10 yards (accepted)",,
2,0:30,1,10,KAN 16,28,17,Patrick Mahomes pass complete short left to Derrick Gore for 8 yards (tackle by Larry Ogunjobi),,
2,0:21,,,,,,Timeout #1 by Kansas City Chiefs,,
2,0:21,2,2,KAN 24,28,17,Patrick Mahomes pass incomplete deep left intended for Tyreek Hill (defended by Vonn Bell),,
2,0:10,,,,,,Timeout #2 by Cincinnati Bengals,,
2,0:10,3,2,KAN 24,28,17,Derrick Gore left tackle for 14 yards (tackle by Tre Flowers and Logan Wilson),,
Quarter,Time,Down,ToGo,Location,KAN,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,28,17,"Harrison Butker kicks off 65 yards, touchback.",,
3,15:00,1,10,CIN 25,28,17,Joe Mixon left tackle for 1 yard (tackle by Chris Jones and Frank Clark),,
