Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Rams won the coin toss and deferred, Seahawks to receive the opening kickoff.",,
1,15:00,,,LAR 35,0,0,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,SEA 25,0,0,Chris Carson right guard for 2 yards (tackle by Michael Brockers),0.610,0.330
1,14:26,2,8,SEA 27,0,0,"Russell Wilson pass complete short middle to Chris Carson for 3 yards (tackle by Troy Reeder and Clay Matthews). Penalty on Mike Iupati: Offensive Holding, 10 yards (no play)",0.330,-1.150
1,13:54,2,18,SEA 17,0,0,"Russell Wilson pass complete short left to Jaron Brown for 15 yards (tackle by Nickell Robey-Coleman). Jaron Brown fumbles (forced by Nickell Robey-Coleman), recovered by Marcus Peters at SEA-33",-1.150,-3.380
1,13:47,1,10,SEA 33,0,0,Todd Gurley right tackle for 9 yards (tackle by Ezekiel Ansah and Bobby Wagner),3.380,4.050
1,13:12,2,1,SEA 24,0,0,Todd Gurley right tackle for -5 yards (tackle by Poona Ford),4.050,2.680
1,12:33,3,6,SEA 29,0,0,Jared Goff pass incomplete short right intended for Gerald Everett (defended by K.J. Wright),2.680,1.520
1,12:29,4,6,SEA 29,3,0,Greg Zuerlein 47 yard field goal good,1.520,3.000
1,12:24,,,LAR 35,3,0,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
1,12:24,1,10,SEA 25,3,0,Russell Wilson pass incomplete short right,0.610,0.060
1,12:20,2,10,SEA 25,3,0,Chris Carson left guard for 4 yards (tackle by Cory Littleton),0.060,-0.100
1,11:36,3,6,SEA 29,3,0,Chris Carson left guard for 7 yards (tackle by Eric Weddle),-0.100,1.330
1,11:00,1,10,SEA 36,3,0,Chris Carson left guard for -2 yards (tackle by Michael Brockers and Sebastian Joseph),1.330,0.520
1,10:21,2,12,SEA 34,3,0,Russell Wilson pass incomplete short right intended for Chris Carson,0.520,-0.160
1,10:17,3,12,SEA 34,3,0,Russell Wilson pass complete short right to Will Dissly for 7 yards (tackle by Nickell Robey-Coleman),-0.160,-0.650
1,9:42,4,5,SEA 41,3,0,"Michael Dickson punts 43 yards, returned by Jojo Natson for 15 yards (tackle by Ben Burr-Kirven)",-0.650,-1.000
1,9:27,1,10,LAR 31,3,0,Todd Gurley right tackle for 3 yards (tackle by Quinton Jefferson and Jadeveon Clowney),1.000,0.870
1,8:52,2,7,LAR 34,3,0,Jared Goff pass complete short left to Gerald Everett for 22 yards (tackle by Tedric Thompson),0.870,2.650
1,8:33,1,10,SEA 44,3,0,Jared Goff pass complete short right to Todd Gurley for 2 yards (tackle by K.J. Wright),2.650,2.380
1,8:05,2,8,SEA 42,3,0,Todd Gurley left tackle for 12 yards (tackle by Bradley McDougald),2.380,3.580
1,7:41,1,10,SEA 30,3,0,Todd Gurley right tackle for 8 yards (tackle by Bradley McDougald and Mychal Kendricks),3.580,4.110
1,6:57,2,2,SEA 22,3,0,Todd Gurley left tackle for 4 yards (tackle by Poona Ford and Mychal Kendricks),4.110,4.370
1,6:21,1,10,SEA 18,3,0,Jared Goff right end for 1 yard (tackle by Rasheem Green),4.370,3.940
1,5:47,2,9,SEA 17,3,0,Malcolm Brown left guard for 3 yards (tackle by Branden Jackson),3.940,3.630
1,5:03,3,6,SEA 14,3,0,Jared Goff pass incomplete short right intended for Robert Woods (defended by Jamar Taylor),3.630,2.530
1,4:59,4,6,SEA 14,6,0,Greg Zuerlein 32 yard field goal good,2.530,3.000
1,4:55,,,LAR 35,6,0,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
1,4:55,1,10,SEA 25,6,0,Chris Carson left guard for 5 yards (tackle by Eric Weddle and Aaron Donald),0.610,0.740
1,4:18,2,5,SEA 30,6,0,Russell Wilson pass complete short left to Luke Willson for 10 yards (tackle by Eric Weddle),0.740,1.600
1,3:52,1,10,SEA 40,6,0,Russell Wilson pass complete short right to D.K. Metcalf for 4 yards (tackle by Aqib Talib),1.600,1.590
1,3:08,2,6,SEA 44,6,0,Russell Wilson left end for 6 yards (tackle by Eric Weddle),1.590,2.260
1,2:29,1,10,SEA 50,6,0,Chris Carson up the middle for -1 yards (tackle by Aaron Donald and Dante Fowler),2.260,1.580
1,1:47,2,11,SEA 49,6,0,Russell Wilson pass complete deep right to Will Dissly for 38 yards (tackle by Marqui Christian),1.580,4.710
1,0:59,1,10,LAR 13,6,6,"Russell Wilson pass complete short left to Tyler Lockett for 13 yards, touchdown",4.710,7.000
1,0:49,,,LAR 15,6,7,Jason Myers kicks extra point good,0.000,0.000
1,0:49,,,SEA 35,6,7,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
1,0:49,1,10,LAR 25,6,7,Jared Goff pass incomplete deep middle intended for Brandin Cooks,0.610,0.060
1,0:42,2,10,LAR 25,6,7,Jared Goff pass incomplete short middle intended for Cooper Kupp,0.060,-0.620
1,0:38,3,10,LAR 25,6,7,Jared Goff pass incomplete short right intended for Gerald Everett,-0.620,-1.700
1,0:28,4,10,LAR 25,6,7,"Johnny Hekker punts 59 yards, returned by Tyler Lockett for no gain (tackle by Travin Howard). Penalty on Branden Jackson: Offensive Holding, 8 yards",-1.700,0.380
1,0:19,1,10,SEA 8,6,7,Rashaad Penny left end for 8 yards (tackle by John Johnson),-0.380,-0.090
Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,2,SEA 16,6,7,"Penalty on Jamarco Jones: False Start, 5 yards (no play)",-0.090,-0.560
2,15:00,2,7,SEA 11,6,7,Russell Wilson pass complete short right to Jaron Brown for 21 yards (tackle by Clay Matthews and Troy Reeder). Penalty on Samson Ebukam: Defensive Offside (Declined),-0.560,1.070
2,14:31,1,10,SEA 32,6,7,Rashaad Penny up the middle for 1 yard (tackle by Sebastian Joseph and Samson Ebukam),1.070,0.660
2,13:53,2,9,SEA 33,6,7,Russell Wilson right guard for 1 yard (tackle by Marqui Christian),0.660,0.100
2,13:08,3,8,SEA 34,6,7,Russell Wilson left end for 3 yards (tackle by Aqib Talib). Penalty on Aqib Talib: Defensive Holding (Offsetting) (no play),0.100,0.100
2,12:40,3,8,SEA 34,6,7,Russell Wilson pass incomplete short right intended for David Moore (defended by Aqib Talib),0.100,-1.110
2,12:33,4,8,SEA 34,6,7,Michael Dickson punts 46 yards out of bounds,-1.110,-0.280
2,12:26,1,10,LAR 20,6,7,Todd Gurley up the middle for no gain (tackle by Bobby Wagner),0.280,-0.270
2,11:48,2,10,LAR 20,6,7,Todd Gurley up the middle for 4 yards (tackle by Mychal Kendricks and Tedric Thompson),-0.270,-0.430
2,11:08,3,6,LAR 24,6,7,Jared Goff pass incomplete short right intended for Todd Gurley,-0.430,-1.770
2,11:01,4,6,LAR 24,6,7,"Johnny Hekker punts 49 yards, fair catch by Tyler Lockett at SEA-27",-1.770,-0.740
2,10:54,1,10,SEA 27,6,7,Russell Wilson pass complete deep right to Tyler Lockett for 17 yards (tackle by Clay Matthews),0.740,1.860
2,10:06,1,10,SEA 44,6,7,Chris Carson right tackle for 6 yards (tackle by Clay Matthews and Troy Reeder),1.860,2.130
2,9:31,2,4,SEA 50,6,7,Chris Carson right tackle for 2 yards (tackle by Greg Gaines),2.130,1.690
2,9:12,3,2,LAR 48,6,7,"Chris Carson right guard for 3 yards (tackle by Clay Matthews and Michael Brockers) Penalty on LAR: Defensive Too Many Men on Field, 5 yards (no play)",1.690,2.720
2,8:50,1,10,LAR 43,6,7,Chris Carson right tackle for 3 yards (tackle by Michael Brockers),2.720,2.580
2,8:15,2,7,LAR 40,6,13,"Russell Wilson pass complete deep right to D.K. Metcalf for 40 yards, touchdown",2.580,7.000
2,8:08,,,LAR 15,6,14,Jason Myers kicks extra point good,0.000,0.000
2,8:08,,,SEA 35,6,14,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,8:08,1,10,LAR 25,6,14,Jared Goff pass complete short left to Todd Gurley for 1 yard (tackle by Mychal Kendricks),0.610,0.200
2,7:24,2,9,LAR 26,6,14,Jared Goff pass complete short middle to Josh Reynolds for 12 yards (tackle by Shaquill Griffin),0.200,1.470
2,6:41,1,10,LAR 38,6,14,Jared Goff pass complete short left to Robert Woods for 17 yards (tackle by Tre Flowers),1.470,2.590
2,6:13,1,10,SEA 45,6,14,Jared Goff pass complete short middle to Cooper Kupp for 25 yards (tackle by Bobby Wagner). Penalty on Tre Flowers: Illegal Use of Hands (Declined),2.590,4.240
