Quarter,Time,Down,ToGo,Location,SDG,MIA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chargers won the coin toss and deferred, Dolphins to receive the opening kickoff.",,
1,15:00,,,SDG 35,0,0,"Nick Novak kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,MIA 20,0,0,Lamar Miller right guard for -1 yards (tackle by Donald Butler),0.280,-0.460
1,14:28,2,11,MIA 19,0,0,Ryan Tannehill pass complete deep right to Mike Wallace for 17 yards (tackle by Tourek Williams),-0.460,1.330
1,14:00,1,10,MIA 36,0,0,Ryan Tannehill pass complete short middle to Brian Hartline for 16 yards (tackle by Eric Weddle),1.330,2.390
1,13:28,1,10,SDG 48,0,0,"Lamar Miller up the middle for no gain (tackle by Manti Te'o). Penalty on Thomas Keiser: Defensive Offside, 5 yards (no play)",2.390,3.120
1,13:06,1,5,SDG 43,0,0,Ryan Tannehill pass incomplete deep left intended for Brian Hartline,3.120,2.520
1,13:01,2,5,SDG 43,0,0,Ryan Tannehill pass complete short left to Rishard Matthews for 3 yards (tackle by Johnny Patrick),2.520,2.210
1,12:25,3,2,SDG 40,0,0,Ryan Tannehill pass complete short left to Charles Clay for 18 yards (tackle by Eric Weddle),2.210,4.110
1,11:44,1,10,SDG 22,0,0,Ryan Tannehill pass complete short right to Mike Wallace for 13 yards (tackle by Shareece Wright),4.110,5.140
1,10:59,1,9,SDG 9,0,0,Ryan Tannehill left tackle for 3 yards (tackle by Manti Te'o),5.140,4.950
1,10:28,2,6,SDG 6,0,0,"Penalty on John Jerry: False Start, 5 yards (no play)",4.950,4.020
1,9:57,2,11,SDG 11,0,0,Ryan Tannehill pass incomplete short middle intended for Brian Hartline,4.020,3.120
1,9:52,3,11,SDG 11,0,0,Ryan Tannehill pass complete short right to Rishard Matthews for 7 yards (tackle by Johnny Patrick),3.120,3.030
1,9:18,4,4,SDG 4,0,3,Caleb Sturgis 22 yard field goal good,3.030,3.000
1,9:18,,,MIA 35,0,3,"Caleb Sturgis kicks off 73 yards, touchback",0.000,-0.280
1,9:12,1,10,SDG 20,0,3,Philip Rivers pass complete short left to Ryan Mathews for 5 yards (tackle by Philip Wheeler),0.280,0.410
1,8:37,2,5,SDG 25,0,3,Ryan Mathews up the middle for 4 yards (tackle by Olivier Vernon),0.410,0.230
1,8:01,3,1,SDG 29,0,3,Ryan Mathews left tackle for 9 yards (tackle by Dannell Ellerbe),0.230,1.470
1,7:21,1,10,SDG 38,0,3,Ryan Mathews left guard for 3 yards (tackle by Koa Misi),1.470,1.330
1,6:38,2,7,SDG 41,0,3,Philip Rivers pass complete short left to Ryan Mathews for 11 yards (tackle by Dimitri Patterson),1.330,2.390
1,5:56,1,10,MIA 48,0,3,Ryan Mathews left guard for 8 yards (tackle by Jimmy Wilson),2.390,2.930
1,5:24,2,2,MIA 40,0,3,Danny Woodhead right guard for 7 yards (tackle by Chris Clemons),2.930,3.380
1,4:37,1,10,MIA 33,0,3,Philip Rivers pass incomplete deep right intended for Vincent Brown is intercepted by Brent Grimes at MIA-13 and returned for 8 yards (tackle by Danny Woodhead),3.380,-0.340
1,4:26,1,10,MIA 21,0,3,"Lamar Miller up the middle for 2 yards (tackle by Cam Thomas and Manti Te'o). Penalty on Lawrence Guy: Defensive Offside, 5 yards (no play)",0.340,1.070
1,3:49,1,5,MIA 26,0,3,Ryan Tannehill pass complete short right to Mike Wallace for 13 yards (tackle by Shareece Wright),1.070,1.530
1,3:28,1,10,MIA 39,0,3,Ryan Tannehill pass complete short right to Mike Wallace for -4 yards (tackle by Marcus Gilchrist),1.530,0.450
1,2:53,2,14,MIA 35,0,3,Ryan Tannehill pass incomplete short left intended for Brian Hartline (defended by Derek Cox),0.450,-0.230
1,2:48,3,14,MIA 35,0,3,Ryan Tannehill pass incomplete short left intended for Brian Hartline is intercepted by Johnny Patrick at MIA-49,-0.230,-2.320
1,2:35,1,10,MIA 49,0,3,Philip Rivers pass complete deep right to Ladarius Green for 32 yards (tackle by Brent Grimes),2.320,4.440
1,1:51,1,10,MIA 17,0,3,Philip Rivers pass complete short left to Danny Woodhead for 5 yards (tackle by Jelani Jenkins),4.440,4.690
1,1:11,2,5,MIA 12,0,3,Ryan Mathews right tackle for 7 yards (tackle by Chris Clemons),4.690,6.060
1,0:23,1,5,MIA 5,6,3,"Philip Rivers pass complete short middle to Antonio Gates for 5 yards, touchdown",6.060,7.000
1,0:23,,,MIA 2,7,3,Nick Novak kicks extra point good,0.000,0.000
1,0:23,,,SDG 35,7,3,"Nick Novak kicks off 74 yards, touchback",0.000,-0.280
1,0:18,1,10,MIA 20,7,3,Ryan Tannehill pass complete short middle to Rishard Matthews for 29 yards (tackle by Marcus Gilchrist),0.280,2.190
Quarter,Time,Down,ToGo,Location,SDG,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIA 49,7,3,Ryan Tannehill pass incomplete deep left intended for Mike Wallace,2.190,1.650
2,15:00,2,10,MIA 49,7,3,"Daniel Thomas up the middle for 8 yards (tackle by Donald Butler). Penalty on Thomas Keiser: Defensive Offside, 5 yards (no play)",1.650,2.320
2,14:25,2,5,SDG 46,7,3,Ryan Tannehill pass complete short left to Charles Clay for 3 yards (tackle by Manti Te'o),2.320,2.010
2,13:51,3,2,SDG 43,7,3,Ryan Tannehill pass complete short middle to Brian Hartline for 9 yards (tackle by Derek Cox),2.010,3.310
2,13:09,1,10,SDG 34,7,3,Daniel Thomas right guard for 9 yards (tackle by Corey Liuget),3.310,3.990
2,12:29,2,1,SDG 25,7,3,Marcus Thigpen left end for 9 yards (tackle by Eric Weddle),3.990,4.510
2,11:48,1,10,SDG 16,7,3,Daniel Thomas left tackle for 9 yards (tackle by Donald Butler),4.510,5.540
2,11:10,2,1,SDG 7,7,3,"Penalty on John Jerry: False Start, 5 yards (no play)",5.540,4.570
