Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Bobby Shaw,JAX,1,22,22.0,0,0,2,37,18.5,0,0
Jason Craft,JAX,0,0,,0,0,1,1,1.0,0,0
Elvis Joseph,JAX,2,37,18.5,0,0,0,0,,0,0
Patrick Washington,JAX,1,9,9.0,0,0,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Reggie Swinton,DAL,1,22,22.0,0,0,2,11,5.5,0,0
Michael Wiley,DAL,1,14,14.0,0,0,0,0,,0,0
