#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,PIT 22,3,1:32,8,Punt
2,1,8:01,PIT 20,2,0:46,3,Interception
3,1,6:40,PIT 27,7,4:46,31,Punt
4,2,14:49,PIT 31,6,2:56,18,Punt
5,2,10:16,PIT 42,6,3:39,18,Punt
6,2,5:00,BAL 41,3,1:38,-26,Punt
7,2,1:29,PIT 48,4,0:39,12,Punt
8,3,9:45,PIT 13,1,0:13,0,Interception
9,3,9:21,PIT 10,4,1:36,90,Touchdown
10,3,5:49,BAL 43,6,3:19,19,Field Goal
11,4,13:35,PIT 24,3,2:00,-3,Punt
12,4,11:07,BAL 40,4,1:34,-2,Fumble
13,4,6:12,PIT 9,8,4:12,31,Downs
14,4,0:41,PIT 42,2,0:24,3,Interception
15,5,15:00,PIT 20,3,1:11,7,Punt
