Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
DeVonta Smith,PHI,9,5,61,0,4,53,10.6,8,1.6,12.0,1,5.0,0,0.0,0,76.6
Kenneth Gainwell,PHI,8,4,41,1,2,10,2.5,31,7.8,1.8,0,,2,25.0,0,104.7
Dallas Goedert,PHI,5,3,70,0,3,59,19.7,11,3.7,19.8,0,,0,0.0,0,104.2
Jalen Reagor,PHI,2,2,25,1,1,20,10.0,5,2.5,10.0,0,,0,0.0,0,158.3
Quez Watkins,PHI,4,2,37,0,2,27,13.5,10,5.0,23.5,0,,0,0.0,0,82.3
Miles Sanders,PHI,1,1,-3,0,0,-5,-5.0,2,2.0,-5.0,0,,0,0.0,0,79.2
Boston Scott,PHI,2,1,5,0,0,2,2.0,3,3.0,2.5,0,,0,0.0,0,56.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Hunter Renfrow,LVR,8,7,58,0,3,27,3.9,31,4.4,4.0,0,,0,0.0,0,96.9
Foster Moreau,LVR,6,6,60,1,4,37,6.2,23,3.8,6.2,0,,0,0.0,0,147.9
Henry Ruggs III,LVR,4,4,24,0,2,19,4.8,5,1.3,4.8,0,,0,0.0,0,91.7
Kenyan Drake,LVR,3,3,10,0,0,-4,-1.3,14,4.7,-1.3,0,,0,0.0,0,80.6
Bryan Edwards,LVR,4,3,43,1,3,32,10.7,11,3.7,9.8,0,,0,0.0,0,149.0
Josh Jacobs,LVR,3,3,39,0,2,-4,-1.3,43,14.3,-1.3,1,3.0,0,0.0,0,118.7
Jalen Richard,LVR,4,3,17,0,,7,2.3,10,3.3,2.8,0,,0,0.0,1,42.7
Alec Ingold,LVR,1,1,29,0,1,20,20.0,9,9.0,20.0,1,1.0,0,0.0,0,118.7
Zay Jones,LVR,1,1,43,0,1,43,43.0,0,0.0,43.0,0,,0,0.0,0,118.7
