Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jalen Hurts,PHI,13,61,0,4,56,4.3,5,0.4,0,
Boston Scott,PHI,7,24,1,2,9,1.3,15,2.1,0,
Miles Sanders,PHI,6,30,0,2,16,2.7,14,2.3,0,
Kenneth Gainwell,PHI,5,20,0,0,11,2.2,9,1.8,0,
Jalen Reagor,PHI,1,0,0,0,0,0.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Kenyan Drake,LVR,14,69,1,5,36,2.6,33,2.4,0,
Josh Jacobs,LVR,6,29,1,1,21,3.5,8,1.3,0,
Jalen Richard,LVR,4,8,0,,2,0.5,6,1.5,0,
Derek Carr,LVR,2,1,0,0,1,0.5,0,0.0,0,
Alec Ingold,LVR,1,1,0,1,1,1.0,0,0.0,0,
Marcus Mariota,LVR,1,4,0,,3,3.0,1,1.0,0,
Henry Ruggs III,LVR,1,7,0,0,7,7.0,0,0.0,0,
