Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
2,13:41,3,5,CHI 5,3,7,"Daunte Culpepper pass incomplete intended for Randy Moss (defended by Bryan Robinson). Penalty on CHI: Defensive Offside, 3 yards (no play)",4.260,4.950
2,13:37,3,2,CHI 2,9,7,"Daunte Culpepper right guard for 2 yards, touchdown",4.950,7.000
2,13:37,,,CHI 2,10,7,Doug Brien kicks extra point good,0.000,0.000
2,13:37,,,MIN 30,10,7,"Doug Brien kicks off 70 yards, touchback",0.000,0.280
2,13:32,1,10,CHI 20,10,7,Jim Miller pass incomplete intended for Marcus Robinson,0.280,-0.270
2,13:28,2,10,CHI 20,10,7,Jim Miller pass incomplete intended for Anthony Thomas (defended by Henri Crockett),-0.270,-0.960
2,13:22,3,10,CHI 20,10,7,"Jim Miller pass incomplete intended for Marty Booker. Penalty on Corey Chavous: Illegal Contact, 5 yards (no play)",-0.960,0.610
2,13:17,1,10,CHI 25,10,7,Anthony Thomas right tackle for no gain (tackle by Greg Biekert),0.610,0.060
2,12:33,2,10,CHI 25,10,7,Jim Miller pass complete to Anthony Thomas for no gain,0.060,-0.620
2,11:47,3,10,CHI 25,10,7,"Jim Miller pass complete to Marty Booker for 26 yards (tackle by Willie Offord). Penalty on Willie Offord: Unnecessary Roughness, 15 yards",-0.620,3.310
2,11:47,1,10,MIN 34,10,7,Jim Miller pass complete to Dez White for 2 yards (tackle by Corey Chavous),3.310,3.040
2,10:50,2,8,MIN 32,10,7,Anthony Thomas right end for -1 yards (tackle by Chuck Wiley),3.040,2.210
2,10:05,3,9,MIN 33,10,7,Jim Miller pass complete to Leon Johnson for 2 yards (tackle by Tyrone Carter),2.210,1.320
2,9:24,4,7,MIN 31,10,10,Paul Edinger 49 yard field goal good,1.320,3.000
2,9:24,,,CHI 30,10,10,"Paul Edinger kicks off 73 yards, returned by Nick Davis for 28 yards (tackle by Michael Green)",0.000,0.610
2,9:11,1,10,MIN 25,10,10,Daunte Culpepper pass complete to Jim Kleinsasser for 4 yards (tackle by R.W. McQuarters),0.610,0.600
2,8:37,2,6,MIN 29,10,10,Michael Bennett left tackle for 5 yards (tackle by Warrick Holdman),0.600,0.560
2,7:52,3,1,MIN 34,10,10,Moe Williams right end for 11 yards (tackle by Bobby Gray),0.560,1.930
2,7:16,1,10,MIN 45,10,10,Daunte Culpepper pass complete to Jim Kleinsasser for 10 yards (tackle by Brian Urlacher),1.930,2.590
2,6:46,1,10,CHI 45,10,10,Daunte Culpepper pass incomplete intended for D'Wayne Bates (defended by Reggie Austin),2.590,2.040
2,6:40,2,10,CHI 45,10,10,Daunte Culpepper pass complete to Jim Kleinsasser for 20 yards (tackle by Mike Brown),2.040,3.910
2,5:55,1,10,CHI 25,10,10,Moe Williams right guard for 12 yards (tackle by Bobby Gray),3.910,4.710
2,5:12,1,10,CHI 25,,,Timeout #1 by Minnesota Vikings,3.910,4.710
2,5:12,1,10,CHI 13,10,10,"Daunte Culpepper pass incomplete intended for D'Wayne Bates. Penalty on Cory Withrow: Offensive Holding, 10 yards (no play)",4.710,4.040
2,5:07,1,20,CHI 23,10,10,Moe Williams right end for 9 yards (tackle by Jerry Azumah and Bobby Gray),4.040,3.900
2,5:07,2,11,CHI 14,10,10,"Penalty on Bryan Robinson: Defensive Delay of Game, 5 yards (no play)",3.900,4.770
2,4:21,2,6,CHI 9,10,10,Daunte Culpepper pass complete to Randy Moss for 3 yards (tackle by Rosevelt Colvin),4.770,4.560
2,3:38,3,3,CHI 6,10,10,Daunte Culpepper pass incomplete intended for D'Wayne Bates,4.560,3.010
2,3:34,4,3,CHI 6,13,10,Doug Brien 22 yard field goal good,3.010,3.000
2,3:34,,,MIN 30,13,10,"Doug Brien kicks off 59 yards, returned by Rabih Abdullah for 19 yards (tackle by Harold Morrow)",0.000,0.940
2,3:24,1,10,CHI 30,13,10,Leon Johnson left tackle for 9 yards (tackle by Lance Johnstone),0.940,1.610
2,2:50,2,1,CHI 39,13,10,Anthony Thomas right tackle for -1 yards (tackle by Kenny Mixon),1.610,0.760
2,2:09,3,2,CHI 38,13,10,Jim Miller pass incomplete intended for Marty Booker,0.760,-0.850
2,2:03,4,2,CHI 38,13,10,"Brad Maynard punts 40 yards, returned by Nick Davis for 2 yards (tackle by Todd McMillon)",-0.850,-0.540
2,1:54,1,10,MIN 24,13,10,Daunte Culpepper pass complete to Moe Williams for -4 yards (tackle by Rosevelt Colvin),0.540,-0.540
2,1:28,2,14,MIN 20,13,10,Daunte Culpepper pass incomplete intended for Randy Moss,-0.540,-1.220
2,1:26,3,14,MIN 20,13,10,Daunte Culpepper pass complete to Jim Kleinsasser for 10 yards (tackle by Todd McMillon),-1.220,-1.370
2,1:17,3,14,MIN 20,,,Timeout #1 by Chicago Bears,-1.220,-1.370
2,1:17,4,4,MIN 30,13,10,"Kyle Richardson punts 40 yards, returned by Leon Johnson for 14 yards (tackle by Harold Morrow)",-1.370,-1.860
2,1:07,1,10,CHI 44,13,10,"Jim Miller for no gain. Jim Miller fumbles, recovered by Talance Sawyer at CHI-33 (tackle by Anthony Thomas)",1.860,-3.380
2,1:01,1,10,CHI 33,19,10,"Daunte Culpepper pass complete to Randy Moss for 33 yards, touchdown",3.380,7.000
2,1:01,,,CHI 33,20,10,Doug Brien kicks extra point good,0.000,0.000
2,1:01,,,MIN 30,20,10,"Doug Brien kicks off 70 yards, returned by Rabih Abdullah for 27 yards (tackle by Antonio Wilson)",0.000,0.740
2,0:50,1,10,CHI 27,20,10,Jim Miller pass incomplete intended for Marcus Robinson,0.740,0.200
2,0:45,2,10,CHI 27,20,10,Jim Miller pass complete to Marcus Robinson for 10 yards (tackle by Eric Kelly),0.200,1.400
2,0:31,2,10,CHI 27,,,Timeout #2 by Chicago Bears,0.200,1.400
2,0:31,1,10,CHI 37,20,10,Jim Miller pass incomplete intended for Dez White,1.400,0.860
2,0:27,2,10,CHI 37,20,10,Jim Miller pass incomplete intended for Marty Booker is intercepted by Willie Offord at MIN-36 and returned for 6 yards,0.860,-1.730
2,0:17,1,10,MIN 42,20,10,Daunte Culpepper for -2 yards,1.730,0.920
Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,20,10,"Doug Brien kicks off 70 yards, returned by Leon Johnson for 30 yards (tackle by Jim Nelson)",0.000,0.940
3,15:00,1,10,CHI 30,20,10,Anthony Thomas right guard for 1 yard (tackle by Lance Johnstone),0.940,0.530
3,14:03,2,9,CHI 31,20,10,Jim Miller pass incomplete,0.530,-0.160
3,14:00,3,9,CHI 31,20,10,Jim Miller pass complete to Dez White for 9 yards (tackle by Eric Kelly),-0.160,1.600
3,14:00,1,10,CHI 40,20,10,Jim Miller pass complete to Dez White for 20 yards (tackle by Ronnie Bradford),1.600,2.920
3,14:00,1,10,MIN 40,20,10,Leon Johnson left tackle for 7 yards (tackle by Ronnie Bradford),2.920,3.320
3,11:36,2,3,MIN 33,20,10,Anthony Thomas right guard for 11 yards (tackle by Henri Crockett),3.320,4.110
3,11:16,1,10,MIN 22,20,10,Jim Miller pass incomplete intended for Dez White,4.110,3.560
3,11:11,2,10,MIN 22,20,10,Jim Miller pass incomplete intended for Dez White,3.560,2.870
3,11:06,3,10,MIN 22,20,10,Jim Miller sacked by Chris Hovan for -9 yards,2.870,1.320
3,10:33,4,19,MIN 31,20,13,Paul Edinger 49 yard field goal good,1.320,3.000
3,10:33,,,CHI 30,20,13,"Paul Edinger kicks off 70 yards, touchback",0.000,0.280
3,10:28,1,10,MIN 20,20,13,"Michael Bennett right end for 3 yards (tackle by Bryan Robinson). Michael Bennett fumbles (forced by Bryan Robinson), recovered by Michael Bennett at MIN-23",0.280,0.140
3,10:28,2,7,MIN 23,20,13,Michael Bennett left tackle for 12 yards (tackle by Bobby Gray and Michael Green),0.140,1.270
3,10:28,1,10,MIN 35,20,13,Daunte Culpepper pass complete to Randy Moss for 7 yards (tackle by Todd McMillon),1.270,1.670
3,8:36,2,3,MIN 42,20,13,Daunte Culpepper pass incomplete intended for Doug Chapman,1.670,0.960
3,8:32,2,3,MIN 42,,,Timeout #1 by Minnesota Vikings,1.670,0.960
3,8:32,3,3,MIN 42,20,13,Daunte Culpepper pass complete to D'Wayne Bates for 4 yards (tackle by Jerry Azumah),0.960,1.990
3,7:49,1,10,MIN 46,20,13,Michael Bennett left end for 9 yards (tackle by Michael Green),1.990,2.670
3,7:49,2,1,CHI 45,20,13,"Daunte Culpepper pass incomplete intended for Jim Kleinsasser (defended by Michael Green). Penalty on Warrick Holdman: Unsportsmanlike Conduct, 15 yards",2.670,3.580
3,6:54,1,10,CHI 30,20,13,Moe Williams left tackle for 1 yard (tackle by Ted Washington),3.580,3.170
3,6:13,2,9,CHI 29,20,13,Michael Bennett left end for -4 yards (tackle by Warrick Holdman),3.170,1.950
3,5:30,3,13,CHI 33,20,13,Daunte Culpepper pass incomplete intended for Derrick Alexander is intercepted by Reggie Austin at CHI-1,1.950,0.380
3,5:21,1,10,CHI 2,20,13,Anthony Thomas right guard for 6 yards (tackle by Kenny Mixon),-0.380,-0.340
3,4:45,2,4,CHI 8,20,13,Anthony Thomas right guard for 2 yards (tackle by Patrick Chukwurah),-0.340,-0.480
3,4:45,3,2,CHI 10,20,13,Jim Miller left end for 5 yards (tackle by Willie Offord),-0.480,-0.220
3,3:20,1,10,CHI 15,20,13,Jim Miller pass complete to Marty Booker for 12 yards (tackle by Willie Offord and Patrick Chukwurah),-0.220,0.740
3,2:44,1,10,CHI 27,20,13,Anthony Thomas right guard for 3 yards (tackle by Kenny Mixon),0.740,0.600
3,2:09,2,7,CHI 30,20,13,Anthony Thomas right guard for 1 yard (tackle by Lance Johnstone),0.600,0.040
3,1:28,3,6,CHI 31,20,13,Jim Miller pass complete to Dez White for 15 yards (tackle by Corey Chavous),0.040,1.990
3,0:47,3,6,CHI 31,,,Timeout #1 by Chicago Bears,0.040,1.990
3,0:47,1,10,CHI 46,20,13,Jim Miller pass complete to Marty Booker for 24 yards (tackle by Willie Offord),1.990,3.580
3,0:16,1,10,MIN 30,20,13,"Anthony Thomas right guard for 3 yards (tackle by Lorenzo Bromell). Penalty on Bernard Robertson: Offensive Holding, 10 yards (no play)",3.580,2.920
Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,20,MIN 40,20,13,Anthony Thomas right guard for no gain (tackle by Chris Hovan),2.920,1.680
4,14:18,2,20,MIN 40,20,13,Jim Miller pass complete to Marty Booker for 13 yards (tackle by Eric Kelly),1.680,2.740
4,13:57,3,7,MIN 27,20,13,Anthony Thomas left end for 2 yards (tackle by Henri Crockett). Penalty on James Williams: Illegal Formation (Declined),2.740,1.850
4,13:36,4,5,MIN 25,20,13,Paul Edinger 43 yard field goal no good,1.850,-1.140
4,13:31,1,10,MIN 33,20,13,Doug Chapman left end for 12 yards (tackle by Michael Green),1.140,1.930
4,12:55,1,10,MIN 45,20,13,Daunte Culpepper left end for 7 yards (tackle by Brian Urlacher),1.930,2.330
4,12:28,2,3,CHI 48,20,13,Doug Chapman right end for 10 yards (tackle by Brian Urlacher),2.330,3.050
4,11:43,1,10,CHI 38,20,13,Doug Chapman right tackle for 1 yard (tackle by Ted Washington),3.050,2.640
4,11:01,2,9,CHI 37,20,13,Daunte Culpepper pass complete to Randy Moss for 9 yards (tackle by Bryan Knight),2.640,3.710
4,10:28,1,10,CHI 28,20,13,Doug Chapman right end for 9 yards (tackle by Mike Brown),3.710,4.420
4,9:50,2,1,CHI 19,20,13,Daunte Culpepper pass incomplete intended for Moe Williams,4.420,3.720
4,9:45,3,1,CHI 19,20,13,Daunte Culpepper right end for -5 yards (tackle by Rosevelt Colvin),3.720,1.890
4,9:12,4,6,CHI 24,23,13,Doug Brien 42 yard field goal good,1.890,3.000
4,9:12,,,MIN 30,23,13,"Doug Brien kicks off 65 yards, returned by Leon Johnson for 17 yards (tackle by Jack Brewer)",0.000,0.410
4,9:02,1,10,CHI 22,23,13,Jim Miller pass complete to Marty Booker for 54 yards (tackle by Corey Chavous),0.410,3.970
4,8:27,1,10,MIN 24,23,13,Jim Miller pass complete to Anthony Thomas for 5 yards (tackle by Jim Nelson),3.970,4.120
4,8:27,2,5,MIN 19,23,13,Anthony Thomas right guard for 11 yards (tackle by Patrick Chukwurah and Ronnie Bradford),4.120,5.370
4,7:00,1,8,MIN 8,23,13,Anthony Thomas right guard for 7 yards (tackle by Willie Offord),5.370,5.910
4,6:15,2,1,MIN 1,23,19,"Anthony Thomas right tackle for 1 yard, touchdown",5.910,7.000
4,6:15,,,MIN 1,23,20,Paul Edinger kicks extra point good,0.000,0.000
4,6:15,,,CHI 30,23,20,"Paul Edinger kicks off 69 yards, returned by Moe Williams for 27 yards (tackle by Bobbie Howard)",0.000,0.810
4,6:08,1,10,MIN 28,23,20,Moe Williams right end for 10 yards (tackle by Brian Urlacher and Michael Green),0.810,1.470
4,5:21,1,10,MIN 38,23,20,Moe Williams right tackle for 3 yards (tackle by Mike Brown and Ted Washington),1.470,1.330
4,4:35,2,7,MIN 41,23,20,Daunte Culpepper pass complete to Randy Moss for 6 yards (tackle by Reggie Austin and Brian Urlacher),1.330,1.420
4,3:46,3,1,MIN 47,23,20,Moe Williams right tackle for 2 yards (tackle by Warrick Holdman),1.420,2.190
4,2:56,1,10,MIN 49,23,20,Michael Bennett right end for 4 yards (tackle by Brian Urlacher and Michael Green),2.190,2.190
4,2:50,1,10,MIN 49,,,Timeout #2 by Chicago Bears,2.190,2.190
4,2:50,2,6,CHI 47,23,20,Michael Bennett left end for -2 yards (tackle by Jerry Azumah). Penalty on Hunter Goodwin: Offensive Holding (Declined),2.190,1.220
4,2:43,3,8,CHI 49,23,20,"Penalty on Chris Liwienski: False Start, 5 yards (no play)",1.220,0.560
4,2:43,3,13,MIN 46,23,20,Daunte Culpepper pass incomplete intended for Derrick Alexander is intercepted by Mike Brown at CHI-33 and returned for 16 yards,0.560,-2.190
4,2:34,1,10,CHI 49,23,20,Jim Miller pass complete to Anthony Thomas for 8 yards (tackle by Talance Sawyer),2.190,2.730
4,2:00,2,2,MIN 43,23,20,Jim Miller pass incomplete intended for Marty Booker,2.730,2.010
4,1:54,3,2,MIN 43,23,20,Leon Johnson left guard for 13 yards (tackle by Eric Kelly),2.010,3.580
4,1:26,1,10,MIN 30,23,20,Jim Miller pass complete to Marty Booker for 9 yards (tackle by Henri Crockett),3.580,4.250
4,1:23,2,1,MIN 21,23,20,Jim Miller pass incomplete intended for Fred Baxter,4.250,3.530
4,1:19,3,1,MIN 21,23,20,Anthony Thomas right guard for 2 yards (tackle by Lorenzo Bromell),3.530,4.310
4,0:44,1,10,MIN 19,23,20,Jim Miller pass complete to John Davis for 10 yards (tackle by Greg Biekert),4.310,5.140
4,0:35,1,10,MIN 19,,,Timeout #3 by Chicago Bears,4.310,5.140
4,0:35,1,9,MIN 9,23,26,"Jim Miller pass complete to David Terrell for 9 yards, touchdown",5.140,7.000
4,0:35,,,MIN 9,23,27,Paul Edinger kicks extra point good,0.000,0.000
4,0:35,,,CHI 30,23,27,"Paul Edinger kicks off 56 yards, returned by Moe Williams for 19 yards (tackle by Bobbie Howard)",0.000,1.140
4,0:23,1,10,MIN 33,23,27,Daunte Culpepper pass incomplete intended for Randy Moss (defended by Mike Brown),1.140,0.590
4,0:16,2,10,MIN 33,23,27,"Daunte Culpepper sacked by Rosevelt Colvin for -6 yards. Daunte Culpepper fumbles (forced by Rosevelt Colvin), recovered by Bryan Knight at MIN-27 (tackle by Eric Kelly)",0.590,-3.780
4,0:09,1,10,MIN 27,23,27,Jim Miller for -1 yards,3.780,3.100
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
