Quarter,Time,Down,ToGo,Location,NYG,MIN,Detail,EPB,EPA
1,2:31,1,10,MIN 34,7,7,Daniel Jones pass complete short middle to Lawrence Cager for 4 yards (tackle by Jordan Hicks),3.310,3.310
1,1:52,2,6,MIN 30,7,7,Saquon Barkley up the middle for 16 yards (tackle by Patrick Peterson),3.310,4.650
1,1:08,1,10,MIN 14,13,7,"Daniel Jones pass complete short middle to Isaiah Hodgins for 14 yards, touchdown",4.650,7.000
1,1:03,,,MIN 15,14,7,Graham Gano kicks extra point good,0.000,0.000
1,1:03,,,NYG 35,14,7,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
1,1:03,1,10,MIN 25,14,7,Dalvin Cook left end for 4 yards (tackle by Xavier McKinney),0.610,0.600
1,0:25,2,6,MIN 29,14,7,Dalvin Cook up the middle for 11 yards (tackle by Jaylon Smith),0.600,1.600
Quarter,Time,Down,ToGo,Location,NYG,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 40,14,7,Dalvin Cook up the middle for 7 yards (tackle by Jaylon Smith),1.600,2.000
2,14:34,2,3,MIN 47,14,7,Kirk Cousins pass incomplete short left intended for Irv Smith,2.000,1.290
2,14:30,3,3,MIN 47,14,7,Kirk Cousins pass incomplete short right,1.290,-0.260
2,14:23,4,3,MIN 47,14,7,"Ryan Wright punts 44 yards, fair catch by Richie James at NYG-9",-0.260,0.380
2,14:17,1,10,NYG 9,14,7,Daniel Jones pass complete short right to Saquon Barkley for 3 yards (tackle by Jordan Hicks),-0.380,-0.560
2,13:43,2,7,NYG 12,14,7,Daniel Jones pass incomplete short middle intended for Saquon Barkley (defended by Eric Kendricks),-0.560,-1.070
2,13:35,3,7,NYG 12,14,7,Daniel Jones pass complete short left to Isaiah Hodgins for 9 yards (tackle by Chandon Sullivan and Duke Shelley),-1.070,0.340
2,13:00,1,10,NYG 21,14,7,Saquon Barkley right guard for 3 yards (tackle by James Lynch and Jordan Hicks),0.340,0.210
2,12:21,2,7,NYG 24,14,7,"Daniel Jones scrambles up the middle for 14 yards (tackle by Eric Kendricks). Penalty on Za'Darius Smith: Defensive Offside, 5 yards (declined)",0.210,1.470
2,11:55,1,10,NYG 38,14,7,Daniel Jones left end for 3 yards (tackle by Harrison Smith),1.470,1.330
2,11:16,2,7,NYG 41,14,7,Daniel Jones scrambles up the middle for 5 yards (tackle by Jordan Hicks),1.330,1.360
2,10:39,3,1,NYG 46,14,7,Daniel Jones scrambles right end for 8 yards (tackle by Harrison Smith),1.360,2.520
2,9:56,1,10,MIN 46,14,7,Saquon Barkley right tackle for 4 yards (tackle by Harrison Phillips and Patrick Jones),2.520,2.520
2,9:13,2,6,MIN 42,14,7,Daniel Jones pass complete short left to Saquon Barkley for 7 yards (tackle by Camryn Bynum),2.520,3.250
2,8:28,1,10,MIN 35,14,7,Daniel Jones sacked by Jonathan Bullard for -2 yards,3.250,2.430
2,7:52,2,12,MIN 37,14,7,Daniel Jones scrambles right end for 10 yards (tackle by Duke Shelley and Chandon Sullivan),2.430,3.070
2,7:07,3,2,MIN 27,14,7,Daniel Jones left end for 12 yards (tackle by Camryn Bynum),3.070,4.580
2,6:26,1,10,MIN 15,14,7,Daniel Jones left end for -2 yards (tackle by Za'Darius Smith),4.580,3.680
2,5:43,2,12,MIN 17,14,7,Daniel Jones pass complete short right to Isaiah Hodgins for 8 yards (tackle by Chandon Sullivan),3.680,4.220
2,5:07,3,4,MIN 9,14,7,Daniel Jones pass complete short right to Darius Slayton for 5 yards (tackle by Patrick Peterson),4.220,6.280
2,4:25,1,4,MIN 4,14,7,"Daniel Jones for no gain, touchdown. Penalty on Daniel Bellinger: Illegal Motion, 5 yards (accepted) (no play)",6.280,5.140
2,4:16,1,9,MIN 9,14,7,Matt Breida up the middle for 3 yards (tackle by Harrison Phillips),5.140,4.950
2,3:38,2,6,MIN 6,14,7,Daniel Jones pass incomplete short left intended for Isaiah Hodgins,4.950,4.040
2,3:32,3,6,MIN 6,14,7,Daniel Jones pass incomplete short middle intended for Lawrence Cager,4.040,2.990
2,3:29,4,6,MIN 6,17,7,Graham Gano 25 yard field goal good,2.990,3.000
2,3:25,,,NYG 35,17,7,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
2,3:25,1,10,MIN 25,17,7,Dalvin Cook left tackle for 1 yard (tackle by Leonard Williams and Dexter Lawrence),0.610,0.200
2,2:42,2,9,MIN 26,17,7,"Kirk Cousins pass incomplete short left intended for T.J. Hockenson. Penalty on Garrett Bradbury: Offensive Holding, 10 yards (declined)",0.200,-0.490
2,2:36,3,9,MIN 26,17,7,Kirk Cousins pass complete short left to T.J. Hockenson for 27 yards (tackle by Tony Jefferson and Xavier McKinney),-0.490,2.460
2,2:07,1,10,NYG 47,17,7,Dalvin Cook left tackle for -2 yards (tackle by Dexter Lawrence),2.460,1.640
2,2:00,2,12,NYG 49,17,7,Kirk Cousins pass complete short right to T.J. Hockenson for 28 yards (tackle by Julian Love and Darnay Holmes),1.640,4.170
2,1:24,1,10,NYG 21,17,7,Dalvin Cook right end for 6 yards (tackle by Kayvon Thibodeaux and Leonard Williams),4.170,4.550
2,0:58,2,4,NYG 15,17,7,Kirk Cousins pass complete short right to Justin Jefferson for 6 yards (tackle by Adoree' Jackson),4.550,5.140
2,0:50,,,,,,Timeout #1 by Minnesota Vikings,,
2,0:50,1,9,NYG 9,17,13,"Kirk Cousins pass complete short middle to K.J. Osborn for 9 yards, touchdown",5.140,7.000
2,0:45,,,NYG 15,17,14,Greg Joseph kicks extra point good,0.000,0.000
2,0:45,,,MIN 35,17,14,"Greg Joseph kicks off 127 yards, returned by Gary Brightwell for 19 yards. Gary Brightwell fumbles (forced by Josh Metellus). Penalty on Carter Coughlin: Offensive Holding, 10 yards (accepted)",0.000,-0.380
2,0:40,1,10,NYG 10,17,14,Daniel Jones pass incomplete short left intended for Darius Slayton,-0.380,-0.780
2,0:37,,,,,,Timeout #1 by New York Giants,,
2,0:37,2,10,NYG 10,17,14,Daniel Jones pass complete short left to Richie James for 3 yards (tackle by Patrick Peterson),-0.780,-1.070
2,0:11,3,7,NYG 13,17,14,Daniel Jones pass complete short right to Daniel Bellinger for 8 yards (tackle by Eric Kendricks and Duke Shelley),-1.070,0.340
2,0:02,1,10,NYG 21,17,14,Daniel Jones kneels for -1 yards,0.340,-0.340
Quarter,Time,Down,ToGo,Location,NYG,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,17,14,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NYG 25,17,14,Saquon Barkley left end for -3 yards (tackle by Dalvin Tomlinson),0.610,-0.340
3,14:23,2,13,NYG 22,17,14,Daniel Jones pass complete short right to Isaiah Hodgins for 10 yards (tackle by Jordan Hicks),-0.340,0.300
3,13:45,3,3,NYG 32,17,14,Daniel Jones pass complete short left to Saquon Barkley for 24 yards (tackle by Duke Shelley),0.300,2.650
3,13:13,1,10,MIN 44,17,14,Daniel Jones pass complete short right to Isaiah Hodgins for 32 yards (tackle by Eric Kendricks),2.650,4.780
3,12:29,1,10,MIN 12,17,14,Darius Slayton left end for 3 yards (tackle by D.J. Wonnum and Camryn Bynum),4.780,4.640
3,11:42,2,7,MIN 9,23,14,"Daniel Jones pass complete short left to Daniel Bellinger for 9 yards, touchdown",4.640,7.000
3,11:37,,,MIN 15,24,14,Graham Gano kicks extra point good,0.000,0.000
3,11:37,,,NYG 35,24,14,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
3,11:37,1,10,MIN 25,24,14,Dalvin Cook left tackle for 7 yards (tackle by Jarrad Davis),0.610,0.940
3,11:06,2,4,MIN 32,24,14,Kirk Cousins pass complete short left to Johnny Mundt for 12 yards (tackle by Xavier McKinney),0.940,1.860
3,10:31,1,10,MIN 44,24,14,Dalvin Cook up the middle for 3 yards (tackle by Dexter Lawrence),1.860,1.720
3,9:40,2,7,MIN 47,24,14,Kirk Cousins pass incomplete short middle intended for Justin Jefferson (defended by Xavier McKinney),1.720,1.030
3,9:39,3,7,MIN 47,24,14,Kirk Cousins pass complete short right to T.J. Hockenson for 19 yards (tackle by Landon Collins and Xavier McKinney),1.030,3.310
3,9:04,1,10,NYG 34,24,14,Kirk Cousins pass complete deep right to Adam Thielen for 25 yards,3.310,5.140
3,8:26,1,9,NYG 9,24,14,Dalvin Cook up the middle for 6 yards (tackle by Jaylon Smith and Nick McCloud),5.140,5.530
3,7:50,2,3,NYG 3,24,20,"Kirk Cousins pass complete short left to Irv Smith for 3 yards, touchdown. Penalty on Jaylon Smith: Defensive Offside, 5 yards (declined)",5.530,7.000
3,7:46,,,NYG 15,24,21,Greg Joseph kicks extra point good,0.000,0.000
3,7:46,,,MIN 35,24,21,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
3,7:46,1,10,NYG 25,24,21,Daniel Jones pass complete short left to Isaiah Hodgins for 5 yards (tackle by Eric Kendricks),0.610,0.740
3,7:05,2,5,NYG 30,24,21,Matt Breida right tackle for 4 yards (tackle by Harrison Phillips and Za'Darius Smith),0.740,0.560
3,6:24,3,1,NYG 34,24,21,Matt Breida left end for 1 yard (tackle by Harrison Smith and Camryn Bynum),0.560,1.270
3,5:43,1,10,NYG 35,24,21,Saquon Barkley left end for 3 yards (tackle by Danielle Hunter),1.270,1.130
3,5:04,2,7,NYG 38,24,21,Daniel Jones pass incomplete short middle intended for Richie James (defended by Harrison Phillips),1.130,0.430
3,4:57,3,7,NYG 38,24,21,Daniel Jones sacked by Danielle Hunter for -5 yards,0.430,-1.180
3,4:21,4,12,NYG 33,24,21,"Jamie Gillan punts 43 yards, returned by Jalen Reagor for no gain. Jalen Reagor fumbles (forced by Nick McCloud), recovered by Kris Boyd at MIN-24",-1.180,-0.540
3,4:12,1,10,MIN 24,24,21,Kirk Cousins pass complete short right to Adam Thielen for 12 yards (tackle by Fabian Moreau),0.540,1.330
3,3:36,1,10,MIN 36,24,21,Dalvin Cook left end for 4 yards (tackle by Jarrad Davis),1.330,1.330
3,3:17,2,6,MIN 40,24,21,Kirk Cousins pass complete short right to Justin Jefferson for 4 yards (tackle by Adoree' Jackson),1.330,1.160
3,2:32,3,2,MIN 44,24,21,Kirk Cousins pass complete short right to Dalvin Cook for 5 yards (tackle by Tony Jefferson),1.160,2.190
3,1:54,1,10,MIN 49,24,21,Kirk Cousins pass incomplete deep left intended for Justin Jefferson,2.190,1.650
3,1:44,2,10,MIN 49,24,21,Dalvin Cook up the middle for -3 yards (tackle by Jaylon Smith and Dexter Lawrence),1.650,0.560
3,1:19,3,13,MIN 46,24,21,Kirk Cousins pass complete short middle to K.J. Osborn for 11 yards (tackle by Darnay Holmes),0.560,0.400
3,0:35,4,2,NYG 43,24,21,Kirk Cousins pass complete short right to T.J. Hockenson for 18 yards (tackle by Julian Love),0.400,3.910
Quarter,Time,Down,ToGo,Location,NYG,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 25,24,21,Kirk Cousins pass complete short left to Dalvin Cook for -3 yards (tackle by Darnay Holmes and Ryder Anderson),3.910,2.960
4,14:18,2,13,NYG 28,24,21,Kirk Cousins pass complete short middle to Dalvin Cook for 4 yards (tackle by Leonard Williams),2.960,2.810
4,13:31,3,9,NYG 24,24,21,Kirk Cousins pass complete short middle to T.J. Hockenson for 8 yards (tackle by Tony Jefferson and Xavier McKinney),2.810,2.530
4,12:38,4,1,NYG 16,24,21,"Penalty on Christian Darrisaw: False Start, 4 yards (accepted) (no play)",2.530,2.170
4,12:38,4,5,NYG 20,24,24,Greg Joseph 38 yard field goal good,2.170,3.000
4,12:34,,,MIN 35,24,24,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
4,12:34,1,10,NYG 25,24,24,Daniel Jones pass incomplete short right,0.610,0.060
4,12:29,2,10,NYG 25,24,24,Daniel Jones pass complete short right to Darius Slayton for 14 yards (tackle by Patrick Peterson),0.060,1.530
4,11:51,1,10,NYG 39,24,24,Daniel Jones pass complete short left to Richie James for 11 yards (tackle by Duke Shelley),1.530,2.260
4,11:15,1,10,MIN 50,24,24,"Daniel Jones pass incomplete intended for Darius Slayton. Penalty on Chandon Sullivan: Illegal Contact, 5 yards (accepted) (no play)",2.260,2.590
4,11:11,1,10,MIN 45,24,24,Daniel Jones pass incomplete short left intended for Darius Slayton,2.590,2.040
4,11:08,2,10,MIN 45,24,24,Daniel Jones pass complete deep left to Isaiah Hodgins for 19 yards,2.040,3.840
4,10:54,1,10,MIN 26,24,24,Daniel Jones pass incomplete deep right intended for Darius Slayton (defended by Duke Shelley),3.840,3.300
4,10:48,2,10,MIN 26,24,24,Daniel Jones pass complete short right to Saquon Barkley for 10 yards (tackle by Camryn Bynum),3.300,4.510
4,10:08,1,10,MIN 16,24,24,Daniel Jones right end for 5 yards (tackle by D.J. Wonnum),4.510,4.760
4,9:24,2,5,MIN 11,24,24,Daniel Jones pass incomplete short left,4.760,3.940
4,9:13,3,5,MIN 11,24,24,Daniel Jones pass complete short right to Richie James for 4 yards (tackle by Jordan Hicks),3.940,3.010
4,8:40,4,1,MIN 7,24,24,Daniel Jones up the middle for 2 yards (tackle by Dalvin Tomlinson),3.010,6.060
4,8:00,1,5,MIN 5,24,24,"Daniel Jones pass incomplete. Penalty on Patrick Peterson: Defensive Holding, 3 yards (accepted) (no play)",6.060,6.740
4,7:52,1,2,MIN 2,30,24,"Saquon Barkley up the middle for 2 yards, touchdown",6.740,7.000
4,7:47,,,MIN 15,31,24,Graham Gano kicks extra point good,0.000,0.000
4,7:47,,,NYG 35,31,24,"Graham Gano kicks off 65 yards, recovered by Kene Nwangwu in end zone returned by Kene Nwangwu for 24 yards (tackle by Jason Pinnock and Marcus Johnson)",0.000,0.480
4,7:42,1,10,MIN 23,31,24,Kirk Cousins pass complete short left to Dalvin Cook for -4 yards (tackle by Darnay Holmes),0.480,-0.670
4,7:16,2,14,MIN 19,31,24,Kirk Cousins pass complete short right to T.J. Hockenson for 3 yards (tackle by Kayvon Thibodeaux and Tony Jefferson),-0.670,-0.890
4,6:31,3,11,MIN 22,31,24,Kirk Cousins pass incomplete short right intended for Dalvin Cook (defended by Leonard Williams),-0.890,-1.900
4,6:23,4,11,MIN 22,31,24,"Ryan Wright punts 61 yards, returned by Richie James for 7 yards (tackle by Kene Nwangwu)",-1.900,-0.540
4,6:12,1,10,NYG 24,31,24,Daniel Jones pass incomplete short middle intended for Richie James (defended by Chandon Sullivan),0.540,0.000
4,6:08,2,10,NYG 24,31,24,Daniel Jones pass complete short left to Saquon Barkley for 12 yards (tackle by Eric Kendricks),0.000,1.330
4,5:30,1,10,NYG 36,31,24,Daniel Jones right end for 1 yard (tackle by Danielle Hunter),1.330,0.930
4,4:50,2,9,NYG 37,31,24,Daniel Jones pass complete short left to Isaiah Hodgins for 8 yards (tackle by Chandon Sullivan and Danielle Hunter),0.930,1.220
4,4:10,3,2,NYG 45,31,24,Saquon Barkley up the middle for no gain (tackle by Dalvin Tomlinson),1.220,-0.390
4,3:28,,,,,,Timeout #1 by New York Giants,,
4,3:28,4,1,NYG 45,31,24,Daniel Jones up the middle for 1 yard (tackle by Khyiris Tonga and Dalvin Tomlinson),-0.390,1.990
4,3:15,,,,,,Timeout #1 by Minnesota Vikings,,
4,3:15,1,10,NYG 46,31,24,Saquon Barkley right guard for no gain (tackle by Za'Darius Smith),1.990,1.450
4,3:14,,,,,,Timeout #2 by Minnesota Vikings,,
4,3:14,2,10,NYG 46,31,24,Daniel Jones sacked by Eric Kendricks for -5 yards,1.450,0.100
4,3:05,,,,,,Timeout #3 by Minnesota Vikings,,
4,3:05,3,15,NYG 41,31,24,Daniel Jones pass incomplete short left intended for Darius Slayton,0.100,-0.650
4,3:03,4,15,NYG 41,31,24,"Jamie Gillan punts 47 yards, fair catch by Jalen Reagor at MIN-12",-0.650,0.350
4,2:56,1,10,MIN 12,31,24,Kirk Cousins pass complete short right to T.J. Hockenson for 6 yards (tackle by Dane Belton),-0.350,-0.070
4,2:34,2,4,MIN 18,31,24,"Kirk Cousins pass incomplete intended for K.J. Osborn. Penalty on Dexter Lawrence: Roughing the Passer, 15 yards (accepted) (no play)",-0.070,1.140
4,2:30,1,10,MIN 33,31,24,Kirk Cousins pass complete short middle to T.J. Hockenson for 13 yards (tackle by Darnay Holmes and Julian Love),1.140,1.990
4,2:10,1,10,MIN 46,31,24,Kirk Cousins pass incomplete deep right intended for Adam Thielen,1.990,1.450
4,2:03,2,10,MIN 46,31,24,Kirk Cousins pass complete short right to Dalvin Cook for 2 yards (tackle by Dane Belton),1.450,1.030
4,1:56,3,8,MIN 48,31,24,Kirk Cousins pass incomplete short left intended for K.J. Osborn (defended by Cordale Flott),1.030,-0.190
4,1:51,4,8,MIN 48,31,24,Kirk Cousins pass complete short right to T.J. Hockenson for 3 yards (tackle by Xavier McKinney),-0.190,-2.190
4,1:44,1,10,NYG 49,31,24,Daniel Jones kneels for -1 yards,2.190,1.510
4,1:01,2,11,NYG 48,31,24,Daniel Jones kneels for no gain,1.510,0.760
4,0:31,3,12,NYG 48,31,24,Daniel Jones kneels for -1 yards,0.760,-0.260
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
