Quarter,Time,Down,ToGo,Location,OAK,PIT,Detail,EPB,EPA
1,8:18,1,9,OAK 9,0,0,Duce Staley left end for 7 yards (tackle by Travian Smith),5.140,5.720
1,7:08,2,2,OAK 2,0,0,"Tommy Maddox pass incomplete intended for Dan Kreider. Penalty on OAK: Defensive 12 On-field, 1 yards (no play)",5.720,5.910
1,7:05,2,1,OAK 1,0,0,Jerome Bettis right guard for no gain (tackle by Danny Clark),5.910,5.170
,,,,,,,"OAK challenged the ruling, and the original play was overturned.",,
1,6:51,3,1,OAK 1,0,6,"Jerome Bettis right tackle for 1 yard, touchdown",5.170,7.000
1,,,,OAK 2,0,7,Jeff Reed kicks extra point good,0.000,0.000
1,,,,PIT 30,0,7,"Jeff Reed kicks off 59 yards, returned by Carlos Francis for 17 yards (tackle by Sean Morey). Penalty on Tim Johnson: Offensive Holding, 10 yards",0.000,0.040
1,6:29,1,10,OAK 18,0,7,Tyrone Wheatley up the middle for no gain,0.040,-0.490
1,5:45,2,10,OAK 18,0,7,Tyrone Wheatley up the middle for 4 yards (tackle by Larry Foote and Chris Hope),-0.490,-0.660
1,5:45,3,6,OAK 22,0,7,Rich Gannon pass incomplete intended for Jerry Porter,-0.660,-1.900
1,5:45,4,6,OAK 22,0,7,"Shane Lechler punts 42 yards, returned by Antwaan Randle El for 11 yards (tackle by Travian Smith). Penalty on Ronald Curry: Ineligible Downfield Kick (Offsetting), Penalty on Verron Haynes: Illegal Block Above the Waist (Offsetting) (no play)",-1.900,-1.900
1,4:48,4,6,OAK 22,0,7,"Shane Lechler punts 38 yards, returned by Antwaan Randle El for 7 yards (tackle by Ronald Curry)",-1.900,-2.060
1,4:37,1,10,PIT 47,0,7,Tommy Maddox pass incomplete intended for Jerame Tuman,2.060,1.520
1,4:33,2,10,PIT 47,0,7,Duce Staley up the middle for 4 yards (tackle by Travian Smith and Warren Sapp),1.520,1.360
1,3:49,,,,0,7,Timeout #1 by Pittsburgh Steelers,0.000,1.360
1,3:49,3,6,OAK 49,0,7,"Tommy Maddox pass complete to Duce Staley for 17 yards. Penalty on Duce Staley: Illegal Motion, 5 yards (no play)",1.360,0.700
1,3:46,3,11,PIT 46,0,7,Tommy Maddox pass incomplete intended for Plaxico Burress (defended by Danny Clark),0.700,-0.320
1,3:17,4,11,PIT 46,0,7,"Chris Gardocki punts 54 yards, touchback. Penalty on Courtney Anderson: Running Into the Kicker, 5 yards (no play)",-0.320,0.000
1,3:08,4,6,OAK 49,0,7,"Chris Gardocki punts 49 yards, touchback",0.000,-0.280
1,2:58,1,10,OAK 20,0,7,Rich Gannon pass complete to Jerry Rice for 9 yards (tackle by Deshea Townsend),0.280,0.950
1,2:29,2,1,OAK 29,0,7,"Rich Gannon pass complete to Tyrone Wheatley for -4 yards (tackle by Larry Foote). Penalty on Casey Hampton: Face Mask (5 Yards), 5 yards (no play)",0.950,1.200
1,1:59,1,10,OAK 34,0,7,Rich Gannon pass complete to Tyrone Wheatley for 20 yards (tackle by Deshea Townsend),1.200,2.520
1,1:13,1,10,PIT 46,0,7,Tyrone Wheatley right guard for 1 yard (tackle by Larry Foote),2.520,2.110
1,0:32,2,9,PIT 45,0,7,Rich Gannon pass complete to Jerry Rice for 13 yards,2.110,3.450
Quarter,Time,Down,ToGo,Location,OAK,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PIT 32,0,7,Rich Gannon pass incomplete intended for Doug Jolley,3.450,2.900
2,14:54,2,10,PIT 32,0,7,Tyrone Wheatley up the middle for -2 yards (tackle by Larry Foote),2.900,1.950
2,14:12,3,12,PIT 34,0,7,"Rich Gannon sacked by Clark Haggans for -5 yards. Rich Gannon fumbles (forced by Clark Haggans), recovered by Aaron Smith at PIT-31 and returned for 49 yards (tackle by Ronald Curry)",1.950,-4.240
,,,,,,,"OAK challenged the ruling, and the play was upheld.",,
2,13:57,1,10,OAK 20,0,7,Duce Staley right tackle for 8 yards (tackle by Charles Woodson and Danny Clark),4.240,5.040
2,13:19,2,2,OAK 12,0,7,Duce Staley left tackle for 3 yards (tackle by Travian Smith and Ray Buchanan),5.040,5.140
2,12:43,1,9,OAK 9,0,7,Tommy Maddox pass complete to Hines Ward for 6 yards (tackle by Phillip Buchanon),5.140,5.530
2,12:01,2,3,OAK 3,0,7,Duce Staley right guard for 2 yards (tackle by Bobby Hamilton and Travian Smith),5.530,5.170
2,11:12,3,1,OAK 1,0,13,"Jerome Bettis left guard for 1 yard, touchdown",5.170,7.000
2,,,,OAK 2,0,14,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,0,14,"Jeff Reed kicks off 66 yards, returned by Carlos Francis for 20 yards (tackle by James Harrison)",0.000,0.540
2,11:03,1,10,OAK 24,0,14,Tyrone Wheatley right end for 3 yards (tackle by Casey Hampton),0.540,0.400
2,10:11,2,7,OAK 27,0,14,Tyrone Wheatley up the middle for 2 yards (tackle by James Farrior),0.400,-0.030
2,9:37,3,5,OAK 29,0,14,Rich Gannon pass incomplete intended for Jerry Rice is intercepted by Deshea Townsend at OAK-39,-0.030,-2.980
2,9:28,1,10,OAK 39,0,14,Tommy Maddox pass incomplete intended for Duce Staley (defended by Tyler Brayton),2.980,2.440
2,9:24,2,10,OAK 39,0,14,Tommy Maddox pass incomplete intended for Duce Staley (defended by Travian Smith),2.440,1.750
2,9:24,3,10,OAK 39,0,14,Tommy Maddox pass incomplete intended for Antwaan Randle El,1.750,0.660
2,9:11,4,10,OAK 39,0,14,"Chris Gardocki punts 39 yards, touchback",0.660,-0.280
2,9:03,1,10,OAK 20,0,14,Tyrone Wheatley up the middle for 1 yard (tackle by Aaron Smith and Chris Hope),0.280,-0.130
2,8:16,2,9,OAK 21,0,14,Justin Fargas left end for 11 yards (tackle by James Farrior and Chris Hope),-0.130,1.070
2,7:37,1,10,OAK 32,0,14,Rich Gannon pass complete to Justin Fargas for 12 yards (tackle by Larry Foote),1.070,1.860
2,6:52,1,10,OAK 44,0,14,Justin Fargas up the middle for -1 yards (tackle by Clark Haggans and Brett Keisel),1.860,1.180
2,6:06,2,11,OAK 43,0,14,Rich Gannon pass incomplete intended for Ronald Curry,1.180,0.500
2,6:02,3,11,OAK 43,0,14,Rich Gannon pass complete to Ronald Curry for 12 yards (tackle by Chad Scott). Penalty on Troy Polamalu: Illegal Contact (Declined),0.500,2.590
2,5:28,1,10,PIT 45,0,14,Justin Fargas left end for 1 yard (tackle by Clark Haggans),2.590,2.180
2,4:47,2,9,PIT 44,0,14,"Rich Gannon sacked by Aaron Smith for -8 yards. Rich Gannon fumbles (forced by Aaron Smith), recovered by Rich Gannon at OAK-48",2.180,0.430
2,4:02,3,17,OAK 48,0,14,"J.R. Redmond left guard for 7 yards (tackle by Mike Logan and Aaron Smith). J.R. Redmond fumbles (forced by Mike Logan), ball out of bounds at PIT-45",0.430,0.270
2,3:56,4,10,PIT 45,0,14,"Shane Lechler punts 31 yards, fair catch by Antwaan Randle El",0.270,0.280
2,3:48,1,10,PIT 14,0,14,Duce Staley left end for 2 yards (tackle by Charles Woodson),-0.280,-0.510
2,3:09,2,8,PIT 16,0,14,Tommy Maddox pass complete to Jerame Tuman for 6 yards (tackle by Travian Smith),-0.510,-0.440
2,2:29,3,2,PIT 22,0,14,Tommy Maddox sacked by Tyler Brayton for -6 yards,-0.440,-2.390
2,1:56,4,8,PIT 16,0,14,Chris Gardocki punts 32 yards,-2.390,-2.390
2,1:51,1,10,PIT 48,0,14,"Rich Gannon pass incomplete intended for Jerry Rice. Penalty on Frank Middleton: Offensive Holding, 10 yards (no play)",2.390,1.730
2,1:46,1,20,OAK 42,6,14,"Rich Gannon pass complete to Doug Gabriel for 58 yards, touchdown",1.730,7.000
2,,,,PIT 2,7,14,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,7,14,"Sebastian Janikowski kicks off 63 yards, returned by Antwaan Randle El for 36 yards (tackle by Ronald Curry)",0.000,1.800
2,1:37,1,10,PIT 43,7,14,Tommy Maddox pass complete to Hines Ward for 8 yards (tackle by Phillip Buchanon),1.800,2.330
2,1:02,2,2,OAK 49,7,14,Tommy Maddox right end for 3 yards (tackle by Akbar Gbaja-Biamila),2.330,2.520
2,1:00,1,10,OAK 46,7,14,"Verron Haynes left end for 2 yards (tackle by Ray Buchanan). Penalty on Lee Mays: Offensive Holding, 10 yards",2.520,1.990
2,0:53,1,18,PIT 46,7,14,Tommy Maddox pass complete to Hines Ward for 8 yards (tackle by Charles Woodson),1.990,1.980
2,0:30,2,10,OAK 46,7,14,Tommy Maddox pass incomplete intended for Antwaan Randle El (defended by Phillip Buchanon),1.980,1.290
2,0:29,3,10,OAK 46,7,14,Tommy Maddox pass incomplete intended for Antwaan Randle El (defended by Tyler Brayton),1.290,0.200
2,0:21,4,10,OAK 46,7,14,Chris Gardocki punts 43 yards,0.200,0.380
2,0:11,1,10,OAK 3,7,14,Justin Fargas up the middle for 2 yards (tackle by James Farrior and Casey Hampton),-0.380,-0.630
Quarter,Time,Down,ToGo,Location,OAK,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,7,14,"Jeff Reed kicks off 71 yards, returned by Carlos Francis for 24 yards (tackle by Clint Kriewaldt)",0.000,0.480
3,14:52,1,10,OAK 23,7,14,Zack Crockett left tackle for 9 yards (tackle by Aaron Smith and Chris Hope),0.480,1.150
3,14:17,2,1,OAK 32,7,14,Justin Fargas up the middle for 2 yards (tackle by James Farrior),1.150,1.200
3,13:40,1,10,OAK 34,7,14,Rich Gannon pass incomplete intended for Jerry Porter. Penalty on Roland Williams: Illegal Motion (Declined),1.200,0.660
3,13:34,2,10,OAK 34,7,14,Rich Gannon pass complete to Justin Fargas for 7 yards (tackle by Larry Foote),0.660,0.890
3,12:50,,,,7,14,Timeout #1 by Oakland Raiders,0.000,0.890
3,12:49,3,3,OAK 41,7,14,Rich Gannon pass complete to Jerry Porter for 9 yards (tackle by Larry Foote),0.890,2.260
3,12:12,1,10,PIT 50,7,14,Rich Gannon pass complete to Zack Crockett for 8 yards (tackle by James Farrior),2.260,2.790
3,11:47,2,2,PIT 42,7,14,Rich Gannon pass incomplete intended for Doug Gabriel,2.790,2.080
3,11:41,3,2,PIT 42,7,14,Rich Gannon pass complete to Jerry Porter for 14 yards (tackle by Deshea Townsend),2.080,3.710
3,11:06,1,10,PIT 28,7,14,Rich Gannon pass complete to Courtney Anderson for 13 yards (tackle by Chad Scott),3.710,4.580
3,10:25,1,10,PIT 15,7,14,Tyrone Wheatley right end for no gain (tackle by Chris Hope),4.580,3.950
3,9:43,2,10,PIT 15,7,14,Zack Crockett up the middle for 1 yard (tackle by Joey Porter and Travis Kirschke),3.950,3.240
3,9:02,3,9,PIT 14,7,14,Rich Gannon pass complete to J.R. Redmond for 4 yards (tackle by Troy Polamalu),3.240,2.810
3,8:21,4,5,PIT 10,10,14,Sebastian Janikowski 28 yard field goal good,2.810,3.000
3,,,,OAK 30,10,14,"Sebastian Janikowski kicks off 48 yards, returned by Matt Cushing for 12 yards (tackle by David Terrell)",0.000,1.200
3,8:11,1,10,PIT 34,10,14,Duce Staley left tackle for 6 yards (tackle by Marques Anderson),1.200,1.470
3,7:31,2,4,PIT 40,10,14,Duce Staley up the middle for 1 yard (tackle by Bobby Hamilton),1.470,0.890
3,6:52,3,3,PIT 41,10,14,"Tommy Maddox for no gain. Tommy Maddox fumbles, recovered by Verron Haynes at PIT-38 and returned for 5 yards",0.890,-0.520
3,6:18,4,1,PIT 43,10,14,Chris Gardocki punts 51 yards,-0.520,0.380
,,,,,,,"PIT challenged the ruling, and the play was upheld.",,
3,6:06,1,10,OAK 6,10,14,Justin Fargas up the middle for 6 yards (tackle by Mike Logan),-0.380,-0.340
3,5:25,2,4,OAK 12,10,14,Rich Gannon pass incomplete intended for Jerry Rice,-0.340,-0.720
3,5:18,,,,10,14,Timeout #2 by Oakland Raiders,0.000,-0.720
3,5:18,3,4,OAK 12,10,14,Rich Gannon pass incomplete intended for Ronald Curry,-0.720,-2.490
3,5:11,4,4,OAK 12,10,14,"Shane Lechler punts 63 yards, returned by Antwaan Randle El for 15 yards (tackle by David Terrell)",-2.490,-1.600
3,4:59,1,10,PIT 40,10,14,Tommy Maddox pass complete to Hines Ward for 39 yards (tackle by Ray Buchanan). Penalty on Phillip Buchanon: Defensive Holding (Declined),1.600,4.170
3,4:33,1,10,OAK 21,10,14,Duce Staley up the middle for 7 yards (tackle by Stuart Schweigert),4.170,4.740
3,3:55,2,3,OAK 14,10,14,Tommy Maddox pass complete to Plaxico Burress for 13 yards (tackle by Charles Woodson),4.740,6.970
3,3:16,1,1,OAK 1,10,20,"Jerome Bettis left guard for 1 yard, touchdown",6.970,7.000
3,,,,OAK 2,10,21,Jeff Reed kicks extra point good,0.000,0.000
3,,,,PIT 30,10,21,"Jeff Reed kicks off 69 yards, returned by Carlos Francis for 33 yards (tackle by Ricardo Colclough)",0.000,1.200
3,3:05,1,10,OAK 34,10,21,Doug Gabriel right end for 3 yards (tackle by Troy Polamalu),1.200,1.060
3,2:19,2,7,OAK 37,10,21,Rich Gannon pass complete to Doug Gabriel for 5 yards (tackle by Deshea Townsend),1.060,1.030
3,1:36,3,2,OAK 42,10,21,Rich Gannon pass complete to J.R. Redmond for 17 yards (tackle by Troy Polamalu),1.030,2.850
3,0:51,1,10,PIT 41,10,21,Rich Gannon pass incomplete intended for Justin Fargas (defended by Clark Haggans),2.850,2.310
3,0:46,2,10,PIT 41,10,21,Rich Gannon pass complete to Jerry Porter for 9 yards (tackle by Chad Scott),2.310,2.810
3,0:10,3,1,PIT 32,10,21,Rich Gannon pass incomplete intended for Courtney Anderson,2.810,1.310
3,0:04,4,1,PIT 32,10,21,Tyrone Wheatley up the middle for 10 yards (tackle by Troy Polamalu),1.310,4.110
Quarter,Time,Down,ToGo,Location,OAK,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,14:58,1,10,PIT 22,10,21,Rich Gannon pass incomplete intended for Jerry Porter (defended by Chad Scott),4.110,3.560
4,14:55,,,,10,21,Timeout #3 by Oakland Raiders,0.000,3.560
4,14:50,2,10,PIT 22,10,21,Rich Gannon pass incomplete intended for Jerry Porter is intercepted by James Farrior at PIT-10 and returned for 36 yards,3.560,-1.990
4,14:42,1,10,PIT 46,10,21,Duce Staley up the middle for 16 yards (tackle by Charles Woodson and Ray Buchanan),1.990,3.050
4,13:58,1,10,OAK 38,10,21,Duce Staley up the middle for -3 yards (tackle by Warren Sapp),3.050,2.100
4,13:18,2,13,OAK 41,10,21,"Tommy Maddox sacked for -6 yards. Tommy Maddox fumbles, recovered by Travian Smith at OAK-47 (tackle by Marvel Smith)",2.100,-2.060
4,13:12,1,10,OAK 47,10,21,Justin Fargas left end for -4 yards (tackle by Clint Kriewaldt and Joey Porter),2.060,0.980
4,12:23,2,14,OAK 43,10,21,Rich Gannon pass incomplete intended for Ronald Curry (defended by Chad Scott),0.980,0.300
4,12:23,3,14,OAK 43,10,21,Rich Gannon pass complete to Doug Gabriel for 18 yards (tackle by Ainsley Battles),0.300,2.980
4,11:38,1,10,PIT 39,10,21,Rich Gannon pass complete to Doug Jolley for 19 yards (tackle by Chris Hope),2.980,4.240
4,10:51,1,10,PIT 20,10,21,Rich Gannon pass incomplete intended for Jerry Porter,4.240,3.690
4,10:46,2,10,PIT 20,10,21,Rich Gannon pass incomplete intended for Jerry Porter,3.690,3.010
4,10:41,3,10,PIT 20,10,21,Rich Gannon pass incomplete intended for J.R. Redmond (defended by Joey Porter),3.010,2.120
4,10:36,4,10,PIT 20,13,21,Sebastian Janikowski 38 yard field goal good,2.120,3.000
4,,,,OAK 30,13,21,"Sebastian Janikowski kicks off 64 yards, returned by Ricardo Colclough for 23 yards (tackle by David Terrell)",0.000,0.870
4,10:27,1,10,PIT 29,13,21,Duce Staley left tackle for 2 yards (tackle by Tyler Brayton and Danny Clark),0.870,0.600
4,9:48,2,8,PIT 31,13,21,Duce Staley right tackle for 1 yard (tackle by Phillip Buchanon),0.600,0.040
4,9:09,3,7,PIT 32,13,21,Tommy Maddox pass complete to Verron Haynes for -2 yards (tackle by Akbar Gbaja-Biamila),0.040,-1.370
4,8:29,4,9,PIT 30,13,21,"Chris Gardocki punts 47 yards, returned by Phillip Buchanon for 13 yards (tackle by Mike Logan)",-1.370,-1.330
4,8:14,1,10,OAK 36,13,21,Rich Gannon pass complete to J.R. Redmond for 8 yards (tackle by James Farrior),1.330,1.870
4,7:38,2,2,OAK 44,13,21,Tyrone Wheatley left guard for 8 yards (tackle by Troy Polamalu and Ricardo Colclough),1.870,2.390
4,7:00,1,10,PIT 48,13,21,Rich Gannon pass complete to Jerry Porter for 12 yards (tackle by Chad Scott),2.390,3.180
4,6:34,1,10,PIT 36,13,21,"Rich Gannon sacked by Clark Haggans for 0 yards. Rich Gannon fumbles (forced by Clark Haggans), recovered by Robert Gallery at PIT-35",3.180,2.770
4,5:44,2,9,PIT 35,13,21,Tyrone Wheatley up the middle for -3 yards (tackle by Larry Foote),2.770,1.690
4,5:05,3,12,PIT 38,13,21,Rich Gannon pass incomplete intended for J.R. Redmond,1.690,0.720
4,5:05,4,12,PIT 38,19,21,"Rich Gannon pass complete to Alvis Whitted for 38 yards, touchdown",0.720,7.000
4,,,,,21,21,"Two Point Attempt: Rich Gannon pass complete to Alvis Whitted, conversion succeeds",1.000,1.000
4,,,,OAK 30,21,21,"Sebastian Janikowski kicks off 62 yards, returned by Antwaan Randle El for 14 yards (tackle by Tim Johnson)",0.000,0.410
4,4:46,1,10,PIT 22,21,21,Tommy Maddox pass incomplete intended for Plaxico Burress (defended by Charles Woodson),0.410,-0.130
4,4:39,2,10,PIT 22,21,21,Tommy Maddox pass complete to Hines Ward for 11 yards (tackle by Phillip Buchanon),-0.130,1.140
4,4:04,1,10,PIT 33,21,21,Duce Staley left end for 5 yards (tackle by DeLawrence Grant and Travian Smith),1.140,1.270
4,3:29,2,5,PIT 38,21,21,Tommy Maddox pass complete to Jay Riemersma for 12 yards (tackle by Danny Clark),1.270,2.260
4,2:14,1,10,PIT 50,21,21,Duce Staley left end for 5 yards (tackle by Travian Smith and Marques Anderson),2.260,2.390
4,2:14,2,5,OAK 45,21,21,Duce Staley left tackle for 6 yards (tackle by Marques Anderson),2.390,2.980
4,2:00,1,10,OAK 39,21,21,Tommy Maddox pass complete to Hines Ward for 15 yards (tackle by Phillip Buchanon),2.980,3.970
4,1:21,1,10,OAK 24,21,21,Jerome Bettis up the middle for -2 yards (tackle by Travian Smith),3.970,3.160
4,0:42,2,12,OAK 26,21,21,Duce Staley up the middle for 2 yards (tackle by Travian Smith and Warren Sapp),3.160,2.740
4,0:11,,,,21,21,Timeout #2 by Pittsburgh Steelers,0.000,2.740
4,0:11,3,10,OAK 24,21,24,Jeff Reed 42 yard field goal good,2.740,3.000
4,,,,PIT 30,21,24,"Jeff Reed kicks off 60 yards, returned by Doug Gabriel for 9 yards. Doug Gabriel fumbles, recovered by Lee Mays at OAK-12 (tackle by Nnamdi Asomugha)",0.000,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
