Quarter,Time,Down,ToGo,Location,CIN,CLE,Detail,EPB,EPA
2,5:00,1,10,CIN 28,0,8,"Joe Burrow pass incomplete deep right intended for Tee Higgins. Penalty on Martin Emerson: Defensive Pass Interference, 16 yards (accepted) (no play)",0.810,1.860
2,4:55,1,10,CIN 44,0,8,Joe Mixon right tackle for 4 yards (tackle by Jadeveon Clowney),1.860,1.860
2,4:12,2,6,CIN 48,0,8,Samaje Perine left tackle for 7 yards (tackle by Greg Newsome),1.860,2.590
2,3:34,1,10,CLE 45,0,8,"Joe Burrow sacked by Sione Takitaki for -5 yards. Joe Burrow fumbles (forced by Sione Takitaki), recovered by Tommy Togiai at CIN-47",2.590,-2.460
2,3:25,1,10,CIN 47,0,8,Nick Chubb right tackle for 13 yards (tackle by Germaine Pratt),2.460,3.310
2,2:53,1,10,CIN 34,0,8,Nick Chubb left tackle for 3 yards (tackle by Germaine Pratt and Trey Hendrickson),3.310,3.180
2,2:18,2,7,CIN 31,0,8,"Penalty on Pharaoh Brown: False Start, 5 yards (accepted) (no play)",3.180,2.500
2,2:00,2,12,CIN 36,0,8,Jacoby Brissett pass incomplete short left intended for Amari Cooper,2.500,1.820
2,1:56,3,12,CIN 36,0,8,"Jacoby Brissett sacked by and Sam Hubbard for -10 yards and Vonn Bell for -10 yards. Jacoby Brissett fumbles (forced by Sam Hubbard), recovered by Akeem Davis-Gaither at CIN-46 and returned for 3 yards (tackle by Pharaoh Brown)",1.820,-2.190
2,1:49,1,10,CIN 49,0,8,Joe Burrow pass complete short right to Joe Mixon for no gain (tackle by Martin Emerson),2.190,1.650
2,1:24,2,10,CIN 49,0,8,Joe Burrow pass complete short middle to Hayden Hurst for 21 yards (tackle by Grant Delpit),1.650,3.580
2,1:02,1,10,CLE 30,0,8,Joe Burrow pass complete short right to Tee Higgins for 5 yards (tackle by Martin Emerson),3.580,3.710
2,1:00,2,5,CLE 25,0,8,Joe Burrow sacked by Isaiah Thomas for -9 yards,3.710,1.820
2,0:53,,,,,,Timeout #1 by Cincinnati Bengals,,
2,0:53,3,14,CLE 34,0,8,Joe Burrow pass complete short right to Samaje Perine for 6 yards (tackle by Deion Jones),1.820,1.500
2,0:44,,,,,,Timeout #2 by Cleveland Browns,,
2,0:44,4,9,CLE 29,0,8,Evan McPherson 47 yard field goal no good,1.500,-1.400
2,0:40,1,10,CLE 37,0,8,Jacoby Brissett pass complete short middle to Kareem Hunt for 12 yards (tackle by Logan Wilson),1.400,2.190
2,0:34,,,,,,Timeout #3 by Cleveland Browns,,
2,0:34,1,10,CLE 49,0,8,Jacoby Brissett pass complete short middle to David Bell for 14 yards (tackle by Vonn Bell),2.190,3.120
2,0:17,1,10,CIN 37,0,8,Jacoby Brissett spiked the ball,3.120,2.570
2,0:16,2,10,CIN 37,0,8,Jacoby Brissett pass incomplete short right,2.570,1.880
2,0:09,3,10,CIN 37,0,8,Jacoby Brissett pass incomplete short left,1.880,0.790
2,0:04,4,10,CIN 37,0,11,Cade York 55 yard field goal good,0.790,3.000
Quarter,Time,Down,ToGo,Location,CIN,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,0,11,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CLE 25,0,11,Nick Chubb left tackle for 5 yards (tackle by Tre Flowers),0.610,0.740
3,14:34,2,5,CLE 30,0,11,Nick Chubb right tackle for 4 yards (tackle by B.J. Hill),0.740,0.560
3,14:01,3,1,CLE 34,0,11,Jacoby Brissett right guard for 3 yards (tackle by Logan Wilson),0.560,1.400
3,13:30,1,10,CLE 37,0,11,Nick Chubb left guard for no gain (tackle by Germaine Pratt and Zachary Carter),1.400,0.860
3,12:55,2,10,CLE 37,0,11,Jacoby Brissett pass complete short right to Nick Chubb for 3 yards (tackle by Germaine Pratt),0.860,0.560
3,12:29,3,7,CLE 40,0,11,Jacoby Brissett pass complete deep right to Donovan Peoples-Jones for 26 yards (tackle by Cam Taylor-Britt),0.560,3.310
3,11:47,1,10,CIN 34,0,11,Kareem Hunt right guard for 1 yard (tackle by Cameron Sample and Domenique Davis),3.310,2.910
3,11:05,2,9,CIN 33,0,11,Kareem Hunt left guard for 3 yards (tackle by Logan Wilson and Domenique Davis),2.910,2.610
3,10:21,3,6,CIN 30,0,11,Nick Chubb left tackle for 21 yards (tackle by Jessie Bates),2.610,5.140
3,9:43,1,9,CIN 9,0,11,Nick Chubb left guard for 6 yards (tackle by Jessie Bates and Sam Hubbard),5.140,5.530
3,9:05,2,3,CIN 3,0,17,"Jacoby Brissett scrambles for 3 yards, touchdown",5.530,7.000
3,8:57,,,CIN 15,0,18,Cade York kicks extra point good,0.000,0.000
3,8:57,,,CLE 35,0,18,"Cade York kicks off 65 yards, touchback.",0.000,0.610
3,8:57,1,10,CIN 25,0,18,Joe Mixon right guard for 4 yards (tackle by Sione Takitaki and Taven Bryan),0.610,0.600
3,8:17,2,6,CIN 29,0,18,Joe Burrow pass incomplete short right intended for Joe Mixon,0.600,-0.100
3,8:14,3,6,CIN 29,0,18,Joe Burrow sacked by Deion Jones for -9 yards,-0.100,-2.030
3,7:36,4,15,CIN 20,0,18,"Kevin Huber punts 51 yards, returned by Donovan Peoples-Jones for 11 yards (tackle by Akeem Davis-Gaither and Michael Thomas)",-2.030,-1.600
3,7:27,1,10,CLE 40,0,18,Kareem Hunt left guard for -1 yards (tackle by Mike Hilton and Sam Hubbard),1.600,0.920
3,7:01,2,11,CLE 39,0,18,Jacoby Brissett pass complete short middle to Donovan Peoples-Jones for 12 yards (tackle by Logan Wilson),0.920,2.320
3,6:31,1,10,CIN 49,0,18,Kareem Hunt left guard for no gain (tackle by Jessie Bates),2.320,1.780
3,5:56,2,10,CIN 49,0,18,Kareem Hunt left tackle for 15 yards (tackle by Tre Flowers and Jessie Bates),1.780,3.310
3,5:14,1,10,CIN 34,0,18,Kareem Hunt right tackle for no gain (tackle by Mike Hilton),3.310,2.770
3,4:37,2,10,CIN 34,0,18,Jacoby Brissett pass complete deep right to Amari Cooper for 27 yards (tackle by Tre Flowers),2.770,5.600
3,3:56,1,7,CIN 7,0,18,Kareem Hunt left tackle for 3 yards (tackle by Jessie Bates and Tre Flowers),5.600,5.340
3,3:14,2,4,CIN 4,0,24,"Jacoby Brissett pass complete short left to Amari Cooper for 4 yards, touchdown",5.340,7.000
3,3:10,,,CIN 15,0,25,Cade York kicks extra point good,0.000,0.000
3,3:10,,,CLE 35,0,25,"Cade York kicks off 58 yards, returned by Chris Evans for 20 yards (tackle by Dakota Allen)",0.000,0.740
3,3:05,1,10,CIN 27,0,25,Joe Burrow pass incomplete short middle intended for Trenton Irwin (defended by Tommy Togiai),0.740,0.200
3,2:59,2,10,CIN 27,0,25,Joe Burrow pass complete short right to Hayden Hurst for 9 yards (tackle by Martin Emerson and Sione Takitaki),0.200,0.700
3,2:15,3,1,CIN 36,0,25,"Joe Burrow scrambles right end for no gain (tackle by Taven Bryan). Penalty on Jadeveon Clowney: Defensive Offside, 5 yards (accepted) (no play)",0.700,1.660
3,1:51,1,10,CIN 41,0,25,Joe Burrow pass complete short middle to Trenton Irwin for 18 yards (tackle by Deion Jones and Isaiah Thomas),1.660,2.850
3,1:11,1,10,CLE 41,0,25,Joe Mixon right guard for 6 yards (tackle by Grant Delpit and Jadeveon Clowney),2.850,3.120
3,0:37,2,4,CLE 35,0,25,Joe Burrow pass complete short right to Joe Mixon for 11 yards (tackle by Martin Emerson and Sione Takitaki),3.120,3.970
3,0:06,1,10,CLE 24,0,25,Joe Burrow pass incomplete short left intended for Joe Mixon (defended by Isaiah Thomas),3.970,3.430
3,0:03,2,10,CLE 24,0,25,Joe Burrow pass complete short right to Trenton Irwin for 9 yards (tackle by Sione Takitaki and Taven Bryan),3.430,4.170
Quarter,Time,Down,ToGo,Location,CIN,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,CLE 15,0,25,Joe Burrow right guard for 2 yards (tackle by Isaac Rochell),4.170,4.710
4,14:22,1,10,CLE 13,6,25,"Joe Burrow pass complete short right to Tyler Boyd for 13 yards, touchdown",4.710,7.000
4,14:15,,,CLE 15,6,25,Evan McPherson kicks extra point no good,0.000,-1.000
4,14:15,,,CIN 35,6,25,"Evan McPherson kicks off 59 yards, returned by Demetric Felton for 11 yards (tackle by Akeem Davis-Gaither and Clay Johnston)",0.000,-0.060
4,14:10,1,10,CLE 17,6,25,Nick Chubb right guard for 6 yards (tackle by Logan Wilson and Jessie Bates),-0.060,0.350
4,13:22,2,4,CLE 23,6,25,Nick Chubb left guard for 2 yards (tackle by Trey Hendrickson),0.350,-0.240
4,12:41,3,2,CLE 25,6,25,Kareem Hunt right guard for 10 yards (tackle by Jessie Bates),-0.240,1.270
4,11:56,1,10,CLE 35,6,25,Nick Chubb right guard for -1 yards (tackle by Zachary Carter),1.270,0.590
4,11:11,2,11,CLE 34,6,25,Nick Chubb left tackle for 2 yards (tackle by Logan Wilson),0.590,0.170
4,10:37,3,9,CLE 36,6,25,Jacoby Brissett pass complete deep left to Amari Cooper for 53 yards (tackle by Vonn Bell),0.170,4.840
4,9:33,1,10,CIN 11,6,25,Nick Chubb left tackle for no gain (tackle by Joseph Ossai),4.840,4.140
4,8:51,2,10,CIN 11,6,31,"Nick Chubb left guard for 11 yards, touchdown",4.140,7.000
4,8:46,,,CIN 15,6,32,Cade York kicks extra point good,0.000,0.000
4,8:46,,,CLE 35,6,32,"Cade York kicks off 65 yards, touchback.",0.000,0.610
4,8:46,1,10,CIN 25,6,32,Joe Burrow pass complete short left to Joe Mixon for 2 yards (tackle by Sione Takitaki),0.610,0.330
4,8:16,2,8,CIN 27,6,32,"Joe Burrow pass complete short left to Hayden Hurst for 5 yards (tackle by Sione Takitaki). Penalty on Sione Takitaki: Unnecessary Roughness / Defense, 15 yards (accepted)",0.330,2.060
4,7:58,1,10,CIN 47,6,32,Joe Mixon right guard for 5 yards (tackle by Jordan Kunaszyk and Isaiah Thomas),2.060,2.190
4,7:21,2,5,CLE 48,6,32,Joe Burrow pass complete short right to Hayden Hurst for 7 yards (tackle by Greg Newsome),2.190,2.850
4,6:48,1,10,CLE 41,12,32,"Joe Burrow pass complete deep left to Tee Higgins for 41 yards, touchdown",2.850,7.000
4,6:40,,,CLE 15,13,32,Evan McPherson kicks extra point good,0.000,0.000
4,6:40,,,CIN 35,13,32,"Evan McPherson kicks onside 10 yards, out of bounds",0.000,2.590
4,6:40,1,10,CIN 45,13,32,Nick Chubb left tackle for 5 yards (tackle by B.J. Hill and Logan Wilson),2.590,2.720
4,5:57,2,5,CIN 40,13,32,Nick Chubb left tackle for no gain (tackle by B.J. Hill),2.720,2.010
4,5:47,,,,,,Timeout #1 by Cincinnati Bengals,,
4,5:47,3,5,CIN 40,13,32,Nick Chubb left tackle for no gain (tackle by Sam Hubbard and Zachary Carter),2.010,0.590
4,5:43,,,,,,Timeout #2 by Cincinnati Bengals,,
4,5:43,4,5,CIN 40,13,32,"Penalty on CLE: Delay of Game, 5 yards (declined) (no play)",0.590,0.590
4,5:43,4,5,CIN 40,13,32,Corey Bojorquez punts 10 yards out of bounds,0.590,-0.940
4,5:37,1,10,CIN 30,13,32,Joe Burrow pass incomplete short right,0.940,0.390
4,5:29,2,10,CIN 30,13,32,Joe Burrow sacked by and Taven Bryan for -8 yards and Myles Garrett for -8 yards,0.390,-1.350
4,4:44,3,18,CIN 22,13,32,Joe Burrow pass complete short middle to Joe Mixon for 14 yards (tackle by Greedy Williams and Deion Jones),-1.350,-0.980
4,4:07,4,4,CIN 36,13,32,Joe Burrow pass incomplete short right intended for Tyler Boyd (defended by Martin Emerson),-0.980,-3.180
4,4:03,1,10,CIN 36,13,32,D'Ernest Johnson right tackle for 1 yard (tackle by Germaine Pratt and Jessie Bates),3.180,2.770
4,3:19,2,9,CIN 35,13,32,D'Ernest Johnson left tackle for 7 yards (tackle by Daxton Hill),2.770,3.010
4,3:08,,,,,,Timeout #3 by Cincinnati Bengals,,
4,3:08,3,2,CIN 28,13,32,D'Ernest Johnson right guard for 5 yards (tackle by Germaine Pratt),3.010,4.040
4,2:22,1,10,CIN 23,13,32,"Penalty on CIN: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",4.040,4.860
4,2:22,1,5,CIN 18,13,32,D'Ernest Johnson left guard for 4 yards (tackle by Markus Bailey),4.860,4.950
4,2:00,2,1,CIN 14,13,32,Jacoby Brissett right guard for 4 yards (tackle by B.J. Hill),4.950,4.910
4,1:16,1,10,CIN 10,13,32,Jacoby Brissett kneels for no gain,4.910,4.190
4,0:37,2,10,CIN 10,13,32,Jacoby Brissett kneels for -1 yards,4.190,3.120
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
