Quarter,Time,Tm,Detail,WAS,NYG
2.0,14:18,Giants,Darren Waller 15 yard pass from Tyrod Taylor (Graham Gano kick),0,7
,8:56,Giants,Saquon Barkley 32 yard pass from Tyrod Taylor (Graham Gano kick),0,14
3.0,10:21,Commanders,Brian Robinson Jr. 4 yard rush (Joey Slye kick),7,14
