Player,Pos
Tyrod Taylor,QB
Saquon Barkley,RB
Jalin Hyatt,WR
Sterling Shepard,WR
Daniel Bellinger,TE
Darren Waller,TE
Justin Pugh,OL
Marcus McKethan,OL
Tyre Phillips,T
Ben Bredeson,G
Mark Glowinski,G
Leonard Williams,DL
Dexter Lawrence,DL
Kayvon Thibodeaux,OLB
Jihad Ward,OLB
Bobby Okereke,LB
Micah McFadden,LB
Tre Hawkins,CB
Cordale Flott,CB
Deonte Banks,CB
Xavier McKinney,S
Jason Pinnock,S
