Quarter,Time,Down,ToGo,Location,IND,HOU,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Colts won the coin toss, Colts to receive the opening kickoff.",,
1,15:00,,,HOU 30,0,0,"Neil Rackers kicks off 72 yards, returned by Devin Moore for 22 yards (tackle by Xavier Adibi)",0.000,0.280
1,14:54,1,10,IND 20,0,0,Peyton Manning pass complete short right to Joseph Addai for 1 yard (tackle by Zach Diles),0.280,-0.130
1,14:18,2,9,IND 21,0,0,Peyton Manning pass complete short middle to Dallas Clark for 8 yards (tackle by DeMeco Ryans),-0.130,0.230
1,13:32,3,1,IND 29,0,0,Peyton Manning pass incomplete short middle intended for Dallas Clark (defended by DeMeco Ryans),0.230,-1.440
1,13:26,4,1,IND 29,0,0,"Pat McAfee punts 41 yards, returned by Jacoby Jones for 39 yards (tackle by Justin Tryon)",-1.440,-3.510
1,13:12,1,10,IND 31,0,0,Matt Schaub pass complete short left to Kevin Walter for 7 yards (tackle by Justin Tryon),3.510,3.910
1,12:33,2,3,IND 24,0,0,Matt Schaub pass incomplete short middle intended for Vonta Leach,3.910,3.200
1,12:28,3,3,IND 24,0,0,Matt Schaub pass complete short middle to Jacoby Jones for 6 yards (tackle by Jerraud Powers and Antoine Bethea),3.200,4.370
1,11:48,1,10,IND 18,0,0,Arian Foster left tackle for 6 yards (tackle by Jerraud Powers),4.370,4.810
1,11:09,2,4,IND 12,0,0,Arian Foster right tackle for 4 yards (tackle by Fili Moala and Philip Wheeler),4.810,5.370
1,10:25,1,8,IND 8,0,0,Arian Foster left guard for 1 yard (tackle by Kelvin Hayden and Keyunta Dawson),5.370,4.760
1,9:45,2,7,IND 7,0,0,Matt Schaub pass incomplete short middle intended for Owen Daniels (defended by Antoine Bethea),4.760,3.810
1,9:41,,,,0,0,Timeout #1 by Houston Texans,0.000,3.810
1,9:41,3,7,IND 7,0,0,Matt Schaub pass incomplete short middle intended for Jacoby Jones (defended by Kelvin Hayden),3.810,2.970
1,9:35,4,7,IND 7,0,0,"Neil Rackers 25 yard field goal good. Penalty on Rashad Butler: False Start, 5 yards (no play)",2.970,2.630
1,9:35,4,12,IND 12,0,3,Neil Rackers 30 yard field goal good,2.630,3.000
1,,,,HOU 30,0,3,"Neil Rackers kicks off 66 yards, returned by Devin Moore for 16 yards (tackle by Jamar Wall)",0.000,0.280
1,9:25,1,10,IND 20,0,3,Joseph Addai left guard for 5 yards (tackle by Zach Diles),0.280,0.410
1,8:49,2,5,IND 25,0,3,Peyton Manning pass complete short middle to Austin Collie for 7 yards (tackle by DeMeco Ryans and Brice McCain),0.410,1.070
1,8:20,1,10,IND 32,0,3,Joseph Addai middle for no gain (tackle by Mario Williams),1.070,0.530
1,7:32,2,10,IND 32,0,3,Peyton Manning pass complete short left to Reggie Wayne for 12 yards (tackle by DeMeco Ryans),0.530,1.860
1,7:03,1,10,IND 44,0,3,Peyton Manning pass complete short right to Austin Collie for 6 yards (tackle by Kareem Jackson and Eugene Wilson),1.860,2.130
1,6:21,2,4,,0,3,Peyton Manning pass incomplete short middle intended for Pierre Garcon,2.130,1.420
1,6:16,3,4,,0,3,Peyton Manning pass incomplete short left intended for Reggie Wayne,1.420,-0.060
1,6:10,4,4,,0,3,"Pat McAfee punts 34 yards, fair catch by Jacoby Jones",-0.060,0.140
1,6:02,1,10,HOU 16,0,3,"Matt Schaub pass incomplete deep middle intended for Kevin Walter. Penalty on Kelvin Hayden: Defensive Pass Interfere, 53 yards (no play)",-0.140,3.510
1,5:53,1,10,IND 31,0,3,Matt Schaub sacked by Dwight Freeney for -7 yards,3.510,2.020
1,5:24,2,17,IND 38,0,3,Matt Schaub pass complete short left to Arian Foster for 7 yards (tackle by Jerraud Powers),2.020,2.280
1,4:53,3,10,IND 31,0,3,Matt Schaub pass incomplete short left intended for Jacoby Jones,2.280,1.320
1,4:48,4,10,IND 31,0,6,Neil Rackers 49 yard field goal good,1.320,3.000
1,,,,HOU 30,0,6,"Neil Rackers kicks off 67 yards, returned by Devin Moore for 24 yards (tackle by Joel Dreessen)",0.000,0.740
1,4:37,1,10,IND 27,0,6,Joseph Addai left tackle for 1 yard (tackle by Mario Williams),0.740,0.330
1,4:02,2,9,IND 28,0,6,Peyton Manning pass incomplete deep left intended for Reggie Wayne,0.330,-0.360
1,3:54,3,9,IND 28,0,6,"Peyton Manning pass complete deep middle to Reggie Wayne for 22 yards (tackle by Glover Quin). Penalty on Glover Quin: Unnecessary Roughness, 15 yards",-0.360,3.250
1,3:31,1,10,HOU 35,0,6,Joseph Addai left tackle for 2 yards (tackle by Amobi Okoye and Bernard Pollard),3.250,2.970
1,3:31,2,8,HOU 33,0,6,"Penalty on Antonio Smith: Defensive Offside, 5 yards (no play)",2.970,3.650
1,2:35,2,3,HOU 28,0,6,"Joseph Addai right tackle for 6 yards (tackle by DeMeco Ryans). Penalty on Mike Pollak: Offensive Holding, 10 yards, Penalty on Joseph Addai: Illegal Shift (Declined) (no play)",3.650,2.300
1,2:07,2,13,HOU 38,0,6,Peyton Manning pass incomplete short right intended for Anthony Gonzalez,2.300,1.620
1,2:02,3,13,HOU 38,0,6,Peyton Manning pass incomplete deep right intended for Anthony Gonzalez,1.620,0.720
,,,,,,,"IND challenged the incomplete pass ruling, and the play was upheld.",,
1,1:53,4,13,HOU 38,0,6,"Pat McAfee punts 38 yards, touchback",0.720,-0.280
1,1:45,1,10,HOU 20,0,6,Arian Foster left tackle for 5 yards (tackle by Gary Brackett and Antonio Johnson),0.280,0.410
