0,1
Game Info,Game Info
Won Toss,Redskins (deferred)
Roof,outdoors
Surface,fieldturf
Duration,2:58
Attendance,66829
Weather,"54 degrees, relative humidity 34%, wind 12 mph, wind chill 0"
Vegas Line,New England Patriots -14.0
Over/Under,52.0 (under)
