Quarter,Time,Down,ToGo,Location,WAS,NWE,Detail,EPB,EPA
1,4:26,1,10,WAS 13,0,14,Alfred Morris middle for 4 yards (tackle by Rob Ninkovich and Malcom Brown),-0.320,-0.300
1,3:51,2,6,WAS 17,0,14,Kirk Cousins pass incomplete deep left intended for Derek Carrier,-0.300,-0.940
1,3:44,3,6,WAS 17,0,14,Kirk Cousins pass incomplete short left intended for Jordan Reed,-0.940,-2.320
1,3:39,4,6,WAS 17,0,14,"Tress Way punts 49 yards, returned by Julian Edelman for -2 yards (tackle by Houston Bates)",-2.320,-1.070
1,3:27,1,10,NWE 32,0,14,Tom Brady pass complete short left to Dion Lewis for 2 yards (tackle by Ricky Jean-Francois),1.070,0.800
1,2:48,2,8,NWE 34,0,14,Tom Brady pass incomplete deep middle intended for Julian Edelman,0.800,0.100
1,2:43,3,8,NWE 34,0,14,Tom Brady pass complete deep middle to Brandon LaFell for 48 yards (tackle by Trent Robinson),0.100,4.370
1,1:58,1,10,WAS 18,0,14,LeGarrette Blount right guard for 2 yards (tackle by Keenan Robinson),4.370,4.090
1,1:20,2,8,WAS 16,0,14,Tom Brady pass incomplete short middle intended for Scott Chandler,4.090,3.300
1,1:16,3,8,WAS 16,0,14,Tom Brady pass incomplete short middle intended for Julian Edelman is intercepted by Keenan Robinson at WAS-10 and returned for 44 yards,3.300,-2.520
1,1:07,1,10,NWE 46,0,14,Alfred Morris left tackle for 2 yards (tackle by Sealver Siliga),2.520,2.250
1,0:34,2,8,NWE 44,0,14,Kirk Cousins pass incomplete deep right intended for DeSean Jackson (defended by Justin Coleman),2.250,1.550
1,0:25,3,8,NWE 44,0,14,Kirk Cousins pass complete short middle to Pierre Garcon for 9 yards (tackle by Devin McCourty),1.550,3.250
Quarter,Time,Down,ToGo,Location,WAS,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NWE 35,0,14,Matt Jones middle for 1 yard (tackle by Chandler Jones),3.250,2.840
2,14:27,2,9,NWE 34,0,14,Kirk Cousins pass complete short left to DeSean Jackson for 2 yards (tackle by Malcolm Butler),2.840,2.410
2,13:48,3,7,NWE 32,0,14,Kirk Cousins sacked by Chandler Jones for -4 yards,2.410,2.410
2,13:05,3,7,NWE 32,0,14,Timeout #1 by Washington Redskins,2.410,0.880
2,13:05,4,11,NWE 36,0,14,Kirk Cousins pass incomplete deep left intended for Pierre Garcon (defended by Logan Ryan),0.880,-1.330
2,12:59,1,10,NWE 36,0,14,LeGarrette Blount right guard for 6 yards (tackle by Keenan Robinson and Will Blackmon),1.330,1.600
2,12:30,2,4,NWE 42,0,14,LeGarrette Blount middle for 10 yards (tackle by Jeron Johnson),1.600,2.390
2,11:54,1,10,WAS 48,0,14,LeGarrette Blount right guard for 6 yards (tackle by Will Blackmon and William Compton),2.390,2.660
2,11:19,2,4,WAS 42,0,14,"Tom Brady pass incomplete short right intended for Michael Williams. Penalty on Keenan Robinson: Illegal Contact, 5 yards (no play)",2.660,3.120
2,11:14,1,10,WAS 37,0,14,LeGarrette Blount left tackle for 14 yards (tackle by Jeron Johnson),3.120,4.040
2,10:41,1,10,WAS 23,0,14,LeGarrette Blount left guard for 1 yard (tackle by Ricky Jean-Francois and Dashon Goldson),4.040,3.630
2,10:05,2,9,WAS 22,0,14,Tom Brady pass complete short left to Rob Gronkowski for 15 yards (tackle by William Compton),3.630,5.600
2,9:26,1,7,WAS 7,0,14,"Tom Brady pass incomplete short left intended for Rob Gronkowski. Penalty on Sebastian Vollmer: Illegal Formation, 5 yards (no play)",5.600,4.640
2,9:22,1,12,WAS 12,0,14,LeGarrette Blount right tackle for 1 yard (tackle by William Compton),4.640,4.020
2,8:47,2,11,WAS 11,0,14,Tom Brady pass incomplete short right intended for Rob Gronkowski,4.020,3.120
2,8:42,3,11,WAS 11,0,14,Tom Brady pass complete short middle to Dion Lewis for 8 yards (tackle by William Compton),3.120,3.040
2,7:59,4,3,WAS 3,0,17,Stephen Gostkowski 21 yard field goal good,3.040,3.000
2,7:59,,,NWE 35,0,17,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
2,7:56,1,10,WAS 20,0,17,Alfred Morris middle for 3 yards (tackle by Chandler Jones),0.280,0.140
2,7:18,2,7,WAS 23,0,17,Kirk Cousins pass incomplete short middle intended for Derek Carrier (defended by Patrick Chung),0.140,-0.560
2,7:13,3,7,WAS 23,0,17,Kirk Cousins pass complete short right to Pierre Garcon for 9 yards (tackle by Logan Ryan),-0.560,1.070
2,6:34,1,10,WAS 32,0,17,Kirk Cousins pass complete short middle to Matt Jones for 12 yards (tackle by Rob Ninkovich),1.070,1.860
2,5:58,1,10,WAS 44,0,17,Matt Jones right guard for 10 yards (tackle by Dont'a Hightower),1.860,2.520
2,5:29,1,10,NWE 46,0,17,Matt Jones right tackle for 2 yards (tackle by Malcom Brown),2.520,2.250
2,4:54,2,8,NWE 44,0,17,Kirk Cousins pass complete short right to Jamison Crowder for 14 yards (tackle by Justin Coleman and Patrick Chung),2.250,3.580
2,4:18,1,10,NWE 30,0,17,Matt Jones right guard for 3 yards (tackle by Logan Ryan),3.580,3.440
2,3:41,2,7,NWE 27,0,17,Matt Jones right guard for 6 yards (tackle by Rob Ninkovich and Jonathan Freeny),3.440,3.530
2,3:03,3,1,NWE 21,0,17,Matt Jones right guard for 2 yards (tackle by Jonathan Freeny and Patrick Chung),3.530,4.310
2,2:23,1,10,NWE 19,0,17,Kirk Cousins pass complete short left to Jordan Reed for 6 yards (tackle by Logan Ryan),4.310,4.720
2,2:00,2,4,NWE 13,0,17,Matt Jones middle for 4 yards (tackle by Sealver Siliga),4.720,5.140
2,1:19,1,9,NWE 9,0,17,Matt Jones right end for -4 yards (tackle by Rob Ninkovich),5.140,3.720
2,0:37,2,13,NWE 13,0,17,Kirk Cousins pass incomplete short left intended for DeSean Jackson,3.720,3.720
2,0:37,2,13,NWE 13,0,17,Timeout #2 by Washington Redskins,3.720,3.060
2,0:26,3,13,NWE 13,0,17,Kirk Cousins pass complete short left to Andre Roberts for 8 yards (tackle by Devin McCourty),3.060,3.060
2,0:16,3,13,NWE 13,0,17,Timeout #1 by New England Patriots,3.060,3.010
2,0:16,4,5,NWE 5,3,17,Dustin Hopkins 23 yard field goal good,3.010,3.000
2,0:16,,,WAS 35,3,17,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.280
2,0:13,1,10,NWE 20,3,17,Tom Brady kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,WAS,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,3,17,"Stephen Gostkowski kicks off 64 yards, muffed catch by Andre Roberts, recovered by Andre Roberts at WAS-9, and returned for 4 yards",0.000,0.320
3,14:56,1,10,WAS 13,3,17,Kirk Cousins pass incomplete short left intended for Matt Jones,-0.320,-0.770
3,14:51,2,10,WAS 13,3,17,Matt Jones middle for 1 yard (tackle by Alan Branch and Chandler Jones),-0.770,-1.300
3,14:12,3,9,WAS 14,3,17,Kirk Cousins pass complete deep right to Pierre Garcon for 36 yards (tackle by Logan Ryan),-1.300,2.260
3,13:29,1,10,,3,17,Kirk Cousins pass complete short right to Matt Jones for 5 yards (tackle by Patrick Chung),2.260,2.390
3,12:56,2,5,NWE 45,3,17,Matt Jones right end for 3 yards (tackle by Malcolm Butler),2.390,2.080
3,12:17,3,2,NWE 42,3,17,"Matt Jones middle for -1 yards (tackle by Alan Branch). Matt Jones fumbles (forced by Alan Branch), recovered by Rob Ninkovich at NWE-43 (tackle by Matt Jones)",2.080,-1.800
3,12:10,1,10,NWE 43,3,17,LeGarrette Blount middle for 13 yards (tackle by Will Blackmon),1.800,2.650
3,11:41,1,10,WAS 44,3,17,LeGarrette Blount right guard for 2 yards (tackle by Chris Baker),2.650,2.380
3,11:01,2,8,WAS 42,3,17,Tom Brady pass complete short left to Julian Edelman for 24 yards (tackle by Chris Culliver),2.380,4.370
3,10:21,1,10,WAS 18,3,17,LeGarrette Blount right tackle for 3 yards (tackle by Chris Baker and Will Blackmon),4.370,4.250
3,9:38,2,7,WAS 15,3,17,Tom Brady pass complete short left to Danny Amendola for 10 yards (tackle by Preston Smith),4.250,6.060
3,8:58,1,5,WAS 5,3,17,Tom Brady pass incomplete short left intended for Brandon LaFell,6.060,5.150
3,8:54,2,5,WAS 5,3,17,LeGarrette Blount left end for 4 yards (tackle by Trent Murphy and William Compton),5.150,5.170
3,8:17,3,1,WAS 1,3,17,"LeGarrette Blount middle for -2 yards (tackle by Stephen Paea). LeGarrette Blount fumbles (forced by Stephen Paea), recovered by LeGarrette Blount at WAS-3",5.170,3.040
3,7:35,4,3,WAS 3,3,20,Stephen Gostkowski 21 yard field goal good,3.040,3.000
3,7:35,,,NWE 35,3,20,"Stephen Gostkowski kicks off 70 yards, returned by Andre Roberts for 26 yards (tackle by Rashaan Melvin)",0.000,-0.340
3,7:27,1,10,WAS 21,3,20,Alfred Morris right guard for 1 yard (tackle by Sealver Siliga and Akiem Hicks),0.340,-0.070
3,6:52,2,9,WAS 22,3,20,Kirk Cousins pass incomplete short middle intended for Jamison Crowder,-0.070,-0.760
3,6:47,3,9,WAS 22,3,20,"Penalty on Morgan Moses: False Start, 4 yards (no play)",-0.760,-1.410
3,6:47,3,13,WAS 18,3,20,Kirk Cousins pass complete short left to Jordan Reed for 9 yards (tackle by Devin McCourty),-1.410,-1.570
3,6:10,4,4,WAS 27,3,20,"Tress Way punts 46 yards, out of bounds",-1.570,-0.740
3,6:05,1,10,NWE 27,3,20,"Tom Brady pass complete short left to Rob Gronkowski for 15 yards (tackle by Jeron Johnson). Penalty on Bryan Stork: Offensive Holding, 10 yards (no play)",0.740,-0.170
3,5:42,1,20,NWE 17,3,20,Tom Brady pass incomplete short left intended for Brandon LaFell,-0.170,-1.290
3,5:35,2,20,NWE 17,3,20,Tom Brady pass complete short right to Dion Lewis for 14 yards (tackle by Chris Baker),-1.290,0.040
,,,,,,,"WAS challenged the runner was down by contact ruling, and the play was upheld.",,
3,5:20,3,6,NWE 31,3,20,Tom Brady pass incomplete short left intended for Danny Amendola,0.040,-1.310
3,5:16,4,6,NWE 31,3,20,"Ryan Allen punts 48 yards, returned by Jamison Crowder for 9 yards (tackle by Nate Ebner)",-1.310,-0.940
3,5:06,1,10,WAS 30,3,20,Kirk Cousins pass complete short middle to Jamison Crowder for 3 yards (tackle by Jonathan Freeny),0.940,0.800
3,4:33,2,7,WAS 33,3,20,Kirk Cousins pass incomplete short right intended for Jordan Reed,0.800,0.100
3,4:30,3,7,WAS 33,3,20,Kirk Cousins pass incomplete deep middle intended for Pierre Garcon,0.100,-1.180
3,4:24,4,7,WAS 33,3,20,Tress Way punts 55 yards,-1.180,0.350
3,4:10,1,10,NWE 12,3,20,LeGarrette Blount left guard for 10 yards (tackle by Jeron Johnson),-0.350,0.410
3,3:41,1,10,NWE 22,3,20,LeGarrette Blount right tackle for 21 yards (tackle by Dashon Goldson),0.410,1.800
3,3:08,1,10,NWE 43,3,20,LeGarrette Blount right tackle for no gain (tackle by Chris Baker),1.800,1.250
3,2:31,2,10,NWE 43,3,20,Tom Brady pass complete short left to Danny Amendola for no gain,1.250,0.560
3,1:53,3,10,NWE 43,3,20,Tom Brady pass complete short middle to Rob Gronkowski for 12 yards (tackle by Dashon Goldson),0.560,2.590
3,1:15,1,10,WAS 45,3,20,LeGarrette Blount middle for 1 yard (tackle by Stephen Paea and Kedric Golston),2.590,2.180
3,0:34,2,9,WAS 44,3,20,LeGarrette Blount middle for 1 yard (tackle by Kedric Golston and William Compton),2.180,1.620
Quarter,Time,Down,ToGo,Location,WAS,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,WAS 43,3,20,Tom Brady pass complete short left to Rob Gronkowski for 12 yards (tackle by Dashon Goldson),1.620,3.510
4,14:27,1,10,WAS 31,3,20,LeGarrette Blount left tackle for 5 yards (tackle by Jeron Johnson),3.510,3.640
4,13:56,2,5,WAS 26,3,20,LeGarrette Blount right tackle for 4 yards (tackle by Ryan Kerrigan and Will Blackmon),3.640,3.470
4,13:16,3,1,WAS 22,3,20,LeGarrette Blount right guard for 2 yards (tackle by Chris Baker),3.470,4.240
4,12:38,1,10,WAS 20,3,20,"Julian Edelman left end for 5 yards (tackle by Keenan Robinson). Penalty on Rob Gronkowski: Offensive Holding, 10 yards (no play)",4.240,3.580
4,12:17,1,20,WAS 30,3,20,Tom Brady pass incomplete short left intended for Brandon Bolden,3.580,2.340
4,12:13,2,20,WAS 30,3,20,Brandon Bolden right tackle for 12 yards (tackle by Keenan Robinson),2.340,2.340
4,11:33,2,20,WAS 30,3,20,Timeout #1 by New England Patriots,2.340,3.220
4,11:33,3,8,WAS 18,3,26,"Tom Brady pass complete deep right to Brandon Bolden for 18 yards, touchdown",3.220,7.000
4,11:33,,,WAS 18,3,27,Stephen Gostkowski kicks extra point good,0.000,0.000
4,11:33,,,NWE 35,3,27,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
4,11:28,1,10,WAS 20,3,27,Kirk Cousins pass complete short right to DeSean Jackson for 9 yards (tackle by Malcolm Butler),0.280,0.950
4,11:03,2,1,WAS 29,3,27,Kirk Cousins pass incomplete short right intended for Jordan Reed (defended by Malcolm Butler),0.950,0.230
4,11:00,3,1,WAS 29,3,27,"Chris Thompson right end for 9 yards (tackle by Logan Ryan). Penalty on Morgan Moses: Offensive Holding, 10 yards (no play)",0.230,-1.140
4,10:36,3,11,WAS 19,3,27,Kirk Cousins pass complete short left to Jamison Crowder for 13 yards (tackle by Justin Coleman),-1.140,1.070
4,10:10,1,10,WAS 32,3,27,Kirk Cousins pass incomplete short left intended for Chris Thompson,1.070,0.530
4,10:04,2,10,WAS 32,3,27,Kirk Cousins pass incomplete short right intended for Chris Thompson,0.530,-0.160
4,10:00,3,10,WAS 32,3,27,Kirk Cousins pass complete short right to Jamison Crowder for 2 yards (tackle by Justin Coleman),-0.160,-1.110
4,9:23,4,8,WAS 34,3,27,"Tress Way punts 38 yards, returned by Danny Amendola for 5 yards. Penalty on Patrick Chung: Offensive Holding, 10 yards",-1.110,0.060
4,9:15,1,10,NWE 17,3,27,LeGarrette Blount right guard for 4 yards (tackle by Chris Baker),-0.060,0.080
4,8:38,2,6,NWE 21,3,27,LeGarrette Blount left guard for 2 yards (tackle by William Compton),0.080,-0.490
4,7:59,3,4,NWE 23,3,27,Tom Brady pass complete short left to Brandon Bolden for 8 yards (tackle by William Compton and Dashon Goldson),-0.490,1.000
4,7:28,1,10,NWE 31,3,27,Tom Brady pass incomplete short left intended for Brandon LaFell,1.000,0.460
4,7:25,2,10,NWE 31,3,27,Tom Brady pass complete short left to Brandon LaFell for 17 yards (tackle by Trent Robinson),0.460,2.130
4,6:51,1,10,NWE 48,3,27,LeGarrette Blount right tackle for 1 yard (tackle by Will Blackmon and William Compton),2.130,1.720
4,6:13,2,9,NWE 49,3,27,Tom Brady pass complete short middle to Brandon LaFell for 17 yards (tackle by Bashaud Breeland and Kyshoen Jarrett),1.720,3.310
4,5:30,1,10,WAS 34,3,27,LeGarrette Blount middle for no gain (tackle by Jeron Johnson),3.310,2.770
4,4:49,2,10,WAS 34,3,27,Tom Brady pass incomplete short left intended for Brandon LaFell,2.770,2.080
4,4:45,3,10,WAS 34,3,27,Tom Brady pass complete short left to Brandon Bolden for 1 yard (tackle by William Compton and Jeron Johnson),2.080,1.150
4,4:02,4,9,WAS 33,3,27,"Penalty on Ryan Allen: Delay of Game, 5 yards (no play)",1.150,0.720
4,3:57,4,14,WAS 38,3,27,"Ryan Allen punts 21 yards, out of bounds",0.720,0.060
4,3:51,1,10,WAS 17,3,27,Kirk Cousins pass complete short middle to Jamison Crowder for 16 yards (tackle by Geneo Grissom),-0.060,1.140
4,3:20,1,10,WAS 33,3,27,Kirk Cousins pass incomplete deep left intended for DeSean Jackson,1.140,0.590
4,3:14,2,10,WAS 33,3,27,"Kirk Cousins pass complete short left to Jamison Crowder for 2 yards (tackle by Jonathan Freeny). Jamison Crowder fumbles (forced by Jonathan Freeny), ball out of bounds at WAS-35",0.590,0.170
4,2:46,3,8,WAS 35,3,27,Kirk Cousins pass complete short middle to Chris Thompson for 8 yards (tackle by Jonathan Bostic and Devin McCourty),0.170,1.800
4,2:20,1,10,WAS 43,3,27,Kirk Cousins pass complete short middle to Andre Roberts for 18 yards (tackle by Logan Ryan),1.800,2.980
4,2:00,1,10,NWE 39,3,27,Kirk Cousins pass complete short right to DeSean Jackson for 4 yards (tackle by Malcolm Butler),2.980,2.980
4,1:32,2,6,NWE 35,3,27,Kirk Cousins pass incomplete deep left intended for Jamison Crowder (defended by Justin Coleman),2.980,2.280
4,1:28,3,6,NWE 35,3,27,Kirk Cousins pass complete short middle to Pierre Garcon for 16 yards (tackle by Logan Ryan),2.280,4.310
4,1:00,1,10,NWE 19,3,27,Kirk Cousins pass complete short left to Chris Thompson for 13 yards (tackle by Duron Harmon and Malcolm Butler),4.310,4.310
4,1:00,1,10,NWE 19,3,27,Timeout #2 by New England Patriots,4.310,5.830
4,0:46,1,6,NWE 6,3,27,Kirk Cousins pass incomplete short left intended for Jordan Reed,5.830,4.950
4,0:42,2,6,NWE 6,3,27,"Kirk Cousins sacked by Akiem Hicks for -9 yards. Penalty on Justin Coleman: Defensive Holding, 3 yards (no play)",4.950,6.510
4,0:33,1,3,NWE 3,3,27,Kirk Cousins pass incomplete short left intended for Pierre Garcon,6.510,5.530
4,0:29,2,3,NWE 3,9,27,"Kirk Cousins pass complete short left to Jordan Reed for 3 yards, touchdown",5.530,7.000
4,0:29,,,NWE 3,10,27,Dustin Hopkins kicks extra point good,0.000,0.000
4,0:29,,,WAS 35,10,27,Dustin Hopkins kicks off 63 yards,0.000,0.380
4,0:22,1,10,NWE 2,10,27,Jimmy Garoppolo kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
