Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Carlos Hyde,HOU,12,35,0,2,13,1.1,22,1.8,2,6.0
Duke Johnson,HOU,7,34,0,2,22,3.1,12,1.7,0,
Deshaun Watson,HOU,3,32,0,1,5,1.7,27,9.0,1,3.0
Bryan Anger,HOU,1,-5,0,,-5,-5.0,0,0.0,0,
Keke Coutee,HOU,1,4,1,1,4,4.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Marlon Mack,IND,18,44,0,,21,1.2,23,1.3,1,18.0
Jacoby Brissett,IND,5,6,0,0,4,0.8,2,0.4,0,
Jordan Wilkins,IND,2,9,0,,6,3.0,3,1.5,0,
Nyheim Hines,IND,1,3,0,0,2,2.0,1,1.0,0,
