Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Phillip Gaines,HOU,0,15,9,60.0%,114,12.7,7.6,1,106.0,10.5,65,49,0,0,0,0.0,0,7,0,0.0%
Lonnie Johnson Jr.,HOU,0,8,7,87.5%,81,11.6,10.1,1,148.4,5.4,43,38,0,0,0,0.0,0,7,2,22.2%
Benardrick McKinney,HOU,0,3,3,100.0%,37,12.3,12.3,0,118.1,2.7,8,29,7,0,0,0.0,0,8,0,0.0%
Zach Cunningham,HOU,0,2,2,100.0%,16,8.0,8.0,1,139.6,-0.5,-1,17,6,1,0,0.0,1,7,0,0.0%
Brennan Scarlett,HOU,0,1,1,100.0%,6,6.0,6.0,0,91.7,3.0,3,3,4,0,0,0.5,1,4,0,0.0%
Jahleel Addae,HOU,0,1,1,100.0%,33,33.0,33.0,0,118.7,22.0,22,11,4,0,0,0.0,0,2,0,0.0%
Angelo Blackson,HOU,0,1,1,100.0%,3,3.0,3.0,1,118.7,-3.0,-3,6,0,0,0,0.0,0,1,0,0.0%
Xavier Crawford,HOU,0,1,1,100.0%,5,5.0,5.0,0,87.5,2.0,2,3,0,0,0,0.0,0,1,0,0.0%
Jacob Martin,HOU,0,1,1,100.0%,16,16.0,16.0,0,118.7,5.0,5,11,3,0,0,0.0,0,2,0,0.0%
Justin Reid,HOU,0,3,1,33.3%,1,1.0,0.3,0,42.4,9.7,-3,4,2,0,0,0.0,0,1,0,0.0%
J.J. Watt,HOU,0,0,0,,,,,,,,,,0,2,6,0.0,8,3,0,0.0%
Whitney Mercilus,HOU,0,1,0,0.0%,,,0.0,,39.6,13.0,,,8,1,0,0.5,2,4,0,0.0%
Tashaun Gipson,HOU,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Pierre Desir,IND,1,14,9,64.3%,114,12.7,8.1,1,83.6,9.3,75,39,0,0,0,0.0,0,7,1,12.5%
Khari Willis,IND,0,6,5,83.3%,43,8.6,7.2,1,136.1,4.5,20,23,2,0,0,0.0,0,5,1,16.7%
Rock Ya-Sin,IND,0,4,4,100.0%,96,24.0,24.0,0,118.7,17.0,68,28,0,0,0,0.0,0,7,0,0.0%
Shaquille Leonard,IND,1,6,3,50.0%,28,9.3,4.7,0,23.6,7.5,22,6,2,0,0,0.0,0,10,1,9.1%
Quincy Wilson,IND,0,3,3,100.0%,38,12.7,12.7,0,118.7,3.7,11,27,0,0,0,0.0,0,1,1,50.0%
George Odum,IND,0,2,2,100.0%,40,20.0,20.0,0,118.7,14.5,29,11,0,0,0,0.0,0,6,0,0.0%
Anthony Walker,IND,0,2,2,100.0%,19,9.5,9.5,0,106.2,9.0,18,1,2,0,0,0.0,0,1,0,0.0%
Jabaal Sheard,IND,0,2,1,50.0%,11,11.0,5.5,0,66.7,4.0,8,3,0,1,0,1.0,2,4,1,20.0%
Al-Quadin Muhammad,IND,0,1,1,100.0%,8,8.0,8.0,0,100.0,2.0,2,6,0,0,0,0.0,0,1,1,50.0%
Rolan Milligan,IND,0,1,1,100.0%,2,2.0,2.0,0,79.2,2.0,2,0,0,0,0,0.0,0,3,0,0.0%
Shakial Taylor,IND,0,3,1,33.3%,15,15.0,5.0,0,50.7,10.3,4,11,2,0,0,0.0,0,1,1,50.0%
Clayton Geathers,IND,0,1,1,100.0%,13,13.0,13.0,0,118.7,12.0,12,1,0,0,0,0.0,0,4,0,0.0%
Justin Houston,IND,0,0,0,,,,,,,,,,0,1,2,2.0,5,3,1,25.0%
Denico Autry,IND,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
