Quarter,Time,Down,ToGo,Location,HOU,IND,Detail,EPB,EPA
2,7:34,3,14,IND 16,3,7,"Jacoby Brissett aborted snap, recovered by Whitney Mercilus at IND-6 and returned for 2 yards (tackle by Ryan Kelly)",-1.690,-6.280
2,7:27,1,4,IND 4,3,7,Carlos Hyde up the middle for no gain (tackle by Jabaal Sheard),6.280,5.340
2,6:53,2,4,IND 4,3,7,Deshaun Watson pass incomplete short middle,5.340,4.490
2,6:47,3,4,IND 4,3,7,Deshaun Watson sacked by Justin Houston for -9 yards,4.490,2.570
2,6:30,4,13,IND 13,6,7,Ka'imi Fairbairn 31 yard field goal good,2.570,3.000
2,6:25,,,HOU 35,6,7,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
2,6:25,1,10,IND 25,6,7,Jacoby Brissett pass complete deep right to T.Y. Hilton for 23 yards (tackle by Phillip Gaines),0.610,2.130
2,5:40,1,10,IND 48,6,7,"Penalty on Ryan Kelly: False Start, 5 yards (no play)",2.130,1.800
2,5:23,1,15,IND 43,6,7,Marlon Mack left end for 6 yards (tackle by Zach Cunningham),1.800,1.720
2,4:34,2,9,IND 49,6,7,Jacoby Brissett pass complete short left to Marlon Mack for 7 yards (tackle by Benardrick McKinney),1.720,1.950
2,4:05,3,2,HOU 44,6,7,Jacoby Brissett pass complete short right to Zach Pascal for 12 yards (tackle by Lonnie Johnson),1.950,3.450
2,3:35,1,10,HOU 32,6,7,Jordan Wilkins left tackle for no gain (tackle by Zach Cunningham),3.450,2.900
2,2:54,2,10,HOU 32,6,7,Jacoby Brissett pass complete short left to T.Y. Hilton for 12 yards (tackle by Phillip Gaines),2.900,4.240
2,2:11,1,10,HOU 20,6,7,Marlon Mack up the middle for 1 yard (tackle by Angelo Blackson),4.240,3.820
2,2:00,2,9,HOU 19,6,7,Jacoby Brissett pass complete short left to Eric Ebron for 17 yards (tackle by Lonnie Johnson),3.820,6.740
2,1:52,1,2,HOU 2,6,13,"Jacoby Brissett pass complete short left to T.Y. Hilton for 2 yards, touchdown",6.740,7.000
2,1:49,,,HOU 15,6,14,Adam Vinatieri kicks extra point good,0.000,0.000
2,1:49,,,IND 35,6,14,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
2,1:49,1,10,HOU 25,6,14,Deshaun Watson pass complete short right to Keke Coutee for 13 yards (tackle by Darius Leonard and George Odum),0.610,1.470
2,1:26,1,10,HOU 38,6,14,Deshaun Watson left end for 19 yards (tackle by Shakial Taylor),1.470,2.720
2,1:11,,,,,,Timeout #1 by Houston Texans,,
2,1:11,1,10,IND 43,6,14,Deshaun Watson pass complete short middle to DeAndre Hopkins for 21 yards (tackle by George Odum),2.720,4.110
2,0:50,1,10,IND 22,6,14,Deshaun Watson pass complete short right to Duke Johnson for 12 yards (tackle by Darius Leonard),4.110,4.910
2,0:41,1,10,IND 10,6,14,Deshaun Watson pass complete short left to DeAndre Hopkins for 2 yards (tackle by Rolan Milligan),4.910,4.570
2,0:36,,,,,,Timeout #2 by Houston Texans,,
2,0:36,2,8,IND 8,6,14,Deshaun Watson pass incomplete short left intended for Duke Johnson,4.570,3.580
2,0:32,3,8,IND 8,6,14,Deshaun Watson pass incomplete short right intended for Keke Coutee,3.580,2.950
2,0:27,4,8,IND 8,9,14,Ka'imi Fairbairn 26 yard field goal good,2.950,3.000
2,0:23,,,HOU 35,9,14,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
2,0:23,1,10,IND 25,9,14,Jacoby Brissett kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,HOU,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,9,14,"Ka'imi Fairbairn kicks off 62 yards, returned by Zach Pascal for 23 yards (tackle by Cullen Gillaspia and Buddy Howell)",0.000,0.670
3,14:53,1,10,IND 26,9,14,Jacoby Brissett pass complete short left to Zach Pascal for 34 yards (tackle by Lonnie Johnson),0.670,2.920
3,14:06,1,10,HOU 40,9,14,Marlon Mack left guard for no gain (tackle by J.J. Watt),2.920,2.370
3,13:32,2,10,HOU 40,9,14,Marlon Mack left tackle for no gain (tackle by Zach Cunningham and Whitney Mercilus),2.370,1.680
3,12:53,3,10,HOU 40,9,14,Jacoby Brissett pass complete short right to Eric Ebron for 16 yards (tackle by Jacob Martin),1.680,3.970
3,12:03,,,,,,Timeout #1 by Indianapolis Colts,,
3,12:03,1,10,HOU 24,9,14,Jacoby Brissett pass complete short right to T.Y. Hilton for 11 yards (tackle by Phillip Gaines),3.970,4.710
3,11:24,1,10,HOU 13,9,14,Jacoby Brissett pass incomplete short right intended for Jack Doyle,4.710,4.050
3,11:17,2,10,HOU 13,9,14,Jordan Wilkins right end for 9 yards (tackle by Jahleel Addae),4.050,5.010
3,10:34,3,1,HOU 4,9,20,"Jacoby Brissett pass complete short left to Eric Ebron for 4 yards, touchdown",5.010,7.000
3,10:29,,,HOU 15,9,21,Adam Vinatieri kicks extra point good,0.000,0.000
3,10:29,,,IND 35,9,21,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
3,10:29,1,10,HOU 25,9,21,Deshaun Watson pass complete short middle to DeAndre Hopkins for 14 yards (tackle by Pierre Desir),0.610,1.530
3,10:07,1,10,HOU 39,9,21,Carlos Hyde right end for 5 yards (tackle by Ben Banogu and Rock Ya-Sin),1.530,1.660
3,9:47,2,5,HOU 44,9,21,Carlos Hyde right end for 7 yards (tackle by Clayton Geathers),1.660,2.320
3,9:16,1,10,IND 49,9,21,Deshaun Watson pass complete deep left to Kenny Stills for 45 yards (tackle by Rock Ya-Sin),2.320,6.280
3,8:48,1,4,IND 4,15,21,"Keke Coutee left end for 4 yards, touchdown",6.280,7.000
3,8:43,,,IND 15,16,21,Ka'imi Fairbairn kicks extra point good,0.000,0.000
3,8:43,,,HOU 35,16,21,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
3,8:43,1,10,IND 25,16,21,Jacoby Brissett pass incomplete deep right intended for Chester Rogers. Penalty on Braden Smith: Offensive Holding (Offsetting) (no play),0.610,0.610
3,8:32,1,10,IND 25,16,21,Jacoby Brissett pass complete short left to Marlon Mack for 3 yards (tackle by Phillip Gaines),0.610,0.470
3,7:54,2,7,IND 28,16,21,"Marlon Mack right end for no gain (tackle by Jahleel Addae). Penalty on Jack Doyle: Offensive Holding, 10 yards (no play)",0.470,-0.980
3,7:28,2,17,IND 18,16,21,Jacoby Brissett pass complete short middle to Jordan Wilkins for 6 yards (tackle by Brennan Scarlett),-0.980,-0.760
3,6:45,3,11,IND 24,16,21,"Jacoby Brissett pass incomplete short left. Penalty on Keion Crossen: Defensive Holding, 5 yards (no play)",-0.760,0.870
3,6:37,1,10,IND 29,16,21,Marlon Mack left end for 2 yards (tackle by Brennan Scarlett),0.870,0.600
3,5:58,2,8,IND 31,16,21,Jacoby Brissett pass complete short right to Marlon Mack for 2 yards (tackle by Lonnie Johnson),0.600,0.170
3,5:15,3,6,IND 33,16,21,Jacoby Brissett pass complete deep right to Eric Ebron for 33 yards (tackle by Jahleel Addae and Phillip Gaines),0.170,3.310
3,4:31,1,10,HOU 34,16,21,Nyheim Hines up the middle for 3 yards (tackle by D.J. Reader),3.310,3.180
3,3:52,2,7,HOU 31,16,21,Zach Pascal pass incomplete deep right intended for Nyheim Hines,3.180,2.480
3,3:46,3,7,HOU 31,16,21,Jacoby Brissett pass complete short left to T.Y. Hilton for 25 yards (tackle by Jahleel Addae),2.480,5.830
3,3:27,1,6,HOU 6,16,21,Marlon Mack left guard for 1 yard (tackle by Angelo Blackson),5.830,5.150
3,2:48,2,5,HOU 5,16,21,"Marlon Mack left tackle for no gain (tackle by J.J. Watt and Zach Cunningham). Penalty on Mark Glowinski: Offensive Holding, 10 yards (no play)",5.150,3.460
3,2:19,2,15,HOU 15,16,21,Jacoby Brissett left end for 3 yards (tackle by Benardrick McKinney),3.460,3.100
3,1:33,3,12,HOU 12,16,21,"Jacoby Brissett pass incomplete short right intended for Zach Pascal (defended by Phillip Gaines). Penalty on Benardrick McKinney: Unnecessary Roughness, 6 yards",3.100,5.830
3,1:30,1,6,HOU 6,16,21,"Jacoby Brissett pass incomplete short right intended for Eric Ebron. Penalty on Lonnie Johnson: Defensive Holding, 3 yards (no play)",5.830,6.510
3,1:22,1,3,HOU 3,16,27,"Jacoby Brissett pass complete short middle to Zach Pascal for 3 yards, touchdown",6.510,7.000
3,1:14,,,HOU 15,16,28,Adam Vinatieri kicks extra point good,0.000,0.000
3,1:14,,,IND 35,16,28,"Rigoberto Sanchez kicks off 64 yards, returned by DeAndre Carter for 25 yards (tackle by Marvell Tell)",0.000,0.670
3,1:09,1,10,HOU 26,16,28,Carlos Hyde right tackle for -1 yards (tackle by Jabaal Sheard),0.670,-0.010
3,0:37,2,11,HOU 25,16,28,Deshaun Watson pass complete short middle to DeAndre Hopkins for 10 yards (tackle by Pierre Desir and Darius Leonard),-0.010,0.630
Quarter,Time,Down,ToGo,Location,HOU,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,HOU 35,16,28,Deshaun Watson pass incomplete short middle intended for Kenny Stills,0.630,-1.040
4,14:56,4,1,HOU 35,16,28,Deshaun Watson pass complete short right to Kenny Stills for 4 yards (tackle by Rock Ya-Sin),-1.040,1.530
4,14:24,1,10,HOU 39,16,28,Carlos Hyde right tackle for 5 yards (tackle by Grover Stewart and Denico Autry),1.530,1.660
4,13:53,2,5,HOU 44,16,28,Carlos Hyde left tackle for 4 yards (tackle by Clayton Geathers and Khari Willis),1.660,1.490
4,13:10,3,1,HOU 48,16,28,Deshaun Watson pass incomplete short left intended for Carlos Hyde,1.490,-0.190
4,13:06,4,1,HOU 48,16,28,Deshaun Watson pass incomplete short middle intended for DeAndre Hopkins (defended by Denico Autry),-0.190,-2.390
4,13:02,1,10,HOU 48,16,28,Marlon Mack up the middle for 6 yards (tackle by Zach Cunningham),2.390,2.660
4,12:28,2,4,HOU 42,16,28,Jacoby Brissett pass incomplete short right,2.660,1.950
4,12:22,3,4,HOU 42,16,28,Jacoby Brissett pass incomplete short right,1.950,0.460
4,12:22,4,4,HOU 42,16,28,"Penalty on IND: Delay of Game, 5 yards (no play)",0.460,0.130
4,12:17,4,9,HOU 47,16,28,"Rigoberto Sanchez punts 36 yards, fair catch by DeAndre Carter at HOU-11",0.130,0.370
4,12:09,1,10,HOU 11,16,28,Carlos Hyde left tackle for 10 yards (tackle by Clayton Geathers and Khari Willis),-0.370,0.340
4,11:50,1,10,HOU 21,16,28,Deshaun Watson pass complete short middle to DeAndre Hopkins for 15 yards (tackle by Pierre Desir),0.340,1.330
4,11:22,1,10,HOU 36,16,28,Carlos Hyde right end for -3 yards (tackle by Ben Banogu),1.330,0.390
4,10:47,2,13,HOU 33,16,28,Deshaun Watson left end for 11 yards (tackle by Rock Ya-Sin),0.390,1.160
4,10:10,3,2,HOU 44,16,28,Deshaun Watson pass complete short right to DeAndre Hopkins for 15 yards (tackle by Khari Willis),1.160,2.850
4,9:40,1,10,IND 41,16,28,Deshaun Watson pass short left intended for Duke Johnson is intercepted by Pierre Desir at IND-34 and returned for no gain,2.850,-1.200
4,9:31,1,10,IND 34,16,28,Marlon Mack left end for 1 yard (tackle by Whitney Mercilus),1.200,0.790
4,9:00,2,9,IND 35,16,28,Jacoby Brissett pass incomplete short right intended for T.Y. Hilton,0.790,0.100
4,8:56,3,9,IND 35,16,28,Jacoby Brissett pass incomplete short right intended for T.Y. Hilton,0.100,-1.040
4,8:52,4,9,IND 35,16,28,"Rigoberto Sanchez punts 47 yards, returned by DeAndre Carter for 3 yards (tackle by Clayton Geathers)",-1.040,-0.340
4,8:41,1,10,HOU 21,16,28,Deshaun Watson pass complete deep right to Kenny Stills for 41 yards (tackle by Rock Ya-Sin),0.340,3.050
4,8:23,1,10,IND 38,16,28,Deshaun Watson pass complete short left to Darren Fells for 8 yards (tackle by Al-Quadin Muhammad),3.050,3.590
4,8:02,2,2,IND 30,16,28,Duke Johnson left tackle for 11 yards (tackle by George Odum),3.590,4.310
4,7:32,1,10,IND 19,16,28,Deshaun Watson pass complete short left to Keke Coutee for 7 yards (tackle by Darius Leonard),4.310,4.920
4,7:12,2,3,IND 12,16,28,Duke Johnson left end for 8 yards (tackle by Justin Houston and Darius Leonard),4.920,6.280
4,6:43,1,4,IND 4,22,28,"Deshaun Watson pass complete short right to DeAndre Hopkins for 4 yards, touchdown",6.280,7.000
4,6:38,,,IND 15,23,28,Ka'imi Fairbairn kicks extra point good,0.000,0.000
4,6:38,,,HOU 35,23,28,"Ka'imi Fairbairn kicks off 64 yards, returned by Zach Pascal for 25 yards (tackle by Xavier Crawford)",0.000,0.670
4,6:30,1,10,IND 26,23,28,Jacoby Brissett pass complete short left to Zach Pascal for 26 yards (tackle by Lonnie Johnson),0.670,2.390
4,5:53,1,10,HOU 48,23,28,Jacoby Brissett pass complete short left to Jack Doyle for -4 yards (tackle by Benardrick McKinney),2.390,1.310
4,5:13,2,14,IND 48,23,28,Jacoby Brissett pass complete short right to Chester Rogers for 5 yards (tackle by Phillip Gaines),1.310,1.290
4,4:25,3,9,HOU 47,23,28,Jacoby Brissett pass incomplete deep right intended for T.Y. Hilton,1.290,0.130
4,4:19,4,9,HOU 47,23,28,"Penalty on IND: Delay of Game, 5 yards (no play)",0.130,-0.190
4,4:19,4,14,IND 48,23,28,Rigoberto Sanchez punts 48 yards downed by Clayton Geathers,-0.190,0.380
4,4:09,1,10,HOU 4,23,28,Deshaun Watson pass incomplete short left intended for DeAndre Hopkins (defended by Pierre Desir),-0.380,-0.780
4,4:04,2,10,HOU 4,23,28,Duke Johnson right guard for 3 yards (tackle by Khari Willis and Darius Leonard),-0.780,-1.070
4,3:23,3,7,HOU 7,23,28,Deshaun Watson sacked by Justin Houston for -2 yards,-1.070,-2.490
4,2:44,,,,,,Timeout #1 by Houston Texans,,
4,2:44,4,9,HOU 5,23,30,"Bryan Anger up the middle for -5 yards (tackle by Zach Pascal), safety.",-2.490,-2.000
4,2:41,,,HOU 20,23,30,"Bryan Anger kicks off 73 yards, returned by Chester Rogers for 13 yards (tackle by A.J. Moore)",0.000,0.280
4,2:35,1,10,IND 20,23,30,Marlon Mack left end for -2 yards (tackle by Benardrick McKinney and Whitney Mercilus),0.280,-0.630
4,2:00,2,12,IND 18,23,30,Marlon Mack up the middle for 2 yards (tackle by Brennan Scarlett),-0.630,-0.960
4,1:54,,,,,,Timeout #2 by Houston Texans,,
4,1:54,3,10,IND 20,23,30,Jacoby Brissett pass complete short right to T.Y. Hilton for 1 yard (tackle by Justin Reid),-0.960,-1.960
4,1:49,,,,,,Timeout #3 by Houston Texans,,
4,1:49,4,9,IND 21,23,30,"Rigoberto Sanchez punts 43 yards, fair catch by DeAndre Carter at HOU-36",-1.960,-1.330
4,1:41,1,10,HOU 36,23,30,Deshaun Watson pass complete short left to Jordan Akins for 6 yards (tackle by Quincy Wilson),1.330,1.600
4,1:19,2,4,HOU 42,23,30,"Penalty on Laremy Tunsil: False Start, 5 yards (no play)",1.600,0.930
4,1:05,2,9,HOU 37,23,30,Deshaun Watson pass incomplete short left intended for Duke Johnson,0.930,0.230
4,0:59,3,9,HOU 37,23,30,Deshaun Watson pass complete short middle to Jordan Akins for 11 yards (tackle by Darius Leonard),0.230,2.130
4,0:37,1,10,HOU 48,23,30,Deshaun Watson pass deep middle intended for Keke Coutee is intercepted by Darius Leonard at IND-32 and returned for no gain,2.130,-1.070
4,0:26,1,10,IND 32,23,30,Jacoby Brissett kneels for -1 yards,1.070,0.390
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
