Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bears won the coin toss and deferred, Vikings to receive the opening kickoff.",,
1,15:00,,,CHI 35,0,0,"Robbie Gould kicks off 65 yards, touchback",0.000,0.280
1,15:00,1,10,MIN 20,0,0,Christian Ponder sacked by Henry Melton for -9 yards,0.280,-1.440
1,14:37,2,19,MIN 11,0,0,Adrian Peterson right tackle for 1 yard (tackle by Nick Roach),-1.440,-2.360
1,14:02,3,18,MIN 12,0,0,Christian Ponder pass complete short left to Jarius Wright for 12 yards (tackle by Brian Urlacher and Lance Briggs),-2.360,-1.770
1,13:23,4,6,MIN 24,0,0,"Chris Kluwe punts 53 yards, returned by Devin Hester for 6 yards (tackle by Harrison Smith)",-1.770,-0.870
1,13:12,1,10,CHI 29,0,0,"Matt Forte left guard for -1 yards. Matt Forte fumbles, recovered by Chad Greenway at CHI-28 (tackle by Lance Louis)",0.870,-3.710
1,13:07,1,10,CHI 28,0,0,Christian Ponder pass incomplete deep middle intended for Kyle Rudolph (defended by Lance Briggs),3.710,3.170
1,13:02,2,10,CHI 28,0,0,Adrian Peterson right guard for 6 yards (tackle by Nick Roach),3.170,3.270
1,12:26,3,4,CHI 22,0,0,Christian Ponder pass incomplete short right intended for Jerome Simpson (defended by Charles Tillman),3.270,2.070
1,12:22,4,4,CHI 22,3,0,Blair Walsh 40 yard field goal good,2.070,3.000
1,12:17,,,MIN 35,3,0,"Blair Walsh kicks off 55 yards, returned by Eric Weems for 12 yards (tackle by Marvin Mitchell)",0.000,0.410
1,12:13,1,10,CHI 22,3,0,Jay Cutler sacked by Fred Evans for -5 yards,0.410,-0.940
1,11:40,2,15,CHI 17,3,0,Matt Forte right end for 2 yards (tackle by Jasper Brinkley),-0.940,-1.290
1,11:02,3,13,CHI 19,3,0,Jay Cutler pass complete short right to Matt Forte for 4 yards (tackle by Josh Robinson),-1.290,-1.830
1,10:23,4,9,CHI 23,3,0,Adam Podlesh punts 45 yards,-1.830,-1.070
1,10:13,1,10,MIN 32,3,0,"Adrian Peterson left end for 1 yard (tackle by Nick Roach). Adrian Peterson fumbles (forced by Nick Roach), recovered by Charles Tillman at MIN-33 (tackle by Adrian Peterson)",1.070,-3.310
1,10:07,1,10,MIN 34,3,0,Matt Forte right guard for 4 yards (tackle by Letroy Guion),3.310,3.310
1,9:34,2,6,MIN 30,3,0,Jay Cutler pass incomplete short left intended for Brandon Marshall (defended by Jared Allen),3.310,2.610
1,9:29,3,6,MIN 30,3,0,Jay Cutler pass complete short middle to Earl Bennett for 11 yards (tackle by Jamarca Sanford),2.610,4.310
1,8:46,1,10,MIN 19,3,0,Michael Bush right guard for 3 yards (tackle by Harrison Smith),4.310,4.180
1,8:07,2,7,MIN 16,3,0,Jay Cutler pass complete short middle to Kellen Davis for 15 yards (tackle by Jamarca Sanford),4.180,6.970
1,7:21,1,1,MIN 1,3,6,"Michael Bush left end for 1 yard, touchdown",6.970,7.000
1,7:21,,,MIN 2,3,7,Robbie Gould kicks extra point good,0.000,0.000
1,7:17,,,CHI 35,3,7,"Robbie Gould kicks off 58 yards, returned by Matt Asiata for 15 yards (tackle by Eric Weems)",0.000,0.410
1,7:12,1,10,MIN 22,3,7,Christian Ponder pass complete short left to Jerome Simpson for 1 yard (tackle by Charles Tillman),0.410,0.000
1,6:40,2,9,MIN 23,3,7,Christian Ponder pass incomplete short right intended for Adrian Peterson,0.000,-0.690
1,6:31,3,9,MIN 23,3,7,Christian Ponder pass complete short left to Jarius Wright for 8 yards (tackle by Charles Tillman),-0.690,-1.310
1,5:51,4,1,MIN 31,3,7,"Chris Kluwe punts 23 yards, out of bounds",-1.310,-1.990
1,5:45,1,10,CHI 46,3,7,Jay Cutler pass complete short middle to Brandon Marshall for 8 yards (tackle by Harrison Smith),1.990,2.530
1,5:09,2,2,MIN 46,3,7,Michael Bush left guard for 1 yard (tackle by Jared Allen),2.530,1.950
1,4:31,3,1,MIN 45,3,7,Michael Bush right end for 2 yards (tackle by Christian Ballard),1.950,2.720
1,3:57,1,10,MIN 43,3,7,Michael Bush right guard for 1 yard (tackle by Christian Ballard and Letroy Guion),2.720,2.310
1,3:19,2,9,MIN 42,3,7,Jay Cutler pass complete short left to Brandon Marshall for 8 yards (tackle by Erin Henderson),2.310,2.680
1,2:51,3,1,MIN 34,3,7,"Michael Bush left end for 1 yard (tackle by Chad Greenway). Penalty on A.J. Jefferson: Unnecessary Roughness, 15 yards",2.680,4.370
1,2:22,1,10,MIN 18,3,7,"Jay Cutler left end for 5 yards (tackle by A.J. Jefferson). Penalty on Jay Cutler: Taunting, 15 yards",4.370,2.480
1,2:00,2,20,MIN 28,3,7,Matt Forte left tackle for 6 yards (tackle by Chad Greenway),2.480,0.000
1,1:20,,,,3,7,Timeout #1 by Chicago Bears,0.000,2.610
1,1:20,3,14,MIN 22,3,7,Jay Cutler pass complete short right to Brandon Marshall for -7 yards (tackle by Harrison Smith),2.610,1.500
1,0:37,4,21,MIN 29,3,10,Robbie Gould 47 yard field goal good,1.500,3.000
1,0:32,,,CHI 35,3,10,"Robbie Gould kicks off 68 yards, returned by Marcus Sherels for 38 yards (tackle by Armando Allen)",0.000,1.270
1,0:24,1,10,MIN 35,3,10,Adrian Peterson right guard for 5 yards (tackle by Corey Wootton and Lance Briggs),1.270,1.400
Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,MIN 40,3,10,Christian Ponder pass complete short right to Jarius Wright for 4 yards (tackle by Tim Jennings),1.400,1.220
2,14:24,3,1,MIN 44,3,10,Christian Ponder pass complete short right to Kyle Rudolph for 25 yards (tackle by Chris Conte),1.220,3.510
2,13:56,1,10,CHI 31,3,10,Adrian Peterson left end for 8 yards (tackle by Kelvin Hayden and Chris Conte),3.510,4.050
2,13:16,2,2,CHI 23,3,10,Christian Ponder pass complete short left to Adrian Peterson for 7 yards (tackle by Kelvin Hayden),4.050,4.510
2,12:54,1,10,CHI 16,3,10,Adrian Peterson right tackle for 4 yards (tackle by Tim Jennings),4.510,4.570
2,12:20,2,6,CHI 12,3,10,Christian Ponder pass incomplete,4.570,3.730
2,12:10,3,6,CHI 12,3,10,Christian Ponder pass incomplete short right intended for Kyle Rudolph,3.730,2.660
2,12:05,4,6,CHI 12,3,10,"Blair Walsh 30 yard field goal no good, blocked by Julius Peppers",2.660,-0.280
2,12:00,1,10,CHI 20,3,10,Matt Forte left guard for 5 yards (tackle by Jasper Brinkley),0.280,0.410
2,11:18,2,5,CHI 25,3,10,Jay Cutler pass incomplete short middle intended for Kellen Davis,0.410,-0.300
2,11:11,3,5,CHI 25,3,10,Matt Forte left end for 6 yards (tackle by Jasper Brinkley),-0.300,1.000
2,10:32,1,10,CHI 31,3,10,Jay Cutler pass complete short right to Brandon Marshall for 7 yards (tackle by Antoine Winfield),1.000,1.410
2,9:47,2,3,CHI 38,3,10,Matt Forte right tackle for no gain (tackle by Brian Robison),1.410,0.700
2,9:08,3,3,CHI 38,3,10,Jay Cutler pass complete short left to Evan Rodriguez for 11 yards (tackle by Chad Greenway),0.700,2.190
2,8:40,1,10,CHI 49,3,10,Michael Bush right guard for 5 yards (tackle by Erin Henderson),2.190,2.320
2,8:07,2,5,MIN 46,3,10,Michael Bush right guard for 3 yards (tackle by Chad Greenway),2.320,2.010
2,7:28,3,2,MIN 43,3,10,Michael Bush right tackle for 1 yard (tackle by Mistral Raymond),2.010,0.460
2,6:48,4,1,MIN 42,3,10,Michael Bush right tackle for 5 yards (tackle by Erin Henderson),0.460,3.120
2,6:16,1,10,MIN 37,3,10,Jay Cutler pass complete short left to Earl Bennett for 4 yards (tackle by Erin Henderson),3.120,3.110
2,5:36,2,6,MIN 33,3,10,Matt Forte right end for 2 yards (tackle by Antoine Winfield),3.110,2.680
2,4:59,3,4,MIN 31,3,10,Jay Cutler pass complete short right to Brandon Marshall for 6 yards (tackle by Harrison Smith),2.680,3.910
2,4:17,1,10,MIN 25,3,10,"Jay Cutler pass incomplete deep right intended for Brandon Marshall. Penalty on Antoine Winfield: Defensive Pass Interference, 24 yards (no play)",3.910,6.970
2,4:05,1,1,MIN 1,3,16,"Michael Bush left end for 1 yard, touchdown",6.970,7.000
2,4:05,,,,3,18,"Two Point Attempt: Adam Podlesh left tackle, conversion succeeds",0.000,1.000
2,4:01,,,CHI 35,3,18,"Robbie Gould kicks off 68 yards, returned by Josh Robinson for 14 yards (tackle by Eric Weems)",0.000,-0.370
2,3:57,1,10,MIN 11,3,18,Adrian Peterson right tackle for no gain (tackle by Major Wright),-0.370,-0.780
2,3:18,2,10,MIN 11,3,18,Christian Ponder left end for 6 yards (tackle by Lance Briggs),-0.780,-0.720
2,2:44,3,4,MIN 17,3,18,Christian Ponder pass complete short left to Kyle Rudolph for 8 yards (tackle by Chris Conte),-0.720,0.610
2,2:13,1,10,MIN 25,3,18,Christian Ponder pass incomplete short right intended for Devin Aromashodu,0.610,0.060
2,2:08,2,10,MIN 25,3,18,Christian Ponder pass incomplete deep middle intended for Devin Aromashodu is intercepted by Chris Conte at MIN-48 and returned for 35 yards (tackle by Charlie Johnson),0.060,-4.710
2,1:55,1,10,MIN 13,3,24,"Jay Cutler pass complete short left to Matt Spaeth for 13 yards, touchdown",4.710,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,1:55,,,MIN 2,3,25,Robbie Gould kicks extra point good,0.000,0.000
2,1:48,,,CHI 35,3,25,"Robbie Gould kicks off 65 yards, touchback",0.000,0.280
2,1:44,1,10,MIN 20,3,25,Christian Ponder pass incomplete short right intended for Jarius Wright,0.280,-0.270
2,1:43,2,10,MIN 20,3,25,Christian Ponder pass incomplete deep middle intended for Kyle Rudolph,-0.270,-0.960
2,1:39,3,10,MIN 20,3,25,Christian Ponder pass complete short left to Jarius Wright for 5 yards (tackle by Kelvin Hayden),-0.960,-1.700
2,1:33,4,5,MIN 25,3,25,Chris Kluwe punts 42 yards,-1.700,-1.140
