Quarter,Time,Down,ToGo,Location,CLE,DET,Detail,EPB,EPA
Quarter,Time,Down,ToGo,Location,CLE,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,12,DET 46,10,3,"Britton Colquitt punts 36 yards, fair catch by Jamal Agnew",0.200,0.380
2,14:53,1,10,DET 10,10,3,Ameer Abdullah left end for 19 yards (tackle by Joe Schobert),-0.380,0.870
2,14:10,1,10,DET 29,10,3,Theo Riddick left end for 10 yards (tackle by Joe Schobert and Christian Kirksey),0.870,1.530
2,13:31,1,10,DET 39,10,3,Matthew Stafford pass complete short middle to Theo Riddick for 7 yards (tackle by Christian Kirksey),1.530,1.930
2,12:47,2,3,DET 46,10,3,Matthew Stafford pass complete short middle to Golden Tate for 35 yards (tackle by Derrick Kindred),1.930,0.000
2,11:53,,,,,,Timeout #2 by Detroit Lions,0.000,-4.310
2,11:53,1,10,CLE 19,10,3,Matthew Stafford pass incomplete,4.310,3.750
2,11:48,2,10,CLE 19,10,3,Ameer Abdullah left end for 2 yards (tackle by Danny Shelton),3.750,3.260
2,11:06,3,8,CLE 17,10,3,Matthew Stafford for 9 yards (tackle by Christian Kirksey),3.260,5.370
2,10:30,1,8,CLE 8,10,9,"Ameer Abdullah middle for 8 yards, touchdown",5.370,7.000
2,10:25,,,CLE 15,10,10,Matt Prater kicks extra point good,0.000,0.000
2,10:25,,,DET 35,10,10,"Sam Martin kicks off 65 yards, touchback",0.000,-0.610
2,10:25,1,10,CLE 25,10,10,Isaiah Crowell left end for -4 yards (tackle by Anthony Zettel),0.610,-0.480
2,9:47,2,14,CLE 21,10,10,DeShone Kizer pass incomplete short left intended for Isaiah Crowell,-0.480,-1.150
2,9:39,3,14,CLE 21,10,10,DeShone Kizer pass complete short middle to Duke Johnson for 10 yards (tackle by Glover Quin),-1.150,-1.310
2,8:52,4,4,CLE 31,10,10,"Britton Colquitt punts 49 yards, returned by Jamal Agnew for 10 yards (tackle by Mike Jordan)",-1.310,-0.940
2,8:40,1,10,DET 30,10,10,"Theo Riddick right end for 5 yards (tackle by Nate Orchard). Penalty on Eric Ebron: Offensive Holding, 10 yards (no play)",0.940,0.280
2,8:18,1,20,DET 20,10,10,Matthew Stafford pass complete short left to Golden Tate for 4 yards (tackle by Joe Schobert),0.280,-0.420
2,7:34,2,16,DET 24,10,10,Matthew Stafford pass complete short left to Golden Tate for 4 yards (tackle by Jason McCourty),-0.420,-0.560
2,6:47,3,12,DET 28,10,10,Matthew Stafford sacked by Emmanuel Ogbah for -3 yards,-0.560,-1.700
2,6:13,4,15,DET 25,10,10,"Sam Martin punts 43 yards, fair catch by Jabrill Peppers. Penalty on Briean Boddy-Calhoun: Offensive Holding, 10 yards",-1.700,-0.410
2,6:05,1,10,CLE 22,10,10,DeShone Kizer pass complete short left to Ricardo Louis for 3 yards (tackle by Darius Slay),0.410,0.270
2,5:40,2,7,CLE 25,10,10,Isaiah Crowell right tackle for 4 yards (tackle by Tahir Whitehead and Cornelius Washington),0.270,0.100
2,5:00,3,3,CLE 29,10,10,DeShone Kizer right end for 5 yards (tackle by Quandre Diggs and Anthony Zettel),0.100,0.000
2,4:11,,,,,,Timeout #2 by Cleveland Browns,0.000,-1.200
2,4:11,1,10,CLE 34,10,10,DeShone Kizer pass incomplete short left intended for Bryce Treggs,1.200,0.660
2,4:08,2,10,CLE 34,10,16,"DeShone Kizer pass complete short right to Seth Devalve for 9 yards (tackle by Nevin Lawson). Seth Devalve fumbles (forced by Nevin Lawson), recovered by Nevin Lawson at CLE-44 and returned for 44 yards, touchdown",0.660,-7.000
2,,,,CLE 15,10,17,Matt Prater kicks extra point good,,
2,3:55,,,DET 35,10,17,"Sam Martin kicks off 65 yards, touchback",0.000,-0.610
2,3:55,1,10,CLE 25,10,17,Duke Johnson right tackle for 3 yards (tackle by Tavon Wilson and Tahir Whitehead),0.610,0.470
2,3:12,2,7,CLE 28,10,17,"DeShone Kizer pass incomplete deep right intended for David Njoku. Penalty on Jarrad Davis: Defensive Pass Interference, 19 yards (no play)",0.470,2.060
2,3:06,1,10,CLE 47,10,17,DeShone Kizer pass complete deep middle to Rashard Higgins for 18 yards (tackle by Glover Quin),2.060,3.250
2,2:42,1,10,DET 35,10,17,Duke Johnson left tackle for 9 yards (tackle by Quandre Diggs),3.250,3.920
2,2:10,2,1,DET 26,10,17,Duke Johnson middle for no gain (tackle by Nevin Lawson),3.920,3.200
2,2:00,3,1,DET 26,10,17,Isaiah Crowell middle for 2 yards (tackle by A'Shawn Robinson),3.200,3.970
2,1:29,1,10,DET 24,10,17,DeShone Kizer sacked by Anthony Zettel for -3 yards,3.970,0.000
2,1:17,,,,,,Timeout #3 by Cleveland Browns,0.000,-3.030
2,1:17,2,13,DET 27,10,17,DeShone Kizer pass complete short right to Rashard Higgins for 7 yards (tackle by Quandre Diggs),3.030,3.270
2,0:40,3,6,DET 20,10,17,DeShone Kizer middle for 18 yards (tackle by Quandre Diggs),3.270,0.000
2,0:19,,,,,,Timeout #3 by Detroit Lions,0.000,-6.740
2,0:19,1,2,DET 2,10,17,DeShone Kizer pass incomplete short left intended for David Njoku (defended by Tahir Whitehead),6.740,5.720
2,0:15,2,2,DET 2,10,17,"DeShone Kizer middle for no gain (tackle by A'Shawn Robinson and Akeem Spence). Penalty on Duke Johnson: Unsportsmanlike Conduct, 15 yards",5.720,4.950
Quarter,Time,Down,ToGo,Location,CLE,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,,10,17,"Sam Martin kicks off 48 yards, returned by Jabrill Peppers for 13 yards (tackle by Dwayne Washington)",0.000,0.220
3,14:55,1,10,CLE 15,10,17,DeShone Kizer pass complete short left to David Njoku for 3 yards (tackle by Darius Slay),-0.220,-0.280
3,14:30,2,7,CLE 18,10,17,Isaiah Crowell middle for 21 yards (tackle by Jarrad Davis),-0.280,1.530
3,13:51,1,10,CLE 39,10,17,Isaiah Crowell middle for 4 yards (tackle by A'Shawn Robinson and Paul Worrilow),1.530,1.530
3,13:14,2,6,CLE 43,10,17,DeShone Kizer pass complete short right to Ricardo Louis for 12 yards (tackle by Darius Slay),1.530,2.590
3,12:41,1,10,DET 45,10,17,Duke Johnson middle for 6 yards (tackle by Glover Quin and Paul Worrilow),2.590,2.850
3,12:07,2,4,DET 39,10,17,Duke Johnson middle for 19 yards (tackle by Tavon Wilson),2.850,4.240
3,11:38,1,10,DET 20,10,17,Isaiah Crowell right tackle for 14 yards (tackle by Glover Quin and Quandre Diggs),4.240,5.830
3,11:06,1,6,DET 6,16,17,"Isaiah Crowell left end for 6 yards, touchdown",5.830,7.000
3,11:01,,,DET 15,17,17,Zane Gonzalez kicks extra point good,0.000,0.000
3,11:01,,,CLE 35,17,17,"Zane Gonzalez kicks off 65 yards, touchback",0.000,-0.610
3,11:01,1,10,DET 25,17,17,Ameer Abdullah right tackle for 1 yard (tackle by Christian Kirksey),0.610,0.200
3,10:26,2,9,DET 26,17,17,Matthew Stafford pass complete short right to Marvin Jones for 22 yards (tackle by Jabrill Peppers and Christian Kirksey),0.200,2.130
3,9:54,1,10,DET 48,17,17,Ameer Abdullah right end for no gain (tackle by Danny Shelton and Christian Kirksey),2.130,1.580
3,9:16,2,10,DET 48,17,17,Ameer Abdullah middle for 4 yards (tackle by Joe Schobert),1.580,1.420
3,8:38,3,6,CLE 48,17,17,Matthew Stafford pass incomplete short right intended for T.J. Jones,1.420,0.070
3,8:34,4,6,CLE 48,17,17,"Sam Martin punts 48 yards, touchback",0.070,-0.280
3,8:24,1,10,CLE 20,17,17,DeShone Kizer pass incomplete short right intended for Bryce Treggs (defended by D.J. Hayden),0.280,-0.270
3,8:20,2,10,CLE 20,17,17,Isaiah Crowell middle for 2 yards (tackle by Anthony Zettel),-0.270,-0.690
3,7:37,3,8,CLE 22,17,17,DeShone Kizer right end for 20 yards (tackle by Glover Quin),-0.690,1.730
3,6:56,1,10,CLE 42,17,17,Duke Johnson middle for 14 yards (tackle by D.J. Hayden),1.730,2.650
3,6:15,1,10,DET 44,17,17,DeShone Kizer pass complete short middle to Isaiah Crowell for 5 yards (tackle by Tahir Whitehead),2.650,2.780
3,5:34,2,5,DET 39,17,17,Isaiah Crowell middle for 8 yards (tackle by Jeremiah Ledbetter),2.780,3.510
3,4:53,1,10,DET 31,17,17,"Penalty on Kevin Zeitler: False Start, 5 yards (no play)",3.510,3.180
3,4:30,1,15,DET 36,17,17,Duke Johnson right tackle for no gain (tackle by Paul Worrilow),3.180,2.290
3,3:50,2,15,DET 36,17,17,DeShone Kizer pass complete deep left to Seth Devalve for 35 yards (tackle by Tahir Whitehead),2.290,6.970
3,3:08,1,1,DET 1,17,17,Isaiah Crowell middle for no gain (tackle by Khyri Thornton and Paul Worrilow),6.970,5.910
3,2:28,2,1,DET 1,23,17,"DeShone Kizer middle for 1 yard, touchdown",5.910,7.000
3,2:23,,,DET 15,24,17,Zane Gonzalez kicks extra point good,0.000,0.000
3,2:23,,,CLE 35,24,17,"Zane Gonzalez kicks off 65 yards, touchback",0.000,-0.610
3,2:23,1,10,DET 25,24,17,Matthew Stafford pass complete short right to Kenny Golladay for 14 yards (tackle by Jamar Taylor),0.610,1.530
3,1:55,1,10,DET 39,24,17,Matthew Stafford pass complete deep right to Kenny Golladay for 50 yards (tackle by Derrick Kindred),1.530,4.840
3,1:39,1,10,CLE 11,24,17,Matthew Stafford pass complete short left to Ameer Abdullah for 3 yards (tackle by Jason McCourty),4.840,4.700
3,0:56,2,7,CLE 8,24,23,"Matthew Stafford pass complete short left to Theo Riddick for 8 yards, touchdown",4.700,7.000
3,0:52,,,CLE 15,24,24,Matt Prater kicks extra point good,0.000,0.000
3,0:52,,,DET 35,24,24,"Sam Martin kicks off 65 yards, touchback",0.000,-0.610
3,0:52,1,10,CLE 25,24,24,Duke Johnson right end for -1 yards (tackle by Tahir Whitehead),0.610,-0.070
3,0:11,2,11,CLE 24,24,24,DeShone Kizer pass incomplete short left intended for Ricardo Louis,-0.070,-0.760
3,0:06,3,11,CLE 24,24,24,Cody Kessler sacked by Cornelius Washington for -2 yards,-0.760,-1.900
Quarter,Time,Down,ToGo,Location,CLE,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,13,CLE 22,24,24,"Britton Colquitt punts 45 yards, returned by Jamal Agnew for 6 yards (tackle by Derron Smith)",-1.900,-1.530
4,14:49,1,10,DET 39,24,24,Theo Riddick right tackle for 8 yards (tackle by Myles Garrett),1.530,2.070
4,14:10,2,2,DET 47,24,24,Matthew Stafford pass incomplete short right intended for Eric Ebron (defended by Trevon Coley),2.070,1.360
4,14:06,3,2,DET 47,24,24,Matthew Stafford pass complete short right to Golden Tate for 5 yards (tackle by Jamar Taylor),1.360,2.390
4,13:33,1,10,CLE 48,24,24,Matthew Stafford sacked by Christian Kirksey for 0 yards,2.390,1.850
4,13:01,2,10,CLE 48,24,24,Matthew Stafford pass complete short right to T.J. Jones for 2 yards (tackle by Jabrill Peppers),1.850,1.420
4,12:21,3,8,CLE 46,24,24,Matthew Stafford pass complete short left to Dwayne Washington for 10 yards (tackle by James Burgess and Jason McCourty),1.420,3.180
4,11:39,1,10,CLE 36,24,24,Ameer Abdullah middle for 7 yards (tackle by Jabrill Peppers),3.180,3.580
4,10:55,2,3,CLE 29,24,24,Matthew Stafford pass incomplete short right intended for T.J. Jones,3.580,2.870
4,10:52,3,3,CLE 29,24,30,"Matthew Stafford pass complete deep left to Eric Ebron for 29 yards, touchdown",2.870,7.000
4,10:46,,,CLE 15,24,31,Matt Prater kicks extra point good,0.000,0.000
4,10:46,,,DET 35,24,31,"Sam Martin kicks off 68 yards, returned by Matthew Dayes for 22 yards (tackle by Steve Longa)",0.000,-0.150
4,10:41,1,10,CLE 19,24,31,Cody Kessler sacked by Tavon Wilson for -11 yards. Penalty on David Njoku: Offensive Holding (Declined),0.150,-1.580
4,10:11,2,21,CLE 8,24,31,Isaiah Crowell middle for 4 yards (tackle by A'Shawn Robinson),-1.580,-2.240
4,9:24,3,17,CLE 12,24,31,Cody Kessler pass incomplete deep left intended for Ricardo Louis (defended by Darius Slay),-2.240,-2.490
4,9:16,4,17,CLE 12,24,31,"Britton Colquitt punts 52 yards, returned by Jamal Agnew for 49 yards (tackle by B.J. Bello). Penalty on Nevin Lawson: Illegal Block Above the Waist, 10 yards",-2.490,-1.400
4,9:00,1,10,DET 37,24,31,Ameer Abdullah right tackle for -2 yards (tackle by Carl Nassib),1.400,0.590
4,8:26,2,12,DET 35,24,31,Matthew Stafford pass complete short middle to Golden Tate for 9 yards (tackle by Briean Boddy-Calhoun),0.590,1.090
4,7:46,3,3,DET 44,24,31,Matthew Stafford sacked by Joe Schobert for -1 yards,1.090,-0.520
4,7:10,4,4,DET 43,24,31,"Sam Martin punts 39 yards, returned by Jabrill Peppers for no gain",-0.520,-0.040
4,7:01,1,10,CLE 18,24,31,Cody Kessler pass complete short left to Duke Johnson for 5 yards (tackle by Paul Worrilow),0.040,0.280
4,6:24,2,5,CLE 23,24,31,Cody Kessler pass incomplete deep left intended for Bryce Treggs,0.280,-0.530
4,6:17,3,5,CLE 23,24,31,Cody Kessler sacked by Cornelius Washington for -9 yards,-0.530,-2.470
4,5:32,4,14,CLE 14,24,31,"Britton Colquitt punts 59 yards, returned by Jamal Agnew for 29 yards (tackle by Josh Keyes)",-2.470,-2.650
4,5:17,1,10,CLE 44,24,31,Matthew Stafford pass incomplete short middle intended for Ameer Abdullah (defended by Trevon Coley),2.650,2.110
4,5:13,2,10,CLE 44,24,31,Ameer Abdullah left end for -1 yards (tackle by Trevon Coley),2.110,1.290
4,4:41,3,11,CLE 45,24,31,"Matthew Stafford sacked by Joe Schobert for -10 yards. Penalty on Myles Garrett: Defensive Offside, 5 yards (no play)",1.290,1.950
4,4:36,3,6,CLE 40,24,37,"Matthew Stafford pass complete short right to Golden Tate for 40 yards, touchdown",1.950,7.000
4,4:28,,,CLE 15,24,38,Matt Prater kicks extra point good,0.000,0.000
4,4:28,,,DET 35,24,38,"Sam Martin kicks off 65 yards, touchback",0.000,-0.610
4,4:28,1,10,CLE 25,24,38,DeShone Kizer pass incomplete short middle intended for Seth Devalve,0.610,0.060
4,4:24,2,10,CLE 25,24,38,DeShone Kizer pass complete short right to Rashard Higgins for 4 yards (tackle by Quandre Diggs and D.J. Hayden),0.060,-0.100
4,3:44,3,6,CLE 29,24,38,DeShone Kizer pass incomplete deep left intended for Ricardo Louis (defended by Darius Slay),-0.100,0.000
4,3:36,,,,,,Timeout #1 by Cleveland Browns,0.000,1.440
4,3:36,4,6,CLE 29,24,38,DeShone Kizer pass complete short middle to Seth Devalve for 9 yards (tackle by Miles Killebrew),-1.440,1.470
4,3:13,1,10,CLE 38,24,38,"DeShone Kizer pass incomplete short left intended for Ricardo Louis (defended by Darius Slay). Penalty on Darius Slay: Defensive Pass Interference, 12 yards (no play)",1.470,2.260
4,3:06,1,10,,24,38,DeShone Kizer pass complete short left to Sammie Coates for no gain,2.260,1.710
4,2:45,2,10,,24,38,DeShone Kizer pass complete short left to Duke Johnson for 5 yards (tackle by Tavon Wilson),1.710,1.690
4,2:19,3,5,DET 45,24,38,DeShone Kizer pass incomplete,1.690,0.270
4,2:10,4,5,DET 45,24,38,DeShone Kizer pass complete short left to Kenny Britt for 19 yards (tackle by Tavon Wilson),0.270,3.840
4,2:00,1,10,DET 26,24,38,DeShone Kizer pass incomplete deep left intended for David Njoku,3.840,3.300
4,1:55,2,10,DET 26,24,38,DeShone Kizer pass incomplete deep right intended for Seth Devalve,3.300,2.610
4,1:48,3,10,DET 26,24,38,DeShone Kizer pass incomplete deep left intended for David Njoku,2.610,1.740
4,1:39,4,10,DET 26,24,38,DeShone Kizer pass complete short right to Seth Devalve for 17 yards (tackle by Jarrad Davis and Tavon Wilson),1.740,0.000
4,1:27,,,,,,Timeout #2 by Cleveland Browns,0.000,-5.140
4,1:27,1,9,DET 9,24,38,"DeShone Kizer pass incomplete short middle intended for Kenny Britt (defended by Glover Quin). Penalty on Tahir Whitehead: Illegal Contact, 5 yards (no play)",5.140,6.280
4,1:23,1,4,DET 4,24,38,DeShone Kizer pass incomplete short right intended for Ricardo Louis is intercepted by Darius Slay at DET--9,6.280,-0.280
4,1:19,1,10,DET 20,24,38,Matthew Stafford kneels for -1 yards,0.280,-0.460
4,0:40,2,11,DET 19,24,38,Matthew Stafford kneels for -1 yards,-0.460,-1.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
