Quarter,Time,Down,ToGo,Location,IND,NYJ,Detail,EPB,EPA
2,10:24,1,3,IND 3,0,10,Jerald Sowell left end for 2 yards (tackle by Sam Sword),6.510,5.910
2,9:47,2,1,IND 1,0,16,"LaMont Jordan left end for 1 yard, touchdown",5.910,7.000
2,9:47,,,IND 1,0,17,"John Hall kicks extra point good. Penalty on Kevin Mawae: Face Mask (15 Yards), 15 yards (no play)",0.000,0.000
2,9:47,,,IND 1,0,17,John Hall kicks extra point good,0.000,0.000
2,9:47,,,NYJ 30,0,17,"John Hall kicks off 50 yards, returned by Joe Walker for 15 yards (tackle by Chad Morton)",0.000,1.270
2,9:36,1,10,IND 35,0,17,Edgerrin James right end for 3 yards (tackle by John Abraham),1.270,1.130
2,8:58,2,7,IND 38,0,17,Peyton Manning pass incomplete intended for Marvin Harrison,1.130,0.430
2,8:52,3,7,IND 38,0,17,Peyton Manning pass incomplete intended for Marcus Pollard,0.430,-0.850
2,8:48,4,7,IND 38,0,17,Hunter Smith punts 39 yards,-0.850,-0.480
2,8:37,1,10,NYJ 23,0,17,Curtis Martin middle for 2 yards (tackle by David Gibson),0.480,0.200
2,8:03,2,8,NYJ 25,0,17,(tackle by Sam Sword and Mike Peterson),0.200,0.300
2,7:18,3,2,NYJ 31,0,17,Chad Pennington pass complete to Laveranues Coles for 14 yards (tackle by David Macklin),0.300,1.930
2,6:39,1,10,NYJ 45,0,17,Chad Pennington pass complete to Santana Moss for 7 yards (tackle by Mike Peterson),1.930,2.330
2,5:53,2,3,IND 48,0,17,Curtis Martin right end for 4 yards (tackle by David Gibson),2.330,2.650
2,5:07,1,10,IND 44,0,17,Curtis Martin right end for -1 yards (tackle by Dwight Freeney and Mike Peterson),2.650,1.980
2,4:22,2,11,IND 45,0,17,Chad Pennington pass incomplete intended for Wayne Chrebet,1.980,1.290
2,4:15,3,11,IND 45,0,17,Chad Pennington pass incomplete intended for Wayne Chrebet,1.290,0.270
2,4:08,4,11,IND 45,0,17,Matt Turk punts 36 yards,0.270,0.380
2,3:56,1,10,IND 9,0,17,Peyton Manning pass complete to Edgerrin James for 5 yards (tackle by Jason Ferguson),-0.380,-0.390
2,3:09,1,10,IND 9,,,Timeout #2 by Indianapolis Colts,-0.380,-0.390
2,3:09,2,5,IND 14,0,17,Edgerrin James right tackle for 4 yards (tackle by Mo Lewis),-0.390,-0.370
2,2:21,3,1,IND 18,0,17,Edgerrin James left tackle for -3 yards (tackle by Josh Evans),-0.370,-2.440
2,2:00,4,4,IND 15,0,17,"Hunter Smith punts 42 yards, returned by Santana Moss for 2 yards (tackle by Eric Vance). Penalty on Sam Sword: Ineligible Downfield Kick, 5 yards (no play)",-2.440,-2.490
2,1:47,4,9,IND 10,0,17,"Hunter Smith punts 32 yards, out of bounds",-2.490,-2.790
2,1:39,1,10,IND 42,0,17,Chad Pennington pass complete to Laveranues Coles for 10 yards,2.790,3.450
2,1:34,1,10,IND 32,0,17,Curtis Martin left end for 11 yards (tackle by Idrees Bashir),3.450,4.170
2,1:22,1,10,IND 32,,,Timeout #1 by New York Jets,3.450,4.170
2,1:22,1,10,IND 21,0,17,Chad Pennington pass complete to Anthony Becht for 8 yards (tackle by Rob Morris and Mike Peterson),4.170,4.950
2,1:00,2,2,IND 13,0,17,Chad Pennington pass complete to Curtis Martin for 6 yards (tackle by Dwight Freeney),4.950,5.600
2,0:49,2,2,IND 13,,,Timeout #2 by New York Jets,4.950,5.600
2,0:49,1,7,IND 7,0,17,Chad Pennington pass complete to Laveranues Coles for 3 yards (tackle by Walt Harris),5.600,5.340
2,0:45,2,4,IND 4,0,23,"Chad Pennington pass complete to Santana Moss for 4 yards, touchdown",5.340,7.000
2,0:45,,,IND 4,0,24,John Hall kicks extra point good,0.000,0.000
2,0:45,,,NYJ 30,0,24,"John Hall kicks off 56 yards, returned by Joe Walker for 17 yards (tackle by Nick Ferguson)",0.000,1.000
2,0:31,1,10,IND 31,0,24,Peyton Manning pass complete to James Mungro for 11 yards (tackle by Ray Mickens),1.000,1.730
2,0:22,1,10,IND 31,,,Timeout #3 by Indianapolis Colts,1.000,1.730
2,0:22,1,10,IND 42,0,24,Peyton Manning pass complete to Reggie Wayne for 5 yards (tackle by Aaron Beasley),1.730,1.860
2,0:08,2,5,IND 47,0,24,Peyton Manning pass incomplete,1.860,1.160
2,0:06,3,5,IND 47,0,24,Peyton Manning sacked by John Abraham and Shaun Ellis for -13 yards,1.160,-1.110
Quarter,Time,Down,ToGo,Location,IND,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,0,24,"Mike Vanderjagt kicks off 59 yards, returned by Chad Morton for 70 yards (tackle by Clifton Crosby)",0.000,4.310
3,14:50,1,10,IND 19,0,24,Chad Pennington pass incomplete intended for Laveranues Coles,4.310,3.750
3,14:47,2,10,IND 19,0,24,Curtis Martin left guard for 4 yards (tackle by Rob Morris),3.750,3.580
3,14:04,3,6,IND 15,0,24,Chad Pennington sacked by Dwight Freeney for -5 yards,3.580,2.120
3,14:04,4,11,IND 20,0,27,John Hall 39 yard field goal good,2.120,3.000
3,14:04,,,NYJ 30,0,27,"John Hall kicks off 57 yards, returned by Troy Walters for 18 yards (tackle by Jon McGraw)",0.000,1.000
3,13:24,1,10,IND 31,0,27,Peyton Manning middle for 2 yards,1.000,0.730
3,12:49,2,8,IND 33,0,27,Peyton Manning pass incomplete intended for Marvin Harrison,0.730,0.040
3,12:44,3,8,IND 33,0,27,Peyton Manning pass complete to Marvin Harrison for 9 yards (tackle by Donnie Abraham),0.040,1.730
3,12:08,1,10,IND 42,0,27,Peyton Manning pass incomplete intended for Reggie Wayne,1.730,1.190
3,12:03,2,10,IND 42,0,27,Edgerrin James right end for 2 yards (tackle by John Abraham),1.190,0.760
3,11:24,3,8,IND 44,0,27,Peyton Manning pass incomplete intended for Troy Walters (defended by Aaron Beasley),0.760,-0.460
3,11:18,4,8,IND 44,0,27,Hunter Smith punts 26 yards,-0.460,-0.940
3,11:07,1,10,NYJ 30,0,27,Curtis Martin right guard for no gain (tackle by Idrees Bashir and Sam Sword),0.940,0.390
3,10:29,2,10,NYJ 30,0,27,Chad Pennington pass complete to Curtis Martin for 6 yards (tackle by Mike Peterson and Josh Williams),0.390,0.500
3,9:46,3,4,NYJ 36,0,27,Chad Pennington pass incomplete intended for Santana Moss,0.500,-0.980
3,9:37,4,4,NYJ 36,0,27,Matt Turk punts 23 yards,-0.980,-1.660
3,9:26,1,10,IND 41,0,27,Peyton Manning pass incomplete intended for Marcus Pollard,1.660,1.120
3,9:21,2,10,IND 41,0,27,Peyton Manning pass complete to James Mungro for 7 yards (tackle by Ray Mickens),1.120,1.360
3,9:21,3,3,IND 48,0,27,"Penalty on Tarik Glenn: False Start, 5 yards (no play)",1.360,0.700
3,8:34,3,8,IND 43,0,27,Peyton Manning pass incomplete intended for Marvin Harrison,0.700,-0.520
3,8:26,4,8,IND 43,0,27,"Hunter Smith punts 31 yards, returned by Santana Moss for no gain",-0.520,-0.670
3,8:14,1,10,NYJ 26,0,27,LaMont Jordan left end for 3 yards (tackle by Nick Harper),0.670,0.540
3,7:47,2,7,NYJ 29,0,27,Chad Pennington pass complete to LaMont Jordan for 9 yards (tackle by Nick Harper),0.540,1.470
3,7:05,1,10,NYJ 38,0,27,LaMont Jordan left tackle for 1 yard (tackle by Rob Morris and Mike Peterson),1.470,1.060
3,6:23,2,9,NYJ 39,0,27,Chad Pennington pass complete to Richie Anderson for 10 yards (tackle by Idrees Bashir),1.060,2.190
3,5:36,1,10,NYJ 49,0,27,LaMont Jordan left guard for 4 yards (tackle by Raheem Brock),2.190,2.190
3,4:54,2,6,IND 47,0,27,Chad Pennington pass complete to Wayne Chrebet for 21 yards (tackle by Walt Harris),2.190,3.840
3,4:03,2,6,IND 47,,,Timeout #1 by New York Jets,2.190,3.840
3,4:03,1,10,IND 26,0,27,Chad Pennington pass incomplete intended for Wayne Chrebet,3.840,3.300
3,3:58,2,10,IND 26,0,27,Laveranues Coles for -1 yards,3.300,2.480
3,3:23,3,11,IND 27,0,27,Chad Pennington pass complete to Santana Moss for 16 yards (tackle by Rob Morris),2.480,4.840
3,2:36,1,10,IND 11,0,27,LaMont Jordan left tackle for 8 yards (tackle by Rob Morris and Idrees Bashir),4.840,5.660
3,1:51,2,2,IND 3,0,33,"Chad Pennington pass complete to Chris Baker for 3 yards, touchdown",5.660,7.000
3,1:51,,,IND 3,0,34,John Hall kicks extra point good,0.000,0.000
3,1:51,,,NYJ 30,0,34,"John Hall kicks off 55 yards, returned by Joe Walker for 18 yards (tackle by Jason Glenn)",0.000,1.140
3,1:37,1,10,IND 33,0,34,James Mungro left end for 7 yards (tackle by Mo Lewis and Aaron Beasley),1.140,1.540
3,1:10,2,3,IND 40,0,34,Peyton Manning pass complete to Reggie Wayne for 5 yards (tackle by Ray Mickens),1.540,1.930
3,0:48,1,10,IND 45,0,34,James Mungro right guard for 5 yards (tackle by Ray Mickens),1.930,2.060
3,0:20,2,5,,0,34,Peyton Manning pass incomplete intended for James Mungro,2.060,1.360
3,0:14,3,5,,0,34,Peyton Manning pass complete to Troy Walters for 17 yards (tackle by Jon McGraw),1.360,3.380
Quarter,Time,Down,ToGo,Location,IND,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYJ 33,0,34,Peyton Manning pass incomplete intended for Troy Walters,3.380,2.840
4,14:56,2,10,NYJ 33,0,34,Peyton Manning pass complete to Reggie Wayne for 7 yards (tackle by Ray Mickens),2.840,3.070
4,14:26,3,3,NYJ 26,0,34,Peyton Manning pass incomplete intended for Troy Walters is intercepted by Damien Robinson at NYJ-12 and returned for 24 yards,3.070,-1.330
4,14:16,1,10,NYJ 36,0,34,LaMont Jordan left end for 7 yards (tackle by Nick Harper),1.330,1.740
4,13:36,2,3,NYJ 43,0,34,LaMont Jordan left end for 6 yards (tackle by Dwight Freeney and Nick Harper),1.740,2.190
4,12:50,1,10,NYJ 49,0,34,LaMont Jordan left end for 6 yards (tackle by Mike Peterson),2.190,2.460
4,12:05,2,4,IND 45,0,34,LaMont Jordan right end for 5 yards (tackle by Raheem Brock and Larry Tripplett),2.460,2.920
4,11:19,1,10,IND 40,0,34,Chad Morton right tackle for 3 yards (tackle by Raheem Brock),2.920,2.780
4,10:34,2,7,IND 37,0,34,Chad Pennington pass complete to Jerald Sowell for 2 yards (tackle by Chad Bratzke),2.780,2.340
4,9:48,3,5,IND 35,0,34,LaMont Jordan left end for 13 yards (tackle by Jason Doering and Nick Harper),2.340,4.110
4,8:58,3,5,IND 35,,,Timeout #2 by New York Jets,2.340,4.110
4,8:58,1,10,IND 22,0,34,LaMont Jordan middle for 6 yards (tackle by Dwight Freeney and Idrees Bashir),4.110,4.460
4,8:13,2,4,IND 16,0,34,LaMont Jordan right guard for 4 yards (tackle by Sam Sword),4.460,4.780
4,7:25,1,10,IND 12,0,34,LaMont Jordan left end for 2 yards (tackle by Rob Morris),4.780,4.450
4,6:42,2,8,IND 10,0,34,LaMont Jordan right guard for 5 yards (tackle by Sam Sword and David Gibson),4.450,4.610
4,5:58,3,3,IND 5,0,34,LaMont Jordan left guard for 4 yards (tackle by Walt Harris and Idrees Bashir),4.610,6.970
4,5:05,1,1,IND 1,0,40,"LaMont Jordan right guard for 1 yard, touchdown",6.970,7.000
4,5:05,,,IND 1,0,41,John Hall kicks extra point good,0.000,0.000
4,5:05,,,NYJ 30,0,41,"John Hall kicks off 48 yards, returned by Troy Walters for 8 yards (tackle by Bryan Thomas)",0.000,0.940
4,4:53,1,10,IND 30,0,41,Peyton Manning pass complete to James Mungro for 13 yards (tackle by Jon McGraw),0.940,1.800
4,4:26,1,10,IND 43,0,41,Peyton Manning pass complete to Marcus Pollard for 16 yards (tackle by Jon McGraw),1.800,2.850
4,4:01,1,10,NYJ 41,0,41,James Mungro right guard for 22 yards (tackle by Ray Mickens),2.850,4.310
4,3:26,1,10,NYJ 19,0,41,Peyton Manning pass incomplete intended for Marcus Pollard is intercepted by James Darling at NYJ-1 and returned for 9 yards,4.310,0.380
4,3:16,1,10,NYJ 10,0,41,LaMont Jordan right tackle for no gain (tackle by Larry Tripplett and Mike Peterson),-0.380,-0.780
4,2:34,2,10,NYJ 10,0,41,LaMont Jordan right tackle for 11 yards (tackle by Idrees Bashir),-0.780,0.340
4,2:00,1,10,NYJ 21,0,41,LaMont Jordan left guard for 3 yards (tackle by David Gibson and Idrees Bashir),0.340,0.210
4,1:16,2,7,NYJ 24,0,41,Vinny Testaverde kneels for -1 yards,0.210,-0.630
4,0:37,3,8,NYJ 23,0,41,Vinny Testaverde kneels for -1 yards,-0.630,-1.900
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
