#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:37,SFO 17,3,1:18,-15,Blocked Punt
2,1,12:19,SFO 20,14,8:47,69,Field Goal
3,1,1:31,SFO 20,5,1:46,80,Touchdown
4,2,13:04,SFO 38,3,1:02,7,Interception
5,2,12:02,SFO 22,4,3:13,14,Punt
6,2,8:49,SFO 20,3,1:35,8,Punt
7,2,4:39,SFO 32,7,3:40,35,Field Goal
8,2,0:02,SFO 29,1,0:02,-1,End of Half
9,3,15:00,SFO 20,4,2:14,22,Punt
10,3,12:15,PHI 23,8,4:09,23,Touchdown
11,3,6:49,SFO 36,6,3:16,36,Field Goal
12,3,2:56,SFO 26,8,4:03,31,Punt
13,4,12:40,SFO 41,10,6:05,46,Field Goal
14,4,1:50,SFO 2,3,0:27,8,Punt
15,4,0:40,PHI 44,1,0:40,-1,End of Game
