Quarter,Time,Down,ToGo,Location,PHI,SFO,Detail,EPB,EPA
1,9:43,3,12,SFO 33,7,0,"Colin Kaepernick pass incomplete deep left intended for Steve Johnson. Penalty on Nolan Carroll: Illegal Contact, 5 yards (no play)",-0.230,1.470
1,9:36,1,10,SFO 38,7,0,Colin Kaepernick left end for 9 yards (tackle by DeMeco Ryans),1.470,2.140
1,9:16,2,1,SFO 47,7,0,Frank Gore right guard for 7 yards (tackle by Cedric Thornton),2.140,2.520
1,8:34,1,10,PHI 46,7,0,Colin Kaepernick pass complete deep middle to Brandon Lloyd for 23 yards (tackle by Bradley Fletcher),2.520,4.040
1,7:46,1,10,PHI 23,7,0,Colin Kaepernick sacked by Vinny Curry for -4 yards,4.040,2.960
1,7:06,2,14,PHI 27,7,0,Carlos Hyde up the middle for 4 yards (tackle by Malcolm Jenkins),2.960,2.810
1,6:22,3,10,PHI 23,7,0,Colin Kaepernick pass complete short middle to Anquan Boldin for 11 yards (tackle by Nate Allen),2.810,4.780
1,5:37,1,10,PHI 12,7,0,Frank Gore left guard for 2 yards (tackle by Beau Allen),4.780,4.450
1,4:58,2,8,PHI 10,7,0,"Colin Kaepernick sacked by Emmanuel Acho for -3 yards. Penalty on Alex Boone: Offensive Holding, 10 yards (no play)",4.450,3.140
1,4:25,2,18,PHI 20,7,0,Colin Kaepernick pass incomplete short middle intended for Steve Johnson,3.140,2.480
1,4:20,3,18,PHI 20,7,0,Colin Kaepernick up the middle for 9 yards (tackle by DeMeco Ryans),2.480,2.700
1,3:37,4,9,PHI 11,7,3,Phil Dawson 29 yard field goal good,2.700,3.000
1,3:37,,,SFO 35,7,3,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.280
1,3:32,1,10,PHI 20,7,3,LeSean McCoy right end for no gain (tackle by Antoine Bethea),0.280,-0.270
1,3:08,2,10,PHI 20,7,3,LeSean McCoy right end for 1 yard (tackle by Michael Wilhoite),-0.270,-0.820
1,2:49,3,9,PHI 21,7,3,Nick Foles pass complete short left to Zach Ertz for 14 yards (tackle by Patrick Willis),-0.820,1.270
1,2:17,1,10,PHI 35,7,3,Darren Sproles up the middle for 4 yards (tackle by Ray McDonald),1.270,1.260
1,1:55,2,6,PHI 39,7,3,Nick Foles pass incomplete deep right intended for Jeremy Maclin (defended by Perrish Cox),1.260,0.560
1,1:48,3,6,PHI 39,7,3,Nick Foles pass incomplete short middle intended for Jordan Matthews,0.560,-0.780
1,1:44,4,6,PHI 39,7,3,"Donnie Jones punts 61 yards, touchback",-0.780,-0.280
1,1:31,1,10,SFO 20,7,3,Frank Gore up the middle for 4 yards (tackle by Emmanuel Acho),0.280,0.270
1,0:49,2,6,SFO 24,7,3,Colin Kaepernick pass incomplete deep right intended for Vernon Davis (defended by Earl Wolff),0.270,-0.430
1,0:44,3,6,SFO 24,7,3,"Colin Kaepernick left tackle for 23 yards (tackle by Cary Williams). Penalty on DeMeco Ryans: Illegal Use of Hands, 5 yards",-0.430,2.390
1,0:14,1,10,PHI 48,7,3,Colin Kaepernick sacked by Brandon Graham for -7 yards,2.390,0.900
Quarter,Time,Down,ToGo,Location,PHI,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,17,SFO 45,7,9,"Colin Kaepernick pass complete short right to Frank Gore for 55 yards, touchdown",0.900,7.000
2,15:00,,,PHI 2,7,10,Phil Dawson kicks extra point good,0.000,0.000
2,15:00,,,SFO 35,7,10,"Phil Dawson kicks off 67 yards, returned by Chris Polk for 17 yards (tackle by Chris Cook)",0.000,0.220
2,14:38,1,10,PHI 15,7,10,LeSean McCoy up the middle for 1 yard (tackle by Ray McDonald),-0.220,-0.580
2,14:19,2,9,PHI 16,7,10,"Nick Foles pass complete short left to Riley Cooper for 15 yards. Penalty on David Molk: Offensive Holding, 8 yards (no play)",-0.580,-1.290
2,14:05,2,17,PHI 8,7,10,"Nick Foles pass complete short right to Jordan Matthews for 15 yards (tackle by Patrick Willis). Penalty on Riley Cooper: Offensive Pass Interference, 4 yards (no play)",-1.290,-1.580
2,13:44,2,21,PHI 4,7,10,Nick Foles pass complete short left to Riley Cooper for 11 yards,-1.580,-1.370
2,13:21,3,10,PHI 15,7,10,Nick Foles pass incomplete deep middle intended for Jeremy Maclin,-1.370,-2.440
2,13:12,4,10,PHI 15,7,10,"Donnie Jones punts 47 yards, returned by Bruce Ellington for no gain",-2.440,-1.470
2,13:04,1,10,SFO 38,7,10,Frank Gore right guard for 7 yards (tackle by Malcolm Jenkins),1.470,1.870
2,12:25,2,3,SFO 45,7,10,Colin Kaepernick pass incomplete short right intended for Derek Carrier (defended by Bradley Fletcher),1.870,1.160
2,12:16,3,3,SFO 45,13,10,"Colin Kaepernick pass incomplete short right intended for Brandon Lloyd is intercepted by Malcolm Jenkins at PHI-47 and returned for 53 yards, touchdown",1.160,-7.000
2,12:02,,,SFO 2,14,10,Cody Parkey kicks extra point good,0.000,0.000
2,12:02,,,PHI 35,14,10,"Cody Parkey kicks off 61 yards, returned by Bruce Ellington for 18 yards (tackle by James Casey)",0.000,-0.410
2,11:56,1,10,SFO 22,14,10,Colin Kaepernick pass complete short middle to Anquan Boldin for 11 yards (tackle by DeMeco Ryans),0.410,1.140
2,11:17,1,10,SFO 33,14,10,"Colin Kaepernick pass complete short middle to Frank Gore for 10 yards (tackle by Casey Matthews). Penalty on Bruce Miller: Offensive Holding, 10 yards (no play)",1.140,0.480
2,10:49,1,20,SFO 23,14,10,Frank Gore right end for 12 yards (tackle by Bradley Fletcher),0.480,0.860
2,10:03,2,8,SFO 35,14,10,Carlos Hyde left tackle for 1 yard (tackle by Fletcher Cox),0.860,0.300
2,9:18,3,7,SFO 36,14,10,Colin Kaepernick pass incomplete short right intended for Anquan Boldin,0.300,-0.980
2,9:13,4,7,SFO 36,20,10,"Andy Lee punts 46 yards, returned by Darren Sproles for 82 yards, touchdown. Penalty on Kassim Osgood: Face Mask (15 Yards), 15 yards",-0.980,-7.000
2,8:49,,,SFO 2,21,10,Cody Parkey kicks extra point good,0.000,0.000
2,8:49,,,SFO 36,21,10,--,0.000,-0.280
2,8:49,1,10,SFO 20,21,10,Frank Gore right end for 2 yards (tackle by Connor Barwin),0.280,0.000
2,8:16,2,8,SFO 22,21,10,Carlos Hyde left guard for 6 yards (tackle by Connor Barwin and Nate Allen),0.000,0.100
2,7:29,3,2,SFO 28,21,10,Colin Kaepernick pass incomplete short left intended for Michael Crabtree. Penalty on Michael Crabtree: Offensive Pass Interference (Declined),0.100,-1.500
2,7:22,4,2,SFO 28,21,10,"Andy Lee punts 51 yards, fair catch by Darren Sproles",-1.500,-0.340
2,7:14,1,10,PHI 21,21,10,Nick Foles pass complete short left to Riley Cooper for 5 yards,0.340,0.480
2,7:02,2,5,PHI 26,21,10,LeSean McCoy right end for no gain (tackle by Ahmad Brooks),0.480,-0.230
2,6:26,3,5,PHI 26,21,10,Nick Foles pass complete short left to Jordan Matthews for 8 yards (tackle by Jimmie Ward),-0.230,1.200
2,5:55,1,10,PHI 34,21,10,"Darren Sproles left tackle for 7 yards (tackle by Antoine Bethea). Penalty on Zach Ertz: Offensive Holding, 10 yards (no play)",1.200,0.540
2,5:35,1,20,PHI 24,21,10,Nick Foles pass incomplete short left intended for Darren Sproles,0.540,-0.690
2,5:30,2,20,PHI 24,21,10,Nick Foles pass complete short right to Jordan Matthews for 4 yards (tackle by Jimmie Ward),-0.690,-0.820
2,5:01,3,16,PHI 28,21,10,Nick Foles pass incomplete short right intended for Jordan Matthews,-0.820,-1.500
2,4:53,4,16,PHI 28,21,10,"Donnie Jones punts 61 yards, returned by Bruce Ellington for 21 yards (tackle by Chris Polk)",-1.500,-1.070
2,4:39,1,10,SFO 32,21,10,Colin Kaepernick pass complete short right to Anquan Boldin for 5 yards (tackle by Bradley Fletcher),1.070,1.200
2,4:02,2,5,SFO 37,21,10,"Frank Gore right guard for 4 yards (tackle by Connor Barwin). Penalty on Michael Crabtree: Illegal Formation, 5 yards (no play)",1.200,0.530
2,3:37,2,10,SFO 32,21,10,Colin Kaepernick pass complete short left to Brandon Lloyd for 5 yards (tackle by Cary Williams),0.530,0.500
2,2:56,3,5,SFO 37,21,10,Colin Kaepernick pass complete deep right to Anquan Boldin for 23 yards,0.500,2.920
2,2:21,1,10,PHI 40,21,10,"Penalty on Colin Kaepernick: Delay of Game, 5 yards (no play)",2.920,2.590
2,2:08,1,15,PHI 45,21,10,Colin Kaepernick pass complete short left to Michael Crabtree for 8 yards (tackle by Cary Williams),2.590,2.780
2,1:59,2,7,PHI 37,21,10,Frank Gore left tackle for 5 yards (tackle by DeMeco Ryans),2.780,2.740
2,1:16,3,2,PHI 32,21,10,Frank Gore right guard for -1 yards (tackle by Emmanuel Acho and Bradley Fletcher),2.740,2.740
2,1:04,3,2,PHI 32,21,10,Timeout #1 by Philadelphia Eagles,2.740,1.190
2,1:04,4,3,PHI 33,21,13,Phil Dawson 51 yard field goal good,1.190,3.000
2,1:04,,,SFO 35,21,13,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.280
2,0:59,1,10,PHI 20,21,13,Nick Foles pass incomplete short right intended for Darren Sproles,0.280,-0.270
2,0:55,2,10,PHI 20,21,13,Nick Foles pass complete short left to Darren Sproles for 6 yards (tackle by Ray McDonald and Justin Smith),-0.270,-0.160
2,0:31,3,4,PHI 26,21,13,Nick Foles pass complete short left to Jordan Matthews for 5 yards (tackle by Jimmie Ward),-0.160,-0.160
2,0:25,3,4,PHI 26,21,13,Timeout #2 by Philadelphia Eagles,-0.160,1.000
2,0:25,1,10,PHI 31,21,13,Nick Foles pass complete short left to Zach Ertz for 12 yards (tackle by Antoine Bethea),1.000,1.000
2,0:18,1,10,PHI 31,21,13,Timeout #3 by Philadelphia Eagles,1.000,1.800
2,0:18,1,10,PHI 43,21,13,Nick Foles pass incomplete deep right intended for Jeremy Maclin (defended by Perrish Cox),1.800,1.800
2,0:13,1,10,PHI 43,21,13,Timeout #2 by San Francisco 49ers,1.800,1.250
2,0:13,2,10,PHI 43,21,13,"Nick Foles pass complete short left to Riley Cooper for 12 yards (tackle by Chris Culliver). Riley Cooper fumbles (forced by Chris Culliver), recovered by Justin Smith at SFO-29 (tackle by Riley Cooper)",1.250,-0.870
2,0:02,1,10,SFO 29,21,13,Colin Kaepernick kneels for -1 yards,0.870,0.190
Quarter,Time,Down,ToGo,Location,PHI,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,21,13,"Cody Parkey kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,SFO 20,21,13,Bruce Ellington left end for 15 yards (tackle by DeMeco Ryans),0.280,1.270
3,14:18,1,10,SFO 35,21,13,Colin Kaepernick pass complete short right to Vernon Davis for 5 yards (tackle by Bradley Fletcher),1.270,1.400
3,13:41,2,5,SFO 40,21,13,Frank Gore left end for 2 yards (tackle by DeMeco Ryans),1.400,0.960
3,13:07,3,3,SFO 42,21,13,Colin Kaepernick pass incomplete short right intended for Brandon Lloyd (defended by Bradley Fletcher),0.960,-0.590
3,12:58,4,3,SFO 42,21,13,"Andy Lee punts 45 yards, returned by Darren Sproles for 3 yards (tackle by Kassim Osgood)",-0.590,0.140
3,12:46,1,10,PHI 16,21,13,LeSean McCoy up the middle for 4 yards (tackle by Antoine Bethea),-0.140,0.010
3,12:21,2,6,PHI 20,21,13,"Nick Foles pass complete short right to Zach Ertz for 3 yards (tackle by Antoine Bethea). Zach Ertz fumbles (forced by Antoine Bethea), recovered by Perrish Cox at PHI-23 (tackle by Zach Ertz)",0.010,-4.040
,,,,,,,"Replay Assistant challenged the loose ball recovery ruling, and the play was upheld.",,
3,12:15,1,10,PHI 23,21,13,Colin Kaepernick sacked by Connor Barwin and Casey Matthews for -5 yards,4.040,2.820
3,11:32,2,15,PHI 28,21,13,Colin Kaepernick pass incomplete short left intended for Michael Crabtree,2.820,2.150
3,11:27,3,15,PHI 28,21,13,"Colin Kaepernick sacked by Trent Cole for -5 yards. Penalty on Cary Williams: Defensive Holding, 5 yards (no play)",2.150,4.040
3,11:04,1,10,PHI 23,21,13,Frank Gore left guard for 6 yards (tackle by Fletcher Cox),4.040,4.380
3,10:22,2,4,PHI 17,21,13,Frank Gore left guard for 3 yards (tackle by Fletcher Cox and Malcolm Jenkins),4.380,4.280
3,9:44,3,1,PHI 14,21,13,Colin Kaepernick up the middle for 3 yards (tackle by Casey Matthews),4.280,4.840
3,8:59,1,10,PHI 11,21,13,Frank Gore up the middle for -1 yards (tackle by Cedric Thornton),4.840,3.980
3,8:16,2,11,PHI 12,21,13,Colin Kaepernick pass incomplete short right intended for Michael Crabtree,3.980,3.980
3,8:12,2,11,PHI 12,21,13,Timeout #1 by San Francisco 49ers,3.980,3.110
3,8:12,3,11,PHI 12,21,19,"Colin Kaepernick pass complete short left to Steve Johnson for 12 yards, touchdown",3.110,7.000
3,8:12,,,PHI 2,21,20,Phil Dawson kicks extra point good,0.000,0.000
3,8:12,,,SFO 35,21,20,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.280
3,8:06,1,10,PHI 20,21,20,LeSean McCoy left end for no gain (tackle by Antoine Bethea),0.280,-0.270
3,7:41,2,10,PHI 20,21,20,LeSean McCoy left tackle for 5 yards (tackle by Dan Skuta),-0.270,-0.300
3,7:08,3,5,PHI 25,21,20,Nick Foles pass incomplete deep right intended for Jeremy Maclin (defended by Chris Cook),-0.300,-1.700
3,6:59,4,5,PHI 25,21,20,Donnie Jones punts 39 yards,-1.700,-1.330
3,6:49,1,10,SFO 36,21,20,Frank Gore left end for 28 yards (tackle by Malcolm Jenkins),1.330,3.180
3,6:12,1,10,PHI 36,21,20,"Carlos Hyde up the middle for 4 yards (tackle by Cedric Thornton). Penalty on Brandon Bair: Illegal Use of Hands, 5 yards",3.180,3.780
3,5:59,1,10,PHI 27,21,20,"Penalty on Carlos Hyde: False Start, 5 yards (no play)",3.780,3.450
3,5:33,1,15,PHI 32,21,20,Colin Kaepernick pass complete short right to Michael Crabtree for 3 yards (tackle by Nate Allen),3.450,2.960
3,5:02,2,12,PHI 29,21,20,Carlos Hyde right tackle for -2 yards (tackle by Connor Barwin),2.960,2.020
3,4:18,3,14,PHI 31,21,20,Frank Gore right end for 3 yards (tackle by Fletcher Cox),2.020,1.590
3,3:39,4,11,PHI 28,21,23,Phil Dawson 46 yard field goal good,1.590,3.000
3,3:39,,,SFO 35,21,23,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.280
3,3:33,1,10,PHI 20,21,23,Nick Foles pass complete short left to Riley Cooper for 8 yards (tackle by Chris Culliver),0.280,0.810
3,3:07,2,2,PHI 28,21,23,Nick Foles pass incomplete deep middle intended for Jeremy Maclin is intercepted by Antoine Bethea at SFO-26,0.810,-0.670
3,2:56,1,10,SFO 26,21,23,Frank Gore up the middle for 1 yard (tackle by Connor Barwin),0.670,0.270
3,2:15,2,9,SFO 27,21,23,Colin Kaepernick pass incomplete short right intended for Carlos Hyde,0.270,-0.430
3,2:09,3,9,SFO 27,21,23,Colin Kaepernick pass complete short middle to Anquan Boldin for 12 yards (tackle by Malcolm Jenkins),-0.430,1.530
3,1:41,1,10,SFO 39,21,23,Carlos Hyde left tackle for 5 yards (tackle by Bradley Fletcher and Bennie Logan),1.530,1.660
3,1:04,2,5,SFO 44,21,23,Frank Gore right guard for 5 yards (tackle by Cedric Thornton),1.660,2.190
3,0:23,1,10,SFO 49,21,23,Carlos Hyde up the middle for 3 yards (tackle by Casey Matthews),2.190,2.050
Quarter,Time,Down,ToGo,Location,PHI,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,PHI 48,21,23,Colin Kaepernick pass incomplete short right intended for Anquan Boldin,2.050,1.360
4,14:53,3,7,PHI 48,21,23,Colin Kaepernick pass complete short right to Michael Crabtree for 5 yards (tackle by Brandon Boykin),1.360,1.360
4,14:00,3,7,PHI 48,21,23,Timeout #2 by San Francisco 49ers,1.360,0.400
4,14:00,4,2,PHI 43,21,23,"Andy Lee punts 43 yards, touchback",0.400,-0.280
4,13:53,1,10,PHI 20,21,23,LeSean McCoy left tackle for -4 yards (tackle by Demarcus Dobbs),0.280,-0.940
4,13:23,2,14,PHI 16,21,23,Nick Foles pass incomplete short right intended for Jordan Matthews,-0.940,-1.690
4,13:19,3,14,PHI 16,21,23,Nick Foles pass complete short left to Riley Cooper for 12 yards (tackle by Chris Culliver),-1.690,-1.500
4,12:46,4,2,PHI 28,21,23,"Donnie Jones punts 33 yards, returned by Kassim Osgood for 2 yards (tackle by James Casey)",-1.500,-1.660
4,12:40,1,10,SFO 41,21,23,Frank Gore left tackle for 1 yard (tackle by Emmanuel Acho),1.660,1.260
4,12:03,2,9,SFO 42,21,23,Frank Gore left guard for 2 yards (tackle by Trent Cole),1.260,0.830
4,11:22,3,7,SFO 44,21,23,Colin Kaepernick pass complete deep left to Michael Crabtree for 25 yards (tackle by Cary Williams),0.830,3.510
4,10:50,1,10,PHI 31,21,23,Carlos Hyde right guard for -3 yards (tackle by Cedric Thornton),3.510,2.560
4,10:12,2,13,PHI 34,21,23,Colin Kaepernick pass complete short left to Derek Carrier for 10 yards (tackle by Brandon Graham),2.560,3.200
4,9:25,3,3,PHI 24,21,23,"Colin Kaepernick pass incomplete short right intended for Michael Crabtree. Penalty on Derek Carrier: Offensive Pass Interference, 10 yards (no play)",3.200,1.880
4,9:21,3,13,PHI 34,21,23,Colin Kaepernick left end for 16 yards (tackle by Cary Williams),1.880,4.370
4,9:04,1,10,PHI 18,21,23,Carlos Hyde up the middle for 5 yards (tackle by Cedric Thornton),4.370,4.610
4,8:33,2,5,PHI 13,21,23,Frank Gore right guard for 2 yards (tackle by Connor Barwin),4.610,4.260
4,7:44,3,3,PHI 11,21,23,"Penalty on Colin Kaepernick: Delay of Game, 5 yards (no play)",4.260,3.300
4,7:22,3,8,PHI 16,21,23,Carlos Hyde right end for 3 yards (tackle by Malcolm Jenkins and Brandon Graham),3.300,2.620
4,6:38,4,5,PHI 13,21,26,Phil Dawson 31 yard field goal good,2.620,3.000
4,6:38,,,SFO 35,21,26,"Phil Dawson kicks off 70 yards, returned by Chris Polk for 22 yards (tackle by Chris Cook). Penalty on Emmanuel Acho: Offensive Holding, 8 yards",0.000,0.380
4,6:26,1,10,PHI 9,21,26,Nick Foles pass complete short right to Jeremy Maclin for 11 yards (tackle by Perrish Cox),-0.380,0.280
4,5:55,1,10,PHI 20,21,26,LeSean McCoy left end for 5 yards (tackle by Antoine Bethea),0.280,0.410
4,5:29,2,5,PHI 25,21,26,Nick Foles pass complete short right to Jeremy Maclin for 15 yards (tackle by Perrish Cox),0.410,1.600
4,5:03,1,10,PHI 40,21,26,Nick Foles pass incomplete deep middle intended for Riley Cooper,1.600,1.050
4,4:57,2,10,PHI 40,21,26,Nick Foles pass complete short right to Brad Smith for 11 yards (tackle by Ray McDonald),1.050,2.320
4,4:29,1,10,SFO 49,21,26,Nick Foles pass complete short right to Zach Ertz for 14 yards (tackle by Perrish Cox),2.320,3.250
4,3:57,1,10,SFO 35,21,26,Nick Foles pass incomplete deep right intended for Jeremy Maclin,3.250,2.700
4,3:51,2,10,SFO 35,21,26,Nick Foles sacked by Ian Williams for -4 yards,2.700,1.490
4,3:12,3,14,SFO 39,21,26,Nick Foles pass complete deep right to Jeremy Maclin for 22 yards,1.490,4.440
,,,,,,,"SFO challenged the pass completion ruling, and the play was upheld.",,
4,3:02,1,10,SFO 17,21,26,Nick Foles pass incomplete deep middle intended for Riley Cooper (defended by Chris Culliver),4.440,3.850
4,2:57,2,10,SFO 17,21,26,Nick Foles pass complete short right to Jordan Matthews for 11 yards,3.850,5.830
4,2:50,1,6,SFO 6,21,26,Nick Foles pass incomplete short right intended for Jeremy Maclin,5.830,4.950
4,2:43,2,6,SFO 6,21,26,LeSean McCoy left tackle for 5 yards (tackle by Antoine Bethea),4.950,5.170
4,2:00,3,1,SFO 1,21,26,Nick Foles pass incomplete short left intended for Brent Celek,5.170,3.550
4,1:55,4,1,SFO 1,21,26,Nick Foles pass incomplete short right intended for Jeremy Maclin,3.550,0.380
4,1:50,1,10,SFO 2,21,26,Frank Gore right guard for 3 yards (tackle by Emmanuel Acho),-0.380,-0.380
4,1:45,1,10,SFO 2,21,26,Timeout #1 by Philadelphia Eagles,-0.380,-0.560
4,1:45,2,7,SFO 5,21,26,Frank Gore up the middle for 3 yards (tackle by Bennie Logan),-0.560,-0.560
4,1:39,2,7,SFO 5,21,26,Timeout #2 by Philadelphia Eagles,-0.560,-0.720
4,1:39,3,4,SFO 8,21,26,Frank Gore up the middle for 2 yards (tackle by Bennie Logan),-0.720,-0.720
4,1:34,3,4,SFO 8,21,26,Timeout #3 by Philadelphia Eagles,-0.720,-2.490
4,1:34,4,2,SFO 10,21,26,"Andy Lee punts 50 yards, returned by Darren Sproles for 1 yard (tackle by Corey Lemonier). Penalty on Bradley Fletcher: Illegal Block Above the Waist, 10 yards",-2.490,-1.000
4,1:23,1,10,PHI 31,21,26,"Nick Foles pass complete short right to LeSean McCoy for -1 yards (tackle by Patrick Willis). Penalty on Jason Peters: Offensive Holding, 10 yards (no play)",1.000,0.340
4,1:16,1,20,PHI 21,21,26,Nick Foles pass incomplete deep right intended for Jeremy Maclin,0.340,-0.890
4,1:12,2,20,PHI 21,21,26,Nick Foles pass complete short right to Darren Sproles for -4 yards (tackle by Aaron Lynch),-0.890,-2.440
4,0:51,3,24,PHI 17,21,26,Nick Foles pass incomplete deep middle intended for Zach Ertz,-2.440,-2.320
4,0:47,4,24,PHI 17,21,26,Nick Foles pass incomplete deep right intended for Jeremy Maclin is intercepted by Perrish Cox at PHI-44,-2.320,-2.650
4,0:40,1,10,PHI 44,21,26,Colin Kaepernick kneels for -1 yards,2.650,1.980
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
