Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Alex Boone,G,83,100%,0,0%,6,19%
Mike Iupati,G,83,100%,0,0%,6,19%
Daniel Kilgore,C,83,100%,0,0%,6,19%
Colin Kaepernick,QB,83,100%,0,0%,0,0%
Joe Staley,T,82,99%,0,0%,5,16%
Anquan Boldin,WR,71,86%,0,0%,0,0%
Jonathan Martin,T,60,72%,0,0%,5,16%
Frank Gore,RB,59,71%,0,0%,0,0%
Derek Carrier,TE,52,63%,0,0%,10,31%
Bruce Miller,FB,49,59%,0,0%,10,31%
Michael Crabtree,WR,47,57%,0,0%,0,0%
Vernon Davis,TE,45,54%,0,0%,0,0%
Brandon Lloyd,WR,36,43%,0,0%,0,0%
Anthony Davis,T,23,28%,0,0%,1,3%
Carlos Hyde,RB,23,28%,0,0%,0,0%
Joe Looney,G,16,19%,0,0%,6,19%
Stevie Johnson,WR,13,16%,0,0%,0,0%
Bruce Ellington,WR,5,6%,0,0%,10,31%
Patrick Willis,LB,0,0%,60,100%,3,9%
Antoine Bethea,SS,0,0%,60,100%,0,0%
Chris Culliver,CB,0,0%,60,100%,0,0%
Perrish Cox,CB,0,0%,60,100%,0,0%
Eric Reid,FS,0,0%,59,98%,2,6%
Michael Wilhoite,LB,0,0%,57,95%,6,19%
Ahmad Brooks,LB,0,0%,57,95%,0,0%
Ray McDonald,DE,0,0%,54,90%,0,0%
Justin Smith,DE,0,0%,47,78%,0,0%
Dan Skuta,LB,0,0%,36,60%,13,41%
Ian Williams,NT,0,0%,29,48%,3,9%
Jimmie Ward,FS,0,0%,26,43%,13,41%
Aaron Lynch,LB,0,0%,25,42%,13,41%
Demarcus Dobbs,DE,0,0%,10,17%,22,69%
Tony Jerod-Eddie,DE,0,0%,7,12%,8,25%
Quinton Dial,NT,0,0%,7,12%,3,9%
Chris Cook,CB,0,0%,5,8%,16,50%
Craig Dahl,SS,0,0%,1,2%,26,81%
L.J. McCray,FS,0,0%,0,0%,23,72%
Nick Moody,LB,0,0%,0,0%,23,72%
Kassim Osgood,WR,0,0%,0,0%,23,72%
Dontae Johnson,CB,0,0%,0,0%,20,62%
Chris Borland,LB,0,0%,0,0%,17,53%
Corey Lemonier,LB,0,0%,0,0%,16,50%
Phil Dawson,K,0,0%,0,0%,13,41%
Kyle Nelson,LS,0,0%,0,0%,12,38%
Andy Lee,P,0,0%,0,0%,12,38%
