Quarter,Time,Down,ToGo,Location,MIN,DET,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Vikings won the coin toss, Vikings to receive the opening kickoff.",,
1,15:00,,,DET 35,0,0,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,MIN 25,0,0,Kirk Cousins pass complete short middle to C.J. Ham for 14 yards (tackle by Jahlani Tavai and Tracy Walker),0.610,1.530
1,14:29,1,10,MIN 39,0,0,"Kirk Cousins pass complete short right to Adam Thielen for 5 yards (tackle by Jahlani Tavai). Penalty on Dakota Dozier: Offensive Holding, 10 yards (no play)",1.530,0.870
1,14:07,1,20,MIN 29,0,0,Alexander Mattison up the middle for 5 yards (tackle by Jahlani Tavai),0.870,0.310
1,13:31,2,15,MIN 34,0,0,Kirk Cousins pass incomplete short right intended for Chad Beebe (defended by Nick Williams),0.310,-0.360
1,13:26,3,15,MIN 34,0,0,Kirk Cousins pass incomplete short middle intended for Tyler Conklin (defended by Reggie Ragland),-0.360,-1.110
1,13:22,4,15,MIN 34,0,0,"Britton Colquitt punts 49 yards, returned by Jamal Agnew for 10 yards (tackle by Andrew DePaola)",-1.110,-0.740
1,13:09,1,10,DET 27,0,0,D'Andre Swift right end for 4 yards (tackle by D.J. Wonnum),0.740,0.740
1,12:35,2,6,DET 31,0,0,Matthew Stafford pass complete short right to D'Andre Swift for -1 yards (tackle by Eric Wilson),0.740,-0.100
1,11:56,3,7,DET 30,0,0,Matthew Stafford pass incomplete deep middle intended for Danny Amendola (defended by Anthony Harris),-0.100,-1.370
1,11:50,4,7,DET 30,0,0,"Jack Fox punts 58 yards, returned by Chad Beebe for 13 yards (tackle by Jahlani Tavai and Christian Jones)",-1.370,-0.610
1,11:37,1,10,MIN 25,0,0,Alexander Mattison right end for 2 yards (tackle by Jahlani Tavai and Jarrad Davis),0.610,0.330
1,11:01,2,8,MIN 27,0,0,Alexander Mattison up the middle for 1 yard (tackle by Kevin Strong),0.330,-0.230
1,10:20,3,7,MIN 28,0,0,Kirk Cousins pass complete short left to Ameer Abdullah for 6 yards (tackle by Duron Harmon),-0.230,-1.110
1,9:37,4,1,MIN 34,0,0,"Britton Colquitt punts 50 yards, returned by Jamal Agnew for 12 yards (tackle by Hardy Nickerson). Jamal Agnew fumbles (forced by Hardy Nickerson), recovered by Andrew DePaola at DET-42. Penalty on Justin Coleman: Illegal Block Above the Waist (Declined)",-1.110,2.790
1,9:23,1,10,DET 42,0,0,Kirk Cousins pass incomplete short right intended for Tyler Conklin,2.790,2.240
1,9:18,2,10,DET 42,0,0,Kirk Cousins sacked by Romeo Okwara for -6 yards,2.240,0.760
1,8:35,3,16,DET 48,0,0,Kirk Cousins pass incomplete short middle intended for Justin Jefferson (defended by Will Harris),0.760,0.070
1,8:29,4,16,DET 48,0,0,"Britton Colquitt punts 38 yards, fair catch by Jamal Agnew at DET-10",0.070,0.380
1,8:21,1,10,DET 10,0,0,Matthew Stafford pass complete short left to T.J. Hockenson for 9 yards (tackle by Anthony Harris and Harrison Smith),-0.380,0.240
1,7:48,2,1,DET 19,0,0,D'Andre Swift left tackle for 3 yards (tackle by D.J. Wonnum and Harrison Hand),0.240,0.410
1,7:13,1,10,DET 22,0,0,Matthew Stafford pass complete deep left to Marvin Jones for 23 yards (tackle by Harrison Smith),0.410,1.930
1,6:35,1,10,DET 45,0,0,D'Andre Swift right tackle for 4 yards (tackle by Harrison Smith),1.930,1.920
1,6:00,2,6,DET 49,0,0,D'Andre Swift up the middle for 5 yards (tackle by D.J. Wonnum and Troy Dye),1.920,1.880
1,5:25,3,1,MIN 46,0,0,Mohamed Sanu up the middle for 3 yards (tackle by Eric Wilson),1.880,2.720
1,4:53,1,10,MIN 43,0,6,"Matthew Stafford pass complete deep right to Marvin Jones for 43 yards, touchdown",2.720,7.000
1,4:45,,,MIN 15,0,6,Matt Prater kicks extra point no good wide left,0.000,-1.000
1,4:45,,,DET 35,0,6,"Jack Fox kicks off 64 yards, returned by Ameer Abdullah for 29 yards (tackle by Tracy Walker)",0.000,0.940
1,4:39,1,10,MIN 30,0,6,Alexander Mattison right tackle for 6 yards (tackle by Christian Jones),0.940,1.200
1,4:03,2,4,MIN 36,0,6,Kirk Cousins pass incomplete short right intended for Justin Jefferson,1.200,0.500
1,3:57,3,4,MIN 36,0,6,Kirk Cousins pass complete short middle to Justin Jefferson for 13 yards (tackle by Amani Oruwariye),0.500,2.190
1,3:17,1,10,MIN 49,0,6,Kirk Cousins pass complete short middle to Alexander Mattison for 15 yards (tackle by Justin Coleman),2.190,3.180
1,2:40,1,10,DET 36,0,6,Alexander Mattison left end for 4 yards (tackle by Christian Jones and Reggie Ragland),3.180,3.180
1,2:04,2,6,DET 32,0,6,Kirk Cousins sacked by Tracy Walker for -7 yards,3.180,1.550
1,1:24,3,13,DET 39,0,6,"Kirk Cousins pass complete short left to Justin Jefferson for 9 yards (tackle by Jahlani Tavai). Justin Jefferson fumbles (forced by Jahlani Tavai), recovered by Garrett Bradbury at DET-30 and returned for 2 yards (tackle by Tracy Walker)",1.550,1.700
1,0:43,4,2,DET 28,6,6,"Kirk Cousins pass complete short right to Alexander Mattison for 28 yards, touchdown",1.700,7.000
1,0:34,,,DET 15,7,6,Dan Bailey kicks extra point good,0.000,0.000
1,0:34,,,MIN 35,7,6,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
1,0:34,1,10,DET 25,7,6,Matthew Stafford pass complete short right to Marvin Jones for 3 yards (tackle by Cordrea Tankersley),0.610,0.470
Quarter,Time,Down,ToGo,Location,MIN,DET,Detail,EPB,EPA
