Quarter,Time,Tm,Detail,DET,GNB
1.0,7:16,Lions,Matthew Stafford 4 yard rush (Jason Hanson kick),7,0
2.0,12:47,Lions,Tony Scheffler 3 yard pass from Matthew Stafford (Jason Hanson kick),14,0
,10:52,Packers,Mason Crosby 49 yard field goal,14,3
,6:15,Packers,Mike Daniels 43 yard defensive fumble return (Mason Crosby kick),14,10
3.0,11:54,Packers,Aaron Rodgers 27 yard rush (Mason Crosby kick),14,17
,8:57,Lions,Jason Hanson 46 yard field goal,17,17
4.0,10:45,Packers,DuJuan Harris 14 yard rush (Mason Crosby kick),17,24
,4:02,Packers,Mason Crosby 41 yard field goal,17,27
,0:07,Lions,Jason Hanson 34 yard field goal,20,27
