Quarter,Time,Down,ToGo,Location,PHI,SEA,Detail,EPB,EPA
1,8:26,3,2,PHI 18,0,3,"Carson Wentz for 12 yards. Carson Wentz fumbles, recovered by Carson Wentz at PHI-11. Penalty on Bradley McDougald: Unnecessary Roughness, 15 yards",-0.480,1.470
1,7:58,1,10,PHI 38,0,3,Carson Wentz pass incomplete deep left intended for Nelson Agholor,1.470,0.920
1,7:53,2,10,PHI 38,0,3,LeGarrette Blount right tackle for 8 yards (tackle by Byron Maxwell and Bradley McDougald),0.920,1.290
1,7:12,3,2,PHI 46,0,3,LeGarrette Blount middle for 1 yard (tackle by Bradley McDougald),1.290,-0.260
1,6:31,4,1,PHI 47,0,3,"Donnie Jones punts 43 yards, fair catch by Tyler Lockett",-0.260,0.380
1,6:24,1,10,SEA 10,0,3,Mike Davis middle for -1 yards (tackle by Brandon Graham),-0.380,-0.850
1,5:47,2,11,SEA 9,0,3,Mike Davis middle for 4 yards (tackle by Corey Graham and Timmy Jernigan),-0.850,-1.070
1,5:08,3,7,SEA 13,0,3,Russell Wilson sacked by Brandon Graham for -6 yards,-1.070,-2.490
1,4:31,4,13,SEA 7,0,3,"Jon Ryan punts 39 yards, out of bounds",-2.490,-2.520
1,4:23,1,10,SEA 46,0,3,Carson Wentz pass incomplete deep right intended for Nelson Agholor,2.520,1.980
1,4:18,2,10,SEA 46,0,3,Carson Wentz pass complete short right to Torrey Smith for 4 yards (tackle by Bradley McDougald),1.980,1.820
1,3:45,3,6,SEA 42,0,3,Carson Wentz sacked by Frank Clark for -8 yards,1.820,-0.060
1,3:08,4,14,,0,3,"Donnie Jones punts 37 yards, returned by Tyler Lockett for 2 yards (tackle by Corey Clement)",-0.060,0.220
1,2:58,1,10,SEA 15,0,3,Russell Wilson pass complete short right to Nick Vannett for 18 yards (tackle by Rodney McLeod),-0.220,1.140
1,2:31,1,10,SEA 33,0,3,Russell Wilson pass complete short right to Jimmy Graham for 6 yards (tackle by Jalen Mills),1.140,1.400
1,1:54,2,4,SEA 39,0,3,Russell Wilson pass complete short middle to Mike Davis for 23 yards (tackle by Jalen Mills),1.400,3.050
1,1:13,1,10,PHI 38,0,3,Eddie Lacy left guard for 3 yards (tackle by Vinny Curry and Fletcher Cox),3.050,0.000
1,0:26,,,,,,Timeout #1 by Seattle Seahawks,0.000,-2.910
1,0:26,2,7,PHI 35,0,3,"Russell Wilson pass incomplete deep left intended for Paul Richardson. Penalty on Ronald Darby: Defensive Pass Interference, 19 yards (no play)",2.910,4.510
1,0:20,1,10,PHI 16,0,3,"Russell Wilson pass incomplete deep left intended for Doug Baldwin. Penalty on Nigel Bradham: Defensive Holding, 5 yards (no play)",4.510,4.840
1,0:14,1,10,PHI 11,0,9,"Russell Wilson pass complete short left to Jimmy Graham for 11 yards, touchdown",4.840,7.000
1,0:10,,,PHI 15,0,10,Blair Walsh kicks extra point good,0.000,0.000
1,0:10,,,SEA 35,0,10,"Blair Walsh kicks off 62 yards, returned by Kenjon Barner for 26 yards (tackle by Tedric Thompson). Penalty on Mack Hollins: Illegal Block Above the Waist, 10 yards",0.000,0.060
1,0:04,1,10,PHI 17,0,10,Jay Ajayi left tackle for 6 yards (tackle by Michael Wilhoite),-0.060,0.350
Quarter,Time,Down,ToGo,Location,PHI,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,PHI 23,0,10,Jay Ajayi right tackle for 3 yards (tackle by K.J. Wright),0.350,-0.120
2,14:30,3,1,PHI 26,0,10,Carson Wentz left end for 4 yards (tackle by K.J. Wright),-0.120,0.940
2,13:49,1,10,PHI 30,0,10,Carson Wentz pass incomplete short left intended for Torrey Smith,0.940,0.390
2,13:45,2,10,PHI 30,0,10,"Carson Wentz middle for 12 yards (tackle by K.J. Wright). Penalty on Shaquill Griffin: Defensive Holding, 5 yards, Penalty on Michael Bennett: Defensive Offside (Declined)",0.390,2.060
2,13:20,1,10,PHI 47,0,10,Jay Ajayi middle for 11 yards (tackle by Bobby Wagner and Bradley McDougald),2.060,2.790
2,12:36,1,10,SEA 42,0,10,Carson Wentz pass complete short middle to Nelson Agholor for 8 yards (tackle by Earl Thomas),2.790,3.320
2,11:57,2,2,SEA 34,0,10,Corey Clement left end for 8 yards (tackle by Earl Thomas),3.320,3.840
2,11:32,1,10,SEA 26,0,10,Carson Wentz pass incomplete deep middle intended for Zach Ertz (defended by Shaquill Griffin),3.840,3.300
2,11:24,2,10,SEA 26,0,10,Jay Ajayi left tackle for 3 yards (tackle by Sheldon Richardson and Frank Clark),3.300,3.010
2,10:42,3,7,SEA 23,0,10,"Carson Wentz pass incomplete. Penalty on Frank Clark: Defensive Offside, 5 yards (no play)",3.010,3.750
2,10:37,3,2,SEA 18,0,10,LeGarrette Blount right tackle for 3 yards (tackle by Jarran Reed and Justin Coleman),3.750,4.580
2,9:57,1,10,SEA 15,0,10,"LeGarrette Blount left end for 11 yards (tackle by Sheldon Richardson). Penalty on Alshon Jeffery: Offensive Holding, 10 yards",4.580,4.780
2,9:24,1,9,SEA 14,0,10,Carson Wentz pass complete short right to Nelson Agholor for 3 yards (tackle by Michael Wilhoite),4.780,4.640
2,8:45,2,6,SEA 11,0,10,LeGarrette Blount middle for no gain (tackle by Quinton Jefferson and Bradley McDougald),4.640,3.780
2,8:04,3,6,SEA 11,0,10,Carson Wentz pass complete short right to Jay Ajayi for 3 yards (tackle by Byron Maxwell),3.780,2.980
2,7:55,4,3,SEA 8,3,10,Jake Elliott 26 yard field goal good,2.980,3.000
2,7:51,,,PHI 35,3,10,"Jake Elliott kicks off 65 yards, touchback",0.000,-0.610
2,7:51,1,10,SEA 25,3,10,Russell Wilson pass complete short right to Mike Davis for 9 yards (tackle by Jalen Mills),0.610,1.280
2,7:34,2,1,SEA 34,3,10,Mike Davis left guard for 3 yards (tackle by Fletcher Cox and Mychal Kendricks),1.280,1.400
2,7:04,1,10,SEA 37,3,10,Mike Davis right tackle for 2 yards (tackle by Malcolm Jenkins),1.400,1.130
2,7:04,2,8,SEA 39,3,10,"Penalty on Germain Ifedi: False Start, 5 yards (no play)",1.130,0.450
2,6:10,2,13,SEA 34,3,10,Russell Wilson pass complete short left to Paul Richardson for 1 yard (tackle by Nigel Bradham),0.450,-0.100
2,5:30,3,12,SEA 35,3,10,Russell Wilson left end for 7 yards (tackle by Corey Graham),-0.100,-0.590
2,4:48,4,5,SEA 42,3,10,"Jon Ryan punts 39 yards, fair catch by Kenjon Barner",-0.590,-0.150
2,4:40,1,10,PHI 19,3,10,LeGarrette Blount middle for 3 yards (tackle by Bobby Wagner and Sheldon Richardson),0.150,0.070
2,3:56,2,7,PHI 22,3,10,Carson Wentz pass complete short left to Torrey Smith for 3 yards (tackle by Justin Coleman),0.070,-0.290
2,3:21,3,4,PHI 25,3,10,Carson Wentz pass complete short right to Nelson Agholor for 10 yards (tackle by K.J. Wright),-0.290,1.270
2,2:56,1,10,PHI 35,3,10,Jay Ajayi left guard for -1 yards (tackle by Bobby Wagner and Shaquill Griffin),1.270,0.590
2,2:18,2,11,PHI 34,3,10,Jay Ajayi left end for 10 yards (tackle by Earl Thomas),0.590,1.220
2,2:00,3,1,PHI 44,3,10,Carson Wentz middle for 2 yards (tackle by Bobby Wagner),1.220,1.990
2,1:33,1,10,PHI 46,3,10,Carson Wentz pass complete short right to Torrey Smith for 5 yards (tackle by Bobby Wagner),1.990,2.130
2,1:09,2,5,SEA 49,3,10,Carson Wentz pass complete short middle to Corey Clement for 3 yards (tackle by K.J. Wright),2.130,0.000
2,0:59,,,,,,Timeout #1 by Philadelphia Eagles,0.000,-1.820
2,0:59,3,2,SEA 46,3,10,Corey Clement right end for no gain (tackle by Bradley McDougald and Byron Maxwell),1.820,0.000
2,0:18,,,,,,Timeout #2 by Philadelphia Eagles,0.000,-0.200
2,0:18,4,2,SEA 46,3,10,Donnie Jones punts 43 yards,0.200,0.380
2,0:07,1,10,SEA 3,3,10,Russell Wilson kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,PHI,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,3,10,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,PHI 25,3,10,Carson Wentz pass complete short middle to Zach Ertz for 14 yards (tackle by Bradley McDougald),0.610,1.530
3,14:35,1,10,PHI 39,3,10,Jay Ajayi middle for 2 yards (tackle by Michael Bennett and Bradley McDougald),1.530,1.260
3,14:03,2,8,PHI 41,3,10,Carson Wentz pass complete short middle to Zach Ertz for 10 yards (tackle by Byron Maxwell),1.260,2.320
3,13:31,1,10,SEA 49,3,10,Carson Wentz pass complete short left to Alshon Jeffery for 11 yards (tackle by Shaquill Griffin),2.320,3.050
3,12:49,1,10,SEA 38,3,10,Jay Ajayi left guard for -2 yards (tackle by Bobby Wagner),3.050,2.240
3,12:12,2,12,SEA 40,3,10,Carson Wentz pass incomplete short left intended for Jay Ajayi,2.240,1.550
3,12:08,3,12,SEA 40,3,10,Carson Wentz pass complete short left to Torrey Smith for 11 yards (tackle by Shaquill Griffin),1.550,1.620
,,,,,,,"PHI challenged the short of the line to gain ruling, and the play was upheld.",,
3,11:37,4,1,SEA 29,3,10,Carson Wentz middle for 2 yards (tackle by Jarran Reed),1.620,3.780
3,11:01,1,10,SEA 27,3,10,Carson Wentz pass complete deep middle to Alshon Jeffery for 23 yards (tackle by Byron Maxwell and Earl Thomas),3.780,6.280
3,10:30,1,4,SEA 4,3,10,LeGarrette Blount right guard for -2 yards (tackle by Frank Clark),6.280,4.950
3,9:46,2,6,SEA 6,3,10,Carson Wentz middle for 5 yards (tackle by Sheldon Richardson). Carson Wentz fumbles (forced by Sheldon Richardson),4.950,-0.280
3,9:39,1,10,SEA 20,3,10,Russell Wilson pass complete short right to Jimmy Graham for 9 yards (tackle by Rodney McLeod),0.280,0.950
3,9:12,2,1,SEA 29,3,10,Mike Davis middle for no gain (tackle by Nigel Bradham and Malcolm Jenkins),0.950,0.230
3,8:38,3,1,SEA 29,3,10,"Russell Wilson pass incomplete short right intended for Nick Vannett. Penalty on Patrick Robinson: Defensive Holding, 5 yards (no play)",0.230,1.200
3,8:30,1,10,SEA 34,3,10,Russell Wilson pass incomplete,1.200,0.660
3,8:25,2,10,SEA 34,3,10,"Russell Wilson pass incomplete short left intended for Mike Davis. Penalty on Corey Graham: Defensive Holding, 5 yards (no play)",0.660,1.530
3,8:16,1,10,SEA 39,3,10,Mike Davis middle for 1 yard (tackle by Destiny Vaeao),1.530,1.120
3,7:39,2,9,SEA 40,3,10,Russell Wilson pass complete short right to Doug Baldwin for 12 yards (tackle by Patrick Robinson and Jalen Mills),1.120,2.390
3,7:07,1,10,PHI 48,3,10,Russell Wilson pass incomplete,2.390,1.850
3,7:02,2,10,PHI 48,3,10,Russell Wilson pass incomplete deep left intended for Paul Richardson (defended by Ronald Darby),1.850,0.000
3,6:57,,,,,,Timeout #1 by Seattle Seahawks,0.000,-1.160
3,6:57,3,10,PHI 48,3,10,Russell Wilson pass complete deep left to Doug Baldwin for 47 yards (tackle by Rodney McLeod),1.160,6.970
3,6:31,1,1,PHI 1,3,10,Russell Wilson pass incomplete short right intended for Jimmy Graham,6.970,5.910
3,6:30,2,1,PHI 1,3,10,Mike Davis middle for no gain (tackle by Najee Goode and Mychal Kendricks),5.910,5.170
3,5:47,3,1,PHI 1,3,16,"Russell Wilson pass complete short left to Tyler Lockett for 1 yard, touchdown",5.170,7.000
3,5:42,,,PHI 15,3,17,Blair Walsh kicks extra point good,0.000,0.000
3,5:42,,,SEA 35,3,17,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.610
3,5:42,1,10,PHI 25,3,17,Carson Wentz pass complete deep left to Nelson Agholor for 32 yards (tackle by Bobby Wagner),0.610,2.720
3,5:07,1,10,SEA 43,3,17,Carson Wentz pass complete short left to Jay Ajayi for 11 yards (tackle by Shaquill Griffin),2.720,3.450
3,4:48,1,10,SEA 32,3,17,Carson Wentz pass incomplete short left intended for Alshon Jeffery (defended by Shaquill Griffin),3.450,2.900
3,4:44,2,10,SEA 32,3,17,Carson Wentz pass complete short right to Alshon Jeffery for 7 yards (tackle by Byron Maxwell),2.900,3.140
3,3:59,3,3,SEA 25,3,17,Carson Wentz pass incomplete short middle intended for Zach Ertz (defended by Bradley McDougald),3.140,1.900
3,3:55,4,3,SEA 25,3,17,Carson Wentz pass incomplete short left intended for Kenjon Barner,1.900,-0.610
3,3:51,1,10,SEA 25,3,17,Russell Wilson right end for 10 yards (tackle by Brandon Graham),0.610,1.270
3,3:12,1,10,SEA 35,3,17,Russell Wilson pass complete short left to Mike Davis for 2 yards (tackle by Mychal Kendricks),1.270,0.990
3,2:30,2,8,SEA 37,3,17,Mike Davis right end for 22 yards (tackle by Malcolm Jenkins),0.990,2.850
3,1:53,1,10,PHI 41,3,17,Thomas Rawls left guard for 4 yards (tackle by Rodney McLeod),2.850,2.850
3,1:16,2,6,PHI 37,3,17,Russell Wilson pass incomplete deep left intended for Doug Baldwin (defended by Patrick Robinson),2.850,2.150
3,1:09,3,6,PHI 37,3,17,"Russell Wilson pass incomplete. Penalty on Russell Wilson: Intentional Grounding, 16 yards",2.150,-0.260
3,1:03,4,22,SEA 47,3,17,"Jon Ryan punts 34 yards, fair catch by Kenjon Barner",-0.260,-0.150
3,0:56,1,10,PHI 19,3,17,Jay Ajayi left guard for 3 yards (tackle by Jarran Reed and K.J. Wright),0.150,0.070
3,0:10,2,7,PHI 22,3,17,Carson Wentz sacked by Justin Coleman for -6 yards,0.070,-1.590
Quarter,Time,Down,ToGo,Location,PHI,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,13,PHI 16,3,17,Carson Wentz pass complete deep right to Nelson Agholor for 51 yards (tackle by Earl Thomas),-1.590,3.380
4,14:25,1,10,SEA 33,3,17,Carson Wentz pass complete short middle to Mack Hollins for 10 yards (tackle by Bobby Wagner and K.J. Wright),3.380,4.040
4,13:45,1,10,SEA 23,3,17,Carson Wentz pass complete short right to Jay Ajayi for -3 yards (tackle by Bradley McDougald),4.040,3.090
4,13:01,2,13,SEA 26,3,17,Corey Clement right end for -1 yards (tackle by Bobby Wagner),3.090,2.280
4,12:15,3,14,SEA 27,9,17,"Carson Wentz pass complete deep left to Nelson Agholor for 27 yards, touchdown",2.280,7.000
4,12:08,,,SEA 15,10,17,Jake Elliott kicks extra point good,0.000,0.000
4,12:08,,,PHI 35,10,17,"Jake Elliott kicks off 63 yards, returned by Tyler Lockett for 25 yards (tackle by Trey Burton)",0.000,-0.740
4,12:03,1,10,SEA 27,10,17,Russell Wilson pass incomplete short middle intended for Doug Baldwin (defended by Ronald Darby),0.740,0.200
4,12:00,2,10,SEA 27,10,17,Russell Wilson pass complete short right to Mike Davis for 3 yards (tackle by Jalen Mills),0.200,-0.100
4,11:30,3,7,SEA 30,10,17,Russell Wilson pass complete short right to Doug Baldwin for 10 yards (tackle by Corey Graham),-0.100,1.600
4,10:55,1,10,SEA 40,10,17,Mike Davis right guard for 2 yards (tackle by Nigel Bradham),1.600,1.320
4,10:13,2,8,SEA 42,10,17,Russell Wilson pass incomplete short left intended for J.D. McKissic,1.320,0.630
4,10:06,3,8,SEA 42,10,17,"Russell Wilson right guard for 6 yards, lateral to Mike Davis for 17 yards (tackle by Jalen Mills)",0.630,3.250
4,9:16,1,10,PHI 35,10,17,Russell Wilson pass incomplete,3.250,2.700
4,9:07,2,10,PHI 35,10,17,Russell Wilson pass complete short left to Nick Vannett for 21 yards (tackle by Mychal Kendricks and Jalen Mills),2.700,4.650
4,8:18,1,10,PHI 14,10,17,J.D. McKissic left tackle for -1 yards (tackle by Najee Goode),4.650,3.850
4,7:33,2,11,PHI 15,10,23,"Russell Wilson pass complete short left to J.D. McKissic for 15 yards, touchdown",3.850,7.000
4,7:29,,,PHI 15,10,24,Blair Walsh kicks extra point good,0.000,0.000
4,7:29,,,SEA 35,10,24,"Blair Walsh kicks off 46 yards, returned by Brent Celek for 10 yards (tackle by Delano Hill)",0.000,-0.870
4,7:25,1,10,PHI 29,10,24,Carson Wentz pass complete short right to Trey Burton for 14 yards (tackle by Bradley McDougald). Penalty on Bradley McDougald: Defensive Pass Interference (Declined),0.870,1.800
4,7:07,1,10,PHI 43,10,24,Carson Wentz pass incomplete short right intended for Alshon Jeffery (defended by Byron Maxwell),1.800,1.250
4,7:01,2,10,PHI 43,10,24,Carson Wentz pass complete short middle to Trey Burton for 13 yards (tackle by K.J. Wright),1.250,2.650
4,6:31,1,10,SEA 44,10,24,Carson Wentz pass complete short middle to Trey Burton for 4 yards (tackle by Bobby Wagner),2.650,2.650
4,6:00,2,6,SEA 40,10,24,Carson Wentz pass incomplete deep left intended for Trey Burton,2.650,1.950
4,5:54,3,6,SEA 40,10,24,Carson Wentz pass incomplete deep right intended for Nelson Agholor,1.950,0.590
4,5:48,4,6,SEA 40,10,24,Carson Wentz pass incomplete short middle intended for Trey Burton,0.590,-1.600
4,5:43,1,10,SEA 40,10,24,Mike Davis middle for no gain (tackle by Brandon Graham),1.600,1.050
4,5:01,2,10,SEA 40,10,24,Russell Wilson pass complete short left to Doug Baldwin for 6 yards (tackle by Malcolm Jenkins),1.050,1.160
4,4:19,3,4,SEA 46,10,24,Russell Wilson sacked by Brandon Graham and Derek Barnett for -12 yards,1.160,-1.110
4,3:37,4,16,SEA 34,10,24,"Jon Ryan punts 45 yards, fair catch by Kenjon Barner",-1.110,-0.340
4,3:30,1,10,PHI 21,10,24,Carson Wentz sacked by Frank Clark for -7 yards,0.340,-1.250
4,3:00,2,17,PHI 14,10,24,Carson Wentz pass complete short middle to Trey Burton for 11 yards (tackle by Bobby Wagner),-1.250,-0.360
4,2:23,3,6,PHI 25,10,24,Carson Wentz pass incomplete deep left intended for Torrey Smith,-0.360,-1.700
4,2:16,4,6,PHI 25,10,24,Carson Wentz pass complete short left to Corey Clement for 23 yards (tackle by Bradley McDougald),-1.700,2.130
4,2:10,1,10,PHI 48,10,24,Carson Wentz pass incomplete deep right intended for Nelson Agholor is intercepted by Byron Maxwell at SEA-0,2.130,-0.280
4,1:59,1,10,SEA 20,10,24,Mike Davis middle for 4 yards (tackle by Nigel Bradham),0.280,0.000
4,1:54,,,,,,Timeout #2 by Philadelphia Eagles,0.000,-0.270
4,1:54,2,6,SEA 24,10,24,Mike Davis left guard for -2 yards (tackle by Mychal Kendricks),0.270,0.000
4,1:49,,,,,,Timeout #3 by Philadelphia Eagles,0.000,0.690
4,1:49,3,8,SEA 22,10,24,Mike Davis left tackle for 1 yard (tackle by Timmy Jernigan and Chris Long),-0.690,0.000
4,1:05,,,,,,Timeout #2 by Seattle Seahawks,0.000,1.830
4,1:05,4,7,SEA 23,10,24,"Jon Ryan punts 42 yards, returned by Kenjon Barner for no gain",-1.830,-1.270
4,0:57,1,10,PHI 35,10,24,Carson Wentz pass complete short middle to Nelson Agholor for 10 yards (tackle by Bobby Wagner),1.270,1.930
4,0:37,1,10,PHI 45,10,24,Carson Wentz pass incomplete short left intended for Trey Burton,1.930,1.380
4,0:33,2,10,PHI 45,10,24,Carson Wentz pass complete short left to Corey Clement for 4 yards (tackle by Shaquill Griffin),1.380,1.220
4,0:27,3,6,PHI 49,10,24,Carson Wentz pass complete deep middle to Alshon Jeffery for 20 yards (tackle by K.J. Wright),1.220,3.510
4,0:06,1,10,SEA 31,10,24,Carson Wentz pass incomplete deep middle intended for Nelson Agholor (defended by Bradley McDougald),3.510,2.970
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
