Quarter,Time,Down,ToGo,Location,TEN,JAX,Detail,EPB,EPA
Quarter,Time,Down,ToGo,Location,TEN,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,JAX 1,13,6,"Derrick Henry up the middle for 1 yard, touchdown",,
2,14:56,,,JAX 15,14,6,Randy Bullock kicks extra point good,,
2,14:56,,,TEN 35,14,6,"Randy Bullock kicks off 59 yards, returned by Jamal Agnew for 24 yards (tackle by Breon Borders)",,
2,14:49,1,10,JAX 30,14,6,James Robinson left end for 1 yard (tackle by Kristian Fulton),,
2,14:13,2,9,JAX 31,14,6,James Robinson up the middle for 6 yards (tackle by John Simon),,
2,13:38,3,3,JAX 37,14,6,Trevor Lawrence pass complete deep right to Marvin Jones for 25 yards (tackle by Kristian Fulton),,
2,13:03,1,10,TEN 38,14,6,Trevor Lawrence pass complete short right to Jamal Agnew for 7 yards (tackle by David Long),,
2,12:29,2,3,TEN 31,14,6,Trevor Lawrence pass complete short left to Tavon Austin for 22 yards (tackle by Kristian Fulton),,
2,11:54,1,9,TEN 9,14,6,James Robinson up the middle for -1 yards (tackle by Jeffery Simmons),,
2,11:18,2,10,TEN 10,14,6,James Robinson left end for 8 yards (tackle by Kevin Byard),,
2,10:42,3,2,TEN 2,14,6,James Robinson up the middle for 1 yard (tackle by Harold Landry and Kevin Byard),,
2,10:02,4,1,TEN 1,14,12,"Trevor Lawrence pass complete to Jacob Hollister for 1 yard, touchdown",,
2,9:55,,,TEN 15,14,13,Matthew Wright kicks extra point good,,
2,9:55,,,JAX 35,14,13,"Logan Cooke kicks off 65 yards, touchback.",,
2,9:55,1,10,TEN 25,14,13,Ryan Tannehill pass complete deep middle to Marcus Johnson for 22 yards (tackle by Chris Claybrooks),,
2,9:14,1,10,TEN 47,14,13,Derrick Henry left end for 5 yards (tackle by Damien Wilson and Myles Jack),,
2,8:34,2,5,JAX 48,14,13,Ryan Tannehill pass complete short left to Josh Reynolds for 8 yards (tackle by Josh Allen),,
2,8:12,1,10,JAX 40,14,13,Chester Rogers left end for 9 yards (tackle by Josh Allen and Rayshawn Jenkins),,
2,7:49,2,1,JAX 31,14,13,Derrick Henry left end for 5 yards (tackle by Damien Wilson),,
2,7:15,1,10,JAX 26,14,13,Cameron Batson left end for 11 yards (tackle by Myles Jack),,
2,6:33,1,10,JAX 15,14,13,Derrick Henry up the middle for 1 yard (tackle by DaVon Hamilton),,
2,5:57,2,9,JAX 14,20,13,"Ryan Tannehill pass complete short middle to MyCole Pruitt for 14 yards, touchdown",,
2,5:49,,,JAX 15,21,13,Randy Bullock kicks extra point good,,
2,5:49,,,TEN 35,21,13,"Randy Bullock kicks off 57 yards, returned by Jamal Agnew for 16 yards (tackle by Joseph Jones)",,
2,5:43,1,10,JAX 24,21,13,Trevor Lawrence left end for 5 yards (tackle by David Long),,
2,5:03,2,5,JAX 29,21,13,James Robinson right end for 10 yards (tackle by Dane Cruikshank),,
2,4:29,1,10,JAX 39,21,13,Trevor Lawrence pass complete short left to Luke Farrell for 13 yards (tackle by Dane Cruikshank),,
2,3:58,1,10,TEN 48,21,13,James Robinson left end for 12 yards (tackle by David Long),,
2,3:16,1,10,TEN 36,21,13,Trevor Lawrence pass incomplete short right intended for Marvin Jones (defended by Jeffery Simmons),,
2,3:09,2,10,TEN 36,21,13,Carlos Hyde up the middle for 2 yards (tackle by David Long),,
2,2:33,3,8,TEN 34,21,13,Trevor Lawrence pass incomplete short left intended for Jamal Agnew (defended by Kristian Fulton),,
2,2:27,4,8,TEN 34,21,13,Matthew Wright 52 yard field goal no good,,
2,2:22,1,10,TEN 43,21,13,Ryan Tannehill right end for 6 yards (tackle by Rayshawn Jenkins),,
2,2:00,2,3,TEN 49,21,13,Jeremy McNichols up the middle for 9 yards (tackle by Josh Allen),,
2,1:18,1,10,JAX 42,21,13,Ryan Tannehill pass complete deep right to Chester Rogers for 26 yards (tackle by Andrew Wingard),,
2,0:52,1,10,JAX 16,21,13,Ryan Tannehill pass incomplete deep right intended for Anthony Firkser,,
2,0:47,2,10,JAX 16,21,13,Ryan Tannehill sacked by and Josh Allen for no gain and Dawuane Smoot for no gain,,
2,0:40,,,,,,Timeout #1 by Tennessee Titans,,
2,0:40,3,10,JAX 16,21,13,Ryan Tannehill pass incomplete deep middle,,
2,0:36,4,10,JAX 16,24,13,Randy Bullock 34 yard field goal good,,
2,0:31,,,TEN 35,24,13,"Randy Bullock kicks off 65 yards, returned by Jamal Agnew for 24 yards (tackle by Joseph Jones and Olasunkanmi Adeniyi)",,
2,0:26,1,10,JAX 24,24,13,Trevor Lawrence pass complete short right to Dan Arnold for 7 yards (tackle by Jackrabbit Jenkins),,
2,0:20,2,3,JAX 31,24,13,Trevor Lawrence sacked by Harold Landry for -4 yards,,
2,0:12,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,0:12,3,7,JAX 27,24,13,Trevor Lawrence pass complete to Tavon Austin for 13 yards (tackle by John Simon),,
2,0:05,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,0:05,,,,,,Timeout #2 by Tennessee Titans,,
2,0:05,1,10,JAX 40,24,13,"James Robinson up the middle for 9 yards (tackle by John Simon and Harold Landry). Penalty on Andrew Norwell: Offensive Holding, 10 yards (declined)",,
Quarter,Time,Down,ToGo,Location,TEN,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,24,13,"Logan Cooke kicks off 65 yards, touchback.",,
3,15:00,1,10,TEN 25,24,13,Derrick Henry up the middle for 4 yards (tackle by K'Lavon Chaisson and DaVon Hamilton),,
3,14:25,2,6,TEN 29,24,13,Derrick Henry right end for 2 yards (tackle by DaVon Hamilton),,
3,13:41,3,4,TEN 31,24,13,Ryan Tannehill pass complete short middle to Marcus Johnson for 20 yards (tackle by Rayshawn Jenkins),,
3,13:08,1,10,JAX 49,24,13,Derrick Henry up the middle for 3 yards (tackle by Andrew Wingard),,
3,12:43,2,7,JAX 46,24,13,Derrick Henry for 3 yards (tackle by DaVon Hamilton),,
3,12:12,3,4,JAX 43,24,13,Ryan Tannehill pass complete to A.J. Brown for 6 yards (tackle by Tre Herndon),,
3,11:40,1,10,JAX 37,24,13,Derrick Henry left end for 8 yards (tackle by Josh Allen),,
3,11:08,2,2,JAX 29,24,13,"Ryan Tannehill pass incomplete middle intended for Geoff Swaim JAX challenged the fumble ruling, and the play was upheld.",,
3,11:03,3,2,JAX 29,24,13,Ryan Tannehill left end for 7 yards (tackle by Shaquill Griffin),,
3,10:27,1,10,JAX 22,24,13,Derrick Henry right end for 13 yards (tackle by Shaquill Griffin and Dakota Allen),,
3,9:55,1,9,JAX 9,30,13,"Derrick Henry up the middle for 9 yards, touchdown",,
3,9:48,,,JAX 15,31,13,Randy Bullock kicks extra point good,,
3,9:48,,,TEN 35,31,13,"Randy Bullock kicks off 68 yards, returned by Jamal Agnew for 21 yards (tackle by Joseph Jones)",,
3,9:43,1,10,JAX 18,31,13,Trevor Lawrence pass complete short right to Jamal Agnew for 7 yards (tackle by Kevin Byard),,
3,9:19,2,3,JAX 25,31,13,Trevor Lawrence up the middle for 2 yards (tackle by Harold Landry),,
3,8:41,3,1,JAX 27,31,13,Trevor Lawrence sacked by Harold Landry for -13 yards,,
3,8:05,4,14,JAX 14,31,13,"Logan Cooke punts 38 yards, fair catch by Chester Rogers at TEN-48",,
3,7:56,1,10,TEN 48,31,13,Derrick Henry right end for 1 yard (tackle by Damien Wilson),,
3,7:10,2,9,TEN 49,31,13,Ryan Tannehill pass incomplete short middle intended for Marcus Johnson (defended by Josh Allen),,
3,7:06,3,9,TEN 49,31,13,Ryan Tannehill pass complete short middle to Anthony Firkser for 7 yards (tackle by Tre Herndon),,
3,6:17,,,,,,Timeout #1 by Tennessee Titans,,
3,6:17,4,2,JAX 44,31,13,Ryan Tannehill scrambles right end for 8 yards (tackle by Andrew Wingard),,
3,5:47,1,10,JAX 36,31,13,Cameron Batson left end for 4 yards (tackle by Jihad Ward),,
3,5:08,2,6,JAX 32,31,13,Derrick Henry up the middle for -2 yards (tackle by K'Lavon Chaisson),,
3,4:27,3,8,JAX 34,31,13,Ryan Tannehill sacked by Dawuane Smoot for -11 yards,,
3,3:45,4,19,JAX 45,31,13,"Johnny Townsend punts 45 yards, touchback.",,
3,3:36,1,10,JAX 20,31,13,James Robinson up the middle for 10 yards (tackle by Kevin Byard),,
3,3:04,1,10,JAX 30,31,13,James Robinson right end for 8 yards (tackle by David Long and Jackrabbit Jenkins),,
3,2:30,2,2,JAX 38,31,13,James Robinson up the middle for 9 yards (tackle by Kevin Byard),,
3,1:52,1,10,JAX 47,31,13,Trevor Lawrence pass incomplete deep left intended for Marvin Jones (defended by Chris Jackson),,
3,1:43,2,10,JAX 47,31,13,Trevor Lawrence pass complete to Dan Arnold for 18 yards (tackle by Kristian Fulton and Dane Cruikshank),,
3,1:01,1,10,TEN 35,31,13,Jamal Agnew left end for 8 yards (tackle by Kevin Byard),,
3,0:25,2,2,TEN 27,31,13,James Robinson up the middle for 5 yards (tackle by David Long),,
Quarter,Time,Down,ToGo,Location,TEN,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 22,31,13,"Trevor Lawrence scrambles left end for 2 yards (tackle by Jeffery Simmons). Penalty on Jeffery Simmons: Unnecessary Roughness / Defense, 10 yards (accepted)",,
4,14:38,1,10,TEN 10,31,13,James Robinson up the middle for 1 yard (tackle by David Long),,
4,13:56,2,9,TEN 9,31,13,"Trevor Lawrence pass incomplete intended for Dan Arnold. Penalty on Denico Autry: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",,
4,13:54,1,4,TEN 4,31,19,"Trevor Lawrence for 4 yards, touchdown",,
4,13:50,,,TEN 2,31,19,Two Point Attempt: Trevor Lawrence pass incomplete intended for intended for Jamal Agnew,,
4,13:50,,,JAX 35,31,19,"Logan Cooke kicks off 65 yards, touchback.",,
4,13:50,1,10,TEN 25,31,19,Ryan Tannehill pass incomplete short left intended for Marcus Johnson,,
4,13:44,2,10,TEN 25,31,19,Derrick Henry up the middle for no gain (tackle by Shaquille Quarterman and DaVon Hamilton),,
4,13:05,3,10,TEN 25,31,19,Ryan Tannehill pass complete short right to Jeremy McNichols for 1 yard (tackle by Jihad Ward and Tre Herndon),,
4,12:29,4,9,TEN 26,31,19,"Johnny Townsend punts 44 yards, fair catch by Jamal Agnew at JAC-30",,
4,12:21,1,10,JAX 30,31,19,Trevor Lawrence pass complete deep left to Laviska Shenault for 58 yards (tackle by Dane Cruikshank),,
4,11:48,1,10,TEN 12,31,19,Trevor Lawrence pass incomplete short right intended for Dan Arnold,,
4,11:41,2,10,TEN 12,31,19,Carlos Hyde up the middle for 3 yards (tackle by Jeffery Simmons),,
4,11:04,3,7,TEN 9,31,19,"Trevor Lawrence pass is intercepted by Jackrabbit Jenkins in end zone and returned for no gain (tackle by Jamal Agnew). Penalty on Caleb Farley: Defensive Holding, 4 yards (accepted) (no play)",,
4,10:55,1,5,TEN 5,31,19,Trevor Lawrence pass incomplete short left intended for Laviska Shenault,,
4,10:50,2,5,TEN 5,31,19,Trevor Lawrence pass incomplete intended for Marvin Jones (defended by Kevin Byard),,
4,10:46,3,5,TEN 5,31,19,"Trevor Lawrence for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Trevor Lawrence for 4 yards (tackle by Kevin Byard)",,
4,10:29,4,1,TEN 1,31,19,Carlos Hyde for -3 yards (tackle by Chris Jackson),,
4,10:20,1,10,TEN 4,31,19,Derrick Henry up the middle for 4 yards (tackle by Shaquille Quarterman),,
4,9:38,2,6,TEN 8,31,19,Derrick Henry up the middle for 15 yards (tackle by Andrew Wingard),,
4,8:51,1,10,TEN 23,31,19,"Derrick Henry right end for no gain (tackle by Malcom Brown). Penalty on Nate Davis: Offensive Holding, 10 yards (accepted) (no play)",,
4,8:22,1,20,TEN 13,31,19,Derrick Henry right end for no gain (tackle by Malcom Brown),,
4,7:34,2,20,TEN 13,31,19,Ryan Tannehill sacked by K'Lavon Chaisson for -2 yards,,
4,6:49,3,22,TEN 11,31,19,Ryan Tannehill pass complete short middle to Anthony Firkser for 14 yards (tackle by Damien Wilson),,
4,6:04,4,8,TEN 25,31,19,"Johnny Townsend punts 42 yards, fair catch by Jamal Agnew at JAC-33",,
4,5:56,1,10,JAX 33,31,19,"Trevor Lawrence pass incomplete short right intended for James Robinson (defended by David Long). Penalty on Jawaan Taylor: Offensive Holding, 10 yards (accepted) (no play)",,
4,5:51,1,20,JAX 23,31,19,Trevor Lawrence pass complete short middle to Tavon Austin for 9 yards (tackle by Kevin Byard),,
4,5:20,2,11,JAX 32,31,19,"Penalty on Cam Robinson: False Start, 5 yards (accepted) (no play)",,
4,5:20,2,16,JAX 27,31,19,Trevor Lawrence scrambles up the middle for 8 yards (tackle by Denico Autry),,
4,4:46,3,8,JAX 35,31,19,Trevor Lawrence pass complete short left to Dan Arnold for 4 yards (tackle by Elijah Molden),,
4,4:03,4,4,JAX 39,31,19,Trevor Lawrence pass incomplete short left intended for Dan Arnold,,
4,3:56,1,10,JAX 39,31,19,Derrick Henry up the middle for 9 yards (tackle by Shaquill Griffin),,
4,3:49,2,1,JAX 30,31,19,Derrick Henry left end for 5 yards (tackle by DaVon Hamilton and Damien Wilson),,
4,3:05,1,10,JAX 25,31,19,Derrick Henry for 4 yards (tackle by Josh Allen and K'Lavon Chaisson),,
4,2:22,2,6,JAX 21,31,19,Derrick Henry left end for 11 yards (tackle by Josh Allen),,
4,2:00,1,10,JAX 10,37,19,"Derrick Henry up the middle for 10 yards, touchdown",,
4,1:54,,,JAX 15,37,19,Randy Bullock kicks extra point no good,,
4,1:54,,,TEN 35,37,19,"Randy Bullock kicks off 65 yards, touchback.",,
4,1:54,1,10,JAX 25,37,19,James Robinson up the middle for 6 yards (tackle by Jackrabbit Jenkins),,
4,1:20,2,4,JAX 31,37,19,Trevor Lawrence pass complete short left to Jamal Agnew for 8 yards (tackle by David Long),,
4,1:04,1,10,JAX 39,37,19,Trevor Lawrence pass complete short left to Jamal Agnew for 4 yards (tackle by Elijah Molden),,
4,0:58,2,6,JAX 43,37,19,Trevor Lawrence pass complete short left to Tavon Austin for 5 yards (tackle by Caleb Farley),,
4,0:32,3,1,JAX 48,37,19,Trevor Lawrence pass complete short middle to Dan Arnold for 12 yards (tackle by Kevin Byard and David Long),,
4,0:23,,,,,,Timeout #2 by Jacksonville Jaguars,,
4,0:23,1,10,TEN 40,37,19,Trevor Lawrence pass complete short middle to Dare Ogunbowale for 19 yards (tackle by Dane Cruikshank),,
4,0:15,,,,,,Timeout #3 by Jacksonville Jaguars,,
4,0:15,1,10,TEN 21,37,19,Trevor Lawrence pass complete short left to Jamal Agnew for 7 yards (tackle by Dane Cruikshank),,
4,0:10,,,,,,Timeout #2 by Tennessee Titans,,
4,0:10,2,3,TEN 14,37,19,Trevor Lawrence pass complete short left to Jamal Agnew for 8 yards (tackle by Caleb Farley),,
4,0:07,1,6,TEN 6,37,19,Trevor Lawrence pass incomplete intended for Laviska Shenault (defended by Caleb Farley),,
4,0:03,2,6,TEN 6,37,19,Trevor Lawrence pass short middle intended for Marvin Jones is intercepted by Kevin Byard in end zone and returned for no gain,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
