Quarter,Time,Down,ToGo,Location,STL,SDG,Detail,EPB,EPA
1,9:13,4,3,STL 5,0,3,Nick Novak 23 yard field goal good,3.020,3.000
1,9:13,,,SDG 35,0,3,"Nick Novak kicks off 61 yards, returned by Benny Cunningham for 28 yards (tackle by Ladarius Green)",0.000,-1.070
1,9:02,1,10,STL 32,0,3,Tre Mason right end for 4 yards (tackle by Sean Lissemore and Donald Butler),1.070,1.070
1,8:28,2,6,STL 36,0,3,Tre Mason up the middle for 6 yards (tackle by Jarret Johnson and Marcus Gilchrist),1.070,1.730
1,7:51,1,10,STL 42,0,3,Tre Mason up the middle for 13 yards (tackle by Eric Weddle and Donald Butler),1.730,2.590
1,7:17,1,10,SDG 45,0,3,"Penalty on Joe Barksdale: False Start, 5 yards (no play)",2.590,2.260
1,6:53,1,15,,0,3,Shaun Hill pass complete short right to Kenny Britt for 10 yards (tackle by Brandon Flowers and Manti Te'o),2.260,2.720
1,6:10,2,5,SDG 40,0,3,"Penalty on Greg Robinson: False Start, 5 yards (no play)",2.720,2.040
1,5:51,2,10,SDG 45,0,3,Shaun Hill pass complete short middle to Stedman Bailey for 8 yards (tackle by Ricardo Mathews),2.040,2.410
1,5:06,3,2,SDG 37,0,3,Shaun Hill pass complete short middle to Tavon Austin for 3 yards (tackle by Darrell Stuckey and Eric Weddle),2.410,3.310
1,4:21,1,10,SDG 34,0,3,Tre Mason left end for 3 yards (tackle by Corey Liuget and Sean Lissemore),3.310,3.180
1,3:36,2,7,SDG 31,0,3,Shaun Hill pass incomplete short right intended for Lance Kendricks,3.180,2.480
1,3:31,3,7,SDG 31,0,3,"Shaun Hill pass complete short middle to Stedman Bailey for 23 yards (tackle by Shareece Wright). Penalty on Greg Robinson: Offensive Holding, 10 yards (no play)",2.480,1.160
1,2:56,3,17,SDG 41,0,3,"Shaun Hill pass complete short right to Stedman Bailey for 19 yards. Penalty on Dwight Freeney: Roughing the Passer, 11 yards",1.160,4.840
1,2:28,1,10,SDG 11,0,3,Tavon Austin right end for 6 yards (tackle by Shareece Wright),4.840,5.280
1,1:59,2,4,SDG 5,0,3,Tre Mason up the middle for 1 yard (tackle by Andrew Gachkar and Darrell Stuckey),5.280,4.670
1,1:14,3,3,SDG 4,0,3,Shaun Hill pass incomplete short right intended for Kenny Britt. Penalty on Kenny Britt: Offensive Pass Interference (Declined),4.670,3.030
1,1:07,4,3,SDG 4,3,3,Greg Zuerlein 22 yard field goal good,3.030,3.000
1,1:07,,,STL 35,3,3,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
1,1:03,1,10,SDG 20,3,3,Ryan Mathews up the middle for 17 yards (tackle by T.J. McDonald and Janoris Jenkins),0.280,1.400
1,0:30,1,10,SDG 37,3,3,Philip Rivers pass complete short left to Keenan Allen for 20 yards (tackle by James Laurinaitis),1.400,2.720
Quarter,Time,Down,ToGo,Location,STL,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,STL 43,3,3,Philip Rivers pass complete short right to Eddie Royal for 11 yards (tackle by Rodney McLeod),2.720,3.450
2,15:00,1,10,STL 32,3,3,Ryan Mathews left tackle for 4 yards (tackle by Mark Barron and Alec Ogletree),3.450,3.440
2,13:45,2,6,STL 28,3,3,Ryan Mathews left end for 19 yards (tackle by Rodney McLeod),3.440,5.140
2,13:08,1,9,STL 9,3,3,Branden Oliver left guard for 2 yards (tackle by E.J. Gaines),5.140,4.760
2,12:31,2,7,STL 7,3,3,Philip Rivers pass complete short middle to Branden Oliver for -1 yards (tackle by Aaron Donald),4.760,3.580
2,11:52,3,8,STL 8,9,3,"Philip Rivers pass incomplete short left intended for Keenan Allen is intercepted by Janoris Jenkins at STL-1 and returned for 99 yards, touchdown. Penalty on Janoris Jenkins: Unsportsmanlike Conduct, 15 yards",3.580,-7.000
2,11:32,,,SDG 2,10,3,Greg Zuerlein kicks extra point good,0.000,0.000
2,11:32,,,STL 20,10,3,"Greg Zuerlein kicks off 78 yards, returned by Chris Davis for 22 yards (tackle by Chase Reynolds)",0.000,-0.540
2,11:26,1,10,SDG 24,10,3,Ryan Mathews up the middle for no gain (tackle by Aaron Donald),0.540,0.000
2,10:53,2,10,SDG 24,10,3,Philip Rivers pass complete short right to Keenan Allen for 9 yards (tackle by Trumaine Johnson),0.000,0.500
2,10:08,3,1,SDG 33,10,3,Philip Rivers sacked by Kendall Langford for 0 yards,0.500,-1.180
2,10:08,4,1,SDG 33,10,3,"Mike Scifres punts 53 yards, returned by Tavon Austin for 6 yards (tackle by Donald Brown)",-1.180,-0.280
2,9:15,1,10,STL 20,10,3,Shaun Hill pass incomplete short right intended for Jared Cook,0.280,-0.270
2,9:11,2,10,STL 20,10,3,Shaun Hill pass complete short middle to Tre Mason for 26 yards (tackle by Marcus Gilchrist),-0.270,1.990
2,8:28,1,10,STL 46,10,3,Tre Mason up the middle for 2 yards (tackle by Kavell Conner and Tenny Palepoi),1.990,1.720
2,7:43,2,8,STL 48,10,3,Shaun Hill pass complete short right to Lance Kendricks for 16 yards (tackle by Marcus Gilchrist),1.720,3.180
2,7:04,1,10,SDG 36,10,3,Tre Mason up the middle for no gain (tackle by Andrew Gachkar),3.180,2.640
2,6:21,2,10,SDG 36,10,3,Tre Mason left end for no gain (tackle by Donald Butler and Tenny Palepoi),2.640,1.950
2,5:34,3,10,SDG 36,10,3,Shaun Hill pass complete short right to Jared Cook for 8 yards (tackle by Eric Weddle),1.950,1.950
2,4:38,3,10,SDG 36,10,3,Timeout #1 by St. Louis Rams,1.950,1.700
2,4:38,4,2,SDG 28,10,3,"Greg Zuerlein 46 yard field goal no good, blocked by Darrell Stuckey, recovered by Eric Weddle and returned for 12 yards. Penalty on Tourek Williams: Illegal Block Above the Waist, 10 yards",1.700,-0.280
2,4:25,1,10,SDG 20,10,3,Philip Rivers pass complete short right to Eddie Royal for -1 yards (tackle by Trumaine Johnson),0.280,-0.460
2,3:57,2,11,SDG 19,10,3,Philip Rivers pass complete short right to Malcom Floyd for 6 yards (tackle by Trumaine Johnson),-0.460,-0.300
2,3:06,3,5,SDG 25,10,3,Philip Rivers pass complete short left to Malcom Floyd for 4 yards (tackle by E.J. Gaines),-0.300,-1.440
2,2:27,4,1,SDG 29,10,3,"Mike Scifres punts 48 yards, fair catch by Tavon Austin",-1.440,-0.480
2,2:18,1,10,STL 23,10,3,Shaun Hill pass incomplete short right intended for Benny Cunningham (defended by Eric Weddle),0.480,-0.070
2,2:15,2,10,STL 23,10,3,Shaun Hill pass incomplete deep right intended for Stedman Bailey,-0.070,-0.760
2,2:09,3,10,STL 23,10,3,"Shaun Hill pass incomplete deep left intended for Tavon Austin. Penalty on Shareece Wright: Defensive Pass Interference, 30 yards (no play)",-0.760,2.460
2,2:02,1,10,SDG 47,10,3,"Shaun Hill for no gain. Shaun Hill fumbles, recovered by Benny Cunningham at STL-49",2.460,1.370
2,2:00,2,14,STL 49,10,3,"Shaun Hill pass complete deep right to Kenny Britt for 51 yards. Penalty on Greg Robinson: Face Mask (15 Yards), 15 yards (no play)",1.370,-0.650
2,1:51,2,29,STL 34,10,3,Benny Cunningham up the middle for 3 yards (tackle by Manti Te'o),-0.650,-0.650
2,1:47,2,29,STL 34,10,3,Timeout #1 by San Diego Chargers,-0.650,-0.890
2,1:45,3,26,STL 37,10,3,Benny Cunningham up the middle for 5 yards (tackle by Melvin Ingram),-0.890,-0.890
2,1:43,3,26,STL 37,10,3,Timeout #2 by San Diego Chargers,-0.890,-0.590
2,1:43,4,21,STL 42,10,3,Johnny Hekker punts 42 yards,-0.590,0.140
2,1:33,1,10,SDG 16,10,3,Philip Rivers pass complete short middle to Antonio Gates for 4 yards (tackle by T.J. McDonald),-0.140,0.010
2,1:10,2,6,SDG 20,10,3,Philip Rivers pass complete short middle to Eddie Royal for 12 yards (tackle by Trumaine Johnson),0.010,1.070
2,1:03,1,10,SDG 32,10,3,Philip Rivers pass incomplete deep left intended for Keenan Allen,1.070,0.530
2,0:57,2,10,SDG 32,10,3,Philip Rivers pass complete short middle to Eddie Royal for 11 yards (tackle by Alec Ogletree),0.530,1.800
2,0:36,1,10,SDG 43,10,3,Philip Rivers pass complete short middle to Donald Brown for 12 yards (tackle by James Laurinaitis),1.800,1.800
2,0:29,1,10,SDG 43,10,3,Timeout #3 by San Diego Chargers,1.800,2.590
2,0:29,1,10,STL 45,10,3,Philip Rivers pass complete short left to Donald Brown for 8 yards (tackle by Alec Ogletree),2.590,3.120
2,0:29,2,2,STL 37,10,3,Philip Rivers spiked the ball,3.120,2.410
2,0:29,3,2,STL 37,10,3,Philip Rivers pass complete short left to Eddie Royal for 7 yards,2.410,3.580
2,0:29,1,10,STL 30,10,3,Philip Rivers pass incomplete short left intended for Keenan Allen,3.580,3.030
2,0:07,2,10,STL 30,10,6,Nick Novak 48 yard field goal good,3.030,3.000
2,0:07,,,SDG 35,10,6,"Nick Novak kicks off 47 yards, returned by Stedman Bailey for 9 yards (tackle by Donald Brown)",0.000,1.270
Quarter,Time,Down,ToGo,Location,STL,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 35,10,6,"Nick Novak kicks off 70 yards, returned by Benny Cunningham for 34 yards (tackle by Shareece Wright). Penalty on Maurice Alexander: Offensive Holding, 10 yards",0.000,0.220
3,14:53,1,10,STL 15,10,6,Tre Mason up the middle for 2 yards (tackle by Kavell Conner and Donald Butler),-0.220,-0.440
3,14:15,2,8,STL 17,10,6,Shaun Hill pass complete short left to Stedman Bailey for 7 yards (tackle by Eric Weddle),-0.440,-0.270
3,13:31,3,1,STL 24,10,6,Tre Mason up the middle for no gain (tackle by Kavell Conner and Eric Weddle),-0.270,-1.770
3,12:50,4,1,STL 24,10,6,"Johnny Hekker punts 37 yards, out of bounds",-1.770,-1.530
3,12:39,1,10,SDG 39,10,6,Ryan Mathews left tackle for 6 yards (tackle by James Laurinaitis),1.530,1.800
3,12:10,2,4,SDG 45,10,6,Philip Rivers pass complete short left to Ryan Mathews for 10 yards (tackle by Janoris Jenkins),1.800,2.590
3,12:10,1,10,STL 45,10,6,"Ryan Mathews left guard for 2 yards (tackle by William Hayes). Penalty on Eddie Royal: Illegal Block Above the Waist, 10 yards (no play)",2.590,1.930
3,11:20,1,20,SDG 45,10,6,Philip Rivers pass complete short right to Antonio Gates for 10 yards (tackle by E.J. Gaines),1.930,2.040
3,10:46,2,10,STL 45,10,6,Philip Rivers pass complete short right to Branden Oliver for 13 yards (tackle by James Laurinaitis and Trumaine Johnson),2.040,3.450
3,10:00,1,10,STL 32,10,12,"Ryan Mathews up the middle for 32 yards, touchdown",3.450,7.000
3,10:00,,,STL 2,10,13,Nick Novak kicks extra point good,0.000,0.000
3,10:00,,,SDG 35,10,13,"Nick Novak kicks off 67 yards, returned by Benny Cunningham for 22 yards (tackle by Tourek Williams)",0.000,-0.280
3,9:43,1,10,STL 20,10,13,Shaun Hill pass incomplete short left intended for Tre Mason,0.280,-0.270
3,9:38,2,10,STL 20,10,19,"Shaun Hill sacked by Corey Liuget for -7 yards. Shaun Hill fumbles (forced by Corey Liuget), recovered by Andrew Gachkar at STL-13 and returned for 13 yards, touchdown",-0.270,-7.000
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
3,9:29,,,STL 2,10,20,Nick Novak kicks extra point good,0.000,0.000
3,9:29,,,SDG 35,10,20,"Nick Novak kicks off 64 yards, returned by Benny Cunningham for 33 yards (tackle by Ladarius Green)",0.000,-1.200
3,9:22,1,10,STL 34,10,20,"Tre Mason right end for 9 yards (tackle by Melvin Ingram). Penalty on Tavon Austin: Offensive Holding, 10 yards",1.200,1.140
3,9:22,1,11,STL 33,10,20,Tre Mason right end for 2 yards (tackle by Jarret Johnson),1.140,0.790
3,8:13,2,9,STL 35,10,20,Shaun Hill pass complete short middle to Tavon Austin for 2 yards (tackle by Eric Weddle),0.790,0.370
3,7:28,3,7,STL 37,10,20,Shaun Hill pass incomplete deep left intended for Jared Cook,0.370,-0.910
3,7:21,4,7,STL 37,10,20,"Johnny Hekker punts 42 yards, muffed catch by Keenan Allen, recovered by Alex Bayer and returned for no gain. Penalty on Jeremiah Attaochu: Offensive Holding (Declined)",-0.910,4.170
3,7:11,1,10,SDG 21,10,20,Tavon Austin left end for 15 yards (tackle by Shareece Wright and Marcus Gilchrist),4.170,5.830
3,6:29,1,6,SDG 6,10,20,Shaun Hill pass incomplete short left intended for Jared Cook (defended by Shareece Wright),5.830,4.950
3,6:23,2,6,SDG 6,16,20,"Tavon Austin right end for 6 yards, touchdown",4.950,7.000
3,6:23,,,SDG 2,17,20,Greg Zuerlein kicks extra point good,0.000,0.000
3,6:23,,,STL 35,17,20,"Greg Zuerlein kicks off 69 yards, returned by Chris Davis for 21 yards (tackle by Chase Reynolds)",0.000,0.060
3,6:13,1,10,SDG 17,17,20,Ryan Mathews up the middle for 1 yard (tackle by Alec Ogletree),-0.060,-0.420
3,5:35,2,9,SDG 18,17,20,Branden Oliver up the middle for 7 yards (tackle by Rodney McLeod),-0.420,-0.240
3,4:50,3,2,SDG 25,17,20,Philip Rivers pass complete short right to Keenan Allen for 6 yards (tackle by E.J. Gaines),-0.240,1.000
3,4:17,1,10,SDG 31,17,20,Philip Rivers pass complete short middle to Malcom Floyd for 14 yards (tackle by Alec Ogletree),1.000,1.930
3,3:48,1,10,SDG 45,17,20,Branden Oliver left tackle for no gain (tackle by Aaron Donald and Kendall Langford),1.930,1.380
3,3:07,2,10,SDG 45,17,20,Philip Rivers pass complete short left to Branden Oliver for 4 yards (tackle by Janoris Jenkins),1.380,1.220
3,2:23,3,6,SDG 49,17,20,"Philip Rivers pass complete short middle to Keenan Allen for 35 yards (tackle by Janoris Jenkins). Keenan Allen fumbles (forced by Janoris Jenkins), recovered by Rodney McLeod at STL-15 (tackle by Eddie Royal)",1.220,0.220
3,2:07,1,10,STL 15,17,20,Tre Mason left tackle for 21 yards (tackle by Marcus Gilchrist),-0.220,1.330
3,2:07,1,10,STL 36,17,20,Tre Mason up the middle for no gain (tackle by Sean Lissemore and Kendall Reyes),1.330,0.790
3,0:49,2,10,STL 36,17,20,Shaun Hill pass incomplete,0.790,0.100
3,0:40,3,10,STL 36,17,20,Shaun Hill pass incomplete short right intended for Kenny Britt,0.100,-0.980
3,0:35,4,10,STL 36,17,20,Johnny Hekker punts 57 yards,-0.980,0.380
3,0:25,1,10,SDG 7,17,20,Branden Oliver up the middle for 1 yard (tackle by Eugene Sims),-0.380,-0.710
Quarter,Time,Down,ToGo,Location,STL,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,SDG 8,17,20,Philip Rivers pass complete short right to Eddie Royal for 10 yards (tackle by Alec Ogletree and T.J. McDonald),-0.710,0.040
4,14:16,1,10,SDG 18,17,20,Branden Oliver right end for 6 yards (tackle by T.J. McDonald),0.040,0.410
4,13:49,2,4,SDG 24,17,20,Branden Oliver up the middle for 1 yard (tackle by Michael Brockers),0.410,-0.270
4,13:04,3,3,SDG 25,17,20,Philip Rivers pass complete short middle to Seyi Ajirotutu for 8 yards (tackle by James Laurinaitis),-0.270,1.140
4,12:19,1,10,SDG 33,17,20,Philip Rivers pass incomplete intended for Malcom Floyd (defended by Robert Quinn),1.140,0.590
4,12:13,2,10,SDG 33,17,20,Philip Rivers pass complete short left to Branden Oliver for 7 yards (tackle by William Hayes and James Laurinaitis),0.590,0.830
4,11:23,3,3,SDG 40,17,20,"Penalty on D.J. Fluker: False Start, 5 yards (no play)",0.830,0.170
4,10:55,3,8,SDG 35,17,20,Philip Rivers pass complete deep left to Ladarius Green for 28 yards (tackle by James Laurinaitis),0.170,3.120
4,10:10,1,10,STL 37,17,20,Donald Brown left tackle for 7 yards (tackle by T.J. McDonald and Eugene Sims),3.120,3.520
4,9:25,2,3,STL 30,17,20,Philip Rivers pass complete short middle to Ladarius Green for 6 yards (tackle by T.J. McDonald and James Laurinaitis),3.520,3.970
4,8:46,1,10,STL 24,17,20,"Penalty on D.J. Fluker: False Start, 5 yards (no play)",3.970,3.640
4,8:21,1,15,STL 29,17,26,"Philip Rivers pass complete short left to Keenan Allen for 29 yards, touchdown",3.640,7.000
4,8:21,,,STL 2,17,27,Nick Novak kicks extra point good,0.000,0.000
4,8:21,,,SDG 35,17,27,"Nick Novak kicks off 65 yards, returned by Benny Cunningham for 20 yards (tackle by Seyi Ajirotutu)",0.000,-0.280
4,8:04,1,10,STL 20,17,27,Shaun Hill pass complete short middle to Tavon Austin for 6 yards (tackle by Eric Weddle),0.280,0.540
4,7:26,2,4,STL 26,17,27,Shaun Hill pass incomplete deep left intended for Kenny Britt (defended by Brandon Flowers),0.540,-0.160
4,7:20,3,4,STL 26,17,27,Shaun Hill pass incomplete deep right intended for Benny Cunningham (defended by Manti Te'o),-0.160,-1.630
4,7:20,4,4,STL 26,17,27,Johnny Hekker pass complete short left to Stedman Bailey for 19 yards (tackle by Chris Davis),-1.630,1.930
4,6:27,1,10,STL 45,17,27,Shaun Hill pass incomplete short right intended for Jared Cook (defended by Melvin Ingram),1.930,1.380
4,6:17,2,10,STL 45,17,27,Shaun Hill pass complete short middle to Jared Cook for 9 yards (tackle by Eric Weddle),1.380,1.880
4,5:28,3,1,SDG 46,17,27,Shaun Hill pass complete deep right to Stedman Bailey for 22 yards (tackle by Marcus Gilchrist),1.880,3.970
4,5:04,1,10,SDG 24,17,27,Shaun Hill pass complete short right to Benny Cunningham for 4 yards (tackle by Tourek Williams and Eric Weddle),3.970,3.970
4,4:20,2,6,SDG 20,17,27,Tre Mason up the middle for -2 yards (tackle by Tenny Palepoi),3.970,3.010
4,3:41,3,8,SDG 22,17,27,Shaun Hill pass complete short right to Jared Cook for 10 yards (tackle by Darrell Stuckey),3.010,4.780
4,3:30,1,10,SDG 12,17,27,Benny Cunningham up the middle for 8 yards (tackle by Manti Te'o),4.780,5.600
4,2:53,2,2,SDG 4,17,27,"Shaun Hill pass complete short left to Stedman Bailey for 4 yards. Penalty on Jared Cook: Illegal Use of Hands, 10 yards (no play)",5.600,3.790
4,2:45,2,12,SDG 14,17,27,Shaun Hill pass complete short middle to Benny Cunningham for 7 yards (tackle by Andrew Gachkar),3.790,4.160
4,2:14,3,5,SDG 7,23,27,"Shaun Hill pass complete short right to Stedman Bailey for 7 yards, touchdown",4.160,7.000
4,2:14,,,SDG 2,24,27,Greg Zuerlein kicks extra point good,0.000,0.000
4,2:14,,,STL 35,24,27,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
4,2:04,1,10,SDG 20,24,27,Philip Rivers pass complete short right to Keenan Allen for 5 yards (tackle by Trumaine Johnson),0.280,0.410
4,1:59,2,5,SDG 25,24,27,Ryan Mathews up the middle for 3 yards (tackle by T.J. McDonald),0.410,0.410
4,1:54,2,5,SDG 25,24,27,Timeout #1 by St. Louis Rams,0.410,0.100
4,1:54,3,2,SDG 28,24,27,Philip Rivers sacked by Aaron Donald for -5 yards,0.100,0.100
4,1:47,3,2,SDG 28,24,27,Timeout #2 by St. Louis Rams,0.100,-1.830
4,1:47,4,7,SDG 23,24,27,"Mike Scifres punts 55 yards, returned by Tavon Austin for 73 yards (tackle by Ladarius Green). Penalty on Marshall McFadden: Offensive Holding (Offsetting), Penalty on Mike Scifres: Low Block (Offsetting)",-1.830,-2.920
4,1:27,1,10,SDG 40,24,27,Shaun Hill pass incomplete short right intended for Jared Cook,2.920,2.370
4,1:23,2,10,SDG 40,24,27,Shaun Hill pass complete short left to Stedman Bailey for 7 yards (tackle by Marcus Gilchrist),2.370,2.610
4,1:15,3,3,SDG 33,24,27,Shaun Hill pass complete deep right to Kenny Britt for 27 yards (tackle by Shareece Wright),2.610,5.830
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,1:09,1,6,SDG 6,24,27,Benny Cunningham right end for 2 yards (tackle by Jarret Johnson and Kendall Reyes),5.830,5.830
4,1:03,1,6,SDG 6,24,27,Timeout #1 by San Diego Chargers,5.830,5.340
4,1:03,2,4,SDG 4,24,27,Shaun Hill pass incomplete short middle intended for Kenny Britt is intercepted by Marcus Gilchrist at SDG--1 and returned for 4 yards,5.340,0.380
4,0:55,1,10,SDG 3,24,27,Philip Rivers kneels for -1 yards,-0.380,-0.380
4,0:52,1,10,SDG 3,24,27,Timeout #3 by St. Louis Rams,-0.380,-0.850
4,0:52,2,11,SDG 2,24,27,Philip Rivers kneels for no gain,-0.850,-1.540
4,0:17,3,11,SDG 2,24,27,Philip Rivers kneels for no gain,-1.540,-2.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
