Quarter,Time,Down,ToGo,Location,PIT,SEA,Detail,EPB,EPA
2,10:46,2,10,PIT 33,3,3,"Tommy Maddox pass complete to Jerome Bettis for 11 yards (tackle by Anthony Simmons). Penalty on Keydrick Vincent: Clipping, 15 yards, Penalty on Keydrick Vincent: Ineligible Downfield Pass (Declined) (no play)",0.590,-1.540
2,10:38,2,25,PIT 18,3,3,Tommy Maddox pass complete to Amos Zereoue for -3 yards (tackle by Chad Brown),-1.540,-3.130
2,9:53,3,28,PIT 15,3,3,Tommy Maddox sacked by Chad Brown for -5 yards,-3.130,-2.490
2,9:35,4,33,PIT 10,3,3,"Josh Miller punts 47 yards, returned by Bobby Engram for 21 yards (tackle by Mike Schneck)",-2.490,-3.180
2,9:26,1,10,PIT 36,3,3,Shaun Alexander right tackle for 2 yards (tackle by Casey Hampton and Joey Porter),3.180,2.910
2,8:43,2,8,PIT 34,3,3,Matt Hasselbeck pass complete to Koren Robinson for 8 yards (tackle by Brent Alexander),2.910,3.840
2,8:02,1,10,PIT 26,3,3,Matt Hasselbeck pass incomplete intended for Darrell Jackson,3.840,3.300
2,7:57,2,10,PIT 26,3,3,Matt Hasselbeck pass complete to Bobby Engram for -1 yards (tackle by Dewayne Washington),3.300,2.480
2,7:13,3,11,PIT 27,3,3,Matt Hasselbeck pass incomplete intended for Jerramy Stevens,2.480,1.670
2,7:13,4,11,PIT 27,3,6,Josh Brown 46 yard field goal good,1.670,3.000
2,,,,SEA 30,3,6,"Josh Brown kicks off 58 yards, returned by Ike Taylor for 22 yards (tackle by Damien Robinson)",0.000,1.200
2,7:00,1,10,PIT 34,3,6,Jerome Bettis left tackle for 6 yards (tackle by Marcus Trufant),1.200,1.470
2,6:25,2,4,PIT 40,3,6,Jerome Bettis left guard for 1 yard (tackle by Chad Brown and Anthony Simmons),1.470,0.890
2,5:43,3,3,PIT 41,3,6,Amos Zereoue right tackle for 2 yards (tackle by Damien Robinson and Reggie Tongue),0.890,-0.520
2,5:11,4,1,PIT 43,3,6,Josh Miller punts 31 yards,-0.520,-0.670
2,5:01,1,10,SEA 26,3,6,Matt Hasselbeck pass complete to Itula Mili for 7 yards (tackle by Chad Scott),0.670,1.070
2,4:29,2,3,SEA 33,3,6,Shaun Alexander right guard for 4 yards (tackle by Jason Gildon and James Farrior),1.070,1.400
2,3:52,1,10,SEA 37,3,6,Matt Hasselbeck pass incomplete intended for Jerramy Stevens,1.400,0.860
2,3:47,2,10,SEA 37,3,6,Matt Hasselbeck pass complete to Jerramy Stevens for 17 yards (tackle by James Farrior),0.860,2.520
2,3:06,1,10,PIT 46,3,6,Maurice Morris right end for -1 yards (tackle by Kendrell Bell and Chad Scott),2.520,1.840
2,2:29,2,11,PIT 47,3,6,Matt Hasselbeck pass complete to Mack Strong for 4 yards (tackle by Mike Logan),1.840,1.680
2,2:00,3,7,PIT 43,3,6,"Matt Hasselbeck pass incomplete intended for Bobby Engram. Penalty on Chad Scott: Illegal Contact, 5 yards (no play)",1.680,3.050
2,1:55,1,10,PIT 38,3,6,Matt Hasselbeck sacked by Jason Gildon for -3 yards,3.050,2.100
2,1:16,2,13,PIT 41,3,6,Matt Hasselbeck pass incomplete intended for Koren Robinson (defended by Jason Gildon),2.100,1.420
2,1:11,3,13,PIT 41,3,6,Matt Hasselbeck pass incomplete intended for Darrell Jackson,1.420,0.530
2,1:07,4,13,PIT 41,3,6,"Tom Rouen punts 41 yards, touchback",0.530,-0.280
2,0:57,1,10,PIT 20,3,6,Amos Zereoue left tackle for 9 yards (tackle by Damien Robinson),0.280,0.950
2,0:44,,,,3,6,Timeout #1 by Pittsburgh Steelers,0.000,0.950
2,0:44,2,1,PIT 29,3,6,Amos Zereoue right tackle for 4 yards (tackle by Reggie Tongue and Kris Richard),0.950,1.140
2,0:21,1,10,PIT 33,3,6,Tommy Maddox up the middle for 6 yards (tackle by Kris Richard),1.140,1.400
2,0:13,,,,3,6,Timeout #2 by Pittsburgh Steelers,0.000,1.400
2,0:13,2,4,PIT 39,3,6,Tommy Maddox pass incomplete intended for Plaxico Burress,1.400,0.700
2,0:08,3,4,PIT 39,3,6,"Amos Zereoue left tackle for 12 yards (tackle by Ken Hamlin). Penalty on Keydrick Vincent: Offensive Holding, 10 yards (no play)",0.700,-0.620
2,0:01,3,14,PIT 29,3,6,Tommy Maddox kneels for -1 yards,-0.620,-1.500
Quarter,Time,Down,ToGo,Location,PIT,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,3,6,"Josh Brown kicks off 62 yards, returned by Antwaan Randle El for 19 yards (tackle by Orlando Huff)",0.000,0.740
3,14:55,1,10,PIT 27,3,6,Jerome Bettis left end for 8 yards (tackle by Marcus Trufant),0.740,1.280
3,14:18,2,2,PIT 35,3,6,Hines Ward left guard for 1 yard (tackle by Brandon Mitchell),1.280,0.700
3,13:41,3,1,PIT 36,3,6,Jerome Bettis left tackle for 5 yards (tackle by Rashad Moore and Chike Okeafor),0.700,1.660
3,13:04,1,10,PIT 41,3,6,Tommy Maddox pass incomplete intended for Hines Ward,1.660,1.120
3,12:59,2,10,PIT 41,3,6,Hines Ward left end for 2 yards (tackle by Damien Robinson and Chike Okeafor),1.120,0.700
3,12:33,3,8,PIT 43,3,6,Tommy Maddox pass incomplete intended for Amos Zereoue (defended by Anthony Simmons),0.700,-0.520
3,12:28,4,8,PIT 43,3,6,Josh Miller punts no gain,-0.520,-3.780
3,12:21,1,10,PIT 27,3,6,Shaun Alexander right end for 2 yards (tackle by Aaron Smith),3.780,3.500
3,11:40,2,8,PIT 25,3,6,Matt Hasselbeck pass incomplete intended for Itula Mili,3.500,2.810
3,11:36,3,8,PIT 25,3,6,Matt Hasselbeck pass complete to Mack Strong for 9 yards (tackle by Mike Logan),2.810,4.510
3,10:55,1,10,PIT 16,3,6,Matt Hasselbeck pass incomplete intended for Darrell Jackson,4.510,3.900
3,10:51,2,10,PIT 16,3,6,Matt Hasselbeck pass incomplete intended for Darrell Jackson (defended by Chad Scott),3.900,3.080
3,10:47,3,10,PIT 16,3,6,Matt Hasselbeck pass incomplete intended for Koren Robinson,3.080,2.380
,,,,,,,"SEA challenged the ruling, and the play was upheld.",,
3,10:42,4,10,PIT 16,3,9,Josh Brown 34 yard field goal good,2.380,3.000
3,,,,SEA 30,3,9,"Josh Brown kicks off 55 yards, returned by Antwaan Randle El for 22 yards (tackle by Willie J. Williams)",0.000,1.400
3,10:34,1,10,PIT 37,3,9,Hines Ward left end for 11 yards (tackle by Damien Robinson),1.400,2.130
3,10:09,1,10,PIT 48,3,9,Jerome Bettis left tackle for -1 yards (tackle by Anthony Simmons and Rashad Moore),2.130,1.450
3,9:31,2,11,PIT 47,3,9,Tommy Maddox pass complete to Antwaan Randle El for -1 yards (tackle by Ken Lucas),1.450,0.630
3,8:49,3,12,PIT 46,3,9,Tommy Maddox pass complete to Amos Zereoue for 15 yards (tackle by Ken Lucas),0.630,2.980
3,8:06,1,10,SEA 39,3,9,Jerome Bettis left guard for 6 yards (tackle by Anthony Simmons and Rashad Moore),2.980,3.250
3,7:25,2,4,SEA 33,3,9,Jerome Bettis left tackle for 5 yards (tackle by Chad Brown),3.250,3.710
3,6:45,1,10,SEA 28,3,9,Jerome Bettis up the middle for 4 yards (tackle by Antonio Cochran and Cedric Woodard),3.710,3.710
3,6:05,2,6,SEA 24,3,9,Jerome Bettis right tackle for 3 yards (tackle by Cedric Woodard),3.710,3.400
3,5:26,3,3,SEA 21,3,9,Tommy Maddox pass complete to Hines Ward for 5 yards (tackle by Marcus Trufant),3.400,4.510
3,4:46,1,10,SEA 16,3,9,Jerome Bettis right tackle for 1 yard (tackle by Damien Robinson),4.510,4.050
3,4:07,2,9,SEA 15,3,9,Tommy Maddox pass incomplete intended for Plaxico Burress,4.050,3.220
3,4:02,3,9,SEA 15,3,9,Tommy Maddox pass incomplete intended for Plaxico Burress (defended by Ken Lucas),3.220,2.440
3,3:57,4,9,SEA 15,6,9,Jeff Reed 33 yard field goal good,2.440,3.000
3,,,,PIT 30,6,9,"Jeff Reed kicks off 67 yards, returned by Maurice Morris for 23 yards (tackle by Chidi Iwuoma)",0.000,0.670
3,3:49,1,10,SEA 26,6,9,Matt Hasselbeck pass incomplete intended for Darrell Jackson,0.670,0.130
3,3:43,2,10,SEA 26,6,9,Matt Hasselbeck pass complete to Koren Robinson for 20 yards (tackle by Brent Alexander),0.130,1.990
3,3:18,1,10,SEA 46,6,9,Shaun Alexander right guard for 1 yard (tackle by James Farrior and Mike Logan),1.990,1.590
3,2:48,2,9,SEA 47,6,9,Matt Hasselbeck pass complete to Shaun Alexander for 10 yards (tackle by Brent Alexander),1.590,2.720
3,2:10,1,10,PIT 43,6,9,Matt Hasselbeck pass complete to Darrell Jackson for 4 yards (tackle by Chad Scott),2.720,2.720
3,1:37,2,6,PIT 39,6,9,Shaun Alexander left tackle for 6 yards (tackle by Aaron Smith and Kendrell Bell),2.720,3.380
3,0:53,1,10,PIT 33,6,9,Shaun Alexander left guard for 3 yards (tackle by Kendrell Bell),3.380,3.240
3,0:15,2,7,PIT 30,6,9,Matt Hasselbeck pass complete to Bobby Engram for 10 yards (tackle by Chad Scott),3.240,4.240
Quarter,Time,Down,ToGo,Location,PIT,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PIT 20,6,9,Shaun Alexander right tackle for 4 yards (tackle by Brent Alexander and Mike Logan),4.240,4.280
4,14:24,2,6,PIT 16,6,9,Matt Hasselbeck pass complete to Shaun Alexander for 7 yards (tackle by Brent Alexander),4.280,5.140
4,13:42,1,9,PIT 9,6,9,Shaun Alexander up the middle for no gain (tackle by Casey Hampton),5.140,4.380
4,13:01,2,9,PIT 9,6,9,Matt Hasselbeck sacked by Mike Logan for -5 yards,4.380,3.000
4,12:33,3,14,PIT 14,6,15,"Matt Hasselbeck pass complete to Darrell Jackson for 14 yards, touchdown",3.000,7.000
,,,,,,,"PIT challenged the ruling, and the play was upheld.",,
4,,,,PIT 2,6,16,Josh Brown kicks extra point good,0.000,0.000
4,,,,SEA 30,6,16,"Josh Brown kicks off 63 yards, returned by Ike Taylor for 22 yards (tackle by D.D. Lewis)",0.000,0.870
4,12:23,1,10,PIT 29,6,16,Tommy Maddox pass complete to Jerame Tuman for 16 yards (tackle by Reggie Tongue),0.870,1.930
4,11:46,1,10,PIT 45,6,16,Tommy Maddox pass complete to Jerame Tuman for 6 yards (tackle by Ken Lucas),1.930,2.190
4,11:13,2,4,SEA 49,6,16,Amos Zereoue left tackle for -1 yards (tackle by Chike Okeafor),2.190,1.360
4,10:38,3,5,SEA 50,6,16,"Tommy Maddox pass incomplete intended for Hines Ward. Penalty on Shawn Springs: Defensive Holding, 5 yards (no play)",1.360,2.590
4,10:32,1,10,SEA 45,6,16,Tommy Maddox pass complete to Amos Zereoue for 6 yards (tackle by Marcus Trufant),2.590,2.850
4,10:01,2,4,SEA 39,6,16,Tommy Maddox pass complete to Plaxico Burress for 37 yards (tackle by Reggie Tongue),2.850,6.740
4,9:36,1,2,SEA 2,12,16,"Tommy Maddox pass complete to Hines Ward for 2 yards, touchdown. Penalty on Hines Ward: Taunting, 15 yards",6.740,7.000
4,,,,SEA 2,13,16,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 15,13,16,"Jeff Reed kicks off 62 yards, returned by Maurice Morris for 22 yards (tackle by Deshea Townsend). Penalty on Kris Richard: Offensive Holding, 10 yards",0.000,1.270
4,9:26,1,10,SEA 35,13,16,Matt Hasselbeck pass complete to Darrell Jackson for 8 yards (tackle by Chad Scott),1.270,1.800
4,8:43,2,2,SEA 43,13,16,Shaun Alexander left tackle for 14 yards (tackle by Dewayne Washington),1.800,2.720
4,8:10,1,10,PIT 43,13,16,Shaun Alexander right tackle for -2 yards (tackle by Aaron Smith),2.720,1.910
4,7:35,2,12,PIT 45,13,16,"Matt Hasselbeck pass complete to Darrell Jackson for 43 yards (tackle by Chad Scott). Penalty on Chad Scott: Face Mask (15 Yards), 1 yards",1.910,6.970
4,7:23,1,1,PIT 1,13,22,"Shaun Alexander right guard for 1 yard, touchdown",6.970,7.000
4,,,,PIT 2,13,23,Josh Brown kicks extra point good,0.000,0.000
4,,,,SEA 30,13,23,"Josh Brown kicks off 58 yards, returned by Ike Taylor for 17 yards (tackle by Alex Bannister)",0.000,0.870
4,7:17,1,10,PIT 29,13,23,"Penalty on Plaxico Burress: False Start, 5 yards (no play)",0.870,0.540
4,7:17,1,15,PIT 24,13,23,Tommy Maddox pass complete to Hines Ward for 12 yards (tackle by Reggie Tongue),0.540,1.270
4,7:00,2,3,PIT 36,13,23,Tommy Maddox pass complete to Hines Ward for 8 yards (tackle by Ken Lucas),1.270,1.860
4,6:42,1,10,PIT 44,13,23,Tommy Maddox pass complete to Antwaan Randle El for 29 yards (tackle by Ken Hamlin),1.860,3.780
4,6:12,1,10,SEA 27,13,23,Tommy Maddox pass incomplete intended for Antwaan Randle El,3.780,3.230
4,6:09,2,10,SEA 27,13,23,Tommy Maddox pass complete to Plaxico Burress for 8 yards (tackle by Ken Lucas),3.230,3.640
4,5:27,3,2,SEA 19,13,23,Tommy Maddox pass complete to Hines Ward for 12 yards (tackle by Damien Robinson),3.640,5.600
4,4:50,1,7,SEA 7,13,23,Amos Zereoue left guard for -2 yards (tackle by Cedric Woodard),5.600,4.380
4,4:06,2,9,SEA 9,13,23,Tommy Maddox pass complete to Hines Ward for 6 yards (tackle by Shawn Springs),4.380,4.720
4,3:31,,,,13,23,Timeout #2 by Seattle Seahawks,0.000,4.720
4,3:31,3,3,SEA 3,13,23,Tommy Maddox pass incomplete intended for Hines Ward,4.720,3.040
4,3:26,4,3,SEA 3,16,23,Jeff Reed 21 yard field goal good,3.040,3.000
4,,,,PIT 30,16,23,"Jeff Reed kicks off 60 yards, returned by Maurice Morris for 14 yards (tackle by Troy Polamalu). Penalty on D.D. Lewis: Offensive Holding, 10 yards",0.000,-0.280
4,3:18,1,10,SEA 14,16,23,Shaun Alexander left guard for no gain (tackle by Mike Logan),-0.280,-0.750
4,3:11,,,,16,23,Timeout #2 by Pittsburgh Steelers,0.000,-0.750
4,3:11,2,10,SEA 14,16,23,Matt Hasselbeck pass complete to Itula Mili for 14 yards (tackle by James Farrior),-0.750,0.810
4,2:28,1,10,SEA 28,16,23,Shaun Alexander left guard for 1 yard (tackle by Jason Gildon),0.810,0.400
4,2:23,,,,16,23,Timeout #3 by Pittsburgh Steelers,0.000,0.400
4,2:23,2,9,SEA 29,16,23,Shaun Alexander right end for -6 yards (tackle by Joey Porter),0.400,-1.090
4,2:00,3,15,SEA 23,16,23,Shaun Alexander up the middle for 13 yards (tackle by Deshea Townsend and James Farrior),-1.090,-0.980
4,1:16,4,2,SEA 36,16,23,"Tom Rouen punts 43 yards, returned by Antwaan Randle El for 3 yards (tackle by Jean-Phillipe Darche)",-0.980,-0.540
4,1:05,1,10,PIT 24,16,23,Tommy Maddox pass complete to Plaxico Burress for 9 yards (tackle by Shawn Springs),0.540,1.210
4,0:45,2,1,PIT 33,16,23,Tommy Maddox pass complete to Hines Ward for 7 yards (tackle by Shawn Springs),1.210,1.600
4,0:45,1,10,PIT 40,16,23,"Penalty on Plaxico Burress: Illegal Formation, 5 yards (no play)",1.600,1.270
4,0:33,1,15,PIT 35,16,23,Tommy Maddox pass incomplete intended for Chris Doering (defended by Ken Lucas),1.270,0.380
4,0:27,2,15,PIT 35,16,23,Tommy Maddox pass incomplete intended for Plaxico Burress,0.380,-0.300
4,0:21,3,15,PIT 35,16,23,Tommy Maddox pass incomplete intended for Antwaan Randle El,-0.300,-1.040
4,0:16,4,15,PIT 35,16,23,"Tommy Maddox pass complete to Plaxico Burress for 7 yards, lateral to Amos Zereoue for no gain (tackle by Marcus Trufant)",-1.040,-2.790
4,0:10,1,10,PIT 42,16,23,Matt Hasselbeck kneels for -1 yards,2.790,2.110
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
