#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:41,GNB 19,3,0:51,4,Punt
2,1,12:33,GNB 3,3,1:35,4,Punt
3,1,8:33,GNB 23,6,3:48,16,Punt
4,1,3:03,GNB 35,10,5:18,51,Field Goal
5,2,9:43,GNB 34,12,6:28,66,Touchdown
6,2,2:38,GNB 36,1,0:09,-12,Fumble
7,2,0:34,GNB 29,3,0:32,2,Punt
8,3,15:00,GNB 42,5,1:03,32,Field Goal
9,3,9:30,GNB 5,8,4:13,95,Touchdown
10,3,3:02,GNB 24,9,4:19,76,Touchdown
11,4,11:10,GNB 20,16,9:13,79,Field Goal
12,4,1:30,GNB 17,2,0:21,0,Interception
13,4,0:02,GNB 6,1,0:02,0,End of Game
