Quarter,Time,Down,ToGo,Location,PIT,CAR,Detail,EPB,EPA
1,5:01,4,6,PIT 24,0,3,"Brad Wing punts 40 yards, out of bounds",-1.770,-1.330
1,4:51,1,10,CAR 36,0,3,Jonathan Stewart right end for -1 yards (tackle by Steve McLendon),1.330,0.660
1,4:11,2,11,CAR 35,0,3,Cam Newton pass complete short left to Jonathan Stewart for no gain,0.660,-0.030
1,3:27,3,11,CAR 35,0,3,Cam Newton pass complete short left to Jason Avant for 8 yards (tackle by William Gay),-0.030,-0.520
1,2:50,4,3,CAR 43,0,3,"Brad Nortman punts 40 yards, returned by Antonio Brown for 8 yards (tackle by Thomas DeCoud)",-0.520,-0.610
1,2:38,1,10,PIT 25,0,3,"Ben Roethlisberger pass incomplete deep middle intended for Darrius Heyward-Bey. Penalty on Thomas DeCoud: Defensive Pass Interference, 42 yards, Penalty on Charles Johnson: Defensive Offside (Declined) (no play)",0.610,3.380
1,2:30,1,10,CAR 33,0,3,Le'Veon Bell left tackle for 6 yards (tackle by Melvin White),3.380,3.650
1,2:12,2,4,CAR 27,0,3,Le'Veon Bell left tackle for 5 yards (tackle by Luke Kuechly and Thomas DeCoud),3.650,4.110
1,1:31,1,10,CAR 22,0,3,Ben Roethlisberger sacked by Mario Addison for -6 yards,4.110,2.750
1,0:48,2,16,CAR 28,0,3,Ben Roethlisberger pass complete short right to Antonio Brown for 4 yards (tackle by Antoine Cason),2.750,2.610
1,0:17,3,12,CAR 24,0,3,Ben Roethlisberger pass incomplete short middle intended for Justin Brown,2.610,1.870
1,0:11,4,12,CAR 24,3,3,Shaun Suisham 42 yard field goal good,1.870,3.000
1,0:11,,,PIT 35,3,3,"Shaun Suisham kicks off 65 yards, returned by Philly Brown for 21 yards (tackle by Sean Spence)",0.000,-0.340
1,0:01,1,10,CAR 21,3,3,Jonathan Stewart left guard for 3 yards (tackle by William Gay and Lawrence Timmons),0.340,0.210
Quarter,Time,Down,ToGo,Location,PIT,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,CAR 24,3,3,"Cam Newton sacked by Cameron Heyward for -9 yards. Penalty on Ike Taylor: Defensive Holding (Offsetting), Penalty on Mike Tolbert: Offensive Holding (Offsetting) (no play)",0.210,0.210
2,14:37,2,7,CAR 24,3,3,Cam Newton pass complete short middle to Greg Olsen for 6 yards (tackle by Ryan Shazier),0.210,0.300
2,13:56,3,1,CAR 30,3,3,Cam Newton pass incomplete short right intended for Greg Olsen,0.300,-1.370
2,13:50,4,1,CAR 30,3,3,"Brad Nortman punts 65 yards, returned by Antonio Brown for 9 yards (tackle by Richie Brockel). Penalty on Terence Garvin: Illegal Block Above the Waist, 7 yards",-1.370,0.380
2,13:37,1,10,PIT 7,3,3,Le'Veon Bell up the middle for 1 yard (tackle by Charles Johnson),-0.380,-0.710
2,12:56,2,9,PIT 8,3,3,"Penalty on Kelvin Beachum: False Start, 4 yards (no play)",-0.710,-1.000
2,12:37,2,13,PIT 4,3,3,LeGarrette Blount right guard for 15 yards (tackle by Thomas DeCoud),-1.000,0.150
2,11:55,1,10,PIT 19,3,3,Le'Veon Bell up the middle for no gain (tackle by Antoine Cason and Wes Horton),0.150,0.150
2,11:16,1,10,PIT 19,3,3,Timeout #2 by Pittsburgh Steelers,0.150,-0.390
2,11:16,2,10,PIT 19,3,3,Ben Roethlisberger pass complete short left to Antonio Brown for 4 yards (tackle by Melvin White),-0.390,-0.550
2,10:32,3,6,PIT 23,3,3,Ben Roethlisberger pass complete deep left to Antonio Brown for 30 yards,-0.550,2.460
2,10:16,1,10,CAR 47,3,3,Ben Roethlisberger pass complete short right to Heath Miller for 16 yards (tackle by Charles Godfrey),2.460,3.510
2,9:44,1,10,CAR 31,3,3,Ben Roethlisberger pass complete short left to Markus Wheaton for 7 yards (tackle by Luke Kuechly),3.510,3.910
2,9:12,2,3,CAR 24,3,3,Le'Veon Bell up the middle for 5 yards (tackle by Luke Kuechly),3.910,4.310
2,8:38,1,10,CAR 19,3,3,Ben Roethlisberger pass incomplete deep left intended for Justin Brown,4.310,3.750
2,8:32,2,10,CAR 19,3,3,Ben Roethlisberger pass complete short left to Heath Miller for 5 yards (tackle by Charles Godfrey),3.750,3.760
2,7:54,3,5,CAR 14,3,3,Ben Roethlisberger pass complete short right to Antonio Brown for 4 yards (tackle by Antoine Cason),3.760,2.910
2,7:34,4,1,CAR 10,3,3,Ben Roethlisberger up the middle for 1 yard (tackle by Colin Cole and Star Lotulelei),2.910,5.140
2,6:49,1,9,CAR 9,3,3,Ben Roethlisberger pass complete short left to Justin Brown for 6 yards (tackle by Melvin White),5.140,5.530
2,6:06,2,3,CAR 3,3,3,Le'Veon Bell up the middle for -3 yards (tackle by Star Lotulelei). Penalty on Justin Brown: Illegal Motion (Declined),5.530,4.040
2,5:47,3,6,CAR 6,3,3,Ben Roethlisberger pass incomplete short left intended for Markus Wheaton,4.040,2.990
2,5:40,4,6,CAR 6,6,3,Shaun Suisham 24 yard field goal good,2.990,3.000
2,5:40,,,PIT 35,6,3,"Shaun Suisham kicks off 64 yards, returned by Philly Brown for 22 yards (tackle by Robert Golden)",0.000,-0.480
2,5:30,1,10,CAR 23,6,3,Cam Newton sacked by Steve McLendon for -7 yards,0.480,-1.150
2,4:50,2,17,CAR 16,6,3,Cam Newton pass complete short middle to Kelvin Benjamin for 14 yards (tackle by Cortez Allen and Troy Polamalu),-1.150,0.170
2,4:11,3,3,CAR 30,6,3,Cam Newton pass complete short left to Greg Olsen for 4 yards (tackle by Michael Mitchell),0.170,1.200
2,3:40,1,10,CAR 34,6,3,Cam Newton pass complete short left to Jonathan Stewart for 5 yards (tackle by Michael Mitchell),1.200,1.330
2,3:02,2,5,CAR 39,6,3,Cam Newton pass incomplete short right intended for Philly Brown (defended by Cortez Allen),1.330,0.630
2,2:58,3,5,CAR 39,6,3,Cam Newton pass complete short middle to Kelvin Benjamin for 12 yards (tackle by Ike Taylor and Troy Polamalu),0.630,2.320
2,2:26,1,10,PIT 49,6,3,"Cam Newton pass complete short right to Brenton Bersin for 9 yards (tackle by Cortez Allen). Penalty on Byron Bell: Face Mask (15 Yards), 15 yards (no play)",2.320,1.330
2,2:02,1,25,CAR 36,6,3,Cam Newton pass complete deep right to Philly Brown for 16 yards (tackle by Cortez Allen),1.330,1.920
2,1:55,2,9,PIT 48,6,3,Cam Newton left tackle for 2 yards (tackle by Jason Worilds),1.920,1.490
2,1:48,3,7,PIT 46,6,3,Cam Newton pass incomplete deep right intended for Greg Olsen,1.490,0.200
2,1:43,4,7,PIT 46,6,3,"Brad Nortman punts 46 yards, touchback",0.200,-0.280
2,1:35,1,10,PIT 20,6,3,Le'Veon Bell up the middle for 3 yards (tackle by Luke Kuechly and Charles Godfrey),0.280,0.140
2,1:12,2,7,PIT 23,6,3,Ben Roethlisberger pass complete short right to Antonio Brown for 15 yards (tackle by Antoine Cason),0.140,1.470
2,0:50,1,10,PIT 38,6,3,"Ben Roethlisberger pass incomplete short right intended for Antonio Brown. Penalty on Antoine Cason: Defensive Pass Interference, 19 yards (no play)",1.470,2.720
2,0:47,1,10,CAR 43,6,3,Ben Roethlisberger pass complete short left to Markus Wheaton for 15 yards (tackle by Bene Benwikere),2.720,3.710
2,0:47,1,10,CAR 28,6,3,Ben Roethlisberger spiked the ball,3.710,3.170
2,0:33,2,10,CAR 28,6,3,"Ben Roethlisberger pass complete short middle to Justin Brown for 4 yards (tackle by Luke Kuechly). Penalty on David DeCastro: Unnecessary Roughness, 15 yards",3.170,1.020
2,0:23,3,21,CAR 39,6,3,Ben Roethlisberger pass complete short middle to Le'Veon Bell for 12 yards (tackle by Luke Kuechly),1.020,1.020
2,0:03,3,21,CAR 39,6,3,Timeout #3 by Pittsburgh Steelers,1.020,1.670
2,0:03,4,9,CAR 27,9,3,Shaun Suisham 45 yard field goal good,1.670,3.000
Quarter,Time,Down,ToGo,Location,PIT,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,9,3,"Shaun Suisham kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,CAR 20,9,3,Jonathan Stewart right guard for 15 yards (tackle by Michael Mitchell),0.280,1.270
3,14:35,1,10,CAR 35,9,3,"Jonathan Stewart left end for no gain (tackle by Lawrence Timmons). Penalty on Byron Bell: Offensive Holding, 10 yards (no play)",1.270,0.610
3,14:08,1,20,CAR 25,9,3,"Cam Newton pass incomplete short right intended for Kelvin Benjamin. Penalty on Cortez Allen: Illegal Contact, 5 yards (no play)",0.610,0.940
3,14:03,1,10,CAR 30,9,3,"Mike Tolbert right tackle for 5 yards (tackle by Lawrence Timmons). Penalty on Richie Brockel: Offensive Holding, 10 yards (no play)",0.940,0.280
3,13:35,1,20,CAR 20,9,3,Cam Newton up the middle for 5 yards (tackle by Sean Spence),0.280,-0.280
3,12:48,2,15,CAR 25,9,3,Cam Newton pass incomplete short right intended for Jason Avant,-0.280,-0.960
3,12:42,3,15,CAR 25,9,3,"Cam Newton sacked by Jarvis Jones for -8 yards. Cam Newton fumbles (forced by Jarvis Jones), recovered by Jason Worilds at CAR-17 (tackle by Fernando Velasco)",-0.960,-4.440
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
3,12:32,1,10,CAR 17,9,3,Le'Veon Bell up the middle for 2 yards (tackle by A.J. Klein),4.440,4.150
3,12:00,2,8,CAR 15,9,3,Le'Veon Bell right guard for 4 yards (tackle by A.J. Klein and Colin Cole),4.150,4.100
3,11:16,3,4,CAR 11,9,3,Ben Roethlisberger pass incomplete short right intended for Heath Miller,4.100,2.770
3,11:16,4,4,CAR 11,9,3,"Penalty on Wes Horton: Encroachment, 4 yards (no play)",2.770,5.600
3,11:10,1,7,CAR 7,15,3,"Ben Roethlisberger pass complete short right to Antonio Brown for 7 yards, touchdown",5.600,7.000
3,11:10,,,CAR 2,16,3,Shaun Suisham kicks extra point good,0.000,0.000
3,11:10,,,PIT 35,16,3,"Shaun Suisham kicks off 65 yards, touchback",0.000,-0.280
3,11:02,1,10,CAR 20,16,3,Cam Newton pass complete short left to Philly Brown for 6 yards (tackle by Cameron Heyward),0.280,0.540
3,10:36,2,4,CAR 26,16,3,Cam Newton pass complete short right to Philly Brown for 6 yards (tackle by Cortez Allen),0.540,1.070
3,10:09,1,10,CAR 32,16,3,Cam Newton pass complete short left to Kelvin Benjamin for 9 yards (tackle by Ike Taylor),1.070,1.740
3,9:36,2,1,CAR 41,16,3,Jonathan Stewart up the middle for 10 yards (tackle by Michael Mitchell),1.740,2.320
3,9:11,1,10,PIT 49,16,3,Mike Tolbert right guard for 1 yard (tackle by Sean Spence),2.320,1.920
3,8:30,2,9,PIT 48,16,3,"Cam Newton pass incomplete short left intended for Greg Olsen. Penalty on Cortez Allen: Illegal Contact, 5 yards (no play)",1.920,2.720
3,8:24,1,10,PIT 43,16,3,Cam Newton pass complete short right to Kelvin Benjamin for 5 yards (tackle by Cortez Allen),2.720,2.850
3,7:52,2,5,PIT 38,16,3,Mike Tolbert right guard for 1 yard (tackle by Sean Spence),2.850,2.280
3,7:15,3,4,PIT 37,16,3,Cam Newton pass complete short left to Philly Brown for 15 yards (tackle by Antwon Blake),2.280,4.110
3,6:40,1,10,PIT 22,16,3,Cam Newton pass incomplete deep left intended for Kelvin Benjamin,4.110,3.560
3,6:35,2,10,PIT 22,16,3,Cam Newton pass incomplete short right intended for Jason Avant,3.560,2.870
3,6:31,3,10,PIT 22,16,3,Cam Newton pass incomplete short right intended for Jason Avant,2.870,1.990
3,6:26,4,10,PIT 22,16,6,Graham Gano 40 yard field goal good,1.990,3.000
3,6:26,,,CAR 35,16,6,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
3,6:21,1,10,PIT 20,16,6,"Ben Roethlisberger pass complete short right to Will Johnson for 4 yards (tackle by Roman Harper). Penalty on Matt Spaeth: Offensive Pass Interference, 10 yards (no play)",0.280,-0.760
3,6:01,1,20,PIT 10,16,6,Ben Roethlisberger pass complete short right to Le'Veon Bell for -2 yards (tackle by Thomas Davis),-0.760,-1.660
3,5:20,2,22,PIT 8,16,6,Le'Veon Bell right guard for 81 yards (tackle by Thomas DeCoud),-1.660,4.840
3,4:47,1,10,CAR 11,16,6,LeGarrette Blount right tackle for 3 yards (tackle by Kony Ealy and Luke Kuechly),4.840,4.700
3,4:05,2,7,CAR 8,16,6,Ben Roethlisberger pass complete short right to Antonio Brown for 7 yards (tackle by Antoine Cason),4.700,6.970
3,3:21,1,1,CAR 1,16,6,"Ben Roethlisberger pass incomplete short middle intended for Michael Palmer (defended by Charles Johnson). Penalty on Michael Palmer: Offensive Pass Interference, 10 yards (no play)",6.970,4.770
3,3:13,1,11,CAR 11,16,6,Le'Veon Bell left guard for 4 yards (tackle by Roman Harper and Luke Kuechly),4.770,4.760
3,2:31,2,7,CAR 7,22,6,"Ben Roethlisberger pass complete short right to Antonio Brown for 7 yards, touchdown. Penalty on Luke Kuechly: Defensive Holding (Declined)",4.760,7.000
3,2:31,,,CAR 2,23,6,Shaun Suisham kicks extra point good,0.000,0.000
3,2:31,,,PIT 35,23,6,"Shaun Suisham kicks off 65 yards, touchback",0.000,-0.280
3,2:22,1,10,CAR 20,23,6,Cam Newton pass complete short right to Greg Olsen for 13 yards (tackle by Jason Worilds and Lawrence Timmons),0.280,1.140
3,1:47,1,10,CAR 33,23,6,Cam Newton pass complete short left to Kelvin Benjamin for 18 yards (tackle by Arthur Moats),1.140,2.320
3,1:05,1,10,PIT 49,23,6,Cam Newton pass complete short middle to Philly Brown for 3 yards (tackle by Lawrence Timmons),2.320,2.190
3,0:27,2,7,PIT 46,23,6,Cam Newton sacked by Arthur Moats for -8 yards,2.190,0.430
Quarter,Time,Down,ToGo,Location,PIT,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,15,CAR 46,23,6,Cam Newton pass complete short right to Mike Tolbert for 13 yards,0.430,0.530
4,14:11,4,2,PIT 41,23,6,Cam Newton pass complete short right to Kelvin Benjamin for 4 yards (tackle by Cortez Allen),0.530,3.120
4,13:37,1,10,PIT 37,23,12,"Cam Newton pass complete short right to Greg Olsen for 37 yards, touchdown",3.120,7.000
4,13:37,,,PIT 2,23,13,Graham Gano kicks extra point good,0.000,0.000
4,13:37,,,CAR 35,23,13,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
4,13:28,1,10,PIT 20,23,13,Le'Veon Bell up the middle for no gain (tackle by Colin Cole and Thomas Davis),0.280,-0.270
4,12:44,2,10,PIT 20,23,13,Le'Veon Bell left guard for 4 yards (tackle by Mario Addison and Star Lotulelei),-0.270,-0.430
4,12:00,3,6,PIT 24,23,13,Ben Roethlisberger pass complete short right to Markus Wheaton for 5 yards (tackle by Bene Benwikere),-0.430,-1.440
4,11:17,4,1,PIT 29,29,13,"Brad Wing punts 59 yards, returned by Philly Brown for -3 yards (tackle by Shamarko Thomas). Philly Brown fumbles (forced by Shamarko Thomas), recovered by Robert Golden at CAR--4, touchdown",-1.440,7.000
4,11:00,,,CAR 2,30,13,Shaun Suisham kicks extra point good,0.000,0.000
4,11:00,,,PIT 35,30,13,"Shaun Suisham kicks off 65 yards, touchback",0.000,-0.280
4,11:00,1,10,CAR 20,30,13,"Cam Newton pass incomplete deep right intended for Philly Brown. Penalty on Jason Worilds: Roughing the Passer, 15 yards (no play)",0.280,1.270
4,10:54,1,10,CAR 35,30,13,Cam Newton pass complete short right to Jason Avant for 4 yards (tackle by Cortez Allen),1.270,1.260
4,10:32,2,6,CAR 39,30,13,Cam Newton pass incomplete short right intended for Philly Brown,1.260,0.560
4,10:26,3,6,CAR 39,30,13,Cam Newton pass incomplete deep left intended for Kelvin Benjamin,0.560,-0.780
4,10:20,4,6,CAR 39,30,13,Brad Nortman punts 59 yards,-0.780,0.380
4,10:07,1,10,PIT 2,30,13,Le'Veon Bell up the middle for 2 yards (tackle by Colin Cole and Luke Kuechly),-0.380,-0.630
4,9:30,2,8,PIT 4,30,13,Le'Veon Bell up the middle for 2 yards (tackle by Luke Kuechly and Thomas DeCoud),-0.630,-0.950
4,8:45,3,6,PIT 6,30,13,Ben Roethlisberger pass complete short left to Markus Wheaton for 8 yards (tackle by Melvin White),-0.950,-0.280
4,8:04,1,10,PIT 14,30,13,LeGarrette Blount left guard for -3 yards (tackle by Luke Kuechly),-0.280,-1.000
4,7:25,2,13,PIT 11,30,13,Ben Roethlisberger pass complete short middle to Heath Miller for 30 yards (tackle by Roman Harper). Penalty on Melvin White: Illegal Contact (Declined),-1.000,1.660
4,6:58,1,10,PIT 41,30,13,LeGarrette Blount up the middle for 50 yards (tackle by Josh Norman),1.660,5.140
4,6:30,1,9,CAR 9,30,13,Le'Veon Bell up the middle for 1 yard (tackle by Roman Harper),5.140,4.570
4,5:46,2,8,CAR 8,36,13,"LeGarrette Blount up the middle for 8 yards, touchdown",4.570,7.000
4,5:46,,,CAR 2,37,13,Shaun Suisham kicks extra point good,0.000,0.000
4,5:46,,,PIT 35,37,13,"Shaun Suisham kicks off 65 yards, touchback",0.000,-0.280
4,5:38,1,10,CAR 20,37,13,Derek Anderson pass complete short middle to Greg Olsen for 9 yards (tackle by Lawrence Timmons),0.280,0.950
4,5:17,2,1,CAR 29,37,13,Derek Anderson pass complete short right to Mike Tolbert for 6 yards (tackle by William Gay and Troy Polamalu),0.950,1.270
4,4:45,1,10,CAR 35,37,13,Derek Anderson pass complete short middle to Mike Tolbert for 1 yard (tackle by Michael Mitchell),1.270,0.860
4,4:14,2,9,CAR 36,37,13,Derek Anderson pass incomplete short left intended for Darrin Reaves,0.860,0.170
4,4:10,3,9,CAR 36,37,13,Derek Anderson pass complete deep right to Brenton Bersin for 29 yards,0.170,3.250
4,4:01,1,10,PIT 35,37,19,"Derek Anderson pass complete deep left to Kelvin Benjamin for 35 yards, touchdown",3.250,7.000
4,4:01,,,,37,19,"Two Point Attempt: Derek Anderson pass incomplete intended for Kelvin Benjamin, conversion fails",0.000,-1.000
4,4:01,,,CAR 35,37,19,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
4,3:53,1,10,PIT 20,37,19,LeGarrette Blount left tackle for 17 yards (tackle by Chase Blackburn),0.280,1.400
4,3:11,1,10,PIT 37,37,19,LeGarrette Blount up the middle for 4 yards (tackle by Roman Harper and Chase Blackburn),1.400,1.400
4,2:25,2,6,PIT 41,37,19,"LeGarrette Blount left guard for -1 yards (tackle by Chase Blackburn). Penalty on Kony Ealy: Defensive Offside, 5 yards (no play)",1.400,2.070
4,2:19,2,1,PIT 46,37,19,LeGarrette Blount left guard for 2 yards (tackle by Jason Williams and Wes Horton),2.070,2.130
4,2:00,1,10,PIT 48,37,19,LeGarrette Blount up the middle for 19 yards (tackle by Antoine Cason),2.130,3.380
4,1:14,1,10,CAR 33,37,19,Bruce Gradkowski kneels for -1 yards,3.380,2.700
4,0:33,2,11,CAR 34,37,19,Bruce Gradkowski kneels for -1 yards,2.700,1.880
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
