Quarter,Time,Tm,Detail,BAL,PIT
1.0,10:24,Steelers,Plaxico Burress 36 yard pass from Ben Roethlisberger (Jeff Reed kick),0,7
,4:27,Ravens,Jamal Lewis 5 yard rush (Matt Stover kick),7,7
2.0,13:02,Steelers,Jeff Reed 23 yard field goal,7,10
3.0,6:26,Steelers,Jerame Tuman 2 yard pass from Ben Roethlisberger (Jeff Reed kick),7,17
4.0,12:53,Steelers,Jeff Reed 40 yard field goal,7,20
