Quarter,Time,Down,ToGo,Location,BAL,PIT,Detail,EPB,EPA
2,13:52,1,7,BAL 7,7,7,Ben Roethlisberger pass incomplete intended for Hines Ward,5.600,4.760
2,13:45,2,7,BAL 7,7,7,Jerome Bettis right guard for 2 yards (tackle by Marques Douglas and Terrell Suggs),4.760,4.260
2,13:08,3,5,BAL 5,7,7,Ben Roethlisberger pass incomplete intended for Hines Ward,4.260,3.010
2,13:04,4,5,BAL 5,7,10,Jeff Reed 23 yard field goal good,3.010,3.000
2,,,,PIT 30,7,10,"Jeff Reed kicks off 69 yards, returned by B.J. Sams for 19 yards (tackle by Willie J. Williams)",0.000,0.280
2,12:54,1,10,BAL 20,7,10,Kyle Boller pass complete to Todd Heap for 13 yards (tackle by James Farrior),0.280,1.140
2,12:17,1,10,BAL 33,7,10,Jamal Lewis right guard for -8 yards (tackle by James Harrison and Joey Porter),1.140,-0.490
2,11:30,2,18,BAL 25,7,10,"Kyle Boller left guard for 3 yards (tackle by James Farrior). Penalty on James Farrior: Face Mask (15 Yards), 15 yards",-0.490,1.800
2,11:04,1,10,BAL 43,7,10,"Kyle Boller right guard for 3 yards (tackle by Troy Polamalu). Penalty on Darnell Dinkins: Offensive Holding, 10 yards (no play)",1.800,1.140
2,10:35,1,20,BAL 33,7,10,Kyle Boller pass complete to Chester Taylor for 5 yards (tackle by James Farrior),1.140,0.580
2,9:50,2,15,BAL 38,7,10,Kyle Boller pass incomplete intended for Randy Hymes (defended by Willie J. Williams),0.580,-0.100
2,9:41,3,15,BAL 38,7,10,Kyle Boller pass complete to Todd Heap for 12 yards (tackle by Deshea Townsend),-0.100,-0.060
2,9:05,4,3,PIT 50,7,10,Dave Zastudil punts 42 yards,-0.060,0.380
2,8:54,1,10,PIT 8,7,10,Jerome Bettis right guard for 7 yards (tackle by Kelly Gregg and Marques Douglas),-0.380,-0.210
2,8:18,2,3,PIT 15,7,10,Ben Roethlisberger pass complete to Hines Ward for 6 yards (tackle by Gary Baxter),-0.210,0.340
2,7:37,1,10,PIT 21,7,10,Ben Roethlisberger pass complete to Jerome Bettis for 4 yards (tackle by Ed Hartwell),0.340,0.340
2,6:55,2,6,PIT 25,7,10,Ben Roethlisberger pass complete to Plaxico Burress for 35 yards (tackle by Will Demps),0.340,2.920
2,6:09,1,10,BAL 40,7,10,"Penalty on Marvel Smith: False Start, 5 yards (no play)",2.920,2.590
2,5:47,1,15,BAL 45,7,10,Jerome Bettis left end for 6 yards (tackle by Ray Lewis and Marques Douglas),2.590,2.510
2,5:02,2,9,BAL 39,7,10,"Ben Roethlisberger up the middle for 3 yards (tackle by Ma'ake Kemoeatu). Penalty on Hines Ward: Illegal Shift, 5 yards (no play)",2.510,1.830
2,4:30,2,14,BAL 44,7,10,Verron Haynes right guard for 3 yards (tackle by Ma'ake Kemoeatu),1.830,1.550
2,3:45,3,11,BAL 41,7,10,Ben Roethlisberger left end for 9 yards (tackle by Adalius Thomas),1.550,1.300
2,3:13,,,,7,10,Timeout #2 by Pittsburgh Steelers,0.000,1.300
2,3:13,4,2,BAL 32,7,10,Ben Roethlisberger pass incomplete intended for Jerame Tuman,1.300,-1.070
2,3:09,1,10,BAL 32,7,10,Jamal Lewis up the middle for 1 yard (tackle by James Harrison),1.070,0.660
2,2:33,2,9,BAL 33,7,10,Kyle Boller pass incomplete intended for Clarence Moore,0.660,-0.030
2,2:29,,,,7,10,Timeout #1 by Baltimore Ravens,0.000,-0.030
2,2:29,3,9,BAL 33,7,10,"Penalty on Orlando Brown: False Start, 5 yards (no play)",-0.030,-0.690
2,2:29,3,14,BAL 28,7,10,Kyle Boller pass complete to Alan Ricard for 6 yards (tackle by Willie J. Williams),-0.690,-1.110
2,2:00,4,8,BAL 34,7,10,Dave Zastudil punts 38 yards,-1.110,-0.810
2,1:47,1,10,PIT 28,7,10,Jerome Bettis right end for 8 yards (tackle by Terrell Suggs),0.810,1.340
2,1:22,2,2,PIT 36,7,10,Verron Haynes left guard for 12 yards (tackle by Marques Douglas and Adalius Thomas),1.340,2.130
2,1:00,1,10,PIT 48,7,10,Ben Roethlisberger pass complete to Antwaan Randle El for 11 yards (tackle by Chad Williams),2.130,2.850
2,0:53,1,10,BAL 41,7,10,Ben Roethlisberger pass incomplete intended for Antwaan Randle El (defended by Jarret Johnson),2.850,2.310
2,0:48,2,10,BAL 41,7,10,--,2.310,-0.940
2,0:37,1,10,BAL 30,7,10,Chester Taylor right tackle for no gain (tackle by Aaron Smith),0.940,0.390
2,0:24,2,10,BAL 30,7,10,Kyle Boller pass incomplete,0.390,-0.300
2,0:24,3,10,BAL 30,7,10,Chester Taylor up the middle for 12 yards (tackle by James Farrior and Willie J. Williams),-0.300,1.730
Quarter,Time,Down,ToGo,Location,BAL,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,7,10,"Matt Stover kicks off 51 yards, returned by Ike Taylor for 10 yards (tackle by Jamel White)",0.000,0.870
3,14:53,1,10,PIT 29,7,10,Ben Roethlisberger pass complete to Hines Ward for 7 yards (tackle by Ray Lewis),0.870,1.270
3,14:17,2,3,PIT 36,7,10,Jerome Bettis right guard for 7 yards (tackle by Ed Hartwell and Marques Douglas),1.270,1.800
3,13:39,1,10,PIT 43,7,10,Jerome Bettis left guard for 3 yards (tackle by Adalius Thomas and Ma'ake Kemoeatu),1.800,1.660
3,13:01,2,7,PIT 46,7,10,Jerome Bettis left end for 11 yards (tackle by Marques Douglas),1.660,2.720
3,12:18,1,10,BAL 43,7,10,Verron Haynes left tackle for 11 yards (tackle by Ed Reed and Ray Lewis),2.720,3.450
3,11:38,1,10,BAL 32,7,10,Verron Haynes left guard for 9 yards (tackle by Marques Douglas and Ed Reed),3.450,4.120
3,10:57,2,1,BAL 23,7,10,Verron Haynes left guard for 5 yards (tackle by Ray Lewis),4.120,4.370
3,10:18,1,10,BAL 18,7,10,Verron Haynes up the middle for 3 yards (tackle by Marques Douglas and Ray Lewis),4.370,4.250
3,9:39,2,7,BAL 15,7,10,Jerome Bettis left tackle for 6 yards (tackle by Ed Hartwell),4.250,4.740
3,8:56,3,1,BAL 9,7,10,Jerome Bettis right guard for no gain (tackle by Terrell Suggs and Ed Hartwell),4.740,2.980
3,8:29,4,1,BAL 9,7,10,Ben Roethlisberger up the middle for 2 yards (tackle by Ma'ake Kemoeatu and Anthony Weaver),2.980,5.600
3,7:46,,,,7,10,Timeout #1 by Pittsburgh Steelers,0.000,5.600
3,7:46,1,7,BAL 7,7,10,Jerome Bettis left guard for 4 yards (tackle by Ed Hartwell and Jarret Johnson),5.600,5.530
3,7:10,2,3,BAL 3,7,10,Jerome Bettis left guard for 1 yard (tackle by Anthony Weaver and Ed Hartwell),5.530,4.950
3,6:30,3,2,BAL 2,7,16,"Ben Roethlisberger pass complete to Jerame Tuman for 2 yards, touchdown. Penalty on Terrell Suggs: Roughing the Passer, 15 yards",4.950,7.000
3,,,,BAL 2,7,17,Jeff Reed kicks extra point good,0.000,0.000
3,,,,PIT 45,7,17,"Jeff Reed kicks off 55 yards, touchback",0.000,0.280
3,6:26,1,10,BAL 20,7,17,Jamal Lewis right guard for 5 yards (tackle by Aaron Smith),0.280,0.410
3,5:54,2,5,BAL 25,7,17,Jamal Lewis right guard for 11 yards (tackle by Chris Hope),0.410,1.330
3,5:16,1,10,BAL 36,7,17,Jamal Lewis up the middle for 1 yard,1.330,0.930
3,4:38,2,9,BAL 37,7,17,Kyle Boller pass incomplete intended for Todd Heap,0.930,0.230
3,4:34,3,9,BAL 37,7,17,Kyle Boller pass complete to Kevin Johnson for 14 yards (tackle by Larry Foote),0.230,2.320
3,3:56,1,10,PIT 49,7,17,Kyle Boller pass complete to Randy Hymes for 22 yards (tackle by Larry Foote),2.320,3.780
3,3:18,1,10,PIT 27,7,17,Kyle Boller pass incomplete intended for Clarence Moore,3.780,3.230
3,3:14,2,10,PIT 27,7,17,Jamal Lewis right guard for 1 yard (tackle by Kendrick Clancy and Travis Kirschke),3.230,2.680
3,2:31,3,9,PIT 26,7,17,Kyle Boller pass incomplete intended for Darnell Dinkins (defended by James Farrior),2.680,1.740
3,2:26,4,9,PIT 26,7,17,Matt Stover 44 yard field goal no good,1.740,-1.270
3,2:24,1,10,PIT 35,7,17,Jerome Bettis left end for 2 yards (tackle by Marques Douglas),1.270,0.990
3,1:44,2,8,PIT 37,7,17,Ben Roethlisberger pass complete to Plaxico Burress for 26 yards (tackle by Ed Reed),0.990,3.120
3,0:57,1,10,BAL 37,7,17,Ben Roethlisberger pass complete to Jerome Bettis for 9 yards (tackle by Marques Douglas),3.120,3.790
3,0:17,2,1,BAL 28,7,17,Jerome Bettis left tackle for 2 yards (tackle by Ray Lewis),3.790,3.840
Quarter,Time,Down,ToGo,Location,BAL,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BAL 26,7,17,Jerome Bettis left end for -3 yards (tackle by Ed Hartwell),3.840,2.890
4,14:20,2,13,BAL 29,7,17,Jerome Bettis up the middle for 7 yards (tackle by Will Demps and Ray Lewis),2.890,3.140
4,13:39,3,6,BAL 22,7,17,Tommy Maddox pass complete to Verron Haynes for no gain,3.140,2.020
4,12:59,4,6,BAL 22,7,20,Jeff Reed 40 yard field goal good,2.020,3.000
4,,,,PIT 30,7,20,"Jeff Reed kicks off 62 yards, returned by B.J. Sams for 14 yards (tackle by Chidi Iwuoma)",0.000,0.410
4,12:48,1,10,BAL 22,7,20,Jamal Lewis left guard for 1 yard (tackle by Chris Hope and Chris Hoke),0.410,0.000
4,12:12,2,9,BAL 23,7,20,Kyle Boller pass complete to Terry Jones for 3 yards (tackle by Troy Polamalu),0.000,-0.290
4,11:31,3,6,BAL 26,7,20,Kyle Boller pass complete to Alan Ricard for 7 yards (tackle by James Farrior),-0.290,1.140
4,10:53,1,10,BAL 33,7,20,Kyle Boller pass incomplete intended for Randy Hymes,1.140,0.590
4,10:46,2,10,BAL 33,7,20,Kyle Boller pass complete to Jamal Lewis for 2 yards (tackle by James Farrior),0.590,0.170
4,9:58,,,,7,20,Timeout #1 by Baltimore Ravens,0.000,0.170
4,9:58,3,8,BAL 35,7,20,Kyle Boller pass complete to Randy Hymes for 14 yards (tackle by James Harrison),0.170,2.190
4,9:23,1,10,BAL 49,7,20,Kyle Boller pass complete to Chester Taylor for 11 yards (tackle by Willie J. Williams),2.190,2.920
4,8:43,1,10,PIT 40,7,20,Kyle Boller left tackle for 6 yards (tackle by Troy Polamalu),2.920,3.180
4,8:02,2,4,PIT 34,7,20,Kyle Boller pass incomplete intended for Clarence Moore,3.180,2.480
4,7:54,,,,7,20,Timeout #2 by Pittsburgh Steelers,0.000,2.480
4,7:54,3,4,PIT 34,7,20,Kyle Boller pass incomplete intended for Randy Hymes,2.480,1.080
4,7:45,4,4,PIT 34,7,20,Kyle Boller pass incomplete intended for Darnell Dinkins (defended by James Harrison),1.080,-1.270
4,7:41,1,10,PIT 35,7,20,Hines Ward for -5 yards (tackle by Adalius Thomas),1.270,0.050
4,6:59,2,15,PIT 30,7,20,Jerome Bettis left guard for 7 yards (tackle by Will Demps),0.050,0.300
4,6:15,3,8,PIT 37,7,20,Verron Haynes up the middle for 14 yards (tackle by Ed Reed),0.300,2.320
4,5:31,1,10,BAL 49,7,20,Jerome Bettis up the middle for 4 yards (tackle by Marques Douglas and Terrell Suggs),2.320,2.320
4,4:52,2,6,BAL 45,7,20,Jerome Bettis up the middle for 3 yards (tackle by Ray Lewis),2.320,2.020
4,4:07,3,3,BAL 42,7,20,Jerome Bettis left tackle for 6 yards (tackle by Ed Hartwell and Ray Lewis),2.020,3.180
4,3:23,1,10,BAL 36,7,20,Jerome Bettis left tackle for 3 yards (tackle by Ray Lewis),3.180,3.040
4,2:41,2,7,BAL 33,7,20,Jerome Bettis left tackle for 2 yards (tackle by Ed Reed and Ray Lewis),3.040,2.610
4,2:32,,,,7,20,Timeout #2 by Baltimore Ravens,0.000,2.610
4,2:32,3,5,BAL 31,7,20,Verron Haynes up the middle for 4 yards (tackle by Ed Hartwell),2.610,1.820
4,2:00,4,1,BAL 27,7,20,Jerome Bettis up the middle for 1 yard (tackle by Ed Hartwell and Kelly Gregg),1.820,3.840
4,1:28,1,10,BAL 26,7,20,Tommy Maddox kneels for -1 yards,3.840,3.160
4,1:27,,,,7,20,Timeout #3 by Baltimore Ravens,0.000,3.160
4,1:27,2,11,BAL 27,7,20,Tommy Maddox kneels for -1 yards,3.160,2.350
4,0:45,3,12,BAL 28,7,20,Tommy Maddox kneels for no gain,2.350,1.590
4,0:45,4,12,BAL 28,7,20,Tommy Maddox up the middle for 1 yard (tackle by Kelly Gregg),1.590,0.870
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
