Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alex Collins,BAL,12,59,0,4,14,1.2,45,3.8,3,4.0
Javorius Allen,BAL,8,34,0,2,13,1.6,21,2.6,0,
Lamar Jackson,BAL,3,10,0,1,3,1.0,7,2.3,0,
Joe Flacco,BAL,2,13,0,2,12,6.0,1,0.5,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Carlos Hyde,CLE,17,63,0,4,3,0.2,60,3.5,3,5.7
Duke Johnson,CLE,5,35,0,2,12,2.4,23,4.6,0,
Nick Chubb,CLE,3,2,0,,-3,-1.0,5,1.7,0,
Baker Mayfield,CLE,2,23,0,0,21,10.5,2,1.0,0,
Rod Streater,CLE,1,-11,0,,-11,-11.0,0,0.0,0,
