Quarter,Time,Down,ToGo,Location,PIT,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,12,DEN 18,6,0,Tim Tebow pass incomplete deep left intended for Eric Decker (defended by James Harrison),-0.630,-1.330
,,,,,,,"PIT challenged the pass completion ruling, and the original play was overturned.",,
2,14:56,3,12,DEN 18,6,0,Tim Tebow pass complete deep left to Demaryius Thomas for 51 yards (tackle by Ike Taylor),-1.330,3.510
2,14:11,1,10,PIT 31,6,0,Lance Ball right tackle for 1 yard (tackle by LaMarr Woodley),3.510,3.100
2,13:31,2,9,PIT 30,6,6,"Tim Tebow pass complete deep right to Eddie Royal for 30 yards, touchdown",3.100,7.000
2,13:31,,,PIT 2,6,7,Matt Prater kicks extra point good,0.000,0.000
2,13:24,,,DEN 35,6,7,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
2,13:24,1,10,PIT 20,6,7,Ben Roethlisberger pass incomplete short middle intended for David Johnson,0.280,-0.270
2,13:21,2,10,PIT 20,6,7,Ben Roethlisberger pass incomplete deep middle intended for Mike Wallace,-0.270,-0.960
,,,,,,,"DEN challenged the pass completion ruling, and the original play was overturned.",,
2,13:14,3,10,PIT 20,6,7,Ben Roethlisberger pass incomplete deep left intended for Emmanuel Sanders,-0.960,-2.030
2,13:09,4,10,PIT 20,6,7,"Jeremy Kapinos punts 62 yards, returned by Eddie Royal for 9 yards (tackle by Ryan Mundy)",-2.030,-0.740
2,12:54,1,10,DEN 27,6,7,Willis McGahee up the middle for 3 yards (tackle by Steve McLendon),0.740,0.600
2,12:15,2,7,DEN 30,6,7,Tim Tebow pass complete deep left to Demaryius Thomas for 58 yards (tackle by Ike Taylor),0.600,4.780
2,11:25,,,,6,7,Timeout #1 by Denver Broncos,0.000,4.780
2,11:25,1,10,PIT 12,6,7,Tim Tebow left end for 4 yards (tackle by Ike Taylor),4.780,4.830
2,10:41,2,6,PIT 8,6,13,"Tim Tebow up the middle for 8 yards, touchdown",4.830,7.000
2,10:41,,,PIT 2,6,14,Matt Prater kicks extra point good,0.000,0.000
2,10:36,,,DEN 35,6,14,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
2,10:36,1,10,PIT 20,6,14,Isaac Redman right guard for 3 yards (tackle by David Bruton),0.280,0.140
2,9:54,2,7,PIT 23,6,14,Ben Roethlisberger sacked by Robert Ayers for -9 yards,0.140,-2.030
2,9:23,,,,6,14,Timeout #1 by Pittsburgh Steelers,0.000,-2.030
2,9:23,3,16,PIT 14,6,14,Ben Roethlisberger pass incomplete short middle intended for Heath Miller is intercepted by Quinton Carter at PIT-27 and returned for 9 yards (tackle by Emmanuel Sanders),-2.030,-4.370
2,9:14,1,10,PIT 18,6,14,"Tim Tebow pass incomplete deep left intended for Matt Willis. Penalty on James Harrison: Roughing the Passer, 9 yards (no play)",4.370,5.140
2,9:07,1,9,PIT 9,6,14,Willis McGahee left guard for 1 yard (tackle by Cameron Heyward),5.140,4.570
2,8:26,2,8,PIT 8,6,14,Tim Tebow pass complete short right to Eddie Royal for 6 yards (tackle by William Gay),4.570,4.950
2,7:38,3,2,PIT 2,6,14,Tim Tebow pass incomplete short left intended for Matt Willis (defended by William Gay),4.950,3.250
2,7:33,4,2,PIT 2,6,17,Matt Prater 20 yard field goal good,3.250,3.000
2,7:30,,,DEN 35,6,17,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
2,7:30,1,10,PIT 20,6,17,"Ben Roethlisberger pass incomplete short left intended for Antonio Brown is intercepted by Andre' Goodman at PIT-35. Penalty on Elvis Dumervil: Defensive Offside, 5 yards (no play)",0.280,1.010
2,7:23,1,5,PIT 25,6,17,Isaac Redman left tackle for 2 yards (tackle by Joe Mays),1.010,0.680
2,6:59,2,3,PIT 27,6,17,"Penalty on Ryan McBean: Encroachment, 5 yards (no play)",0.680,1.070
2,6:42,1,10,PIT 32,6,17,Ben Roethlisberger pass incomplete short middle intended for Mike Wallace,1.070,0.530
2,6:36,2,10,PIT 32,6,17,Isaac Redman left tackle for no gain (tackle by Jason Hunter),0.530,-0.160
2,5:53,,,,6,17,Timeout #2 by Denver Broncos,0.000,-0.160
2,5:53,3,10,PIT 32,6,17,Ben Roethlisberger pass complete short middle to Mike Wallace for 7 yards (tackle by Quinton Carter),-0.160,-0.780
2,5:21,4,3,PIT 39,6,17,"Jeremy Kapinos punts 48 yards, returned by Eddie Royal for 18 yards (tackle by Stevenson Sylvester)",-0.780,-1.000
2,5:09,1,10,DEN 31,6,17,Willis McGahee right guard for 4 yards (tackle by Cameron Heyward),1.000,1.000
2,4:31,2,6,DEN 35,6,17,Tim Tebow pass complete deep middle to Daniel Fells for 40 yards (tackle by William Gay),1.000,3.910
2,3:41,1,10,PIT 25,6,17,"Penalty on Tim Tebow: Delay of Game, 5 yards (no play)",3.910,3.580
2,3:18,1,15,PIT 30,6,17,Willis McGahee up the middle for 6 yards (tackle by James Farrior),3.580,3.500
2,2:42,2,9,PIT 24,6,17,Willis McGahee up the middle for 11 yards (tackle by Troy Polamalu),3.500,4.710
2,2:00,1,10,PIT 13,6,17,Willis McGahee right guard for 3 yards (tackle by William Gay),4.710,4.580
2,1:20,2,7,PIT 10,6,17,Tim Tebow pass incomplete short left intended for Demaryius Thomas,4.580,3.650
2,1:16,3,7,PIT 10,6,17,Tim Tebow pass incomplete short left intended for Eddie Royal,3.650,2.760
2,1:08,4,7,PIT 10,6,20,Matt Prater 28 yard field goal good,2.760,3.000
2,1:05,,,DEN 35,6,20,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
2,1:05,1,10,PIT 20,6,20,Ben Roethlisberger pass complete deep left to Antonio Brown for 25 yards,0.280,1.930
2,1:00,1,10,PIT 45,6,20,Ben Roethlisberger pass complete short middle to Emmanuel Sanders for 17 yards (tackle by D.J. Williams),1.930,3.050
2,0:51,,,,6,20,Timeout #2 by Pittsburgh Steelers,0.000,3.050
2,0:51,1,10,DEN 38,6,20,Ben Roethlisberger pass complete short left to Emmanuel Sanders for 6 yards (tackle by Chris Harris),3.050,3.320
2,0:45,2,4,DEN 32,6,20,Ben Roethlisberger pass incomplete deep left intended for Emmanuel Sanders,3.320,2.610
2,0:39,3,4,DEN 32,6,20,"Ben Roethlisberger for no gain. Ben Roethlisberger fumbles, recovered by Heath Miller at PIT-45",2.610,-0.390
2,0:30,,,,6,20,Timeout #3 by Denver Broncos,0.000,-0.390
2,0:30,4,27,PIT 45,6,20,"Jeremy Kapinos punts 39 yards, returned by Eddie Royal for no gain",-0.390,0.140
2,0:23,1,10,DEN 16,6,20,Tim Tebow kneels for -1 yards,-0.140,-0.780
Quarter,Time,Down,ToGo,Location,PIT,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,6,20,"Shaun Suisham kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,DEN 20,6,20,Willis McGahee up the middle for 5 yards (tackle by Steve McLendon),0.280,0.410
3,14:30,2,5,DEN 25,6,20,Willis McGahee left end for 10 yards (tackle by Ryan Mundy),0.410,1.270
3,14:01,1,10,DEN 35,6,20,"Tim Tebow pass incomplete short left intended for Demaryius Thomas (defended by Ike Taylor). Penalty on Ike Taylor: Defensive Holding, 5 yards (no play)",1.270,1.600
3,13:57,1,10,DEN 40,6,20,Lance Ball left guard for 2 yards (tackle by James Harrison and Cameron Heyward),1.600,1.320
3,13:24,2,8,DEN 42,6,20,Tim Tebow pass complete short left to Eddie Royal for 13 yards (tackle by William Gay),1.320,2.590
3,12:46,1,10,PIT 45,6,20,Willis McGahee up the middle for 2 yards (tackle by Evander Hood),2.590,2.310
3,12:10,2,8,PIT 43,6,20,Tim Tebow up the middle for 3 yards (tackle by Ike Taylor),2.310,2.010
3,11:21,3,5,PIT 40,6,20,Willis McGahee up the middle for 2 yards (tackle by James Farrior),2.010,0.720
3,10:34,4,3,PIT 38,6,20,Britton Colquitt punts 26 yards,0.720,0.320
3,10:25,1,10,PIT 13,6,20,Isaac Redman right guard for 2 yards (tackle by Champ Bailey),-0.320,-0.570
3,9:57,2,8,PIT 15,6,20,"Penalty on PIT: Illegal Substitution, 5 yards (no play)",-0.570,-1.000
3,9:34,2,13,PIT 10,6,20,Ben Roethlisberger pass complete short right to Heath Miller for 10 yards (tackle by David Bruton),-1.000,-0.590
3,8:54,3,3,PIT 20,6,20,Ben Roethlisberger pass complete short left to Antonio Brown for 3 yards (tackle by Andre' Goodman),-0.590,0.480
3,8:12,1,10,PIT 23,6,20,Ben Roethlisberger pass incomplete short right intended for Mike Wallace (defended by Champ Bailey),0.480,-0.070
3,8:07,2,10,PIT 23,6,20,Ben Roethlisberger pass incomplete short middle intended for David Johnson (defended by D.J. Williams),-0.070,-0.760
3,8:01,3,10,PIT 23,6,20,Ben Roethlisberger pass complete short right to Emmanuel Sanders for 18 yards (tackle by David Bruton),-0.760,1.660
3,7:19,1,10,PIT 41,6,20,Antonio Brown left end for 18 yards (tackle by Quinton Carter),1.660,2.850
3,6:32,1,10,DEN 41,6,20,Ben Roethlisberger pass complete short right to Heath Miller for 2 yards (tackle by David Bruton),2.850,2.580
3,5:46,2,8,DEN 39,6,20,Isaac Redman up the middle for 6 yards (tackle by D.J. Williams),2.580,2.680
3,5:02,3,2,DEN 33,6,20,Isaac Redman up the middle for 32 yards (tackle by Andre' Goodman),2.680,6.970
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
3,4:33,1,1,DEN 1,12,20,"Mike Wallace right end for 1 yard, touchdown",6.970,7.000
3,4:33,,,DEN 2,13,20,Shaun Suisham kicks extra point good,0.000,0.000
3,4:29,,,PIT 35,13,20,"Shaun Suisham kicks off 65 yards, touchback",0.000,0.280
3,4:29,1,10,DEN 20,13,20,Willis McGahee right tackle for 2 yards (tackle by Lawrence Timmons),0.280,0.000
3,3:51,2,8,DEN 22,13,20,"Tim Tebow pass incomplete deep left intended for Demaryius Thomas (defended by Ike Taylor). Penalty on Ike Taylor: Defensive Pass Interference, 32 yards (no play)",0.000,2.520
3,3:44,1,10,PIT 46,13,20,Tim Tebow right end for 3 yards (tackle by Evander Hood),2.520,2.380
3,3:11,2,7,PIT 43,13,20,Tim Tebow up the middle for 8 yards (tackle by Lawrence Timmons),2.380,3.250
3,2:23,1,10,PIT 35,13,20,Tim Tebow pass incomplete deep right intended for Demaryius Thomas,3.250,2.700
3,2:16,2,10,PIT 35,13,20,Tim Tebow left end for 11 yards (tackle by James Harrison),2.700,3.970
3,1:35,1,10,PIT 24,13,20,Willis McGahee right tackle for no gain (tackle by Troy Polamalu),3.970,3.430
3,0:54,2,10,PIT 24,13,20,Lance Ball up the middle for 5 yards (tackle by Lawrence Timmons),3.430,3.410
3,0:15,3,5,PIT 19,13,20,Tim Tebow pass complete short left to Lance Ball for 6 yards (tackle by Ryan Mundy),3.410,4.710
Quarter,Time,Down,ToGo,Location,PIT,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PIT 13,13,20,Tim Tebow right tackle for 3 yards (tackle by James Farrior),4.710,4.580
4,14:22,2,7,PIT 10,13,20,"Tim Tebow pass complete short left to Eddie Royal for 7 yards (tackle by Ryan Mundy). Penalty on Matt Willis: Offensive Pass Interference, 10 yards (no play)",4.580,3.210
4,14:00,2,17,PIT 20,13,20,Tim Tebow pass incomplete short left intended for Eddie Royal,3.210,2.540
4,13:56,3,17,PIT 20,13,20,Lance Ball up the middle for 3 yards (tackle by Cameron Heyward),2.540,2.310
4,13:14,4,14,PIT 17,13,23,Matt Prater 35 yard field goal good,2.310,3.000
4,13:10,,,DEN 35,13,23,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
4,13:10,1,10,PIT 20,13,23,Ben Roethlisberger pass complete deep left to Antonio Brown for 20 yards (tackle by Andre' Goodman),0.280,1.600
4,12:30,1,10,PIT 40,13,23,Ben Roethlisberger pass complete short middle to Isaac Redman for 9 yards (tackle by Chris Harris and Joe Mays),1.600,2.270
4,11:54,2,1,PIT 49,13,23,Isaac Redman up the middle for 28 yards (tackle by David Bruton),2.270,4.040
4,11:06,1,10,DEN 23,13,23,Ben Roethlisberger pass incomplete deep right intended for Mike Wallace,4.040,3.500
4,10:57,2,10,DEN 23,13,23,"Penalty on Emmanuel Sanders: False Start, 5 yards (no play)",3.500,2.820
4,10:57,2,15,DEN 28,13,23,Ben Roethlisberger right tackle for 9 yards (tackle by Joe Mays),2.820,3.340
4,10:09,3,6,DEN 19,13,23,Ben Roethlisberger pass incomplete short middle intended for Heath Miller (defended by D.J. Williams),3.340,2.210
4,10:03,4,6,DEN 19,16,23,Shaun Suisham 37 yard field goal good,2.210,3.000
4,9:59,,,PIT 35,16,23,"Shaun Suisham kicks off 65 yards, touchback",0.000,0.280
4,9:59,1,10,DEN 20,16,23,Tim Tebow left tackle for 10 yards (tackle by Troy Polamalu and Ike Taylor),0.280,0.940
4,9:11,1,10,DEN 30,16,23,Willis McGahee up the middle for 3 yards (tackle by Evander Hood),0.940,0.800
4,8:34,2,7,DEN 33,16,23,Tim Tebow pass incomplete deep left intended for Lance Ball,0.800,0.100
4,8:25,3,7,DEN 33,16,23,Tim Tebow pass complete short left to Demaryius Thomas for 15 yards (tackle by Ike Taylor),0.100,2.130
4,7:43,1,10,DEN 48,16,23,"Willis McGahee right tackle for 8 yards (tackle by Ryan Mundy). Willis McGahee fumbles (forced by Ryan Mundy), recovered by LaMarr Woodley at PIT-44 (tackle by Dante Rosario)",2.130,-1.930
,,,,,,,"DEN challenged the fumble ruling, and the play was upheld.",,
4,7:35,1,10,PIT 45,16,23,Ben Roethlisberger sacked by Brodrick Bunkley for -6 yards,1.930,0.570
4,6:59,2,16,PIT 39,16,23,Ben Roethlisberger pass complete short left to Emmanuel Sanders for 15 yards (tackle by D.J. Williams),0.570,1.880
4,6:16,3,1,DEN 46,16,23,Isaac Redman left tackle for 4 yards (tackle by David Bruton),1.880,2.790
4,5:33,1,10,DEN 42,16,23,Ben Roethlisberger up the middle for 6 yards (tackle by Joe Mays),2.790,3.050
4,4:50,2,4,DEN 36,16,23,Isaac Redman right end for 5 yards (tackle by Quinton Carter),3.050,3.510
4,4:04,1,10,DEN 31,16,23,Ben Roethlisberger pass incomplete deep left intended for Mike Wallace (defended by Champ Bailey),3.510,2.970
4,3:56,,,,16,23,Timeout #1 by Pittsburgh Steelers,0.000,2.970
4,3:56,2,10,DEN 31,22,23,"Ben Roethlisberger pass complete deep middle to Jerricho Cotchery for 31 yards, touchdown",2.970,7.000
4,3:56,,,DEN 2,23,23,Shaun Suisham kicks extra point good,0.000,0.000
4,3:48,,,PIT 35,23,23,"Shaun Suisham kicks off 69 yards, returned by Matt Willis for 19 yards (tackle by Larry Foote)",0.000,-0.220
4,3:42,1,10,DEN 15,23,23,Willis McGahee up the middle for 1 yard (tackle by James Harrison and Steve McLendon),-0.220,-0.580
4,3:07,2,9,DEN 16,23,23,Tim Tebow pass complete deep left to Daniel Fells for 17 yards (tackle by Ike Taylor),-0.580,1.140
4,2:29,1,10,DEN 33,23,23,Willis McGahee right tackle for 2 yards (tackle by Evander Hood),1.140,0.860
4,2:00,2,8,DEN 35,23,23,Tim Tebow pass incomplete short left intended for Eddie Royal,0.860,0.170
4,1:51,3,8,DEN 35,23,23,Tim Tebow pass incomplete deep middle intended for Demaryius Thomas,0.170,-1.040
4,1:45,4,8,DEN 35,23,23,"Britton Colquitt punts 41 yards, fair catch by Antonio Brown",-1.040,-0.540
4,1:37,1,10,PIT 24,23,23,Ben Roethlisberger sacked by Von Miller for -4 yards,0.540,-0.540
4,1:04,2,14,PIT 20,23,23,Ben Roethlisberger pass complete deep middle to Antonio Brown for 17 yards (tackle by Champ Bailey),-0.540,1.400
4,0:33,1,10,PIT 37,23,23,Ben Roethlisberger pass complete deep left to Emmanuel Sanders for 18 yards (tackle by Chris Harris),1.400,2.590
4,0:29,,,,23,23,Timeout #2 by Pittsburgh Steelers,0.000,2.590
4,0:29,1,10,DEN 45,23,23,"Ben Roethlisberger sacked by Elvis Dumervil for -11 yards. Ben Roethlisberger fumbles (forced by Elvis Dumervil), recovered by Ben Roethlisberger at PIT-44",2.590,0.560
4,0:18,,,,23,23,Timeout #3 by Pittsburgh Steelers,0.000,0.560
4,0:18,2,21,PIT 44,23,23,Ben Roethlisberger pass incomplete short middle intended for Hines Ward (defended by Champ Bailey),0.560,-0.100
4,0:12,3,21,PIT 44,23,23,"Penalty on Ben Roethlisberger: Delay of Game, 5 yards (no play)",-0.100,-0.760
4,0:12,3,26,PIT 39,23,23,Ben Roethlisberger pass complete short right to Isaac Redman for 12 yards (tackle by Champ Bailey),-0.760,0.000
4,0:01,4,14,DEN 49,23,23,Ben Roethlisberger sacked by Robert Ayers for -15 yards,0.000,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,PIT,DEN,Detail,EPB,EPA
,,,,,,,"Broncos won the coin toss, Broncos to receive the overtime kickoff.",,
OT,15:00,,,PIT 35,23,23,"Shaun Suisham kicks off 65 yards, touchback",0.000,0.280
OT,15:00,1,10,DEN 20,23,29,"Tim Tebow pass complete deep middle to Demaryius Thomas for 80 yards, touchdown",0.280,6.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
