Quarter,Time,Down,ToGo,Location,GNB,ATL,Detail,EPB,EPA
2,1:53,2,9,GNB 32,14,14,Aaron Rodgers pass complete deep middle to Greg Jennings for 20 yards (tackle by Stephen Nicholas),0.600,2.390
2,1:44,,,,14,14,Timeout #1 by Green Bay Packers,0.000,2.390
2,1:44,1,10,ATL 48,14,14,Aaron Rodgers pass complete short left to Andrew Quarless for 8 yards (tackle by William Moore),2.390,2.930
2,1:13,2,2,ATL 40,14,14,Aaron Rodgers pass incomplete short right intended for Greg Jennings (defended by Chris Owens),2.930,2.210
2,1:09,3,2,ATL 40,14,14,Aaron Rodgers pass complete short middle to Donald Driver for 20 yards (tackle by Erik Coleman),2.210,4.240
2,0:48,,,,14,14,Timeout #1 by Atlanta Falcons,0.000,4.240
2,0:48,1,10,ATL 20,20,14,"Aaron Rodgers pass complete deep right to James Jones for 20 yards, touchdown",4.240,7.000
2,,,,ATL 2,21,14,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,21,14,"Mason Crosby kicks off 50 yards, returned by Brian Finneran for 15 yards (tackle by Jarrett Bush)",0.000,1.270
2,0:37,1,10,ATL 35,21,14,Matt Ryan pass complete short middle to Jason Snelling for 2 yards (tackle by A.J. Hawk),1.270,0.990
2,0:30,,,,21,14,Timeout #2 by Atlanta Falcons,0.000,0.990
2,0:30,2,8,ATL 37,21,14,Matt Ryan pass complete short left to Harry Douglas for 2 yards,0.990,0.560
2,0:25,3,6,ATL 39,21,14,"Matt Ryan pass incomplete deep left intended for Michael Jenkins. Penalty on Sam Shields: Defensive Pass Interfere, 23 yards (no play)",0.560,3.050
2,0:19,1,10,GNB 38,21,14,"Matt Ryan pass incomplete deep right intended for Roddy White. Penalty on Tramon Williams: Defensive Pass Interfere, 12 yards (no play)",3.050,3.840
2,0:14,1,10,GNB 26,21,14,Matt Ryan sacked by Clay Matthews for -9 yards,3.840,2.080
2,0:10,,,,21,14,Timeout #3 by Atlanta Falcons,0.000,2.080
2,0:10,2,19,GNB 35,27,14,"Matt Ryan pass incomplete short left intended for Roddy White is intercepted by Tramon Williams at GNB-30 and returned for 70 yards, touchdown",2.080,-7.000
2,,,,ATL 2,28,14,Mason Crosby kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,GNB,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,28,14,"Michael Koenen kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,GNB 20,28,14,Aaron Rodgers sacked by John Abraham for -10 yards,0.280,-1.510
3,14:29,2,20,GNB 10,28,14,Aaron Rodgers pass complete short right to Greg Jennings for 7 yards (tackle by Brent Grimes),-1.510,-1.510
3,13:46,3,13,GNB 17,28,14,Aaron Rodgers pass complete short left to James Jones for 15 yards,-1.510,1.070
3,13:16,1,10,GNB 32,28,14,Aaron Rodgers pass complete short right to Jordy Nelson for 9 yards (tackle by Stephen Nicholas),1.070,1.740
3,12:46,2,1,GNB 41,28,14,James Starks right guard for 13 yards (tackle by Thomas DeCoud and Mike Peterson),1.740,2.520
3,12:01,1,10,ATL 46,28,14,James Starks right tackle for 9 yards (tackle by William Moore),2.520,3.190
3,11:19,2,1,ATL 37,28,14,James Starks right end for 2 yards (tackle by Curtis Lofton),3.190,3.250
3,10:35,1,10,ATL 35,28,14,Aaron Rodgers pass incomplete short right intended for Donald Lee,3.250,2.700
3,10:29,2,10,ATL 35,28,14,James Starks right end for 3 yards (tackle by Curtis Lofton),2.700,2.410
3,9:47,3,7,ATL 32,28,14,Aaron Rodgers pass complete short right to Jordy Nelson for 14 yards (tackle by Brent Grimes),2.410,4.370
3,9:06,,,,28,14,Timeout #1 by Green Bay Packers,0.000,4.370
3,9:06,1,10,ATL 18,28,14,Aaron Rodgers pass complete short left to Jordy Nelson for 11 yards (tackle by William Moore),4.370,5.600
3,8:42,1,7,ATL 7,34,14,"Aaron Rodgers right end for 7 yards, touchdown",5.600,7.000
3,,,,ATL 2,35,14,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 30,35,14,"Mason Crosby kicks off 60 yards, returned by Eric Weems for 17 yards (tackle by Brett Swain)",0.000,0.740
3,8:23,1,10,ATL 27,35,14,Matt Ryan pass incomplete short right intended for Michael Turner,0.740,0.200
3,8:20,2,10,ATL 27,35,14,Michael Turner middle for 2 yards (tackle by Clay Matthews and Desmond Bishop),0.200,-0.230
3,7:41,3,8,ATL 29,35,14,Matt Ryan pass incomplete deep left intended for Michael Jenkins,-0.230,-1.440
,,,,,,,"GNB challenged the pass completion ruling, and the original play was overturned.",,
3,7:35,4,8,ATL 29,35,14,Michael Koenen punts 21 yards,-1.440,-2.260
3,7:29,1,10,,35,14,Aaron Rodgers pass complete short left to Donald Driver for 3 yards (tackle by Dunta Robinson),2.260,2.120
3,6:50,2,7,ATL 47,35,14,James Starks left tackle for 1 yard (tackle by Curtis Lofton),2.120,1.550
3,6:09,3,6,ATL 46,35,14,Aaron Rodgers pass complete short right to Jordy Nelson for 8 yards (tackle by Chris Owens),1.550,3.050
3,5:31,1,10,ATL 38,35,14,James Starks middle for 6 yards (tackle by Curtis Lofton and Kroy Biermann),3.050,3.320
3,4:46,2,4,ATL 32,35,14,James Starks right end for -1 yards (tackle by Corey Peters),3.320,2.480
3,4:06,3,5,ATL 33,35,14,Aaron Rodgers pass complete short left to Donald Driver for 22 yards (tackle by Thomas DeCoud),2.480,4.840
3,3:33,1,10,ATL 11,35,14,John Kuhn right guard for 4 yards (tackle by Curtis Lofton and Mike Peterson),4.840,4.890
3,2:49,2,6,ATL 7,41,14,"Aaron Rodgers pass complete short right to John Kuhn for 7 yards, touchdown",4.890,7.000
3,,,,ATL 2,42,14,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 30,42,14,"Mason Crosby kicks off 59 yards, returned by Eric Weems for 16 yards (tackle by Brett Swain)",0.000,0.740
3,2:35,1,10,ATL 27,42,14,"Matt Ryan pass complete short left to Michael Jenkins for 14 yards (tackle by Charlie Peprah). Penalty on Michael Jenkins: Offensive Pass Interfere, 10 yards (no play)",0.740,-0.170
3,2:20,1,20,ATL 17,42,14,Matt Ryan pass complete short left to Tony Gonzalez for 7 yards (tackle by Desmond Bishop),-0.170,-0.210
3,1:48,2,13,ATL 24,42,14,Matt Ryan pass complete short left to Brian Finneran for 10 yards (tackle by Clay Matthews),-0.210,0.430
3,1:22,3,3,ATL 34,42,14,Matt Ryan pass complete deep right to Michael Jenkins for 22 yards (tackle by Sam Shields),0.430,2.650
3,0:52,1,10,GNB 44,42,14,Matt Ryan pass complete short left to Roddy White for 12 yards (tackle by Erik Walden),2.650,3.450
3,0:23,1,10,GNB 32,42,14,Matt Ryan pass complete deep middle to Brian Finneran for 19 yards (tackle by Charlie Peprah),3.450,4.710
Quarter,Time,Down,ToGo,Location,GNB,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,GNB 13,42,14,Matt Ryan pass complete short left to Brian Finneran for 7 yards (tackle by Desmond Bishop),4.710,5.340
4,14:25,2,3,GNB 6,42,20,"Matt Ryan pass complete short right to Roddy White for 6 yards, touchdown",5.340,7.000
4,,,,GNB 2,42,21,Matt Bryant kicks extra point good,0.000,0.000
4,,,,ATL 30,42,21,Michael Koenen kicks onside 9 yards. Penalty on Brian Finneran: Illegal Touch Kick,0.000,2.980
4,14:21,1,10,ATL 39,42,21,James Starks right end for no gain (tackle by Jonathan Babineaux and Jamaal Anderson),2.980,2.440
4,13:40,2,10,ATL 39,42,21,Aaron Rodgers pass incomplete short right intended for Greg Jennings,2.440,1.750
4,13:35,3,10,ATL 39,42,21,Aaron Rodgers pass complete short right to Brandon Jackson for 7 yards (tackle by Brent Grimes),1.750,1.290
4,13:02,4,3,ATL 32,42,21,Mason Crosby 50 yard field goal no good,1.290,-1.600
4,12:55,1,10,ATL 40,42,21,Matt Ryan sacked by B.J. Raji for -9 yards,1.600,-0.160
4,12:50,2,19,ATL 31,42,21,"Matt Ryan pass complete short middle to Jason Snelling for 11 yards (tackle by Charles Woodson and A.J. Hawk). Penalty on Desmond Bishop: Defensive Holding, 5 yards (no play)",-0.160,1.330
4,12:31,1,10,ATL 36,42,21,Matt Ryan pass complete short right to Roddy White for 6 yards (tackle by Tramon Williams),1.330,1.600
4,12:09,2,4,ATL 42,42,21,Matt Ryan pass complete short left to Michael Jenkins for 3 yards (tackle by Sam Shields),1.600,1.290
4,11:43,3,1,ATL 45,42,21,"Matt Ryan for no gain. Matt Ryan fumbles, recovered by Clay Matthews at ATL-44",1.290,-2.650
4,11:39,1,10,ATL 44,42,21,Aaron Rodgers pass complete short right to Jordy Nelson for 14 yards (tackle by Brent Grimes),2.650,3.580
4,10:55,1,10,ATL 30,42,21,James Starks right end for -3 yards (tackle by Mike Peterson),3.580,2.630
4,10:08,2,13,ATL 33,42,21,Aaron Rodgers pass complete short left to Greg Jennings for 6 yards (tackle by Chris Owens and Dunta Robinson),2.630,2.740
4,9:21,3,7,ATL 27,42,21,Aaron Rodgers pass complete short left to Jordy Nelson for 9 yards (tackle by Dunta Robinson),2.740,4.370
4,8:38,1,10,ATL 18,42,21,James Starks right tackle for -1 yards (tackle by Mike Peterson),4.370,3.670
4,7:52,2,11,ATL 19,42,21,James Starks right end for 4 yards (tackle by Corey Peters),3.670,3.460
4,7:06,3,7,ATL 15,42,21,Aaron Rodgers sacked by Kroy Biermann and Jonathan Babineaux for -10 yards,3.460,1.800
4,6:34,4,17,ATL 25,45,21,Mason Crosby 43 yard field goal good,1.800,3.000
4,,,,GNB 30,45,21,"Mason Crosby kicks off 67 yards, returned by Eric Weems for 18 yards (tackle by Brandon Underwood)",0.000,0.340
4,6:22,1,10,ATL 21,45,21,Matt Ryan pass incomplete deep right intended for Roddy White,0.340,-0.200
4,6:17,2,10,ATL 21,45,21,"Matt Ryan pass incomplete deep left intended for Michael Jenkins. Penalty on C.J. Wilson: Defensive Offside, 5 yards (no play)",-0.200,0.480
4,6:11,2,5,ATL 26,45,21,Matt Ryan pass incomplete short left intended for Brian Finneran,0.480,-0.230
4,6:07,3,5,ATL 26,45,21,Matt Ryan pass complete short right to Michael Jenkins for 4 yards (tackle by Charles Woodson),-0.230,-1.370
4,5:38,4,1,ATL 30,45,21,"Matt Ryan pass complete short right to Michael Jenkins for 3 yards (tackle by Desmond Bishop). Michael Jenkins fumbles (forced by Desmond Bishop), recovered by Desmond Bishop at ATL-33",-1.370,-3.380
4,5:32,1,10,ATL 33,45,21,James Starks right tackle for 4 yards (tackle by William Moore),3.380,3.380
4,4:49,2,6,ATL 29,45,21,James Starks right tackle for 13 yards (tackle by William Moore),3.380,4.510
4,4:04,1,10,ATL 16,45,21,James Starks right tackle for 2 yards (tackle by William Moore),4.510,4.210
4,3:21,2,8,ATL 14,45,21,James Starks left tackle for no gain (tackle by Stephen Nicholas),4.210,3.370
4,2:37,3,8,ATL 14,45,21,James Starks right end for no gain (tackle by Corey Peters),3.370,2.510
4,1:59,4,8,ATL 14,48,21,Mason Crosby 32 yard field goal good,2.510,3.000
4,,,,GNB 30,48,21,"Mason Crosby kicks off 62 yards, returned by Eric Weems for 19 yards (tackle by Diyral Briggs)",0.000,0.740
4,1:50,1,10,ATL 27,48,21,Matt Ryan pass incomplete deep left intended for Brian Finneran,0.740,0.200
4,1:43,2,10,ATL 27,48,21,Matt Ryan sacked by C.J. Wilson for -8 yards,0.200,-1.650
4,1:14,3,18,ATL 19,48,21,Gartrell Johnson middle for 4 yards (tackle by C.J. Wilson),-1.650,-1.830
4,0:31,,,,48,21,Timeout #2 by Green Bay Packers,0.000,-1.830
4,0:30,4,14,ATL 23,48,21,"Michael Koenen punts 57 yards, fair catch by Tramon Williams",-1.830,-0.280
4,0:23,1,10,GNB 20,48,21,Matt Flynn kneels for -1 yards,0.280,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
