Quarter,Time,Down,ToGo,Location,BUF,NOR,Detail,EPB,EPA
1,8:36,3,1,NOR 49,0,0,Khiry Robinson right guard for -2 yards (tackle by Kyle Williams),1.550,-0.260
1,7:56,4,3,NOR 47,0,0,"Thomas Morstead punts 41 yards, fair catch by Leodis McKelvin",-0.260,0.350
1,7:49,1,10,BUF 12,0,0,Fred Jackson right tackle for 3 yards (tackle by Junior Galette and Curtis Lofton),-0.350,-0.500
1,7:17,2,7,BUF 15,0,0,Fred Jackson right guard for 14 yards (tackle by Malcolm Jenkins),-0.500,0.870
1,6:48,1,10,BUF 29,0,0,Fred Jackson right guard for 5 yards (tackle by Curtis Lofton),0.870,1.000
1,6:18,2,5,BUF 34,0,0,Thaddeus Lewis pass incomplete deep right intended for T.J. Graham,1.000,0.300
1,6:12,3,5,BUF 34,0,0,"Thaddeus Lewis sacked by Cameron Jordan for -13 yards. Thaddeus Lewis fumbles (forced by Cameron Jordan), recovered by Cameron Jordan at BUF-21 (tackle by Thaddeus Lewis)",0.300,-4.170
1,6:05,1,10,BUF 21,0,0,Pierre Thomas left tackle for -1 yards (tackle by Kiko Alonso),4.170,3.490
1,5:23,2,11,BUF 22,0,0,Drew Brees pass complete short left to Darren Sproles for 7 yards (tackle by Jairus Byrd),3.490,3.810
1,4:50,3,4,BUF 15,0,6,"Drew Brees pass complete short middle to Lance Moore for 15 yards, touchdown",3.810,7.000
1,4:50,,,BUF 2,0,7,Garrett Hartley kicks extra point good,0.000,0.000
1,4:50,,,NOR 35,0,7,"Thomas Morstead kicks off 65 yards, touchback",0.000,-0.280
1,4:44,1,10,BUF 20,0,7,"Penalty on BUF: Illegal Substitution, 5 yards (no play)",0.280,-0.310
1,4:44,1,15,BUF 15,0,7,Fred Jackson right guard for no gain (tackle by Curtis Lofton),-0.310,-1.070
1,4:14,2,15,BUF 15,0,7,Thaddeus Lewis pass incomplete short right intended for Frank Summers,-1.070,-1.860
1,4:09,3,15,BUF 15,0,7,Thaddeus Lewis pass incomplete short left intended for Fred Jackson,-1.860,-2.440
1,4:05,4,15,BUF 15,0,7,"Brian Moorman punts 45 yards, returned by Darren Sproles for no gain",-2.440,-1.600
1,3:57,1,10,NOR 40,0,7,Drew Brees pass complete short right to Robert Meachem for 15 yards (tackle by Leodis McKelvin),1.600,2.590
1,3:30,1,10,BUF 45,0,7,Khiry Robinson left guard for 2 yards (tackle by Marcell Dareus),2.590,2.310
1,2:52,2,8,BUF 43,0,7,Drew Brees pass complete short middle to Marques Colston for 6 yards (tackle by Kiko Alonso),2.310,2.410
1,2:23,3,2,BUF 37,0,7,Drew Brees pass incomplete short left intended for Marques Colston,2.410,0.790
1,2:17,4,2,BUF 37,0,7,Pierre Thomas left end for 12 yards (tackle by Da'Norris Searcy),0.790,3.910
1,1:49,1,10,BUF 25,0,7,"Drew Brees for 2 yards (tackle by Alan Branch). Penalty on Brian De La Puente: Offensive Holding, 10 yards (no play)",3.910,3.250
1,1:22,1,20,BUF 35,0,7,"Drew Brees pass incomplete short right intended for Marques Colston (defended by Aaron Williams). Penalty on Jamaal Westerman: Personal Foul, 15 yards (no play)",3.250,4.240
1,1:16,1,10,BUF 20,0,7,Pierre Thomas right guard for no gain (tackle by Kiko Alonso and Kyle Williams),4.240,3.690
1,0:41,2,10,BUF 20,0,7,Drew Brees pass complete short left to Jimmy Graham for 9 yards (tackle by Jairus Byrd),3.690,4.590
1,0:06,3,1,BUF 11,0,7,"Penalty on Drew Brees: False Start, 5 yards (no play)",4.590,3.520
Quarter,Time,Down,ToGo,Location,BUF,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,BUF 16,0,7,"Penalty on Drew Brees: False Start, 5 yards (no play)",3.520,2.870
2,15:00,3,11,BUF 21,0,7,Drew Brees pass incomplete deep middle intended for Marques Colston (defended by Jairus Byrd),2.870,2.060
2,14:56,4,11,BUF 21,0,7,Garrett Hartley 38 yard field goal no good,2.060,-0.810
2,14:51,1,10,BUF 28,0,7,Thaddeus Lewis pass complete short middle to Steve Johnson for 17 yards (tackle by Malcolm Jenkins),0.810,1.930
2,14:22,1,10,BUF 45,0,7,Thaddeus Lewis pass complete short left to Steve Johnson for -2 yards (tackle by Corey White),1.930,1.110
2,13:49,2,12,BUF 43,0,7,Thaddeus Lewis pass complete short left to Steve Johnson for 14 yards (tackle by Curtis Lofton),1.110,2.720
2,13:19,1,10,NOR 43,0,7,Fred Jackson left guard for 2 yards (tackle by Akiem Hicks),2.720,2.450
2,12:42,2,8,NOR 41,0,7,Tashard Choice left tackle for 20 yards (tackle by Rafael Bush),2.450,4.170
2,12:07,1,10,NOR 21,0,7,Tashard Choice left tackle for 5 yards (tackle by Akiem Hicks and John Jenkins),4.170,4.370
2,11:29,2,5,NOR 16,0,7,Thaddeus Lewis pass complete short right to Fred Jackson for 3 yards (tackle by David Hawthorne),4.370,4.240
2,10:49,3,2,NOR 13,6,7,"Thaddeus Lewis pass complete short left to Steve Johnson for 13 yards, touchdown",4.240,7.000
2,10:49,,,NOR 2,7,7,Dan Carpenter kicks extra point good,0.000,0.000
2,10:49,,,BUF 35,7,7,"Dan Carpenter kicks off 65 yards, touchback",0.000,-0.280
2,10:44,1,10,NOR 20,7,7,Pierre Thomas right guard for 6 yards (tackle by Kyle Williams),0.280,0.540
2,10:12,2,4,NOR 26,7,7,Drew Brees sacked by Kyle Williams and Da'Norris Searcy for -9 yards,0.540,-1.510
2,9:29,3,13,NOR 17,7,7,"Penalty on NOR: Delay of Game, 5 yards (no play)",-1.510,-2.360
2,9:16,3,18,NOR 12,7,7,Drew Brees pass complete short left to Darren Sproles for 2 yards (tackle by Kiko Alonso),-2.360,-2.470
2,8:41,4,16,NOR 14,7,7,"Thomas Morstead punts 48 yards, fair catch by Leodis McKelvin",-2.470,-1.470
2,8:33,1,10,BUF 38,7,7,Frank Summers left tackle for 3 yards (tackle by Brodrick Bunkley),1.470,1.330
2,7:55,2,7,BUF 41,7,7,"Thaddeus Lewis sacked by Junior Galette for -7 yards. Thaddeus Lewis fumbles (forced by Junior Galette), recovered by Doug Legursky at BUF-38",1.330,0.230
2,7:20,3,10,BUF 38,7,7,Thaddeus Lewis pass complete short right to Scott Chandler for 22 yards (tackle by Curtis Lofton),0.230,2.920
2,6:48,1,10,NOR 40,7,7,Fred Jackson right tackle for -1 yards (tackle by Akiem Hicks),2.920,2.240
2,6:13,2,11,NOR 41,7,7,Thaddeus Lewis pass complete short left to Scott Chandler for 15 yards (tackle by Malcolm Jenkins),2.240,3.840
2,5:29,1,10,NOR 26,7,7,Tashard Choice right guard for 2 yards (tackle by Kenny Vaccaro),3.840,3.570
2,4:51,2,8,NOR 24,7,7,Thaddeus Lewis pass incomplete deep middle intended for Scott Chandler,3.570,2.870
2,4:46,3,8,NOR 24,7,7,"Penalty on Tom Johnson: Encroachment, 5 yards (no play)",2.870,3.570
2,4:46,3,3,NOR 19,7,7,Thaddeus Lewis pass incomplete deep left intended for Scott Chandler (defended by Chris Carr),3.570,2.280
2,4:38,4,3,NOR 19,10,7,Dan Carpenter 37 yard field goal good,2.280,3.000
2,4:38,,,BUF 35,10,7,"Dan Carpenter kicks off 70 yards, returned by Darren Sproles for 19 yards (tackle by Marcus Easley)",0.000,0.280
2,4:32,1,10,NOR 14,10,7,Drew Brees pass complete deep left to Ben Watson for 17 yards (tackle by Leodis McKelvin),-0.280,1.000
2,3:53,1,10,NOR 31,10,13,"Drew Brees pass complete deep left to Kenny Stills for 69 yards, touchdown",1.000,7.000
2,3:53,,,BUF 2,10,14,Garrett Hartley kicks extra point good,0.000,0.000
2,3:53,,,NOR 35,10,14,"Thomas Morstead kicks off 65 yards, touchback",0.000,-0.280
2,3:43,1,10,BUF 20,10,14,Fred Jackson left tackle for -3 yards (tackle by Junior Galette),0.280,0.280
2,3:36,1,10,BUF 20,10,14,Timeout #1 by New Orleans Saints,0.280,-0.790
2,3:36,2,13,BUF 17,10,14,Thaddeus Lewis pass complete short middle to Robert Woods for 7 yards (tackle by David Hawthorne),-0.790,-0.790
2,3:30,2,13,BUF 17,10,14,Timeout #2 by New Orleans Saints,-0.790,-0.430
2,3:30,3,6,BUF 24,10,14,Thaddeus Lewis pass incomplete short middle intended for Steve Johnson (defended by Kenny Vaccaro),-0.430,-1.770
2,3:26,4,6,BUF 24,10,14,"Brian Moorman punts 53 yards, fair catch by Darren Sproles",-1.770,-0.480
2,3:18,1,10,NOR 23,10,14,Drew Brees pass complete short right to Marques Colston for 6 yards (tackle by Leodis McKelvin and Aaron Williams),0.480,0.740
2,2:51,2,4,NOR 29,10,14,Drew Brees pass complete short middle to Lance Moore for 10 yards (tackle by Kiko Alonso and Aaron Williams),0.740,1.530
2,2:15,1,10,NOR 39,10,14,Drew Brees pass complete short right to Marques Colston for 6 yards (tackle by Jerry Hughes),1.530,1.800
2,2:00,2,4,NOR 45,10,14,Drew Brees pass complete short left to Pierre Thomas for 17 yards (tackle by Aaron Williams),1.800,3.050
2,1:32,1,10,BUF 38,10,14,Drew Brees pass incomplete deep right intended for Marques Colston (defended by Nickell Robey),3.050,2.510
2,1:27,2,10,BUF 38,10,14,"Drew Brees pass incomplete deep left intended for Kenny Stills. Penalty on Nickell Robey: Illegal Contact, 5 yards (no play)",2.510,3.380
2,1:20,1,10,BUF 33,10,14,Drew Brees pass complete short left to Pierre Thomas for 9 yards (tackle by Leodis McKelvin and Kiko Alonso),3.380,4.050
2,0:54,2,1,BUF 24,10,14,Drew Brees pass complete short left to Lance Moore for 9 yards (tackle by Leodis McKelvin),4.050,4.580
2,0:49,1,10,BUF 15,10,14,"Drew Brees pass incomplete is intercepted by Leodis McKelvin at BUF-0. Penalty on Charles Brown: Offensive Holding (Offsetting), Penalty on Mario Williams: Face Mask (15 Yards) (Offsetting) (no play)",4.580,4.580
2,0:41,1,10,BUF 15,10,14,Drew Brees pass incomplete,4.580,3.950
2,0:35,2,10,BUF 15,10,20,"Drew Brees pass complete short middle to Jimmy Graham for 15 yards, touchdown",3.950,7.000
2,0:35,,,BUF 2,10,21,Garrett Hartley kicks extra point good,0.000,0.000
2,0:35,,,NOR 35,10,21,"Thomas Morstead kicks off 65 yards, touchback",0.000,-0.280
2,0:30,1,10,BUF 20,10,21,Tashard Choice left guard for 5 yards (tackle by Tom Johnson),0.280,0.410
Quarter,Time,Down,ToGo,Location,BUF,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,10,21,"Dan Carpenter kicks off 65 yards, returned by Darren Sproles for 32 yards (tackle by Robert Woods)",0.000,-1.070
3,14:55,1,10,NOR 32,10,21,Pierre Thomas right guard for 7 yards (tackle by Kyle Williams),1.070,1.470
3,14:23,2,3,NOR 39,10,21,Khiry Robinson right tackle for 2 yards (tackle by Kyle Williams),1.470,1.030
3,13:48,3,1,NOR 41,10,21,Drew Brees pass complete short right to Jed Collins for 8 yards (tackle by Arthur Moats),1.030,2.190
3,13:15,1,10,NOR 49,10,21,Pierre Thomas left guard for 1 yard (tackle by Marcell Dareus),2.190,1.780
3,12:33,2,9,,10,21,Drew Brees pass complete short left to Josh Hill for 8 yards (tackle by Aaron Williams),1.780,2.150
3,12:15,3,1,BUF 42,10,21,Pierre Thomas right guard for 2 yards (tackle by Jamaal Westerman),2.150,2.920
3,11:41,1,10,BUF 40,10,21,Drew Brees pass incomplete short right intended for Robert Meachem,2.920,2.370
3,11:35,2,10,BUF 40,10,21,Drew Brees pass complete short left to Pierre Thomas for 3 yards (tackle by Nickell Robey and Nigel Bradham),2.370,2.080
3,10:47,3,7,BUF 37,10,21,Drew Brees sacked by Kyle Williams for -6 yards,2.080,0.400
3,10:15,4,13,BUF 43,10,21,"Thomas Morstead punts 43 yards, touchback",0.400,-0.280
3,10:08,1,10,BUF 20,10,21,Fred Jackson right guard for -2 yards (tackle by Kenny Vaccaro),0.280,-0.630
3,9:30,2,12,BUF 18,10,21,Fred Jackson left tackle for no gain (tackle by Junior Galette),-0.630,-1.330
3,8:52,3,12,BUF 18,10,21,Thaddeus Lewis pass incomplete short left intended for Steve Johnson,-1.330,-2.240
3,8:46,4,12,BUF 18,10,21,"Brian Moorman punts 39 yards, fair catch by Darren Sproles",-2.240,-1.800
3,8:40,1,10,NOR 43,10,21,Drew Brees pass complete deep middle to Kenny Stills for 18 yards (tackle by Leodis McKelvin),1.800,2.980
3,8:05,1,10,BUF 39,10,21,Khiry Robinson right tackle for 2 yards (tackle by Marcell Dareus),2.980,2.710
3,7:31,2,8,BUF 37,10,21,Drew Brees left end for 2 yards (tackle by Kiko Alonso),2.710,2.280
3,6:42,3,6,BUF 35,10,21,"Drew Brees pass incomplete short middle intended for Ben Watson (defended by Jairus Byrd). Penalty on Jerry Hughes: Defensive Holding, 5 yards (no play)",2.280,3.580
3,6:37,1,10,BUF 30,10,21,Kenny Stills right end for 4 yards (tackle by Kiko Alonso),3.580,3.570
3,6:02,2,6,BUF 26,10,21,Pierre Thomas right tackle for 13 yards (tackle by Aaron Williams),3.570,4.710
3,5:21,1,10,BUF 13,10,27,"Drew Brees pass complete short right to Jimmy Graham for 13 yards, touchdown",4.710,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
3,5:21,,,BUF 2,10,28,Garrett Hartley kicks extra point good,0.000,0.000
3,5:21,,,NOR 35,10,28,"Thomas Morstead kicks off 65 yards, touchback",0.000,-0.280
3,5:15,1,10,BUF 20,10,28,Thaddeus Lewis pass complete short left to Steve Johnson for 7 yards (tackle by David Hawthorne),0.280,0.680
3,4:44,2,3,BUF 27,10,28,Thaddeus Lewis pass complete short right to Scott Chandler for 5 yards (tackle by Rafael Bush),0.680,1.070
3,4:13,1,10,BUF 32,10,28,Tashard Choice left guard for 2 yards (tackle by Akiem Hicks),1.070,0.800
3,3:42,2,8,BUF 34,10,28,Thaddeus Lewis pass complete short right to Marquise Goodwin for 11 yards (tackle by Keenan Lewis),0.800,1.930
3,3:15,1,10,BUF 45,10,28,"Thaddeus Lewis pass complete deep left to T.J. Graham for 55 yards. Penalty on Scott Chandler: Offensive Holding, 10 yards (no play)",1.930,1.270
3,3:05,1,20,BUF 35,10,28,Thaddeus Lewis pass complete short left to Scott Chandler for 11 yards (tackle by Curtis Lofton),1.270,1.520
3,2:27,2,9,BUF 46,10,28,Thaddeus Lewis pass incomplete deep left intended for Scott Chandler,1.520,0.830
3,2:22,3,9,BUF 46,10,28,"Thaddeus Lewis pass incomplete. Penalty on Corey White: Roughing the Passer, 15 yards (no play)",0.830,2.980
3,2:06,1,10,NOR 39,10,28,Thaddeus Lewis pass complete deep right to Marquise Goodwin for 26 yards (tackle by Isa Abdul-Quddus),2.980,4.710
3,1:26,1,10,NOR 13,10,28,Fred Jackson right guard for 3 yards (tackle by David Hawthorne),4.710,4.710
3,0:54,1,10,NOR 13,10,28,Timeout #1 by New Orleans Saints,4.710,4.580
3,0:54,2,7,NOR 10,10,28,Thaddeus Lewis up the middle for 2 yards (tackle by Curtis Lofton),4.580,4.100
3,0:16,3,5,NOR 8,10,28,"Thaddeus Lewis pass incomplete. Penalty on Corey White: Roughing the Passer, 4 yards (no play)",4.100,6.280
3,0:11,1,4,NOR 4,10,28,Fred Jackson left guard for 2 yards (tackle by Parys Haralson and Curtis Lofton),6.280,5.720
Quarter,Time,Down,ToGo,Location,BUF,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,NOR 2,10,28,Fred Jackson right guard for 1 yard (tackle by Akiem Hicks),5.720,5.170
,,,,,,,"BUF challenged the runner broke the plane ruling, and the play was upheld.",,
4,14:23,3,1,NOR 1,16,28,"Fred Jackson left guard for 1 yard, touchdown",5.170,7.000
4,14:23,,,NOR 2,17,28,Dan Carpenter kicks extra point good,0.000,0.000
4,14:23,,,BUF 35,17,28,"Dan Carpenter kicks off 65 yards, touchback",0.000,-0.280
4,14:20,1,10,NOR 20,17,28,Drew Brees pass incomplete deep left intended for Robert Meachem,0.280,-0.270
4,14:12,2,10,NOR 20,17,28,Drew Brees pass complete short left to Josh Hill for 9 yards (tackle by Aaron Williams),-0.270,0.230
4,13:50,3,1,NOR 29,17,28,Pierre Thomas right guard for 1 yard (tackle by Kiko Alonso),0.230,0.940
,,,,,,,"BUF challenged the runner was down by contact ruling, and the play was upheld.",,
4,13:14,1,10,NOR 30,17,28,Pierre Thomas right guard for 2 yards (tackle by Alan Branch and Kyle Williams),0.940,0.660
4,12:39,2,8,NOR 32,17,28,Drew Brees sacked by Mario Williams for -1 yards,0.660,-0.160
4,11:57,3,9,NOR 31,17,28,Drew Brees pass incomplete short left intended for Lance Moore (defended by Nickell Robey),-0.160,-1.310
4,11:52,4,9,NOR 31,17,28,"Thomas Morstead punts 55 yards, returned by Leodis McKelvin for 2 yards (tackle by Corey White). Leodis McKelvin fumbles (forced by Corey White), recovered by Leodis McKelvin at BUF-16",-1.310,-0.040
4,11:42,1,10,BUF 18,17,28,Thaddeus Lewis pass complete short middle to Steve Johnson for 11 yards (tackle by Jabari Greer),0.040,0.870
4,11:17,1,10,BUF 29,17,28,Tashard Choice right guard for 4 yards (tackle by David Hawthorne),0.870,0.870
4,10:49,2,6,BUF 33,17,28,Thaddeus Lewis pass incomplete short left intended for Marquise Goodwin,0.870,0.170
4,10:44,3,6,BUF 33,17,28,Thaddeus Lewis pass incomplete deep left intended for Marquise Goodwin is intercepted by Keenan Lewis at NOR-37 and returned for 12 yards (tackle by Marquise Goodwin),0.170,-2.190
4,10:32,1,10,NOR 49,17,28,Drew Brees pass incomplete short middle intended for Kenny Stills,2.190,1.650
4,10:28,2,10,NOR 49,17,28,Pierre Thomas left end for 5 yards (tackle by Kiko Alonso),1.650,1.620
4,9:48,3,5,BUF 46,17,28,Drew Brees pass complete short left to Ben Watson for 14 yards (tackle by Jairus Byrd),1.620,3.450
4,9:11,1,10,BUF 32,17,28,Pierre Thomas left guard for 3 yards (tackle by Marcell Dareus),3.450,3.310
4,8:35,2,7,BUF 29,17,28,"Drew Brees pass incomplete deep left intended for Josh Hill. Penalty on Jed Collins: Offensive Holding, 10 yards (no play)",3.310,1.960
4,8:28,2,17,BUF 39,17,28,Drew Brees pass complete short left to Darren Sproles for -3 yards (tackle by Nickell Robey),1.960,0.890
4,7:44,3,20,BUF 42,17,34,"Drew Brees pass complete deep right to Kenny Stills for 42 yards, touchdown",0.890,7.000
4,7:44,,,BUF 2,17,35,"Garrett Hartley kicks extra point good. Penalty on Leodis McKelvin: Running Into the Kicker, 5 yards",0.000,0.000
4,7:44,,,NOR 40,17,35,"Thomas Morstead kicks off 60 yards, touchback",0.000,-0.280
4,7:34,1,10,BUF 20,17,35,Thaddeus Lewis pass complete short right to Scott Chandler for 1 yard (tackle by Kenny Vaccaro),0.280,-0.130
4,6:57,2,9,BUF 21,17,35,Thaddeus Lewis pass complete deep right to Marquise Goodwin for 19 yards (tackle by Isa Abdul-Quddus),-0.130,1.600
4,6:25,1,10,BUF 40,17,35,Thaddeus Lewis pass complete short right to Fred Jackson for 5 yards (tackle by David Hawthorne),1.600,1.730
4,5:54,2,5,BUF 45,17,35,Thaddeus Lewis pass incomplete deep left intended for Steve Johnson (defended by Jabari Greer),1.730,1.730
4,5:48,2,5,BUF 45,17,35,Timeout #2 by New Orleans Saints,1.730,1.030
4,5:48,3,5,BUF 45,17,35,Thaddeus Lewis pass complete short right to T.J. Graham for 5 yards (tackle by Keenan Lewis),1.030,2.260
4,5:21,1,10,,17,35,Thaddeus Lewis pass incomplete short right intended for Fred Jackson,2.260,1.710
4,5:16,2,10,,17,35,Thaddeus Lewis pass complete short left to Steve Johnson for 12 yards (tackle by Corey White),1.710,3.050
4,4:56,1,10,NOR 38,17,35,Thaddeus Lewis pass incomplete short left intended for Steve Johnson (defended by Jabari Greer),3.050,2.510
4,4:52,2,10,NOR 38,17,35,Thaddeus Lewis pass complete short left to Scott Chandler for 13 yards (tackle by Junior Galette),2.510,3.910
4,4:47,1,10,NOR 25,17,35,Thaddeus Lewis sacked by Glenn Foster for -1 yards,3.910,3.230
4,4:14,2,11,NOR 26,17,35,Thaddeus Lewis pass incomplete short left intended for Robert Woods,3.230,2.540
4,4:08,3,11,NOR 26,17,35,Thaddeus Lewis pass incomplete deep right intended for T.J. Graham (defended by Keenan Lewis),2.540,1.740
4,4:00,4,11,NOR 26,17,35,Thaddeus Lewis pass incomplete short left intended for Scott Chandler (defended by Parys Haralson),1.740,-0.670
4,3:55,1,10,NOR 26,17,35,Khiry Robinson right tackle for 4 yards (tackle by Arthur Moats),0.670,0.670
4,3:12,2,6,NOR 30,17,35,Khiry Robinson right guard for no gain (tackle by Kyle Williams),0.670,-0.030
4,2:27,3,6,NOR 30,17,35,Drew Brees pass complete short right to Ben Watson for 14 yards (tackle by Jim Leonhard),-0.030,1.860
4,2:00,1,10,NOR 44,17,35,Drew Brees kneels for -1 yards,1.860,1.180
4,1:21,2,11,NOR 43,17,35,Drew Brees kneels for -1 yards,1.180,0.370
4,0:40,3,12,NOR 42,17,35,Drew Brees kneels for -1 yards,0.370,-0.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
