Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Will Blackmon,JAX,0,0,,0,0,1,5,5.0,0,5
Stephen Burton,JAX,3,74,24.7,0,32,0,0,,0,0
Will Ta'ufo'ou,JAX,1,5,5.0,0,5,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Phillip Adams,OAK,0,0,,0,0,3,33,11.0,0,30
Usama Young,OAK,0,0,,0,0,1,0,0.0,0,0
Jacoby Ford,OAK,1,26,26.0,0,26,0,0,,0,0
