Quarter,Time,Down,ToGo,Location,JAX,OAK,Detail,EPB,EPA
1,7:27,2,10,OAK 18,0,7,Darren McFadden left guard for 2 yards (tackle by Tyson Alualu),-0.490,-0.910
1,6:50,3,8,OAK 20,0,7,Terrelle Pryor pass incomplete deep right intended for Rod Streater,-0.910,-2.030
1,6:41,4,8,OAK 20,0,7,"Marquette King punts 43 yards, out of bounds",-2.030,-1.400
1,6:32,1,10,JAX 37,0,7,"Maurice Jones-Drew left end for no gain (tackle by Sio Moore). Penalty on Lamarr Houston: Defensive Offside, 5 yards (no play)",1.400,2.130
1,6:06,1,5,JAX 42,0,7,Chad Henne pass incomplete short left intended for Cecil Shorts (defended by Tracy Porter),2.130,1.530
1,6:00,2,5,JAX 42,0,7,Jordan Todman right tackle for 2 yards (tackle by Christo Bilukidi),1.530,1.090
1,5:28,3,3,JAX 44,0,7,Chad Henne pass complete short left to Clay Harbor for 4 yards (tackle by Kevin Burnett),1.090,2.130
1,4:49,1,10,JAX 48,0,7,Maurice Jones-Drew left tackle for 2 yards (tackle by Lamarr Houston),2.130,1.850
1,4:17,2,8,,0,7,"Maurice Jones-Drew right tackle for 3 yards (tackle by Mike Jenkins). Penalty on Kevin Burnett: Defensive Offside, 5 yards (no play)",1.850,2.530
1,3:47,2,3,OAK 45,0,7,Maurice Jones-Drew right end for 5 yards (tackle by Pat Sims),2.530,2.920
1,3:05,1,10,OAK 40,0,7,Chad Henne pass incomplete short middle intended for Cecil Shorts (defended by Tracy Porter),2.920,2.370
1,3:01,2,10,OAK 40,0,7,Jordan Todman left end for -1 yards (tackle by Pat Sims),2.370,1.550
1,2:16,3,11,OAK 41,0,7,Chad Henne pass incomplete short right intended for Ace Sanders,1.550,1.550
1,2:11,3,11,OAK 41,0,7,Timeout #1 by Oakland Raiders,1.550,0.530
1,2:11,4,11,OAK 41,0,7,"Bryan Anger punts 25 yards, fair catch by Phillip Adams",0.530,0.140
1,2:04,1,10,OAK 16,0,7,Darren McFadden left tackle for 2 yards (tackle by Geno Hayes),-0.140,-0.350
1,1:26,2,8,OAK 18,0,7,Terrelle Pryor pass complete short right to Darren McFadden for 12 yards (tackle by Will Blackmon and Tyson Alualu),-0.350,0.940
1,0:47,1,10,OAK 30,0,7,Darren McFadden left tackle for no gain (tackle by Jonathan Cyprien),0.940,0.390
1,0:16,2,10,OAK 30,0,7,Terrelle Pryor left end for 4 yards (tackle by Alan Ball). Penalty on Jeron Mastrud: Illegal Formation (Declined),0.390,0.230
Quarter,Time,Down,ToGo,Location,JAX,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,OAK 34,0,7,"Terrelle Pryor pass incomplete deep right intended for Denarius Moore. Terrelle Pryor fumbles, recovered by Terrelle Pryor at OAK-16",0.230,-1.110
2,14:48,4,6,OAK 34,0,7,"Marquette King punts 58 yards, returned by Will Blackmon for 5 yards (tackle by Jon Condo)",-1.110,0.320
2,14:41,1,10,JAX 13,0,7,Chad Henne pass complete short left to Cecil Shorts for 17 yards (tackle by Tracy Porter),-0.320,0.940
2,14:25,1,10,JAX 30,0,7,Maurice Jones-Drew left guard for 4 yards (tackle by Jason Hunter),0.940,0.930
2,13:53,2,6,JAX 34,0,7,Chad Henne pass complete short left to Stephen Burton for 1 yard (tackle by Mike Jenkins),0.930,0.370
2,13:20,3,5,JAX 35,0,7,Chad Henne up the middle for 9 yards (tackle by D.J. Hayden),0.370,1.860
2,12:53,1,10,JAX 44,0,7,Maurice Jones-Drew left end for 8 yards (tackle by Charles Woodson),1.860,2.400
2,12:14,2,2,OAK 48,0,7,Chad Henne pass incomplete short left intended for Cecil Shorts,2.400,1.690
2,12:11,3,2,OAK 48,0,7,Maurice Jones-Drew up the middle for 2 yards,1.690,2.520
2,11:34,1,10,OAK 46,0,7,Chad Henne sacked by Brandian Ross for 0 yards,2.520,1.980
2,11:03,2,10,OAK 46,0,7,Chad Henne pass complete short middle to Allen Reisner for 4 yards (tackle by Sio Moore),1.980,1.820
2,10:18,3,6,OAK 42,0,7,Chad Henne pass complete short right to Clay Harbor for 17 yards (tackle by Charles Woodson),1.820,3.910
2,9:48,1,10,OAK 25,0,7,Chad Henne pass complete deep left to Stephen Burton for 22 yards (tackle by Usama Young),3.910,6.510
2,9:33,1,3,OAK 3,0,7,Maurice Jones-Drew left guard for -4 yards (tackle by Brian Sanford),6.510,4.760
2,8:57,2,7,OAK 7,0,7,Maurice Jones-Drew left end for 3 yards (tackle by Charles Woodson),4.760,4.490
2,8:24,3,4,OAK 4,0,7,"Chad Henne pass complete short right to Jordan Todman for -4 yards (tackle by Sio Moore). Penalty on Chad Henne: Delay of Game, 5 yards (no play)",4.490,3.360
2,7:55,3,9,OAK 9,0,7,Chad Henne pass incomplete short left intended for Clay Harbor,3.360,2.830
2,7:50,4,9,OAK 9,3,7,Josh Scobee 27 yard field goal good,2.830,3.000
2,7:50,,,JAX 35,3,7,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
2,7:45,1,10,OAK 20,3,7,Terrelle Pryor right end for 4 yards (tackle by Jason Babin),0.280,0.270
2,7:20,2,6,OAK 24,3,7,Terrelle Pryor right tackle for 27 yards (tackle by Jonathan Cyprien),0.270,2.320
2,6:45,1,10,JAX 49,3,7,Darren McFadden up the middle for 24 yards (tackle by Alan Ball),2.320,3.910
2,6:03,1,10,JAX 25,3,7,Darren McFadden right tackle for 3 yards (tackle by Geno Hayes),3.910,3.770
2,5:26,2,7,JAX 22,3,7,Terrelle Pryor left end for -3 yards (tackle by Geno Hayes),3.770,2.680
2,4:53,3,10,JAX 25,3,7,Terrelle Pryor pass complete short left to Darren McFadden for 8 yards (tackle by Russell Allen),2.680,2.440
2,4:11,4,2,JAX 17,3,7,Sebastian Janikowski 35 yard field goal no good,2.440,-0.610
2,4:09,1,10,JAX 25,3,7,Chad Henne pass complete short left to Will Ta'ufo'ou for 4 yards (tackle by Kaluka Maiava),0.610,0.600
2,3:37,2,6,JAX 29,3,7,Chad Henne pass incomplete deep left intended for Cecil Shorts (defended by Tracy Porter),0.600,-0.100
2,3:29,3,6,JAX 29,3,7,Chad Henne sacked by Christo Bilukidi for -9 yards,-0.100,-2.030
2,3:03,4,15,JAX 20,3,7,"Bryan Anger punts 51 yards, returned by Usama Young for no gain",-2.030,-0.870
2,2:50,1,10,OAK 29,3,7,Terrelle Pryor pass complete deep middle to Rod Streater for 17 yards (tackle by Jonathan Cyprien),0.870,1.990
2,2:17,1,10,OAK 46,3,7,Terrelle Pryor pass complete short middle to Brice Butler for 9 yards (tackle by Jonathan Cyprien),1.990,2.670
2,2:00,2,1,JAX 45,3,7,"Terrelle Pryor sacked by Brandon Deaderick for -7 yards. Terrelle Pryor fumbles (forced by Brandon Deaderick), recovered by Jeron Mastrud at OAK-48",2.670,1.290
2,1:11,3,6,,3,7,Terrelle Pryor pass complete short right to Jacoby Ford for 9 yards (tackle by Will Blackmon),1.290,2.850
2,0:41,1,10,JAX 41,3,7,Terrelle Pryor right end for 3 yards (tackle by Jason Babin),2.850,2.850
2,0:34,1,10,JAX 41,3,7,Timeout #2 by Oakland Raiders,2.850,2.710
2,0:34,2,7,JAX 38,3,7,Terrelle Pryor pass complete short middle to Mychal Rivera for 11 yards (tackle by Mike Harris and Jonathan Cyprien),2.710,3.780
2,0:19,1,10,JAX 27,3,7,Terrelle Pryor spiked the ball,3.780,3.230
2,0:18,2,10,JAX 27,3,7,Terrelle Pryor pass incomplete,3.230,2.540
2,0:12,3,10,JAX 27,3,7,Terrelle Pryor pass incomplete deep middle intended for Brice Butler (defended by Paul Posluszny),2.540,1.670
2,0:08,4,10,JAX 27,3,10,Sebastian Janikowski 46 yard field goal good,1.670,3.000
2,0:08,,,OAK 35,3,10,"Sebastian Janikowski kicks off 41 yards, returned by Will Ta'ufo'ou for 5 yards",0.000,1.270
Quarter,Time,Down,ToGo,Location,JAX,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,3,10,"Josh Scobee kicks off no gain, returned by Jacoby Ford for 26 yards (tackle by LaRoy Reynolds)",0.000,0.150
3,14:55,1,10,OAK 19,3,10,Terrelle Pryor pass incomplete short middle intended for Jeron Mastrud,0.150,-0.390
3,14:50,2,10,OAK 19,3,10,Terrelle Pryor right end for 5 yards (tackle by Dwight Lowery),-0.390,-0.420
3,14:13,3,5,OAK 24,3,10,Terrelle Pryor pass complete deep middle to Rod Streater for 16 yards (tackle by Will Blackmon and Dwight Lowery),-0.420,1.600
3,13:32,1,10,OAK 40,3,10,Terrelle Pryor left end for -1 yards (tackle by Dwight Lowery),1.600,0.920
3,13:00,2,11,OAK 39,3,10,Terrelle Pryor pass incomplete short middle intended for Marcel Reece,0.920,0.230
3,12:55,3,11,OAK 39,3,10,Terrelle Pryor up the middle for 7 yards (tackle by Alan Ball),0.230,-0.320
3,12:19,4,4,OAK 46,3,10,"Marquette King punts 46 yards, returned by Will Blackmon for 6 yards. Penalty on D.J. Williams: Defensive Offside, 5 yards (no play)",-0.320,2.320
3,12:10,1,10,JAX 49,3,10,"Terrelle Pryor pass complete short left to Rod Streater for 27 yards (tackle by Dwight Lowery). Penalty on Khalif Barnes: Illegal Formation, 5 yards (no play)",2.320,2.320
3,11:33,1,10,JAX 49,3,10,Timeout #1 by Oakland Raiders,2.320,1.990
3,11:33,1,15,OAK 46,3,10,Terrelle Pryor pass complete short right to Rod Streater for 9 yards (tackle by Jonathan Cyprien),1.990,2.320
3,11:14,2,6,JAX 45,3,10,Darren McFadden up the middle for 30 yards (tackle by Alan Ball),2.320,4.580
3,10:34,1,10,JAX 15,3,10,Darren McFadden left guard for 1 yard (tackle by Geno Hayes),4.580,4.110
3,10:00,2,9,JAX 14,3,10,Terrelle Pryor pass incomplete,4.110,3.240
3,9:56,3,9,JAX 14,3,10,Terrelle Pryor pass complete short left to Rashad Jennings for 2 yards (tackle by Geno Hayes),3.240,2.630
3,9:22,4,7,JAX 12,3,13,Sebastian Janikowski 30 yard field goal good,2.630,3.000
3,9:22,,,OAK 35,3,13,"Sebastian Janikowski kicks off 68 yards, returned by Stephen Burton for 32 yards (tackle by Rashad Jennings)",0.000,-0.870
3,9:10,1,10,JAX 29,3,13,"Chad Henne left end for 3 yards (tackle by Tracy Porter). Penalty on Stephen Burton: Illegal Formation, 5 yards (no play)",0.870,0.540
3,8:46,1,15,JAX 24,3,13,Denard Robinson up the middle for no gain (tackle by Mike Jenkins),0.540,-0.350
3,8:14,2,15,JAX 24,3,13,Chad Henne pass complete short middle to Cecil Shorts for 3 yards (tackle by Charles Woodson),-0.350,-0.630
3,7:33,3,12,JAX 27,3,13,Chad Henne pass complete short right to Ace Sanders for 5 yards (tackle by Kevin Burnett),-0.630,-1.240
3,7:02,4,7,JAX 32,3,13,Bryan Anger punts 57 yards,-1.240,0.370
3,6:50,1,10,OAK 11,3,13,Terrelle Pryor pass complete short middle to Darren McFadden for 5 yards (tackle by Geno Hayes and Paul Posluszny),-0.370,-0.300
3,6:14,2,5,OAK 16,3,13,Matt McCants for 1 yard (tackle by Paul Posluszny),-0.300,-0.720
3,5:33,3,4,OAK 17,3,13,Terrelle Pryor sacked by Jeremy Mincey for -7 yards,-0.720,-2.490
3,5:01,4,11,OAK 10,3,13,"Marquette King punts 47 yards. Penalty on Kyle Knox: Offensive Holding, 10 yards",-2.490,-1.140
3,4:51,1,10,JAX 33,3,13,Stephen Burton left end for -9 yards (tackle by Lamarr Houston),1.140,-0.620
3,4:10,2,19,JAX 24,3,13,"Chad Henne pass complete short left to Jordan Todman for 4 yards (tackle by D.J. Hayden). Penalty on Eugene Monroe: Illegal Use of Hands, 10 yards (no play)",-0.620,-0.620
3,3:42,2,19,JAX 24,3,13,Timeout #1 by Jacksonville Jaguars,-0.620,-2.120
3,3:42,2,29,JAX 14,3,13,Chad Henne pass incomplete short right intended for Jordan Todman (defended by Jason Hunter),-2.120,-3.380
3,3:27,3,29,JAX 14,3,13,Chad Henne pass complete short left to Justin Forsett for 7 yards (tackle by Brandian Ross),-3.380,-1.960
3,2:52,4,22,JAX 21,3,13,"Bryan Anger punts 32 yards, out of bounds",-1.960,-2.060
3,2:45,1,10,OAK 47,3,13,Matt McCants for 28 yards (tackle by Alan Ball and Dwight Lowery),2.060,3.910
3,2:05,1,10,JAX 25,3,13,Darren McFadden up the middle for -2 yards (tackle by Roy Miller),3.910,3.090
3,1:28,2,12,JAX 27,3,13,Terrelle Pryor pass complete short left to Jacoby Ford for 3 yards (tackle by Alan Ball),3.090,2.810
3,0:46,3,9,JAX 24,3,13,"Terrelle Pryor pass incomplete short left intended for Denarius Moore. Penalty on Jason Babin: Illegal Use of Hands, 5 yards (no play)",2.810,4.310
3,0:40,1,10,JAX 19,3,13,Darren McFadden left end for -2 yards (tackle by Sen'Derrick Marks),4.310,3.490
Quarter,Time,Down,ToGo,Location,JAX,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,JAX 21,3,13,Terrelle Pryor pass complete short right to Brice Butler for 1 yard (tackle by Paul Posluszny),3.490,2.940
4,14:34,3,11,JAX 20,3,13,Terrelle Pryor pass complete short left to Mychal Rivera for 10 yards (tackle by Alan Ball),2.940,2.910
4,13:53,4,1,JAX 10,3,16,Sebastian Janikowski 29 yard field goal good,2.910,3.000
4,13:53,,,OAK 35,3,16,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
4,13:49,1,10,JAX 20,3,16,Jordan Todman up the middle for 4 yards (tackle by Jason Hunter),0.280,0.270
4,13:25,2,6,JAX 24,3,16,Jordan Todman up the middle for no gain (tackle by Jason Hunter),0.270,-0.430
4,12:40,3,6,JAX 24,3,16,Chad Henne pass incomplete short right intended for Ace Sanders,-0.430,-1.770
4,12:34,4,6,JAX 24,3,16,"Bryan Anger punts 41 yards, returned by Phillip Adams for 3 yards (tackle by Demetrius McCray)",-1.770,-1.470
4,12:23,1,10,OAK 38,3,16,Darren McFadden right guard for 3 yards (tackle by Paul Posluszny and Geno Hayes),1.470,1.330
4,11:46,2,7,OAK 41,3,16,Darren McFadden right end for -2 yards (tackle by Roy Miller),1.330,1.330
4,11:00,2,7,OAK 41,3,16,Timeout #2 by Oakland Raiders,1.330,0.370
4,11:00,3,9,OAK 39,3,16,Terrelle Pryor pass complete short middle to Mychal Rivera for 11 yards (tackle by Geno Hayes and Paul Posluszny),0.370,2.260
4,10:13,1,10,,3,16,Darren McFadden left guard for 3 yards (tackle by Russell Allen and Paul Posluszny),2.260,2.120
4,9:29,2,7,JAX 47,3,16,Rashad Jennings up the middle for 3 yards (tackle by Tyson Alualu),2.120,1.820
4,8:46,3,4,JAX 44,3,16,Rashad Jennings up the middle for 28 yards (tackle by Dwight Lowery),1.820,4.510
4,8:04,1,10,JAX 16,3,16,Darren McFadden right tackle for 2 yards (tackle by Russell Allen),4.510,4.210
4,7:23,2,8,JAX 14,3,16,Marcel Reece up the middle for 4 yards (tackle by Russell Allen),4.210,4.170
4,6:44,3,4,JAX 10,3,16,Darren McFadden right tackle for no gain (tackle by Geno Hayes),4.170,2.840
4,6:04,4,4,JAX 10,3,19,Sebastian Janikowski 29 yard field goal good,2.840,3.000
4,6:04,,,OAK 35,3,19,"Sebastian Janikowski kicks off 66 yards, returned by Stephen Burton for 20 yards (tackle by Kaelin Burnett)",0.000,-0.150
4,5:55,1,10,JAX 19,3,19,Chad Henne pass complete short left to Cecil Shorts for 4 yards (tackle by D.J. Hayden),0.150,0.210
4,5:24,2,6,JAX 23,3,19,Chad Henne pass incomplete short right intended for Stephen Burton (defended by Mike Jenkins),0.210,-0.550
4,5:21,3,6,JAX 23,3,19,Chad Henne sacked by Usama Young for -7 yards,-0.550,-2.390
4,5:09,4,13,JAX 16,3,19,"Bryan Anger punts 51 yards, returned by Phillip Adams for no gain. Penalty on Taiwan Jones: Offensive Holding, 10 yards",-2.390,-0.480
4,4:58,1,10,OAK 23,3,19,"Darren McFadden right end for 26 yards (tackle by Jonathan Cyprien). Darren McFadden fumbles (forced by Jonathan Cyprien), recovered by Dwight Lowery at OAK-49 (tackle by Tony Pashos)",0.480,-2.320
,,,,,,,"JAX challenged the fumble ruling, and the original play was overturned.",,
4,4:47,1,10,OAK 49,3,19,Chad Henne sacked by Jason Hunter for -4 yards,2.320,1.240
4,4:09,2,14,JAX 47,3,19,"Chad Henne for no gain. Brad Meester fumbles, recovered by Jordan Todman at JAX-40",1.240,-0.360
4,3:35,3,21,JAX 40,3,19,Chad Henne pass complete deep middle to Ace Sanders for 30 yards (tackle by Tracy Porter),-0.360,3.580
4,3:10,1,10,OAK 30,3,19,"Penalty on Luke Joeckel: False Start, 5 yards (no play)",3.580,3.250
4,3:07,1,15,OAK 35,3,19,Chad Henne pass complete short left to Jeremy Ebert for 5 yards (tackle by Tracy Porter),3.250,3.030
4,3:02,2,10,OAK 30,3,19,"Chad Henne pass incomplete deep left intended for Cecil Shorts. Penalty on Luke Joeckel: False Start, 5 yards (no play)",3.030,2.360
4,3:01,2,15,OAK 35,3,19,Chad Henne pass complete deep left to Cecil Shorts for 22 yards (tackle by D.J. Hayden),2.360,4.710
4,2:57,1,10,OAK 13,9,19,"Chad Henne pass complete short middle to Clay Harbor for 13 yards, touchdown",4.710,7.000
4,2:57,,,,9,19,"Two Point Attempt: Chad Henne pass incomplete intended for Stephen Burton, conversion fails",0.000,-1.000
4,2:57,,,JAX 35,9,19,"Josh Scobee kicks onside 10 yards, recovered by Rod Streater",0.000,-2.590
4,2:52,1,10,JAX 45,9,19,Rashad Jennings right guard for 1 yard (tackle by Roy Miller),2.590,2.180
4,2:06,2,9,JAX 44,9,19,Rashad Jennings up the middle for no gain (tackle by Jonathan Cyprien). Penalty on Mike Brisiel: Offensive Holding (Declined),2.180,1.490
4,2:01,3,9,JAX 44,9,19,Terrelle Pryor sacked by Paul Posluszny for 0 yards,1.490,0.330
4,1:54,4,9,JAX 44,9,19,"Marquette King punts 44 yards, touchback",0.330,-0.280
4,1:48,1,10,JAX 20,9,19,Chad Henne pass incomplete short middle intended for Jordan Todman,0.280,-0.270
4,1:44,2,10,JAX 20,9,19,Chad Henne pass complete short middle to Allen Reisner for 5 yards (tackle by Kevin Burnett and Jason Hunter),-0.270,-0.270
4,1:36,2,10,JAX 20,9,19,Timeout #2 by Jacksonville Jaguars,-0.270,-0.300
4,1:36,3,5,JAX 25,9,19,Chad Henne sacked by Usama Young and Tracy Porter for -7 yards,-0.300,-0.300
4,1:28,3,5,JAX 25,9,19,Timeout #3 by Jacksonville Jaguars,-0.300,-2.240
4,1:27,4,12,JAX 18,9,19,Chad Henne pass complete deep right to Ace Sanders for 23 yards (tackle by Brandian Ross),-2.240,1.660
4,1:02,1,10,JAX 41,9,19,Chad Henne pass incomplete deep left intended for Cecil Shorts,1.660,1.120
4,0:56,2,10,JAX 41,9,19,"Penalty on Chad Henne: Delay of Game, 5 yards (no play)",1.120,0.450
4,0:56,2,15,JAX 36,9,19,Chad Henne pass complete deep left to Cecil Shorts for 18 yards (tackle by D.J. Hayden),0.450,2.520
4,0:51,1,10,OAK 46,9,19,Chad Henne pass complete short middle to Cecil Shorts for 11 yards (tackle by Tracy Porter),2.520,3.250
4,0:36,1,10,OAK 35,9,19,Chad Henne spiked the ball,3.250,2.700
4,0:36,2,10,OAK 35,9,19,Chad Henne pass complete short left to Cecil Shorts for 5 yards (tackle by D.J. Hayden),2.700,2.680
4,0:16,3,5,OAK 30,9,19,Chad Henne pass complete short right to Ace Sanders for 6 yards (tackle by Mike Jenkins),2.680,3.180
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
