Quarter,Time,Tm,Detail,CAR,NOR
1.0,7:14,Saints,John Carney 30 yard field goal,0,3
2.0,0:51,Panthers,Brad Hoover 15 yard pass from Rodney Peete (Shayne Graham kick),7,3
3.0,5:39,Saints,John Carney 38 yard field goal,7,6
,2:43,Panthers,Shayne Graham 50 yard field goal,10,6
