Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
David Montgomery,CHI,21,45,1,6,16,0.8,29,1.4,1,21.0
Nick Foles,CHI,4,8,0,1,8,2.0,0,0.0,0,
Khalil Herbert,CHI,2,21,1,1,21,10.5,0,0.0,0,
Darnell Mooney,CHI,2,2,0,0,2,1.0,0,0.0,0,
Damien Williams,CHI,1,12,0,1,8,8.0,4,4.0,1,1.0
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Rashaad Penny,SEA,17,135,1,4,70,4.1,65,3.8,5,3.4
DeeJay Dallas,SEA,4,15,0,1,10,2.5,5,1.3,1,4.0
Russell Wilson,SEA,2,13,0,1,13,6.5,0,0.0,0,
D'Wayne Eskridge,SEA,1,7,0,0,6,6.0,1,1.0,0,
