Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr
Tom Brady,NWE,31,45,249,12,26.7,223,5.0,126,4.1,2.8,123,4.0,3,7.1%,5,11.9%,0,23,5,3,8,17.8%,0,
Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr
Sam Darnold,NYJ,11,32,86,4,12.1,398,12.4,67,6.1,2.1,19,1.7,2,6.5%,15,48.4%,1,16,7,1,9,27.3%,0,
