Quarter,Time,Tm,Detail,NWE,NYJ
1.0,6:13,Patriots,Sony Michel 3 yard rush (Mike Nugent kick),7,0
,3:49,Patriots,Mike Nugent 34 yard field goal,10,0
,0:09,Patriots,Phillip Dorsett 26 yard pass from Tom Brady (Mike Nugent kick),17,0
2.0,9:18,Patriots,Sony Michel 1 yard rush (Mike Nugent kick),24,0
3.0,7:41,Patriots,"Safety, Sam Darnold Illegal Bat in end zone",26,0
4.0,12:32,Patriots,Sony Michel 1 yard rush (Mike Nugent kick),33,0
