Quarter,Time,Down,ToGo,Location,NWE,NYJ,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jets won the coin toss and deferred, Patriots to receive the opening kickoff.",,
1,15:00,,,NYJ 35,0,0,"Sam Ficken kicks off 69 yards, returned by Brandon Bolden for 26 yards (tackle by Rontez Miles and Matthias Farley)",0.000,0.410
1,14:54,1,10,NWE 22,0,0,Sony Michel right guard for 6 yards (tackle by Kyle Phillips),0.410,0.680
1,14:21,2,4,NWE 28,0,0,Julian Edelman left end for 9 yards (tackle by Marcus Maye),0.680,1.400
1,13:48,1,10,NWE 37,0,0,Tom Brady pass complete short left to Julian Edelman for 6 yards (tackle by Darryl Roberts),1.400,1.670
1,13:15,2,4,NWE 43,0,0,Sony Michel up the middle for 5 yards (tackle by Blake Cashman and Brandon Copeland),1.670,2.130
1,12:43,1,10,NWE 48,0,0,Tom Brady pass incomplete short left intended for Ben Watson,2.130,1.580
1,12:40,2,10,NWE 48,0,0,Tom Brady pass complete short left to Jakobi Meyers for 3 yards (tackle by Darryl Roberts),1.580,1.290
1,12:00,3,7,NYJ 49,0,0,Tom Brady pass complete short middle to Jakobi Meyers for 9 yards (tackle by Blake Cashman),1.290,2.920
1,11:13,1,10,NYJ 40,0,0,Sony Michel right tackle for -2 yards (tackle by Steve McLendon),2.920,2.100
1,10:37,2,12,NYJ 42,0,0,Tom Brady pass complete short right to Brandon Bolden for 2 yards (tackle by Brian Poole),2.100,1.680
1,9:59,3,10,NYJ 40,0,0,Tom Brady pass complete short left to Julian Edelman for 14 yards (tackle by Darryl Roberts),1.680,3.840
1,9:26,1,10,NYJ 26,0,0,Sony Michel right tackle for no gain (tackle by Leonard Williams and Kyle Phillips),3.840,3.300
1,8:49,2,10,NYJ 26,0,0,Tom Brady pass complete short left to James White for 5 yards (tackle by Jamal Adams),3.300,3.270
1,8:14,3,5,NYJ 21,0,0,Tom Brady pass complete short middle to Ben Watson for 10 yards (tackle by Blake Cashman),3.270,4.840
1,7:32,1,10,NYJ 11,0,0,Tom Brady pass complete short right to Julian Edelman for 6 yards (tackle by Jamal Adams),4.840,5.280
1,6:58,2,4,NYJ 5,0,0,Brandon Bolden left end for 2 yards (tackle by Marcus Maye),5.280,4.890
1,6:17,3,2,NYJ 3,6,0,"Sony Michel left end for 3 yards, touchdown",4.890,7.000
1,6:13,,,NYJ 15,7,0,Mike Nugent kicks extra point good,0.000,0.000
1,6:13,,,NWE 35,7,0,"Jake Bailey kicks off 66 yards, returned by Ty Montgomery for 17 yards (tackle by Jordan Richards). Penalty on Matthias Farley: Illegal Blindside Block, 8 yards",0.000,-0.380
1,6:06,1,10,NYJ 8,7,0,Le'Veon Bell right guard for 2 yards (tackle by Elandon Roberts),-0.380,-0.630
1,5:24,2,8,NYJ 10,7,0,Sam Darnold pass short right intended for Jamison Crowder is intercepted by Devin McCourty at NYJ-18 and returned for 6 yards,-0.630,-4.780
1,5:16,1,10,NYJ 12,7,0,Tom Brady pass complete short right to Julian Edelman for -2 yards (tackle by Brian Poole),4.780,3.790
1,4:39,2,12,NYJ 14,7,0,James White right tackle for -2 yards (tackle by Quinnen Williams),3.790,2.930
1,3:58,3,14,NYJ 16,7,0,Tom Brady pass incomplete short left intended for Sony Michel,2.930,2.380
1,3:53,4,14,NYJ 16,10,0,Mike Nugent 34 yard field goal good,2.380,3.000
1,3:49,,,NWE 35,10,0,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
1,3:49,1,10,NYJ 25,10,0,Le'Veon Bell right guard for no gain (tackle by Deatrich Wise and Jamie Collins),0.610,0.060
1,3:15,2,10,NYJ 25,10,0,Sam Darnold pass incomplete deep right intended for Demaryius Thomas,0.060,-0.620
1,3:10,3,10,NYJ 25,10,0,Sam Darnold pass complete short right to Jamison Crowder for 5 yards (tackle by Jason McCourty),-0.620,-1.370
1,2:34,4,5,NYJ 30,10,0,"Lac Edwards punts 37 yards, fair catch by Gunner Olszewski at NE-33",-1.370,-1.140
1,2:29,1,10,NWE 33,10,0,Tom Brady pass complete deep left to Brandon Bolden for 28 yards (tackle by Darryl Roberts),1.140,2.980
1,2:11,1,10,NYJ 39,10,0,Tom Brady pass complete short middle to Julian Edelman for 4 yards (tackle by Brian Poole),2.980,2.980
1,1:50,2,6,NYJ 35,10,0,Tom Brady pass incomplete short left intended for Ben Watson,2.980,2.280
1,1:46,3,6,NYJ 35,10,0,Tom Brady pass incomplete short middle intended for Julian Edelman,2.280,0.970
1,1:41,4,6,NYJ 35,10,0,Tom Brady pass complete short right to Ben Watson for 7 yards (tackle by Blake Cashman),0.970,3.710
1,0:58,1,10,NYJ 28,10,0,Sony Michel left tackle for 2 yards (tackle by Brandon Copeland and Jordan Jenkins),3.710,3.440
1,0:14,2,8,NYJ 26,16,0,"Tom Brady pass complete deep right to Phillip Dorsett for 26 yards, touchdown",3.440,7.000
1,0:09,,,NYJ 15,17,0,Mike Nugent kicks extra point good,0.000,0.000
1,0:09,,,NWE 35,17,0,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
1,0:09,1,10,NYJ 25,17,0,Le'Veon Bell up the middle for 7 yards (tackle by Jonathan Jones),0.610,1.010
Quarter,Time,Down,ToGo,Location,NWE,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,3,NYJ 32,17,0,Le'Veon Bell right tackle for 19 yards (tackle by Kyle Van Noy),1.010,2.320
2,14:15,1,10,NWE 49,17,0,"Sam Darnold sacked by John Simon for -13 yards. Sam Darnold fumbles (forced by John Simon), recovered by Kyle Van Noy at NYJ-38 (tackle by Ryan Griffin)",2.320,-3.050
2,14:11,1,10,NYJ 38,17,0,Sony Michel left tackle for 11 yards (tackle by C.J. Mosley and Steve McLendon),3.050,3.780
2,13:34,1,10,NYJ 27,17,0,Sony Michel right guard for no gain (tackle by Kyle Phillips),3.780,3.230
2,12:54,2,10,NYJ 27,17,0,Tom Brady pass complete deep middle to Jakobi Meyers for 23 yards (tackle by Trumaine Johnson),3.230,6.280
2,12:11,1,4,NYJ 4,17,0,"James White left guard for 3 yards. Penalty on Julian Edelman: Illegal Block Above the Waist, 10 yards",6.280,4.770
2,12:07,1,11,NYJ 11,17,0,Tom Brady pass complete short middle to James White for 7 yards (tackle by Blake Cashman),4.770,5.340
2,11:29,2,4,NYJ 4,17,0,Tom Brady pass complete short right to Ben Watson for 1 yard (tackle by Trumaine Johnson),5.340,4.720
2,10:48,3,3,NYJ 3,17,0,"Tom Brady pass incomplete short middle intended for Jakobi Meyers. Penalty on Brian Poole: Defensive Holding, 2 yards (no play)",4.720,6.970
2,10:43,1,1,NYJ 1,17,0,Sony Michel up the middle for no gain (tackle by Brandon Copeland),6.970,5.910
2,10:04,2,1,NYJ 1,17,0,Sony Michel right tackle for no gain (tackle by C.J. Mosley and Quinnen Williams),5.910,5.170
2,9:22,3,1,NYJ 1,23,0,"Sony Michel right tackle for 1 yard, touchdown",5.170,7.000
2,9:18,,,NYJ 15,24,0,Mike Nugent kicks extra point good,0.000,0.000
2,9:18,,,NWE 35,24,0,"Jake Bailey kicks off 66 yards, returned by Ty Montgomery for 25 yards (tackle by Matthew Slater and Elandon Roberts)",0.000,0.540
2,9:11,1,10,NYJ 24,24,0,Le'Veon Bell up the middle for 5 yards (tackle by Lawrence Guy),0.540,0.670
2,8:35,2,5,NYJ 29,24,0,"Sam Darnold pass incomplete short middle intended for Demaryius Thomas (defended by J.C. Jackson). Penalty on J.C. Jackson: Defensive Holding, 5 yards (no play)",0.670,1.200
2,8:30,1,10,NYJ 34,24,0,Sam Darnold pass complete short left to Braxton Berrios for 1 yard (tackle by Jonathan Jones),1.200,0.790
2,7:51,2,9,NYJ 35,24,0,"Sam Darnold pass incomplete deep left intended for Demaryius Thomas. Penalty on J.C. Jackson: Defensive Pass Interference, 19 yards (no play)",0.790,2.520
2,7:45,1,10,NWE 46,24,0,Le'Veon Bell up the middle for 9 yards (tackle by Terrence Brooks and John Simon),2.520,3.190
2,7:04,2,1,NWE 37,24,0,Bilal Powell up the middle for 3 yards (tackle by Danny Shelton),3.190,3.310
