Quarter,Time,Down,ToGo,Location,BUF,BAL,Detail,EPB,EPA
2,13:50,1,10,BUF 44,0,3,Jamal Lewis right end for 9 yards (tackle by Takeo Spikes),2.650,3.330
2,13:04,2,1,BUF 35,0,3,Derrick Mason right end for -4 yards (tackle by London Fletcher),3.330,2.080
2,12:30,3,5,BUF 39,0,3,Steve McNair pass incomplete short middle intended for Mike Anderson,2.080,0.660
2,12:23,4,5,BUF 39,0,3,"Sam Koch punts 27 yards, fair catch by Roscoe Parrish",0.660,0.350
2,12:16,1,10,BUF 12,0,3,Willis McGahee left guard for -3 yards (tackle by Bart Scott and Dawan Landry),-0.350,-1.000
2,11:35,2,13,BUF 9,0,3,J.P. Losman pass complete short left to Lee Evans for 21 yards (tackle by Ed Reed),-1.000,0.940
2,10:54,1,10,BUF 30,0,3,Willis McGahee right tackle for 2 yards (tackle by Adalius Thomas and Ray Lewis),0.940,0.660
2,10:16,2,8,BUF 32,0,3,J.P. Losman pass complete short right to Peerless Price for 7 yards (tackle by Chris McAlister),0.660,0.890
2,9:45,3,1,BUF 39,0,3,Willis McGahee left guard for 3 yards (tackle by Ray Lewis),0.890,1.730
2,9:00,1,10,BUF 42,0,3,J.P. Losman pass complete short right to Brad Cieslak for 8 yards (tackle by Jarret Johnson),1.730,2.270
2,8:38,2,2,BUF 50,0,3,J.P. Losman pass complete short left to Peerless Price for 10 yards (tackle by Ed Reed),2.270,2.920
2,7:53,1,10,BAL 40,0,3,J.P. Losman pass incomplete short right intended for Josh Reed (defended by Adalius Thomas),2.920,2.370
2,7:26,2,10,BAL 40,0,3,J.P. Losman pass complete short left to Robert Royal for 1 yard (tackle by Adalius Thomas and Aubrayo Franklin). Penalty on Jason Peters: Ineligible Downfield Pas (Declined),2.370,1.820
2,7:21,3,9,BAL 39,0,3,J.P. Losman pass complete short right to Peerless Price for 2 yards (tackle by Dawan Landry),1.820,0.790
2,6:51,4,7,BAL 37,0,3,"Brian Moorman punts 37 yards, touchback",0.790,-0.280
2,6:43,1,10,BAL 20,0,3,Jamal Lewis middle for 2 yards (tackle by Chris Kelsay and Keith Ellison),0.280,0.000
2,6:06,2,8,BAL 22,0,3,Steve McNair pass complete deep left to Ovie Mughelli for 24 yards (tackle by Ko Simpson),0.000,1.990
2,5:37,1,10,BAL 46,0,3,Jamal Lewis left guard for 1 yard (tackle by Kyle Williams and Keith Ellison),1.990,1.590
2,4:57,2,9,BAL 47,0,3,Jamal Lewis left guard for 3 yards (tackle by Anthony Hargrove),1.590,1.290
2,4:16,3,6,BAL 50,0,3,Steve McNair pass complete short right to Todd Heap for 14 yards (tackle by Kiwaukee Thomas),1.290,3.180
2,3:34,1,10,BUF 36,0,3,Steve McNair pass incomplete short right intended for Jamal Lewis,3.180,2.640
2,3:30,2,10,BUF 36,0,3,Steve McNair pass complete short middle to Jamal Lewis for 12 yards (tackle by Takeo Spikes and London Fletcher),2.640,3.970
2,2:49,1,10,BUF 24,0,3,Jamal Lewis left tackle for 1 yard (tackle by Ryan Denney),3.970,3.570
2,2:09,2,9,BUF 23,0,3,Steve McNair pass complete short middle to Mike Anderson for 9 yards (tackle by London Fletcher and Donte Whitner),3.570,4.650
2,1:57,1,10,BUF 14,0,3,Mark Clayton pass incomplete short right intended for Todd Heap,4.650,4.000
2,1:52,2,10,BUF 14,0,3,Steve McNair pass incomplete short right intended for Todd Heap,4.000,3.110
2,1:47,3,10,BUF 14,0,3,"Steve McNair pass complete short middle to Mike Anderson for 11 yards (tackle by Anthony Hargrove). Penalty on Chris Chester: Ineligible Downfield Pas, 5 yards (no play)",3.110,2.730
2,1:47,3,15,BUF 19,0,3,Steve McNair pass incomplete short middle intended for Demetrius Williams,2.730,2.180
2,1:36,4,15,BUF 19,0,6,Matt Stover 37 yard field goal good. Penalty on Robert Royal: Defensive Offside (Declined),2.180,3.000
2,1:32,,,BAL 30,0,6,"Matt Stover kicks off 54 yards, returned by Terrence McGee for 30 yards (tackle by Corey Ivy)",0.000,1.990
2,1:24,1,10,BUF 46,0,6,J.P. Losman pass complete short left to Lee Evans for 5 yards (tackle by Samari Rolle),1.990,2.130
2,1:03,2,5,BAL 49,0,6,J.P. Losman pass complete short left to Lee Evans for 10 yards,2.130,2.980
2,1:01,1,10,BAL 39,0,6,J.P. Losman pass incomplete short right intended for Josh Reed,2.980,2.440
2,0:58,2,10,BAL 39,0,6,J.P. Losman sacked by Terrell Suggs for -11 yards,2.440,0.300
2,0:45,,,,0,6,Timeout #1 by Buffalo Bills,0.000,0.300
2,0:45,3,21,BAL 50,0,6,J.P. Losman for 10 yards (tackle by Chris McAlister),0.300,0.590
2,0:36,,,,0,6,Timeout #2 by Buffalo Bills,0.000,0.590
2,0:36,4,11,BAL 40,0,6,"Brian Moorman punts 40 yards, touchback",0.590,-0.280
2,0:27,1,10,BAL 20,0,6,Steve McNair kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,BUF,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,0,6,"Matt Stover kicks off 56 yards, returned by Terrence McGee for 18 yards (tackle by Daniel Wilcox)",0.000,1.070
3,14:54,1,10,BUF 32,0,6,"Willis McGahee left end for 3 yards (tackle by Ray Lewis). Penalty on Robert Royal: Offensive Holding, 10 yards (no play)",1.070,0.410
3,14:29,1,20,BUF 22,0,6,"Willis McGahee left end for 3 yards (tackle by Ray Lewis). Willis McGahee fumbles (forced by Ray Lewis), recovered by Kelly Gregg at BUF-25 (tackle by Willis McGahee)",0.410,-3.910
3,14:15,1,10,BUF 25,0,6,Jamal Lewis right tackle for 3 yards (tackle by Kyle Williams and Takeo Spikes),3.910,3.770
3,13:33,2,7,BUF 22,0,6,Steve McNair pass complete short left to Mark Clayton for 6 yards (tackle by Keith Ellison),3.770,4.060
3,12:57,3,1,BUF 16,0,6,"Penalty on Todd Heap: False Start, 5 yards (no play)",4.060,3.200
3,12:39,3,6,BUF 21,0,6,Steve McNair pass incomplete deep middle intended for Demetrius Williams (defended by Terrence McGee),3.200,2.080
3,12:32,4,6,BUF 21,0,9,Matt Stover 39 yard field goal good,2.080,3.000
3,12:28,,,BAL 30,0,9,"Matt Stover kicks off 68 yards, returned by Terrence McGee for 22 yards (tackle by Gerome Sapp)",0.000,0.540
3,12:20,1,10,BUF 24,0,9,J.P. Losman pass incomplete intended for Willis McGahee (defended by Trevor Pryce),0.540,0.000
3,12:14,2,10,BUF 24,0,9,Willis McGahee right guard for 5 yards (tackle by Bart Scott),0.000,-0.030
3,11:34,3,5,BUF 29,0,9,J.P. Losman pass complete short middle to Roscoe Parrish for 12 yards (tackle by Ed Reed),-0.030,1.660
3,10:56,1,10,BUF 41,0,9,J.P. Losman pass incomplete deep right intended for Lee Evans (defended by Chris McAlister),1.660,1.120
3,10:48,2,10,BUF 41,0,9,J.P. Losman pass complete short left to Roscoe Parrish for 6 yards (tackle by Bart Scott),1.120,1.220
3,10:10,3,4,BUF 47,0,9,J.P. Losman pass complete short right to Roscoe Parrish for 9 yards (tackle by Terrell Suggs),1.220,2.650
3,9:33,1,10,BAL 44,0,9,J.P. Losman sacked by Ray Lewis for -8 yards,2.650,1.030
3,8:58,2,18,BUF 48,0,9,J.P. Losman pass complete short left to Andre' Davis for 8 yards (tackle by Samari Rolle),1.030,1.420
3,8:17,3,10,BAL 44,6,9,"J.P. Losman pass complete deep left to Lee Evans for 44 yards, touchdown. Penalty on Samari Rolle: Illegal Contact (Declined)",1.420,7.000
3,8:17,,,BAL 2,7,9,Rian Lindell kicks extra point good,0.000,0.000
3,8:08,,,BUF 30,7,9,"Rian Lindell kicks off 54 yards, returned by Cory Ross for 13 yards (tackle by Coy Wire)",0.000,0.870
3,8:03,1,10,BAL 29,7,9,Jamal Lewis middle for 1 yard (tackle by Kyle Williams and Aaron Schobel),0.870,0.460
3,7:26,2,9,BAL 30,7,9,Steve McNair pass incomplete short right intended for Todd Heap (defended by Donte Whitner),0.460,-0.230
3,7:19,3,9,BAL 30,7,9,"Penalty on Derrick Mason: False Start, 5 yards (no play)",-0.230,-0.890
3,7:19,3,14,BAL 25,7,9,Steve McNair pass complete short middle to Mike Anderson for 6 yards (tackle by Kiwaukee Thomas),-0.890,-1.310
3,6:41,4,8,BAL 31,7,9,Sam Koch punts 54 yards,-1.310,0.220
3,6:32,1,10,BUF 15,7,9,J.P. Losman pass incomplete short left intended for Josh Reed (defended by Kelly Gregg),-0.220,-0.710
3,6:28,2,10,BUF 15,7,9,J.P. Losman pass complete short left to Roscoe Parrish for 6 yards (tackle by Samari Rolle),-0.710,-0.630
3,5:50,3,4,BUF 21,7,9,J.P. Losman pass incomplete short right intended for Lee Evans,-0.630,-1.960
3,5:45,4,4,BUF 21,7,9,"Brian Moorman punts 41 yards, returned by Cory Ross for 6 yards (tackle by Mario Haggan)",-1.960,-1.860
3,5:34,1,10,BAL 44,7,9,Steve McNair pass incomplete short left intended for Ovie Mughelli,1.860,1.320
3,5:29,2,10,BAL 44,7,9,Steve McNair pass complete short left to Ovie Mughelli for no gain,1.320,0.630
3,4:48,3,10,BAL 44,7,9,Steve McNair pass incomplete short left intended for Cory Ross,0.630,-0.460
3,4:41,4,10,BAL 44,7,9,"Sam Koch punts 36 yards, fair catch by Roscoe Parrish",-0.460,-0.280
3,4:33,1,10,BUF 20,7,9,J.P. Losman pass complete short left to Lee Evans for 5 yards (tackle by Dawan Landry),0.280,0.410
3,3:57,2,5,BUF 25,7,15,"J.P. Losman pass incomplete short right intended for Peerless Price is intercepted by Chris McAlister at BUF-31 and returned for 31 yards, touchdown",0.410,-7.000
3,,,,BUF 2,7,16,Matt Stover kicks extra point good,0.000,0.000
3,3:46,,,BAL 30,7,16,"Matt Stover kicks off 63 yards, returned by Terrence McGee for 14 yards (tackle by Alex Bannister)",0.000,0.340
3,3:39,1,10,BUF 21,7,16,Willis McGahee middle for 3 yards (tackle by Terrell Suggs and Ray Lewis),0.340,0.210
3,3:00,2,7,BUF 24,7,16,J.P. Losman pass complete short left to Roscoe Parrish for 11 yards (tackle by Ed Reed),0.210,1.270
3,2:29,1,10,BUF 35,7,16,Willis McGahee left tackle for 4 yards (tackle by Kelly Gregg),1.270,1.260
3,1:54,2,6,BUF 39,7,16,Willis McGahee left guard for 4 yards (tackle by Kelly Gregg),1.260,1.090
3,1:14,3,2,BUF 43,7,16,J.P. Losman pass incomplete deep right intended for Robert Royal (defended by Chris McAlister),1.090,-0.520
3,1:07,4,2,BUF 43,7,16,Brian Moorman punts 55 yards,-0.520,0.380
3,0:56,1,10,BAL 2,7,16,Ovie Mughelli middle for 2 yards (tackle by Ryan Denney and Takeo Spikes),-0.380,-0.630
3,0:21,2,8,BAL 4,7,16,Steve McNair pass complete short middle to Todd Heap for 20 yards (tackle by Donte Whitner and Ko Simpson),-0.630,0.540
Quarter,Time,Down,ToGo,Location,BUF,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BAL 24,7,16,Jamal Lewis left guard for 5 yards (tackle by Takeo Spikes and Jason Jefferson),0.540,0.670
4,14:20,2,5,BAL 29,7,16,Jamal Lewis left tackle for 12 yards (tackle by Ko Simpson and Coy Wire),0.670,1.660
4,13:37,1,10,BAL 41,7,16,Steve McNair pass complete short right to Demetrius Williams for 10 yards (tackle by Takeo Spikes),1.660,2.320
4,13:01,1,10,BUF 49,7,16,Jamal Lewis right guard for 7 yards (tackle by Keith Ellison and Coy Wire),2.320,2.730
4,12:15,2,3,BUF 42,7,16,Jamal Lewis middle for 2 yards (tackle by Kyle Williams and Donte Whitner),2.730,2.280
4,11:32,3,1,BUF 40,7,16,Steve McNair middle for no gain (tackle by Larry Tripplett and Kyle Williams),2.280,0.590
4,10:53,4,1,BUF 40,7,16,Sam Koch punts 36 yards,0.590,0.380
4,10:43,1,10,BUF 4,7,16,Willis McGahee left guard for 1 yard (tackle by Ray Lewis),-0.380,-0.710
4,10:04,2,9,BUF 5,7,16,J.P. Losman pass incomplete short middle intended for Willis McGahee (defended by Aubrayo Franklin),-0.710,-1.300
4,9:56,3,9,BUF 5,7,16,Anthony Thomas right end for 3 yards (tackle by Ray Lewis and Corey Ivy),-1.300,-2.490
4,9:20,4,6,BUF 8,7,16,"Brian Moorman punts 50 yards, returned by Cory Ross for 1 yard (tackle by Mario Haggan). Cory Ross fumbles (forced by Mario Haggan), recovered by Gary Stills at BAL-43 (tackle by Mario Haggan)",-2.490,-1.800
4,9:06,1,10,BAL 43,7,16,Steve McNair pass complete short right to Ovie Mughelli for 13 yards (tackle by Coy Wire),1.800,2.650
4,8:23,1,10,BUF 44,7,16,Jamal Lewis left guard for 3 yards (tackle by Kyle Williams and London Fletcher),2.650,2.520
4,7:40,2,7,BUF 41,7,16,Jamal Lewis left guard for 1 yard (tackle by Takeo Spikes and Keith Ellison),2.520,1.950
4,6:55,3,6,BUF 40,7,16,Steve McNair pass complete short middle to Todd Heap for 10 yards (tackle by Donte Whitner),1.950,3.580
4,6:11,1,10,BUF 30,7,16,Steve McNair pass complete short right to Todd Heap for 11 yards (tackle by Coy Wire and Ko Simpson),3.580,4.310
4,5:24,1,10,BUF 19,7,16,Jamal Lewis middle for 3 yards (tackle by London Fletcher and Donte Whitner),4.310,4.180
4,5:07,,,,7,16,Timeout #1 by Buffalo Bills,0.000,4.180
4,5:07,2,7,BUF 16,7,16,Steve McNair pass complete short middle to Todd Heap for 5 yards (tackle by Takeo Spikes and Donte Whitner),4.180,4.430
4,4:56,,,,7,16,Timeout #2 by Buffalo Bills,0.000,4.430
4,4:56,3,2,BUF 11,7,16,Steve McNair pass incomplete short right intended for Derrick Mason,4.430,2.820
4,4:52,4,2,BUF 11,7,19,Matt Stover 29 yard field goal good,2.820,3.000
4,4:48,,,BAL 30,7,19,"Matt Stover kicks off 64 yards, returned by Terrence McGee for 25 yards (tackle by Alex Bannister)",0.000,1.000
4,4:40,1,10,BUF 31,7,19,J.P. Losman pass complete short left to Lee Evans for 8 yards (tackle by Samari Rolle),1.000,1.540
4,4:36,2,2,BUF 39,7,19,J.P. Losman pass incomplete short right intended for Roscoe Parrish,1.540,0.830
4,4:31,3,2,BUF 39,7,19,Josh Reed left end for 3 yards (tackle by Dawan Landry),0.830,1.730
4,4:01,1,10,BUF 42,7,19,J.P. Losman pass complete short left to Roscoe Parrish for 6 yards (tackle by Ray Lewis),1.730,2.000
4,3:33,2,4,BUF 48,7,19,J.P. Losman sacked by Trevor Pryce for -4 yards,2.000,0.760
4,3:11,3,8,BUF 44,7,19,J.P. Losman pass incomplete short left intended for Roscoe Parrish (defended by Dawan Landry),0.760,-0.460
4,3:05,4,8,BUF 44,7,19,J.P. Losman pass complete deep left to Lee Evans for 52 yards (tackle by Dawan Landry),-0.460,6.280
4,2:26,1,4,BAL 4,7,19,J.P. Losman pass incomplete short left intended for Lee Evans is intercepted by Samari Rolle at BAL-0 and returned for 44 yards,6.280,-1.860
4,2:15,1,10,BAL 44,7,19,Mike Anderson middle for 2 yards (tackle by Donte Whitner),1.860,1.590
4,2:00,2,8,BAL 46,7,19,Mike Anderson right end for 30 yards (tackle by Ko Simpson),1.590,3.970
4,1:10,1,10,BUF 24,7,19,Steve McNair kneels for -1 yards,3.970,3.300
4,1:10,2,11,BUF 25,7,19,Steve McNair kneels for -1 yards,3.300,2.480
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
