Quarter,Time,Down,ToGo,Location,MIA,NWE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss and deferred, Dolphins to receive the opening kickoff.",,
1,15:00,,,NWE 35,0,0,"Stephen Gostkowski kicks off 68 yards, returned by Marcus Thigpen for 12 yards (tackle by Dane Fletcher)",0.000,0.380
1,14:55,1,10,MIA 9,0,0,Lamar Miller left guard for -2 yards (tackle by Chris Jones),-0.380,-0.930
1,14:23,2,12,MIA 7,0,0,Marcus Thigpen left tackle for -1 yards (tackle by Brandon Spikes),-0.930,-1.770
1,13:43,3,13,MIA 6,0,0,Ryan Tannehill pass complete short left to Brian Hartline for 7 yards (tackle by Alfonzo Dennard),-1.770,-2.490
1,13:03,4,6,MIA 13,0,0,"Brandon Fields punts 52 yards, returned by Julian Edelman for 1 yard (tackle by Jason Trusnik)",-2.490,-1.330
1,12:52,1,10,NWE 36,0,0,LeGarrette Blount right guard for 2 yards (tackle by Jimmy Wilson),1.330,1.060
1,12:19,2,8,NWE 38,0,0,Tom Brady pass incomplete short right intended for Rob Gronkowski is intercepted by Dimitri Patterson at NWE-42 and returned for 2 yards (tackle by Rob Gronkowski),1.060,-2.920
1,12:14,1,10,NWE 40,0,0,Ryan Tannehill pass complete short middle to Charles Clay for 7 yards (tackle by Rob Ninkovich and Dont'a Hightower),2.920,3.320
1,11:43,2,3,NWE 33,0,0,Lamar Miller left end for 3 yards (tackle by Brandon Spikes),3.320,3.580
1,10:58,1,10,NWE 30,0,0,Lamar Miller left end for 8 yards (tackle by Alfonzo Dennard),3.580,4.110
1,10:34,2,2,NWE 22,0,0,Lamar Miller up the middle for no gain (tackle by Joe Vellano and Dont'a Hightower),4.110,3.400
1,9:54,3,2,NWE 22,0,0,Ryan Tannehill pass complete short left to Charles Clay for 6 yards (tackle by Devin McCourty),3.400,4.510
1,9:11,1,10,NWE 16,0,0,Charles Clay up the middle for 1 yard (tackle by Joe Vellano and Brandon Spikes),4.510,4.050
1,8:36,2,9,NWE 15,0,0,Ryan Tannehill pass complete short right to Lamar Miller for 5 yards (tackle by Kyle Arrington),4.050,4.170
1,7:53,3,4,NWE 10,0,0,Ryan Tannehill pass complete short right to Charles Clay for 7 yards (tackle by Devin McCourty and Brandon Spikes),4.170,6.510
1,7:14,1,3,NWE 3,0,0,Lamar Miller up the middle for -1 yards (tackle by Dont'a Hightower),6.510,5.340
1,6:40,2,4,NWE 4,0,0,Ryan Tannehill pass incomplete short left intended for Mike Wallace,5.340,4.490
1,6:37,3,4,NWE 4,6,0,"Ryan Tannehill pass complete short right to Brandon Gibson for 4 yards, touchdown",4.490,7.000
1,6:37,,,NWE 2,7,0,Caleb Sturgis kicks extra point good,0.000,0.000
1,6:37,,,MIA 35,7,0,"Caleb Sturgis kicks off 65 yards, returned by LeGarrette Blount for 30 yards (tackle by Jonathan Freeny)",0.000,-0.940
1,6:25,1,10,NWE 30,7,0,LeGarrette Blount left guard for 4 yards (tackle by Olivier Vernon),0.940,0.930
1,6:02,2,6,NWE 34,7,0,LeGarrette Blount left tackle for -2 yards (tackle by Jared Odrick and Olivier Vernon),0.930,-0.030
1,5:30,3,8,NWE 32,7,0,Tom Brady pass incomplete deep left intended for Rob Gronkowski,-0.030,-1.240
1,5:23,4,8,NWE 32,7,0,Ryan Allen punts 46 yards,-1.240,-1.070
1,5:15,1,10,MIA 32,7,0,Ryan Tannehill pass incomplete short right intended for Mike Wallace,1.070,0.530
1,5:10,2,10,MIA 32,7,0,Daniel Thomas left end for 3 yards (tackle by Chris Jones),0.530,0.230
1,4:28,3,7,MIA 35,7,0,Ryan Tannehill pass complete short right to Brian Hartline for 9 yards (tackle by Alfonzo Dennard),0.230,1.860
1,3:53,1,10,MIA 44,7,0,Ryan Tannehill pass incomplete,1.860,1.320
1,3:45,2,10,MIA 44,7,0,Daniel Thomas up the middle for 8 yards (tackle by Devin McCourty and Jamie Collins),1.320,1.690
1,3:07,3,2,NWE 48,7,0,Daniel Thomas left tackle for 2 yards (tackle by Dane Fletcher and Brandon Spikes),1.690,2.520
1,2:34,1,10,NWE 46,7,0,Ryan Tannehill pass incomplete short middle intended for Brandon Gibson,2.520,1.980
1,2:29,2,10,NWE 46,7,0,Daniel Thomas up the middle for 5 yards (tackle by Chandler Jones),1.980,1.950
1,1:51,3,5,NWE 41,7,0,Ryan Tannehill pass incomplete short right intended for Rishard Matthews,1.950,0.530
1,1:47,4,5,NWE 41,7,0,"Brandon Fields punts 30 yards, fair catch by Julian Edelman",0.530,0.370
1,1:40,1,10,NWE 11,7,0,Tom Brady pass complete short right to Julian Edelman for 7 yards (tackle by Brent Grimes),-0.370,0.000
1,1:34,2,3,NWE 18,7,0,Brandon Bolden left tackle for 2 yards (tackle by Dannell Ellerbe and Olivier Vernon),0.000,-0.370
1,1:08,3,1,NWE 20,7,0,Tom Brady pass complete short right to Danny Amendola for 3 yards (tackle by Jimmy Wilson),-0.370,0.480
1,0:45,1,10,NWE 23,7,0,Brandon Bolden left end for 8 yards (tackle by Chris Clemons and Philip Wheeler),0.480,1.010
1,0:20,2,2,NWE 31,7,0,LeGarrette Blount right guard for no gain (tackle by Randy Starks and Paul Soliai),1.010,0.300
Quarter,Time,Down,ToGo,Location,MIA,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,NWE 31,7,0,Tom Brady sacked by Jared Odrick for -7 yards,0.300,-1.770
2,14:35,4,9,NWE 24,7,0,"Ryan Allen punts 39 yards, returned by Marcus Thigpen for 5 yards (tackle by Nate Ebner)",-1.770,-1.730
2,14:26,1,10,MIA 42,7,0,Ryan Tannehill pass incomplete deep right intended for Charles Clay,1.730,1.190
2,14:20,2,10,MIA 42,7,0,Lamar Miller left end for 11 yards (tackle by Alfonzo Dennard),1.190,2.460
2,13:54,1,10,NWE 47,7,0,Ryan Tannehill pass complete short middle to Lamar Miller for 5 yards (tackle by Rob Ninkovich and Dont'a Hightower),2.460,2.590
2,13:14,2,5,NWE 42,7,0,Lamar Miller right end for 3 yards (tackle by Dont'a Hightower and Chris Jones),2.590,2.280
2,12:35,3,2,NWE 39,7,0,Lamar Miller up the middle for 1 yard (tackle by Brandon Spikes and Chandler Jones),2.280,0.720
2,12:06,4,1,NWE 38,7,0,Daniel Thomas up the middle for 15 yards (tackle by Jamie Collins and Devin McCourty),0.720,4.040
2,11:27,1,10,NWE 23,7,0,Ryan Tannehill pass complete short left to Michael Egnew for 11 yards (tackle by Alfonzo Dennard),4.040,4.780
2,11:02,1,10,NWE 12,7,0,Daniel Thomas up the middle for 4 yards (tackle by Joe Vellano and Chris Jones),4.780,4.830
2,10:27,2,6,NWE 8,7,0,Daniel Thomas up the middle for 3 yards (tackle by Brandon Spikes),4.830,4.610
2,9:58,3,3,NWE 5,13,0,"Ryan Tannehill pass complete short right to Daniel Thomas for 5 yards, touchdown",4.610,7.000
2,9:58,,,NWE 2,13,0,"Caleb Sturgis kicks extra point good. Penalty on Richie Incognito: Illegal Use of Hands, 10 yards (no play)",0.000,-1.000
2,9:58,,,NWE 2,14,0,"Caleb Sturgis kicks extra point good. Penalty on Kyle Arrington: Running Into the Kicker, 5 yards",0.000,0.000
2,9:58,,,MIA 40,14,0,"Caleb Sturgis kicks off 60 yards, touchback",0.000,-0.280
2,9:55,1,10,NWE 20,14,0,Stevan Ridley left guard for 4 yards (tackle by Isaako Aaitui and Cameron Wake),0.280,0.270
2,9:26,2,6,NWE 24,14,0,Stevan Ridley left guard for 7 yards (tackle by Dannell Ellerbe and Chris Clemons),0.270,1.000
2,8:58,1,10,NWE 31,14,0,Tom Brady pass complete short left to Brandon Bolden for 5 yards (tackle by Isaako Aaitui and Dannell Ellerbe),1.000,1.140
2,8:36,2,5,NWE 36,14,0,Tom Brady pass complete short right to Rob Gronkowski for 4 yards (tackle by Dannell Ellerbe and Philip Wheeler),1.140,0.960
2,8:09,3,1,NWE 40,14,0,Brandon Bolden right end for 2 yards (tackle by Reshad Jones and Brent Grimes),0.960,1.730
2,7:41,1,10,NWE 42,14,0,"Penalty on Julian Edelman: False Start, 5 yards (no play)",1.730,1.400
2,7:16,1,15,NWE 37,14,0,Stevan Ridley right end for 2 yards (tackle by Randy Starks and Philip Wheeler),1.400,0.780
2,6:56,2,13,NWE 39,14,0,"Penalty on Paul Soliai: Encroachment, 5 yards (no play)",0.780,1.460
2,6:50,2,8,NWE 44,14,0,Tom Brady pass complete short right to Brandon Bolden for 2 yards (tackle by Philip Wheeler and Brent Grimes),1.460,1.030
2,6:09,3,6,NWE 46,14,0,"Tom Brady pass incomplete deep middle intended for Rob Gronkowski. Penalty on Jimmy Wilson: Defensive Pass Interference, 21 yards (no play)",1.030,3.380
2,6:04,1,10,MIA 33,14,0,Stevan Ridley up the middle for 5 yards (tackle by Chris Clemons),3.380,3.510
2,5:47,2,5,MIA 28,14,0,Stevan Ridley left guard for 5 yards (tackle by Olivier Vernon and Derrick Shelby),3.510,4.040
2,5:05,1,10,MIA 23,14,0,Tom Brady pass complete short left to Danny Amendola for 4 yards (tackle by Chris Clemons),4.040,4.050
2,4:52,2,6,MIA 19,14,0,Brandon Bolden up the middle for 4 yards (tackle by Philip Wheeler and Randy Starks),4.050,4.050
2,4:28,3,2,MIA 15,14,0,Brandon Bolden right guard for -1 yards (tackle by Randy Starks and Dannell Ellerbe),4.050,2.480
2,3:47,4,3,MIA 16,14,3,Stephen Gostkowski 34 yard field goal good,2.480,3.000
2,3:47,,,NWE 35,14,3,"Stephen Gostkowski kicks off 66 yards, returned by Marcus Thigpen for 17 yards (tackle by Nate Ebner). Penalty on Chris White: Illegal Use of Hands, 5 yards",0.000,-0.340
2,3:37,1,10,MIA 21,14,3,Lamar Miller for 11 yards,0.340,1.070
2,3:05,1,10,MIA 32,14,3,Lamar Miller right guard for 18 yards (tackle by Steve Gregory),1.070,2.260
2,2:22,1,10,,14,3,Lamar Miller up the middle for 6 yards (tackle by Dont'a Hightower),2.260,2.520
2,2:00,2,4,NWE 44,14,3,Ryan Tannehill pass complete short right to Mike Wallace for 6 yards (tackle by Kyle Arrington),2.520,3.050
2,1:56,1,10,NWE 38,14,3,Lamar Miller left guard for 4 yards (tackle by Dont'a Hightower),3.050,3.050
2,1:26,2,6,NWE 34,14,3,Lamar Miller up the middle for 1 yard (tackle by Joe Vellano),3.050,3.050
2,0:41,2,6,NWE 34,14,3,Timeout #1 by Miami Dolphins,3.050,2.480
2,0:41,3,5,NWE 33,14,3,Ryan Tannehill pass incomplete deep right intended for Charles Clay,2.480,1.170
2,0:35,4,5,NWE 33,17,3,Caleb Sturgis 52 yard field goal good,1.170,3.000
2,0:35,,,MIA 35,17,3,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.280
2,0:29,1,10,NWE 20,17,3,Tom Brady kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,MIA,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,17,3,"Caleb Sturgis kicks off no gain, returned by LeGarrette Blount for 16 yards (tackle by Austin Spitler)",0.000,0.670
3,14:55,1,10,NWE 26,17,3,Tom Brady pass incomplete short right intended for Aaron Dobson,0.670,0.130
3,14:51,2,10,NWE 26,17,3,Tom Brady pass incomplete,0.130,-0.560
