Quarter,Time,Down,ToGo,Location,OAK,BUF,Detail,EPB,EPA
1,3:47,4,6,OAK 40,3,0,"Shane Lechler punts 49 yards, fair catch by Roscoe Parrish",-0.720,0.370
1,3:39,1,10,BUF 11,3,0,Marshawn Lynch left tackle for no gain (tackle by Tommy Kelly and Jay Richardson),-0.370,-0.780
1,3:00,2,10,BUF 11,3,0,Trent Edwards pass incomplete short middle intended for Robert Royal,-0.780,-1.420
1,2:56,3,10,BUF 11,3,0,Trent Edwards sacked by DeAngelo Hall and Derrick Burgess for -1 yards,-1.420,-2.490
1,2:24,4,11,BUF 10,3,0,"Brian Moorman punts 47 yards, returned by Johnnie Lee Higgins for 15 yards (tackle by Jon Corto)",-2.490,-2.790
1,2:09,1,10,BUF 42,3,0,JaMarcus Russell pass complete deep right to Ashley Lelie for 23 yards (tackle by Ko Simpson),2.790,4.310
1,1:27,1,10,BUF 19,3,0,JaMarcus Russell pass incomplete deep right intended for Zach Miller,4.310,3.750
1,1:21,2,10,BUF 19,3,0,Michael Bush up the middle for 2 yards (tackle by Marcus Stroud and Ryan Denney),3.750,3.260
1,0:41,3,8,BUF 17,3,0,JaMarcus Russell pass incomplete deep left intended for Javon Walker,3.260,2.310
1,0:36,4,8,BUF 17,6,0,Sebastian Janikowski 35 yard field goal good,2.310,3.000
1,,,,OAK 30,6,0,"Sebastian Janikowski kicks off 44 yards, returned by Fred Jackson for 13 yards (tackle by Tyvon Branch)",0.000,1.530
1,0:27,1,10,BUF 39,6,0,Trent Edwards pass complete short right to Darian Barnes for 25 yards (tackle by Gibril Wilson),1.530,3.180
Quarter,Time,Down,ToGo,Location,OAK,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,OAK 36,6,0,Trent Edwards pass incomplete short left intended for Marshawn Lynch,3.180,2.640
2,14:53,2,10,OAK 36,6,0,Marshawn Lynch right end for -1 yards (tackle by Derrick Burgess),2.640,1.820
2,14:19,3,11,OAK 37,6,0,Trent Edwards pass incomplete,1.820,0.790
2,14:13,4,11,OAK 37,6,0,Brian Moorman punts 24 yards,0.790,0.320
2,14:06,1,10,OAK 13,6,0,Darren McFadden up the middle for 5 yards (tackle by Kawika Mitchell),-0.320,-0.140
2,13:32,2,5,OAK 18,6,0,Darren McFadden left tackle for 12 yards (tackle by Ko Simpson),-0.140,0.940
2,12:53,1,10,OAK 30,6,0,Darren McFadden right tackle for no gain (tackle by Kyle Williams and Ko Simpson),0.940,0.390
2,12:13,2,10,OAK 30,6,0,JaMarcus Russell pass complete short left to Darren McFadden for no gain. Penalty on Jake Grove: Ineligible Downfield Pass (Declined),0.390,-0.300
2,11:45,3,10,OAK 30,6,0,"JaMarcus Russell sacked by Chris Kelsay for -6 yards. JaMarcus Russell fumbles (forced by Chris Kelsay), recovered by Paul Posluszny at OAK-23 (tackle by Cooper Carlisle)",-0.300,-4.040
2,11:37,1,10,OAK 23,6,0,"Trent Edwards pass complete short left to Darian Barnes for 9 yards (tackle by Kirk Morrison). Darian Barnes fumbles (forced by Kirk Morrison), ball out of bounds at OAK-14",4.040,4.950
2,11:21,2,1,OAK 14,6,0,Marshawn Lynch left tackle for no gain (tackle by Kirk Morrison),4.950,4.280
2,10:37,3,1,OAK 14,6,6,"Marshawn Lynch left tackle for 14 yards, touchdown",4.280,7.000
2,,,,OAK 2,6,7,Rian Lindell kicks extra point good,0.000,0.000
2,,,,BUF 30,6,7,"Rian Lindell kicks off 70 yards, returned by Johnnie Lee Higgins for 20 yards (tackle by George Wilson)",0.000,0.280
2,10:24,1,10,OAK 20,6,7,JaMarcus Russell pass incomplete short middle intended for Ashley Lelie,0.280,-0.270
2,10:18,2,10,OAK 20,6,7,JaMarcus Russell pass incomplete deep right intended for Ashley Lelie,-0.270,-0.960
2,10:10,3,10,OAK 20,6,7,Michael Bush left guard for 16 yards (tackle by Donte Whitner),-0.960,1.330
2,9:25,1,10,OAK 36,6,7,Darren McFadden left tackle for 2 yards (tackle by Ryan Denney and Spencer Johnson),1.330,1.060
2,8:54,2,8,OAK 38,6,7,JaMarcus Russell pass complete short right to Michael Bush for 5 yards (tackle by Paul Posluszny),1.060,1.030
2,8:27,3,3,OAK 43,6,7,JaMarcus Russell pass incomplete short right intended for Ashley Lelie (defended by Chris Kelsay),1.030,-0.520
2,8:25,4,3,OAK 43,6,7,"Shane Lechler punts 57 yards, touchback",-0.520,-0.280
2,8:15,1,10,BUF 20,6,7,Fred Jackson left tackle for 10 yards (tackle by Jay Richardson and Nnamdi Asomugha),0.280,0.940
2,7:34,1,10,BUF 30,6,7,"Fred Jackson left tackle for 5 yards (tackle by Kirk Morrison). Penalty on Jay Richardson: Defensive Offside, 5 yards (no play)",0.940,1.670
2,7:11,1,5,BUF 35,6,7,Fred Jackson left guard for -1 yards (tackle by Gerard Warren and Tommy Kelly),1.670,0.930
2,6:26,2,6,BUF 34,6,7,Trent Edwards pass complete short left to Robert Royal for 6 yards (tackle by Kirk Morrison),0.930,1.600
2,5:44,1,10,BUF 40,6,7,Marshawn Lynch up the middle for 1 yard (tackle by Gibril Wilson and Derrick Burgess),1.600,1.190
2,5:06,2,9,BUF 41,6,7,Trent Edwards pass incomplete deep right intended for Josh Reed,1.190,0.500
2,5:00,3,9,BUF 41,6,7,"Trent Edwards pass incomplete deep right intended for Lee Evans. Penalty on DeAngelo Hall: Illegal Contact, 5 yards (no play)",0.500,1.990
2,4:53,1,10,BUF 46,6,7,"Trent Edwards sacked by Kalimba Edwards for -6 yards. Trent Edwards fumbles (forced by Kalimba Edwards), recovered by Terdell Sands at BUF-41",1.990,-2.850
2,4:45,1,10,BUF 41,6,7,Michael Bush left end for 6 yards (tackle by Marcus Stroud),2.850,3.120
2,4:09,2,4,BUF 35,6,7,JaMarcus Russell pass complete short right to Justin Griffith for 20 yards (tackle by Donte Whitner),3.120,4.580
2,3:26,1,10,BUF 15,6,7,Michael Bush left guard for 4 yards (tackle by Chris Kelsay),4.580,4.640
2,2:51,2,6,BUF 11,6,7,Darren McFadden right guard for no gain (tackle by Keith Ellison),4.640,3.780
2,2:24,3,6,BUF 11,6,7,Darren McFadden right guard for -3 yards (tackle by Ashton Youboty),3.780,2.510
2,2:00,4,9,BUF 14,9,7,Sebastian Janikowski 32 yard field goal good,2.510,3.000
2,,,,OAK 30,9,7,"Sebastian Janikowski kicks off 70 yards, returned by Leodis McKelvin for 56 yards (tackle by Sebastian Janikowski)",0.000,2.650
2,1:47,1,10,OAK 44,9,7,Trent Edwards pass complete short middle to Josh Reed for 6 yards (tackle by Gibril Wilson),2.650,2.920
2,1:14,2,4,OAK 38,9,7,Marshawn Lynch left tackle for 2 yards (tackle by Nnamdi Asomugha),2.920,2.480
2,1:08,3,2,OAK 36,9,7,Trent Edwards pass incomplete short right intended for Lee Evans,2.480,0.890
2,1:05,,,,9,7,Timeout #1 by Buffalo Bills,0.000,0.890
2,1:05,4,2,OAK 36,9,7,Trent Edwards pass complete short middle to Marshawn Lynch for 5 yards (tackle by Derrick Burgess),0.890,3.510
2,0:47,,,,9,7,Timeout #2 by Buffalo Bills,0.000,3.510
2,0:47,1,10,OAK 31,9,7,"Trent Edwards pass complete short left to Lee Evans for 2 yards (tackle by Nnamdi Asomugha). Lee Evans fumbles (forced by Nnamdi Asomugha), recovered by Gibril Wilson at OAK-29",3.510,-0.870
2,0:40,1,10,OAK 29,9,7,Darren McFadden right guard for 2 yards (tackle by Paul Posluszny),0.870,0.600
Quarter,Time,Down,ToGo,Location,OAK,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,9,7,"Sebastian Janikowski kicks off 72 yards, returned by Leodis McKelvin for 24 yards (tackle by Isaiah Ekejiuba)",0.000,0.410
3,14:53,1,10,BUF 22,9,7,Trent Edwards pass complete short middle to Lee Evans for 34 yards (tackle by DeAngelo Hall),0.410,2.650
3,14:28,1,10,OAK 44,9,7,Marshawn Lynch left tackle for 4 yards (tackle by Ricky Brown),2.650,2.650
3,13:46,2,6,OAK 40,9,7,Fred Jackson up the middle for 6 yards (tackle by Ricky Brown),2.650,3.310
3,13:04,1,10,OAK 34,9,7,Trent Edwards pass incomplete short right intended for Derek Schouman,3.310,2.770
3,13:01,2,10,OAK 34,9,7,Fred Jackson left guard for 6 yards (tackle by Thomas Howard and Jay Richardson),2.770,2.870
3,12:22,3,4,OAK 28,9,7,Marshawn Lynch right guard for 1 yard (tackle by Kirk Morrison),2.870,1.770
3,11:42,4,3,OAK 27,9,7,Rian Lindell 46 yard field goal no good,1.770,-1.330
3,11:37,1,10,OAK 36,9,7,Michael Bush right guard for 1 yard (tackle by Paul Posluszny),1.330,0.930
3,11:02,2,9,OAK 37,9,7,Michael Bush left tackle for 7 yards (tackle by Marcus Stroud and Ko Simpson),0.930,1.160
3,10:23,3,2,OAK 44,9,7,Michael Bush right guard for -1 yards (tackle by Aaron Schobel),1.160,-0.520
3,9:48,4,3,OAK 43,9,7,"Shane Lechler punts 56 yards, returned by Roscoe Parrish for 16 yards (tackle by Jon Alston). Penalty on Copeland Bryan: Offensive Holding",-0.520,0.380
3,9:35,1,10,BUF 1,9,7,Marshawn Lynch left guard for no gain (tackle by DeAngelo Hall and Gibril Wilson),-0.380,-0.780
3,8:50,2,10,BUF 1,9,7,Trent Edwards pass incomplete short right intended for Lee Evans is intercepted by DeAngelo Hall at BUF-13,-0.780,-4.710
,,,,,,,"BUF challenged the pass completion ruling, and the play was upheld.",,
3,8:41,1,10,BUF 13,9,7,Darren McFadden left tackle for 6 yards (tackle by Keith Ellison),4.710,5.150
3,8:09,2,4,BUF 7,9,7,Darren McFadden left guard for 6 yards (tackle by Kawika Mitchell),5.150,6.970
3,7:32,1,1,BUF 1,15,7,"JaMarcus Russell up the middle for 1 yard, touchdown",6.970,7.000
3,,,,BUF 2,16,7,Sebastian Janikowski kicks extra point good,0.000,0.000
3,,,,OAK 30,16,7,"Sebastian Janikowski kicks off 65 yards, muffed by Leodis McKelvin, recovered by Leodis McKelvin at BUF-0, and returned for 12 yards",0.000,-0.350
3,7:22,1,10,BUF 12,16,7,Marshawn Lynch right tackle for 10 yards (tackle by Thomas Howard),-0.350,0.410
3,7:12,1,10,BUF 22,16,7,Marshawn Lynch right tackle for 2 yards (tackle by Terdell Sands),0.410,0.140
3,6:34,2,8,BUF 24,16,7,Trent Edwards pass incomplete short left intended for Josh Reed,0.140,-0.560
3,6:28,3,8,BUF 24,16,7,"Trent Edwards pass complete deep right to Lee Evans for 39 yards (tackle by DeAngelo Hall). Penalty on Lee Evans: Offensive Pass Interference, 10 yards (no play)",-0.560,-2.240
3,6:08,3,18,BUF 14,16,7,Trent Edwards pass complete short middle to Marshawn Lynch for 3 yards (tackle by Stanford Routt),-2.240,-2.320
3,5:32,4,15,BUF 17,16,7,"Brian Moorman punts 45 yards, returned by Johnnie Lee Higgins for 1 yard (tackle by Bryan Scott)",-2.320,-1.530
3,5:19,1,10,OAK 39,16,7,JaMarcus Russell pass complete short middle to Darren McFadden for 7 yards (tackle by Keith Ellison),1.530,1.930
3,4:51,2,3,OAK 46,16,7,Darren McFadden right guard for 4 yards (tackle by Paul Posluszny),1.930,2.260
3,4:12,1,10,,16,7,Michael Bush left guard for no gain (tackle by Aaron Schobel and Kawika Mitchell),2.260,1.710
3,3:29,2,10,,16,7,Justin Griffith up the middle for no gain (tackle by Aaron Schobel and Spencer Johnson),1.710,1.030
3,2:45,3,10,,16,7,Michael Bush up the middle for 2 yards (tackle by Ryan Denney and Paul Posluszny),1.030,0.070
3,2:06,4,8,BUF 48,16,7,Shane Lechler punts 44 yards,0.070,0.380
3,1:54,1,10,BUF 4,16,7,Trent Edwards right tackle for 5 yards (tackle by Thomas Howard),-0.380,-0.420
3,1:10,2,5,BUF 9,16,7,Marshawn Lynch left guard for no gain (tackle by Fred Wakefield),-0.420,-0.840
3,0:30,3,5,BUF 9,16,7,Trent Edwards pass complete short left to Marshawn Lynch for 6 yards (tackle by Kalimba Edwards),-0.840,-0.220
Quarter,Time,Down,ToGo,Location,OAK,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BUF 15,16,7,Trent Edwards pass complete short left to Robert Royal for 5 yards (tackle by Kirk Morrison),-0.220,0.080
4,14:18,2,5,BUF 20,16,7,Trent Edwards pass complete short middle to Marshawn Lynch for 17 yards (tackle by Nnamdi Asomugha),0.080,1.400
4,13:31,1,10,BUF 37,16,7,Fred Jackson right guard for 3 yards (tackle by Gibril Wilson and Stanford Routt),1.400,1.260
4,12:48,2,7,BUF 40,16,7,,1.260,0.560
,,,,,,,"OAK challenged the tipped pass ruling, and the original play was overturned.",,
4,12:43,3,7,BUF 40,16,7,Trent Edwards pass complete short right to Josh Reed for 8 yards (tackle by Tyvon Branch),0.560,2.130
4,12:01,1,10,BUF 48,16,7,"Trent Edwards pass complete deep right to Lee Evans for 16 yards (tackle by DeAngelo Hall). Penalty on Derrick Dockery: Offensive Holding, 10 yards (no play)",2.130,1.470
4,11:30,1,20,BUF 38,16,7,Trent Edwards pass incomplete short right intended for Derek Schouman,1.470,0.230
4,11:24,2,20,BUF 38,16,7,Trent Edwards pass complete short left to Robert Royal for 18 yards (tackle by Kirk Morrison),0.230,1.950
4,10:43,,,,16,7,Timeout #2 by Buffalo Bills,0.000,1.950
4,10:43,3,2,OAK 44,16,7,Trent Edwards pass complete short right to Roscoe Parrish for 12 yards (tackle by DeAngelo Hall),1.950,3.450
4,10:06,1,10,OAK 32,16,7,Trent Edwards pass incomplete short right intended for Lee Evans,3.450,2.900
4,10:03,2,10,OAK 32,16,7,Trent Edwards pass complete short right to Josh Reed for 18 yards (tackle by Kirk Morrison),2.900,4.650
4,9:30,1,10,OAK 14,16,7,Marshawn Lynch left guard for 4 yards (tackle by Thomas Howard and Fred Wakefield),4.650,4.710
4,8:52,2,6,OAK 10,16,7,Trent Edwards pass complete short right to Josh Reed for 7 yards (tackle by Gibril Wilson),4.710,6.510
4,8:03,1,3,OAK 3,16,13,"Marshawn Lynch up the middle for 3 yards, touchdown. Penalty on Gibril Wilson: Unnecessary Roughness (Declined), Penalty on Gibril Wilson: Disqualification, 15 yards",6.510,7.000
4,,,,OAK 2,16,14,Rian Lindell kicks extra point good,0.000,0.000
4,,,,BUF 45,16,14,"Rian Lindell kicks off 48 yards, returned by Johnnie Lee Higgins for 9 yards (tackle by John DiGiorgio)",0.000,-0.140
4,7:53,1,10,OAK 16,16,14,Darren McFadden right guard for 1 yard (tackle by Jabari Greer and Ko Simpson),-0.140,-0.510
4,7:17,2,9,OAK 17,16,14,Michael Bush left tackle for -1 yards (tackle by Aaron Schobel),-0.510,-1.320
4,6:36,3,10,OAK 16,22,14,"JaMarcus Russell pass complete short middle to Johnnie Lee Higgins for 84 yards, touchdown. Penalty on OAK: Unsportsmanlike Conduct (Offsetting), Penalty on Donte Whitner: Unnecessary Roughness (Offsetting)",-1.320,7.000
4,,,,BUF 2,23,14,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 30,23,14,"Sebastian Janikowski kicks off 60 yards, returned by Leodis McKelvin for 21 yards (tackle by Isaiah Ekejiuba)",0.000,1.000
4,6:18,1,10,BUF 31,23,14,Trent Edwards pass incomplete deep left intended for Roscoe Parrish,1.000,0.460
4,6:12,2,10,BUF 31,23,14,Trent Edwards left tackle for 4 yards (tackle by Kalimba Edwards),0.460,0.300
4,5:42,3,6,BUF 35,23,14,Trent Edwards pass complete deep right to Josh Reed for 22 yards (tackle by Michael Huff),0.300,2.720
4,5:09,1,10,OAK 43,23,14,Trent Edwards pass incomplete short right intended for James Hardy,2.720,2.180
4,5:03,2,10,OAK 43,23,14,Trent Edwards pass complete short right to Lee Evans for 13 yards (tackle by DeAngelo Hall),2.180,3.580
4,4:26,1,10,OAK 30,23,14,Trent Edwards pass complete short middle to Lee Evans for 16 yards (tackle by Kirk Morrison),3.580,4.650
4,4:09,,,,23,14,Timeout #1 by Oakland Raiders,0.000,4.650
4,4:09,1,10,OAK 14,23,20,"Trent Edwards pass complete short left to Roscoe Parrish for 14 yards, touchdown",4.650,7.000
4,,,,OAK 2,23,21,Rian Lindell kicks extra point good,0.000,0.000
4,,,,BUF 30,23,21,"Rian Lindell kicks off 76 yards, touchback",0.000,0.280
4,4:03,1,10,OAK 20,23,21,Michael Bush right guard for no gain (tackle by Kyle Williams),0.280,-0.270
4,3:27,2,10,OAK 20,23,21,Michael Bush right guard for -2 yards (tackle by Marcus Stroud),-0.270,-1.330
4,2:47,3,12,OAK 18,23,21,JaMarcus Russell pass incomplete deep right intended for Ronald Curry,-1.330,-2.240
4,2:41,4,12,OAK 18,23,21,"Shane Lechler punts 57 yards, returned by Roscoe Parrish for 9 yards (tackle by Sam Williams)",-2.240,-1.200
4,2:29,1,10,BUF 34,23,21,Trent Edwards pass complete short middle to Josh Reed for 11 yards (tackle by Thomas Howard),1.200,1.930
4,2:04,1,10,BUF 45,23,21,Trent Edwards pass complete short middle to Roscoe Parrish for 16 yards (tackle by Stanford Routt),1.930,2.980
4,1:58,1,10,OAK 39,23,21,Marshawn Lynch up the middle for 7 yards (tackle by Tyvon Branch),2.980,3.390
4,1:17,2,3,OAK 32,23,21,Marshawn Lynch left end for 8 yards (tackle by Kirk Morrison),3.390,3.970
4,1:11,1,10,OAK 24,23,21,Marshawn Lynch left guard for 5 yards (tackle by Jay Richardson),3.970,4.120
4,0:28,2,5,OAK 19,23,21,Marshawn Lynch up the middle for -1 yards (tackle by Terdell Sands and Tyvon Branch),4.120,3.270
4,0:03,,,,23,21,Timeout #3 by Buffalo Bills,0.000,3.270
4,0:03,3,6,OAK 20,23,24,Rian Lindell 38 yard field goal good,3.270,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
