Quarter,Time,Down,ToGo,Location,PIT,IND,Detail,EPB,EPA
1,8:46,4,8,IND 22,7,0,"Hunter Smith punts 48 yards, returned by Antwaan Randle El for 15 yards (tackle by Gilbert Gardner)",-1.900,-1.930
1,8:35,1,10,PIT 45,7,0,Ben Roethlisberger pass complete to Jerame Tuman for 19 yards (tackle by Bob Sanders and Mike Doss),1.930,3.180
1,7:59,1,10,IND 36,7,0,Willie Parker left end for -1 yards (tackle by Cato June and Bob Sanders),3.180,2.500
1,7:19,2,11,IND 37,7,0,Ben Roethlisberger pass incomplete intended for Jerame Tuman is intercepted by Cato June at IND-30 and returned for 5 yards,2.500,-1.270
1,7:11,1,10,IND 35,7,0,Peyton Manning pass incomplete intended for Reggie Wayne,1.270,0.720
1,7:06,2,10,IND 35,7,0,Edgerrin James up the middle for 3 yards (tackle by Aaron Smith),0.720,0.430
1,6:24,3,7,IND 38,7,0,Peyton Manning pass incomplete intended for Marvin Harrison,0.430,-0.850
1,6:18,4,7,IND 38,7,0,"Hunter Smith punts 52 yards, returned by Antwaan Randle El for 13 yards (tackle by Keith O'Neil). Penalty on Kelvin Hayden: Player Out of Bounds on , 5 yards",-0.850,-0.810
1,6:05,1,10,PIT 28,7,0,Willie Parker right end for 9 yards (tackle by Nick Harper),0.810,1.480
1,5:30,2,1,PIT 37,7,0,Dan Kreider up the middle for 2 yards (tackle by Corey Simon),1.480,1.530
1,4:51,1,10,PIT 39,7,0,Willie Parker right tackle for no gain (tackle by Raheem Brock and David Thornton),1.530,0.990
1,4:12,2,10,PIT 39,7,0,Ben Roethlisberger pass incomplete intended for Hines Ward (defended by Robert Mathis),0.990,0.300
1,4:06,3,10,PIT 39,7,0,"Ben Roethlisberger pass complete to Hines Ward for 45 yards (tackle by Bob Sanders and Marlin Jackson). Penalty on Bob Sanders: Face Mask (15 Yards), 8 yards",0.300,5.370
1,3:56,1,8,IND 8,7,0,Jerome Bettis left tackle for 1 yard (tackle by Gary Brackett),5.370,4.760
1,3:18,2,7,IND 7,13,0,"Ben Roethlisberger pass complete to Heath Miller for 7 yards, touchdown",4.760,7.000
1,,,,IND 2,14,0,Jeff Reed kicks extra point good,0.000,0.000
1,,,,PIT 30,14,0,"Jeff Reed kicks off 70 yards, touchback",0.000,0.280
1,3:12,1,10,IND 20,14,0,Peyton Manning sacked for -8 yards,0.280,-1.360
1,2:35,2,18,IND 12,14,0,Peyton Manning pass complete to Marvin Harrison for 24 yards (tackle by Tyrone Carter),-1.360,1.330
1,2:17,1,10,IND 36,14,0,Edgerrin James right end for no gain (tackle by Larry Foote and Troy Polamalu),1.330,0.790
1,2:17,2,10,IND 36,14,0,"Penalty on Tarik Glenn: False Start, 5 yards (no play)",0.790,0.120
1,1:18,2,15,IND 31,14,0,Peyton Manning sacked by James Farrior for -9 yards,0.120,-1.750
1,0:51,3,24,IND 22,14,0,Peyton Manning pass complete to Reggie Wayne for 13 yards (tackle by Tyrone Carter). Penalty on Jake Scott: Ineligible Downfield Pas (Declined),-1.750,-1.040
1,0:51,4,11,IND 35,14,0,"Hunter Smith punts 47 yards, returned by Antwaan Randle El for 1 yard (tackle by Kelvin Hayden)",-1.040,-0.150
1,0:20,1,10,PIT 19,14,0,Ben Roethlisberger sacked by Larry Tripplett for -10 yards,0.150,-1.510
Quarter,Time,Down,ToGo,Location,PIT,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,20,PIT 9,14,0,Ben Roethlisberger pass complete to Hines Ward for 18 yards (tackle by Gary Brackett and Cato June),-1.510,-0.030
2,14:18,3,2,PIT 27,14,0,Ben Roethlisberger pass incomplete intended for Antwaan Randle El,-0.030,-1.570
2,14:12,4,2,PIT 27,14,0,"Chris Gardocki punts 47 yards (tackle by Andre Frazier). Penalty on Rob Morris: Illegal Block Above the , 10 yards",-1.570,0.280
2,13:57,1,10,IND 14,14,0,Peyton Manning pass incomplete intended for Reggie Wayne,-0.280,-0.750
2,13:53,2,10,IND 14,14,0,Peyton Manning pass incomplete intended for Reggie Wayne,-0.750,-1.400
2,13:49,3,10,IND 14,14,0,Peyton Manning pass incomplete intended for Reggie Wayne,-1.400,-2.470
2,13:45,4,10,IND 14,14,0,"Hunter Smith punts 43 yards, returned by Antwaan Randle El for 1 yard (tackle by Kelvin Hayden)",-2.470,-1.860
2,13:35,1,10,PIT 44,14,0,Ben Roethlisberger pass incomplete intended for Antwaan Randle El (defended by Marlin Jackson),1.860,1.320
2,13:29,2,10,PIT 44,14,0,Ben Roethlisberger pass complete to Willie Parker for 7 yards (tackle by Cato June),1.320,1.550
2,12:46,3,3,IND 49,14,0,Verron Haynes left end for 5 yards (tackle by Gary Brackett),1.550,2.650
2,12:46,1,10,IND 44,14,0,Willie Parker up the middle for 1 yard (tackle by Bob Sanders and Cato June),2.650,2.250
2,11:25,2,9,IND 43,14,0,Ben Roethlisberger pass incomplete intended for Jerame Tuman,2.250,1.550
2,11:15,3,9,IND 43,14,0,Ben Roethlisberger pass incomplete intended for Cedrick Wilson (defended by Mike Doss),1.550,0.400
2,11:08,4,9,IND 43,14,0,Chris Gardocki punts 41 yards,0.400,0.380
2,10:59,1,10,IND 2,14,0,Edgerrin James up the middle for 1 yard (tackle by James Farrior),-0.380,-0.710
2,10:25,2,9,IND 3,14,0,Edgerrin James left end for 10 yards (tackle by Chris Hope and Ike Taylor),-0.710,-0.320
2,9:48,1,10,IND 13,14,0,Edgerrin James right end for 4 yards (tackle by Clark Haggans and James Farrior),-0.320,-0.300
2,9:10,2,6,IND 17,14,0,Peyton Manning pass complete to Dallas Clark for 21 yards (tackle by Ike Taylor),-0.300,1.470
2,8:23,1,10,IND 38,14,0,Edgerrin James left end for 15 yards (tackle by Troy Polamalu),1.470,2.460
2,7:55,1,10,PIT 47,14,0,Peyton Manning pass complete to Bryan Fletcher for 11 yards (tackle by Ike Taylor and Troy Polamalu),2.460,3.180
2,7:15,1,10,PIT 36,14,0,Dominic Rhodes left end for 2 yards (tackle by James Farrior and Brett Keisel),3.180,2.910
2,6:33,2,8,PIT 34,14,0,Peyton Manning pass complete to Reggie Wayne for 4 yards (tackle by James Farrior),2.910,2.740
2,5:47,3,4,PIT 30,14,0,Peyton Manning pass complete to Bryan Fletcher for 7 yards (tackle by Ike Taylor),2.740,4.040
2,5:07,1,10,PIT 23,14,0,Peyton Manning pass complete to Edgerrin James for 5 yards (tackle by James Farrior and Ike Taylor),4.040,4.210
2,4:25,2,5,PIT 18,14,0,Edgerrin James right end for 9 yards (tackle by Chris Hope and Troy Polamalu),4.210,5.140
2,3:57,1,9,PIT 9,14,0,Edgerrin James up the middle for 2 yards (tackle by James Farrior and Larry Foote),5.140,4.760
2,3:20,2,7,PIT 7,14,0,Peyton Manning pass complete to Edgerrin James for 6 yards (tackle by Larry Foote),4.760,5.170
2,2:33,3,1,PIT 1,14,0,"Penalty on Tarik Glenn: False Start, 5 yards (no play)",5.170,4.040
2,2:33,3,6,PIT 6,14,0,"Penalty on Aaron Smith: Neutral Zone Infraction, 3 yards (no play)",4.040,4.720
2,2:00,3,3,PIT 3,14,0,Edgerrin James right end for 1 yard (tackle by Clark Haggans and Troy Polamalu),4.720,3.250
2,1:23,4,2,PIT 2,14,3,Mike Vanderjagt 20 yard field goal good,3.250,3.000
2,,,,IND 30,14,3,"Jose Cortez kicks off 70 yards, touchback",0.000,-0.280
2,1:20,1,10,PIT 20,14,3,Ben Roethlisberger pass complete to Verron Haynes for no gain,0.280,-0.270
2,1:00,,,,14,3,Timeout #1 by Indianapolis Colts,0.000,-0.270
2,1:00,2,10,PIT 20,14,3,Willie Parker up the middle for 4 yards (tackle by Nick Harper and David Thornton),-0.270,-0.430
2,0:53,,,,14,3,Timeout #2 by Indianapolis Colts,0.000,-0.430
2,0:53,3,6,PIT 24,14,3,"Ben Roethlisberger pass incomplete intended for Antwaan Randle El. Penalty on Jason David: Defensive Holding, 5 yards (no play)",-0.430,0.870
2,0:48,1,10,PIT 29,14,3,Verron Haynes up the middle for 3 yards (tackle by Gary Brackett and Marlin Jackson),0.870,0.730
2,0:04,2,7,PIT 32,14,3,Ben Roethlisberger kneels for -1 yards,0.730,-0.100
Quarter,Time,Down,ToGo,Location,PIT,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,14,3,"Jeff Reed kicks off 66 yards, muffed catch by Dominic Rhodes, recovered by Dominic Rhodes and returned for no gain",0.000,0.150
3,14:54,1,10,IND 19,14,3,Peyton Manning pass complete to Edgerrin James for 5 yards (tackle by Ike Taylor),0.150,0.340
3,14:21,2,5,IND 24,14,3,Edgerrin James left tackle for 3 yards (tackle by James Farrior),0.340,-0.030
3,13:42,3,2,IND 27,14,3,Peyton Manning pass complete to Reggie Wayne for 9 yards (tackle by Deshea Townsend and Larry Foote),-0.030,1.330
3,13:11,1,10,IND 36,14,3,Edgerrin James left end for 3 yards (tackle by Troy Polamalu),1.330,1.200
3,12:27,2,7,IND 39,14,3,Peyton Manning pass incomplete intended for Bryan Fletcher,1.200,0.500
3,12:22,3,7,IND 39,14,3,Peyton Manning pass complete to Dallas Clark for 4 yards (tackle by Chris Hope),0.500,-0.520
3,11:43,4,3,IND 43,14,3,"Hunter Smith punts 33 yards, fair catch by Antwaan Randle El",-0.520,-0.540
3,11:34,1,10,PIT 24,14,3,Willie Parker right end for 9 yards (tackle by Nick Harper and David Thornton),0.540,1.210
3,11:08,2,1,PIT 33,14,3,Ben Roethlisberger pass complete to Antwaan Randle El for 13 yards,1.210,1.990
3,10:38,1,10,PIT 46,14,3,Willie Parker up the middle for -3 yards (tackle by Montae Reagor),1.990,1.050
3,9:59,2,13,PIT 43,14,3,Ben Roethlisberger pass complete to Willie Parker for 12 yards (tackle by Bob Sanders and Mike Doss),1.050,1.950
3,9:15,3,1,IND 45,14,3,Jerome Bettis up the middle for 3 yards (tackle by Raheem Brock),1.950,2.790
3,8:37,1,10,IND 42,14,3,Willie Parker right tackle for 5 yards (tackle by Nick Harper),2.790,2.920
3,7:59,2,5,IND 37,14,3,Willie Parker right tackle for 6 yards (tackle by David Thornton),2.920,3.510
3,7:20,1,10,IND 31,14,3,Willie Parker left end for -2 yards (tackle by Cato June),3.510,2.700
3,6:36,2,12,IND 33,14,3,Ben Roethlisberger sacked by Dwight Freeney for -4 yards,2.700,1.490
3,6:01,3,16,IND 37,14,3,Ben Roethlisberger pass incomplete intended for Verron Haynes,1.490,0.790
3,5:56,4,16,IND 37,14,3,"Chris Gardocki punts 28 yards, fair catch by Troy Walters",0.790,0.380
3,5:49,1,10,IND 9,14,3,Peyton Manning pass incomplete intended for Edgerrin James,-0.380,-0.780
3,5:43,2,10,IND 9,14,3,Peyton Manning pass incomplete intended for Marvin Harrison,-0.780,-1.420
3,5:37,3,10,IND 9,14,3,Peyton Manning sacked by James Farrior for -8 yards,-1.420,-2.490
3,4:59,4,18,IND 1,14,3,"Hunter Smith punts 49 yards, returned by Antwaan Randle El for 20 yards (tackle by Justin Snow)",-2.490,-3.580
3,4:47,1,10,IND 30,14,3,Willie Parker right end for 11 yards (tackle by Bob Sanders and Mike Doss),3.580,4.310
3,4:07,1,10,IND 19,14,3,Jerome Bettis right tackle for 7 yards (tackle by Mike Doss),4.310,4.920
3,3:29,2,3,IND 12,14,3,Jerome Bettis right end for 1 yard (tackle by David Thornton),4.920,4.430
3,2:51,3,2,IND 11,14,3,Jerome Bettis right tackle for 9 yards (tackle by Mike Doss),4.430,6.740
3,2:09,1,2,IND 2,14,3,Jerome Bettis up the middle for 1 yard (tackle by David Thornton and Raheem Brock),6.740,5.910
3,1:30,2,1,IND 1,20,3,"Jerome Bettis up the middle for 1 yard, touchdown",5.910,7.000
3,,,,IND 2,21,3,Jeff Reed kicks extra point good,0.000,0.000
3,,,,PIT 30,21,3,"Jeff Reed kicks off 63 yards, returned by Dominic Rhodes for 21 yards (tackle by Mike Logan)",0.000,0.810
3,1:19,1,10,IND 28,21,3,Peyton Manning pass incomplete intended for Bryan Fletcher,0.810,0.260
3,1:14,2,10,IND 28,21,3,Peyton Manning pass incomplete intended for Reggie Wayne (defended by Troy Polamalu),0.260,-0.430
3,1:08,3,10,IND 28,21,3,Peyton Manning pass complete to Edgerrin James for 8 yards (tackle by Chris Hope and Clark Haggans),-0.430,-0.980
3,0:06,4,2,IND 36,21,3,Peyton Manning pass complete to Brandon Stokley for 13 yards (tackle by Deshea Townsend and Chris Hope),-0.980,2.190
Quarter,Time,Down,ToGo,Location,PIT,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,IND 49,21,3,Peyton Manning pass complete to Reggie Wayne for 1 yard (tackle by Larry Foote),2.190,1.780
4,14:22,2,9,IND 50,21,9,"Peyton Manning pass complete to Dallas Clark for 50 yards, touchdown",1.780,7.000
4,,,,PIT 2,21,10,Mike Vanderjagt kicks extra point good,0.000,0.000
4,,,,IND 30,21,10,"Jose Cortez kicks off 66 yards, returned by Ricardo Colclough for 22 yards (tackle by Gilbert Gardner)",0.000,-0.670
4,14:03,1,10,PIT 26,21,10,Willie Parker left end for 13 yards (tackle by Bob Sanders),0.670,1.530
4,13:22,1,10,PIT 39,21,10,Willie Parker up the middle for 3 yards (tackle by Nick Harper and Corey Simon),1.530,1.390
4,12:38,2,7,PIT 42,21,10,Willie Parker right end for 5 yards (tackle by Nick Harper),1.390,1.360
4,11:54,3,2,PIT 47,21,10,Jerome Bettis up the middle for 1 yard (tackle by Gary Brackett),1.360,-0.190
4,11:14,4,1,PIT 48,21,10,Ben Roethlisberger up the middle for 1 yard (tackle by Mike Doss and Bob Sanders),-0.190,2.190
4,10:42,1,10,PIT 49,21,10,Ben Roethlisberger pass incomplete intended for Hines Ward,2.190,1.650
4,10:37,2,10,PIT 49,21,10,Jerome Bettis up the middle for 9 yards (tackle by Nick Harper),1.650,2.150
4,9:51,3,1,IND 42,21,10,Jerome Bettis left tackle for no gain (tackle by Raheem Brock),2.150,0.460
4,9:18,4,1,IND 42,21,10,Jerome Bettis up the middle for 2 yards (tackle by Nick Harper and Raheem Brock),0.460,2.920
4,8:42,1,10,IND 40,21,10,Jerome Bettis right guard for 2 yards (tackle by Nick Harper),2.920,2.640
4,7:58,2,8,IND 38,21,10,Jerome Bettis up the middle for 3 yards (tackle by David Thornton and Gary Brackett),2.640,2.340
4,7:14,3,5,IND 35,21,10,Willie Parker right end for -2 yards (tackle by Raheem Brock),2.340,0.790
4,7:14,4,7,IND 37,21,10,"Penalty on Chris Gardocki: Delay of Game, 5 yards (no play)",0.790,0.460
4,6:12,4,12,IND 42,21,10,"Chris Gardocki punts 42 yards, touchback",0.460,-0.280
4,6:03,1,10,IND 20,21,10,Peyton Manning pass complete to Reggie Wayne for 24 yards (tackle by Bryant McFadden),0.280,1.860
4,5:33,1,10,IND 44,21,10,Peyton Manning pass incomplete intended for Bryan Fletcher (defended by Troy Polamalu),1.860,1.320
,,,,,,,"IND challenged the ruling, and the original play was overturned.",,
4,5:26,2,10,IND 44,21,10,Peyton Manning pass complete to Dallas Clark for 9 yards (tackle by Ike Taylor),1.320,1.820
4,5:02,3,1,PIT 47,21,10,Peyton Manning pass complete to Marvin Harrison for 20 yards (tackle by Tyrone Carter),1.820,3.780
4,4:35,1,10,PIT 27,21,10,Peyton Manning pass complete to Reggie Wayne for 24 yards (tackle by Tyrone Carter),3.780,6.510
4,4:29,1,3,PIT 3,21,16,"Edgerrin James up the middle for 3 yards, touchdown",6.510,7.000
4,,,,,21,18,"Penalty on Ryan Diem: False Start, 5 yards (no play)",0.000,1.000
4,,,,,21,18,"Two Point Attempt: Peyton Manning pass complete to Reggie Wayne, conversion succeeds",1.000,1.000
4,,,,IND 30,21,18,"Jose Cortez kicks off 69 yards, returned by Ike Taylor for 18 yards (tackle by Robert Mathis)",0.000,-0.150
4,4:20,1,10,PIT 19,21,18,"Ben Roethlisberger pass complete to Cedrick Wilson for no gain. Penalty on Nick Harper: Defensive Pass Interfere, 9 yards (no play)",0.150,0.810
4,4:15,1,10,PIT 28,21,18,Jerome Bettis left tackle for 2 yards (tackle by Mike Doss),0.810,0.530
4,3:32,2,8,PIT 30,21,18,Jerome Bettis left tackle for 2 yards (tackle by Corey Simon and Gary Brackett),0.530,0.100
4,2:47,3,6,PIT 32,21,18,Ben Roethlisberger pass incomplete intended for Hines Ward (defended by Nick Harper),0.100,-1.240
4,2:42,4,6,PIT 32,21,18,"Chris Gardocki punts 50 yards, muffed catch by Troy Walters, recovered by Troy Walters and returned for -2 yards (tackle by Brett Keisel)",-1.240,-0.040
4,2:31,1,10,IND 18,21,18,Peyton Manning pass complete to Edgerrin James for 2 yards,0.040,-0.130
4,2:00,2,8,IND 20,21,18,Peyton Manning sacked by Joey Porter for -8 yards,-0.130,-2.120
4,1:33,3,16,IND 12,21,18,Peyton Manning pass incomplete intended for Brandon Stokley,-2.120,-2.490
4,1:27,4,16,IND 12,21,18,Peyton Manning sacked by Joey Porter and James Farrior for -10 yards,-2.490,-6.740
4,1:20,1,2,IND 2,21,18,"Jerome Bettis up the middle for -5 yards (tackle by Gary Brackett). Jerome Bettis fumbles (forced by Gary Brackett), recovered by Nick Harper at IND-7 and returned for 35 yards (tackle by Ben Roethlisberger)",6.740,-1.730
4,1:01,1,10,IND 42,21,18,Peyton Manning pass complete to Reggie Wayne for 22 yards (tackle by Bryant McFadden and Troy Polamalu),1.730,3.180
4,0:39,1,10,PIT 36,21,18,Peyton Manning pass complete to Marvin Harrison for 8 yards (tackle by Ike Taylor),3.180,3.720
4,0:31,,,,21,18,Timeout #1 by Indianapolis Colts,0.000,3.720
4,0:31,2,2,PIT 28,21,18,Peyton Manning pass incomplete intended for Reggie Wayne (defended by Bryant McFadden),3.720,3.010
4,0:25,3,2,PIT 28,21,18,Peyton Manning pass incomplete intended for Reggie Wayne,3.010,1.700
4,0:21,,,,21,18,Timeout #1 by Pittsburgh Steelers,0.000,1.700
4,0:21,4,2,PIT 28,21,18,"Mike Vanderjagt 46 yard field goal no good. Penalty on Mike Vanderjagt: Unsportsmanlike Conduct, 15 yards",1.700,-2.320
4,0:17,1,10,IND 49,21,18,Ben Roethlisberger kneels for -1 yards,2.320,1.650
4,0:13,,,,21,18,Timeout #2 by Indianapolis Colts,0.000,1.650
4,0:13,2,11,IND 50,21,18,Ben Roethlisberger kneels for -1 yards,1.650,0.830
4,0:11,,,,21,18,Timeout #3 by Indianapolis Colts,0.000,0.830
4,0:11,3,12,PIT 49,21,18,Ben Roethlisberger kneels for -1 yards,0.830,-0.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
