Quarter,Time,Down,ToGo,Location,NYG,CHI,Detail,EPB,EPA
1,1:01,2,9,NYG 46,0,14,Devontae Booker left guard for 2 yards (tackle by Eddie Goldman),,
1,0:14,3,7,NYG 48,0,14,Mike Glennon pass complete short left to Devontae Booker for 4 yards (tackle by Deon Bush),,
Quarter,Time,Down,ToGo,Location,NYG,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,3,CHI 48,0,14,Riley Dixon punts 39 yards downed by Chris Myarick,,
2,14:50,1,10,CHI 9,0,14,Andy Dalton pass incomplete short right intended for Cole Kmet,,
2,14:45,2,10,CHI 9,0,14,David Montgomery right guard for 4 yards (tackle by James Bradberry and Quincy Roche),,
2,14:00,3,6,CHI 13,0,14,Andy Dalton pass incomplete deep left intended for Darnell Mooney (defended by Xavier McKinney),,
2,13:54,4,6,CHI 13,0,14,Pat O'Donnell punts 42 yards out of bounds,,
2,13:47,1,10,NYG 45,0,14,Saquon Barkley left guard for 10 yards (tackle by Eddie Jackson),,
2,13:05,1,10,CHI 45,0,14,Saquon Barkley right tackle for 8 yards (tackle by Tashaun Gipson and Eddie Jackson),,
2,12:22,2,2,CHI 37,0,14,Devontae Booker right guard for 2 yards (tackle by Khyiris Tonga),,
2,11:43,1,10,CHI 35,0,14,Devontae Booker right guard for 3 yards (tackle by Bilal Nichols and Khyiris Tonga),,
2,11:03,2,7,CHI 32,0,14,Devontae Booker right guard for 3 yards (tackle by Alec Ogletree),,
2,10:26,3,4,CHI 29,0,14,Devontae Booker right guard for 5 yards (tackle by Eddie Jackson),,
2,9:47,1,10,CHI 24,0,14,Saquon Barkley right tackle for 2 yards (tackle by Margus Hunt),,
2,9:12,2,8,CHI 22,0,14,Saquon Barkley right guard for -2 yards (tackle by Margus Hunt),,
2,8:31,3,10,CHI 24,0,14,Saquon Barkley right guard for 4 yards (tackle by Jaylon Johnson),,
2,7:50,4,6,CHI 20,3,14,Graham Gano 38 yard field goal good,,
2,7:45,,,NYG 35,3,14,"Graham Gano kicks off 53 yards, returned by Khalil Herbert for 16 yards (tackle by Elerson Smith and Keion Crossen)",,
2,7:40,1,10,CHI 28,3,14,Andy Dalton pass complete short middle to David Montgomery for 6 yards (tackle by Jaylon Smith),,
2,7:05,2,4,CHI 34,3,14,David Montgomery right guard for 10 yards (tackle by Jaylon Smith and Tae Crowder),,
2,6:29,1,10,CHI 44,3,14,David Montgomery right end for 5 yards (tackle by Jaylon Smith),,
2,5:45,2,5,CHI 49,3,14,Andy Dalton scrambles left tackle for 3 yards (tackle by Lorenzo Carter),,
2,5:02,3,2,NYG 48,3,14,David Montgomery left guard for 4 yards (tackle by Leonard Williams),,
2,4:25,1,10,NYG 44,3,14,Andy Dalton pass complete deep left to Damiere Byrd for 23 yards (tackle by Jaylon Smith),,
2,3:42,1,10,NYG 21,3,14,Andy Dalton pass incomplete short right intended for Allen Robinson (defended by James Bradberry),,
2,3:31,2,10,NYG 21,3,14,Khalil Herbert right guard for 7 yards (tackle by Leonard Williams),,
2,2:55,3,3,NYG 14,3,14,Andy Dalton scrambles left tackle for 2 yards (tackle by Jaylon Smith),,
2,2:16,,,,,,Timeout #1 by New York Giants,,
2,2:16,4,1,NYG 12,3,14,David Montgomery left guard for 2 yards (tackle by Austin Johnson and Leonard Williams),,
2,2:00,1,10,NYG 10,3,14,Andy Dalton pass incomplete short right intended for Marquise Goodwin,,
2,1:54,2,10,NYG 10,3,14,David Montgomery right guard for 7 yards (tackle by Xavier McKinney and Austin Johnson),,
2,1:10,3,3,NYG 3,3,14,Andy Dalton pass incomplete short right intended for Marquise Goodwin (defended by Logan Ryan),,
2,1:04,4,3,NYG 3,3,17,Cairo Santos 21 yard field goal good,,
2,1:01,,,CHI 35,3,17,"Cairo Santos kicks off 63 yards, returned by Pharoh Cooper for 3 yards (tackle by Sam Kamara)",,
2,0:58,1,10,NYG 5,3,17,Devontae Booker right guard for -3 yards (tackle by Eddie Jackson and Eddie Goldman),,
2,0:54,,,,,,Timeout #1 by Chicago Bears,,
2,0:54,2,13,NYG 2,3,17,"Penalty on Derrick Kelly: False Start, 1 yard (accepted) (no play)",,
2,0:54,2,14,NYG 1,3,19,"Devontae Booker right guard for no gain (tackle by Angelo Blackson) Replay Assistant challenged the safety ruling, and the original play was overturned. Devontae Booker right guard for -1 yards (tackle by Angelo Blackson), safety.",,
2,0:52,,,NYG 20,3,19,"Riley Dixon kicks off 51 yards, returned by Jakeem Grant for 6 yards (tackle by Pharoh Cooper and Elerson Smith)",,
2,0:46,1,10,CHI 35,3,19,Andy Dalton pass complete deep middle to Darnell Mooney for 18 yards (tackle by Xavier McKinney),,
2,0:38,,,,,,Timeout #2 by Chicago Bears,,
2,0:38,1,10,NYG 47,3,19,Andy Dalton pass incomplete deep right intended for Darnell Mooney,,
2,0:30,2,10,NYG 47,3,19,Andy Dalton pass complete short middle to Darnell Mooney for 17 yards (tackle by Lorenzo Carter and Logan Ryan),,
2,0:25,,,,,,Timeout #3 by Chicago Bears,,
2,0:25,1,10,NYG 30,3,19,Andy Dalton pass incomplete short middle intended for Damien Williams,,
2,0:21,2,10,NYG 30,3,19,Andy Dalton pass complete short middle to Allen Robinson for 4 yards (tackle by Adoree' Jackson),,
2,0:04,3,6,NYG 26,3,19,Andy Dalton spiked the ball,,
2,0:03,,,,,,Timeout #2 by New York Giants,,
2,0:03,4,6,NYG 26,3,22,Cairo Santos 44 yard field goal good,,
Quarter,Time,Down,ToGo,Location,NYG,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,3,22,"Graham Gano kicks off 65 yards, touchback.",,
3,15:00,1,10,CHI 25,3,22,David Montgomery left tackle for 7 yards (tackle by Lorenzo Carter),,
3,14:16,2,3,CHI 32,3,22,Andy Dalton pass complete short middle to Cole Kmet for 6 yards (tackle by Leonard Williams and David Moa),,
3,13:39,1,10,CHI 38,3,22,Andy Dalton pass complete short middle to Darnell Mooney for 16 yards (tackle by Xavier McKinney),,
3,13:04,1,10,NYG 46,3,22,Andy Dalton pass incomplete short left,,
3,12:56,2,10,NYG 46,3,22,Andy Dalton pass complete short right to Darnell Mooney for 8 yards (tackle by Logan Ryan and Adoree' Jackson),,
3,12:12,3,2,NYG 38,3,22,Andy Dalton pass complete short right to Allen Robinson for 8 yards (tackle by Jarren Williams and Azeez Ojulari),,
3,11:37,1,10,NYG 30,3,22,Andy Dalton pass incomplete deep right intended for Jimmy Graham,,
3,11:31,2,10,NYG 30,3,22,Andy Dalton scrambles up the middle for 9 yards (tackle by Tae Crowder),,
3,11:07,3,1,NYG 21,3,22,Khalil Herbert left tackle for 2 yards (tackle by Xavier McKinney and Tae Crowder),,
3,10:26,1,10,NYG 19,3,22,David Montgomery left tackle for 2 yards (tackle by Aaron Robinson and Leonard Williams),,
3,9:39,2,8,NYG 17,3,22,"Andy Dalton pass incomplete short left intended for Cole Kmet (defended by James Bradberry). Penalty on James Bradberry: Defensive Pass Interference, 15 yards (accepted) (no play)",,
3,9:33,1,10,NYG 2,3,28,"David Montgomery left guard for 2 yards, touchdown",,
3,9:30,,,NYG 15,3,29,Cairo Santos kicks extra point good,,
3,9:30,,,CHI 35,3,29,"Cairo Santos kicks off 65 yards, touchback.",,
3,9:30,1,10,NYG 25,3,29,Saquon Barkley left guard for 9 yards (tackle by Eddie Jackson),,
3,8:52,2,1,NYG 34,3,29,Saquon Barkley left guard for 6 yards (tackle by Eddie Goldman),,
3,8:12,1,10,NYG 40,3,29,Devontae Booker right tackle for 4 yards (tackle by Artie Burns),,
3,7:33,2,6,NYG 44,3,29,Devontae Booker right tackle for 1 yard (tackle by Alec Ogletree and Artie Burns),,
3,6:46,3,5,NYG 45,3,29,Mike Glennon pass incomplete short right intended for Devontae Booker,,
3,6:42,4,5,NYG 45,3,29,Riley Dixon punts 33 yards downed by Cam Brown,,
3,6:33,1,10,CHI 22,3,29,"David Montgomery left tackle for 1 yard (tackle by Logan Ryan). Penalty on Cody Whitehair: Offensive Holding, 10 yards (accepted)",,
3,6:05,1,20,CHI 12,3,29,Andy Dalton pass incomplete deep right intended for Darnell Mooney,,
3,5:59,2,19,CHI 13,3,29,Andy Dalton pass incomplete short middle intended for Darnell Mooney (defended by Azeez Ojulari),,
3,5:56,3,19,CHI 13,3,29,Andy Dalton pass complete short middle to Cole Kmet for 11 yards (tackle by Lorenzo Carter),,
3,5:13,4,8,CHI 24,3,29,"Pat O'Donnell punts 56 yards, returned by Pharoh Cooper for 17 yards (tackle by Thomas Graham)",,
3,4:59,1,10,NYG 37,3,29,Saquon Barkley left tackle for 8 yards (tackle by Jaylon Johnson),,
3,4:39,2,2,NYG 45,3,29,Mike Glennon pass complete short right to Evan Engram for 12 yards (tackle by Alec Ogletree),,
3,3:58,1,10,CHI 43,3,29,Saquon Barkley left guard for 3 yards (tackle by Alec Ogletree),,
3,3:24,2,7,CHI 40,3,29,Devontae Booker right guard for 3 yards (tackle by Roquan Smith),,
3,2:42,3,4,CHI 37,3,29,"Mike Glennon sacked by Trevis Gipson for -7 yards. Mike Glennon fumbles (forced by Trevis Gipson), recovered by Khyiris Tonga at CHI-44 (tackle by Trevis Gipson)",,
3,2:36,1,10,CHI 44,3,29,Andy Dalton pass deep middle intended for Allen Robinson is intercepted by James Bradberry at NYG-33 and returned for no gain (tackle by Allen Robinson),,
3,2:30,1,10,NYG 33,3,29,Saquon Barkley left guard for 1 yard (tackle by Jaylon Johnson),,
3,1:54,2,9,NYG 34,3,29,Saquon Barkley right tackle for 1 yard (tackle by Tashaun Gipson),,
3,1:09,3,8,NYG 35,3,29,"Mike Glennon for -6 yards. Mike Glennon fumbles, recovered by Mike Glennon at NYG-29 Mike Glennon pass incomplete short left intended for Pharoh Cooper (defended by Artie Burns)",,
3,1:00,4,8,NYG 35,3,29,Riley Dixon punts 38 yards downed by Keion Crossen,,
3,0:55,1,10,CHI 27,3,29,David Montgomery left tackle for 4 yards (tackle by Jaylon Smith and Woodrow Hamilton),,
3,0:17,2,6,CHI 31,3,29,David Montgomery left guard for 4 yards (tackle by Leonard Williams and Woodrow Hamilton),,
Quarter,Time,Down,ToGo,Location,NYG,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,CHI 35,3,29,Andy Dalton pass complete short right to Allen Robinson for 10 yards (tackle by Adoree' Jackson),,
4,14:16,1,10,CHI 45,3,29,Andy Dalton pass complete short left to Darnell Mooney for 3 yards (tackle by Xavier McKinney),,
4,13:34,2,7,CHI 48,3,29,Andy Dalton pass incomplete short right intended for Damiere Byrd,,
4,13:30,3,7,CHI 48,3,29,Andy Dalton pass complete short middle to Allen Robinson for 13 yards (tackle by Logan Ryan),,
4,12:47,1,10,NYG 39,3,29,David Montgomery left tackle for 1 yard (tackle by Quincy Roche and Tae Crowder),,
4,12:04,2,9,NYG 38,3,29,Andy Dalton pass incomplete short right intended for Darnell Mooney (defended by Lorenzo Carter),,
4,12:01,3,9,NYG 38,3,29,Andy Dalton sacked by Jaylon Smith for -9 yards,,
4,11:22,4,18,NYG 47,3,29,"Penalty on Patrick Scales: False Start, 5 yards (accepted) (no play)",,
4,11:22,4,23,CHI 48,3,29,"Pat O'Donnell punts 52 yards, touchback.",,
4,11:13,1,10,NYG 20,3,29,Mike Glennon pass complete short left to David Sills for 12 yards (tackle by Eddie Jackson),,
4,10:32,1,10,NYG 32,3,29,Mike Glennon scrambles left end for 13 yards (tackle by Alec Ogletree),,
4,10:29,1,10,NYG 45,3,29,"Penalty on Jaylon Johnson: Illegal Contact, 5 yards (accepted) (no play)",,
4,10:08,1,10,NYG 50,3,29,Devontae Booker left guard for 5 yards (tackle by Deon Bush and Alec Ogletree),,
4,9:39,2,5,CHI 45,3,29,Mike Glennon pass complete short middle to Devontae Booker for -4 yards (tackle by Roquan Smith),,
4,9:00,3,9,CHI 49,3,29,Mike Glennon pass incomplete short middle intended for Evan Engram,,
4,8:56,4,9,CHI 49,3,29,"Mike Glennon sacked by Bruce Irvin for no gain. Penalty on Alec Ogletree: Defensive Holding, 5 yards (accepted) (no play)",,
4,8:34,1,10,CHI 44,3,29,"Mike Glennon sacked by Robert Quinn for -7 yards. Mike Glennon fumbles (forced by Robert Quinn), recovered by Matt Skura at NYG-49 (tackle by Robert Quinn)",,
4,8:06,,,,,,Timeout #1 by Chicago Bears,,
4,8:06,2,17,NYG 49,3,29,Saquon Barkley left tackle for 7 yards (tackle by Roquan Smith),,
4,7:30,3,10,CHI 44,3,29,Mike Glennon pass incomplete short middle intended for Saquon Barkley,,
4,7:26,4,10,CHI 44,3,29,Mike Glennon pass incomplete short middle intended for Kyle Rudolph,,
4,7:21,1,10,CHI 45,3,29,David Montgomery right guard for 4 yards (tackle by Austin Johnson),,
4,6:35,2,6,CHI 49,3,29,David Montgomery left end for -1 yards (tackle by Quincy Roche),,
4,5:50,3,6,CHI 48,3,29,David Montgomery right guard for 1 yard (tackle by Austin Johnson),,
4,5:04,4,5,CHI 49,3,29,Pat O'Donnell punts 35 yards downed by Thomas Graham,,
4,4:56,1,10,NYG 16,3,29,Devontae Booker left guard for 5 yards (tackle by Bilal Nichols),,
4,4:23,2,5,NYG 21,3,29,Devontae Booker left guard for 1 yard (tackle by Bilal Nichols),,
4,3:45,3,4,NYG 22,3,29,Mike Glennon pass short middle (defended by Bilal Nichols) intended for Pharoh Cooper is intercepted by Deon Bush at NYG-30 and returned for 15 yards (tackle by Andrew Thomas),,
4,3:36,1,10,NYG 15,3,29,David Montgomery right guard for 3 yards (tackle by Austin Johnson),,
4,2:51,2,7,NYG 12,3,29,David Montgomery left tackle for 3 yards (tackle by Elerson Smith and Leonard Williams),,
4,2:03,3,4,NYG 9,3,29,David Montgomery right guard for no gain (tackle by Xavier McKinney),,
4,1:55,4,4,NYG 9,3,29,David Montgomery pass short middle intended for Cole Kmet is intercepted by Tae Crowder in end zone and returned for 17 yards (tackle by Jimmy Graham),,
4,1:42,1,10,NYG 17,3,29,Saquon Barkley left tackle for 3 yards (tackle by Angelo Blackson),,
4,1:05,2,7,NYG 20,3,29,Saquon Barkley right tackle for 9 yards (tackle by Alec Ogletree and Roquan Smith),,
4,0:29,1,10,NYG 29,3,29,Saquon Barkley right end for 1 yard (tackle by Sam Kamara),,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
