Quarter,Time,Down,ToGo,Location,ARI,SFO,Detail,EPB,EPA
1,8:14,3,9,SFO 13,0,0,"Penalty on Michael Crabtree: False Start, 5 yards (no play)",-1.300,-1.890
1,8:14,3,14,SFO 8,0,0,Colin Kaepernick pass incomplete short left intended for Michael Crabtree (defended by Patrick Peterson),-1.890,-2.490
1,8:08,4,14,SFO 8,0,0,"Andy Lee punts 45 yards, out of bounds",-2.490,-2.060
1,8:00,1,10,ARI 47,0,0,Brian Hoyer pass complete short left to Larry Fitzgerald for 7 yards (tackle by Carlos Rogers),2.060,2.460
1,7:22,2,3,SFO 46,0,0,Brian Hoyer pass complete short left to Michael Floyd for 15 yards (tackle by Dashon Goldson and Donte Whitner),2.460,3.510
1,6:48,1,10,SFO 31,0,0,Brian Hoyer pass complete short left to Andre Roberts for 12 yards (tackle by Navorro Bowman),3.510,4.310
1,6:25,1,10,SFO 19,0,0,William Powell up the middle for 3 yards (tackle by Isaac Sopoaga),4.310,4.180
1,5:47,2,7,SFO 16,0,0,Brian Hoyer pass incomplete short right intended for Andre Roberts,4.180,3.410
1,5:42,3,7,SFO 16,0,0,Brian Hoyer pass incomplete short right intended for Larry Fitzgerald (defended by Chris Culliver),3.410,2.380
1,5:37,4,7,SFO 16,3,0,Jay Feely 35 yard field goal good,2.380,3.000
1,5:33,,,ARI 35,3,0,"Jay Feely kicks off 67 yards, returned by LaMichael James for 33 yards (tackle by Michael Adams)",0.000,1.000
1,5:27,1,10,SFO 31,3,0,Frank Gore right end for no gain (tackle by William Gay and Dan Williams),1.000,0.460
1,4:55,2,10,SFO 31,3,0,Colin Kaepernick pass complete short left to Vernon Davis for 5 yards (tackle by Adrian Wilson),0.460,0.430
1,4:10,3,5,SFO 36,3,0,Colin Kaepernick pass incomplete short right intended for A.J. Jenkins,0.430,-0.980
1,4:06,4,5,SFO 36,3,0,"Andy Lee punts 56 yards, returned by Patrick Peterson for 5 yards (tackle by Tramaine Brock)",-0.980,0.320
1,3:55,1,10,ARI 13,3,0,William Powell left tackle for 6 yards (tackle by Ricky Jean-Francois),-0.320,0.030
1,3:17,2,4,ARI 19,3,0,Brian Hoyer pass complete deep right to Michael Floyd for 34 yards (tackle by Chris Culliver),0.030,2.460
1,2:46,1,10,SFO 47,3,0,William Powell left guard for 9 yards (tackle by Ian Williams and Navorro Bowman),2.460,3.130
1,2:18,2,1,SFO 38,3,0,William Powell up the middle for 10 yards (tackle by Donte Whitner and Tarell Brown),3.130,3.710
1,1:48,1,10,SFO 28,3,0,William Powell up the middle for 1 yard (tackle by Isaac Sopoaga),3.710,3.300
1,1:16,2,9,SFO 27,3,0,Brian Hoyer pass complete short right to Jim Dray for 12 yards (tackle by Donte Whitner),3.300,4.580
1,0:44,1,10,SFO 15,3,0,William Powell left end for -3 yards (tackle by Aldon Smith),4.580,3.560
Quarter,Time,Down,ToGo,Location,ARI,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,13,SFO 18,3,0,LaRod Stephens-Howling up the middle for -1 yards (tackle by Ahmad Brooks),3.560,2.790
2,14:22,3,14,SFO 19,3,0,Brian Hoyer pass complete short middle to Larry Fitzgerald for 6 yards (tackle by Navorro Bowman),2.790,2.570
2,13:47,4,8,SFO 13,6,0,Jay Feely 31 yard field goal good,2.570,3.000
2,13:44,,,ARI 35,6,0,"Jay Feely kicks off 49 yards, returned by Delanie Walker for 3 yards (tackle by Jim Dray)",0.000,0.150
2,13:37,1,10,SFO 19,6,0,Colin Kaepernick left end for 7 yards (tackle by Adrian Wilson),0.150,0.610
2,13:07,2,3,SFO 26,6,0,Frank Gore right tackle for 4 yards (tackle by David Carter and Daryl Washington),0.610,0.940
2,12:29,1,10,SFO 30,6,0,LaMichael James right end for 26 yards (tackle by Calais Campbell and Kerry Rhodes),0.940,2.650
2,11:36,1,10,ARI 44,6,0,Colin Kaepernick pass complete short middle to Michael Crabtree for 17 yards (tackle by Patrick Peterson),2.650,3.780
2,10:57,1,10,ARI 27,6,0,Frank Gore left guard for 2 yards (tackle by Dan Williams and Daryl Washington),3.780,3.500
2,10:17,2,8,ARI 25,6,0,Colin Kaepernick sacked by Calais Campbell for -4 yards,3.500,2.280
2,9:43,3,12,ARI 29,6,0,Colin Kaepernick left end for 3 yards (tackle by Daryl Washington),2.280,1.740
2,9:09,4,9,ARI 26,6,0,David Akers 44 yard field goal no good,1.740,-1.200
2,9:03,1,10,ARI 34,6,0,William Powell left tackle for 3 yards (tackle by Ricky Jean-Francois),1.200,1.060
2,8:26,2,7,ARI 37,6,0,Brian Hoyer pass incomplete short right intended for Jeff King,1.060,0.370
2,8:22,3,7,ARI 37,6,0,Brian Hoyer pass incomplete short right intended for Andre Roberts (defended by Carlos Rogers),0.370,-0.910
2,8:15,4,7,ARI 37,6,0,"Dave Zastudil punts 63 yards, touchback",-0.910,-0.280
2,8:08,1,10,SFO 20,6,0,Colin Kaepernick pass complete deep middle to Michael Crabtree for 31 yards (tackle by Patrick Peterson),0.280,2.320
2,7:28,1,10,ARI 49,6,6,"Colin Kaepernick pass complete deep left to Michael Crabtree for 49 yards, touchdown",2.320,7.000
2,7:28,,,ARI 2,6,7,David Akers kicks extra point good,0.000,0.000
2,7:20,,,SFO 35,6,7,"David Akers kicks off 60 yards, returned by LaRod Stephens-Howling for 16 yards (tackle by C.J. Spillman)",0.000,0.340
2,7:14,1,10,ARI 21,6,7,Brian Hoyer pass incomplete short middle intended for Senio Kelemete (defended by Isaac Sopoaga),0.340,1.000
2,6:34,1,10,ARI 31,6,7,William Powell up the middle for 5 yards (tackle by Ray McDonald),1.000,1.140
2,6:01,2,5,ARI 36,6,7,William Powell up the middle for 2 yards (tackle by Navorro Bowman and Ricky Jean-Francois),1.140,0.700
2,5:23,3,3,ARI 38,6,7,Brian Hoyer pass incomplete short left intended for Larry Fitzgerald (defended by Tarell Brown),0.700,-0.850
2,5:19,4,3,ARI 38,6,7,"Dave Zastudil punts 40 yards, fair catch by Ted Ginn Jr.",-0.850,-0.410
2,5:12,1,10,SFO 22,6,7,Frank Gore right tackle for -1 yards (tackle by Dan Williams),0.410,-0.270
2,4:34,2,11,SFO 21,6,7,Colin Kaepernick pass incomplete short right intended for Delanie Walker,-0.270,-0.960
2,4:27,3,11,SFO 21,6,7,Colin Kaepernick pass complete deep left to Michael Crabtree for 19 yards,-0.960,1.600
2,4:01,1,10,SFO 40,6,7,Colin Kaepernick pass incomplete short right intended for Michael Crabtree,1.600,1.050
2,3:54,2,10,SFO 40,6,7,LaMichael James up the middle for 12 yards (tackle by Paris Lenon and Kerry Rhodes),1.050,2.390
2,3:21,1,10,ARI 48,6,7,Frank Gore right guard for no gain (tackle by David Carter),2.390,1.850
2,2:43,2,10,ARI 48,6,7,Colin Kaepernick pass complete deep left to Delanie Walker for 23 yards (tackle by Adrian Wilson),1.850,3.910
2,2:00,1,10,ARI 25,6,7,Colin Kaepernick pass complete short left to Frank Gore for 2 yards (tackle by Sam Acho),3.910,3.630
2,1:17,2,8,ARI 23,6,7,Frank Gore right guard for 6 yards (tackle by Paris Lenon and Adrian Wilson),3.630,3.850
2,0:40,3,2,ARI 17,6,7,"Penalty on Mike Iupati: False Start, 5 yards (no play)",3.850,0.000
2,0:35,,,,6,7,Timeout #1 by San Francisco 49ers,0.000,3.070
2,0:35,3,7,ARI 22,6,7,Colin Kaepernick pass incomplete deep right intended for Randy Moss (defended by Patrick Peterson),3.070,1.990
2,0:29,4,7,ARI 22,6,7,David Akers 40 yard field goal no good,1.990,-0.940
2,0:24,1,10,ARI 30,6,7,Brian Hoyer pass incomplete deep left intended for Michael Floyd,0.940,0.390
2,0:18,2,10,ARI 30,6,7,William Powell up the middle for 2 yards (tackle by Ahmad Brooks and Ricky Jean-Francois),0.390,-0.030
Quarter,Time,Down,ToGo,Location,ARI,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,6,7,"Jay Feely kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,SFO 20,6,7,Frank Gore left end for 1 yard (tackle by Daryl Washington),0.280,-0.130
3,14:20,2,9,SFO 21,6,7,Colin Kaepernick pass complete deep right to Randy Moss for 20 yards (tackle by Daryl Washington),-0.130,1.660
3,13:39,1,10,SFO 41,6,7,Colin Kaepernick pass incomplete deep left intended for Vernon Davis,1.660,1.120
3,13:34,2,10,SFO 41,6,7,Frank Gore up the middle for 2 yards (tackle by Dan Williams),1.120,0.700
3,12:52,3,8,SFO 43,6,7,Colin Kaepernick pass complete short right to Michael Crabtree for 28 yards (tackle by James Sanders),0.700,3.640
3,12:06,1,10,ARI 29,6,7,Colin Kaepernick pass incomplete deep right intended for Delanie Walker,3.640,3.100
3,11:59,2,10,ARI 29,6,7,Frank Gore right tackle for 3 yards (tackle by Dan Williams),3.100,2.810
3,11:15,3,7,ARI 26,6,7,Colin Kaepernick pass incomplete short left intended for Randy Moss,2.810,1.740
3,11:10,4,7,ARI 26,6,10,David Akers 43 yard field goal good,1.740,3.000
3,11:07,,,SFO 35,6,10,"David Akers kicks off 65 yards, returned by LaRod Stephens-Howling for 26 yards (tackle by Michael Wilhoite)",0.000,0.670
3,10:55,1,10,ARI 26,6,10,Brian Hoyer sacked by Ricky Jean-Francois for -9 yards,0.670,-1.220
3,10:21,2,19,ARI 17,6,10,Brian Hoyer sacked by Ahmad Brooks for -9 yards,-1.220,-3.530
3,9:45,3,28,ARI 8,6,10,William Powell up the middle for no gain (tackle by Patrick Willis),-3.530,-2.490
3,9:03,4,28,ARI 8,6,10,"Dave Zastudil punts 58 yards, returned by Ted Ginn Jr. for 28 yards (tackle by Michael Adams)",-2.490,-3.050
3,8:49,1,10,ARI 38,6,10,LaMichael James left end for 2 yards (tackle by William Gay),3.050,2.780
3,8:09,2,8,ARI 36,6,10,Colin Kaepernick pass complete deep middle to Delanie Walker for 27 yards (tackle by Kerry Rhodes),2.780,5.140
3,7:22,1,9,ARI 9,6,10,LaMichael James right end for no gain (tackle by Quentin Groves),5.140,4.380
3,6:42,2,9,ARI 9,6,10,Bruce Miller up the middle for 2 yards (tackle by Sam Acho),4.380,3.810
3,6:02,3,7,ARI 7,6,16,"Colin Kaepernick pass complete short left to Michael Crabtree for 7 yards, touchdown",3.810,7.000
3,6:02,,,ARI 2,6,17,David Akers kicks extra point good,0.000,0.000
3,5:58,,,SFO 35,6,17,"David Akers kicks off 64 yards, returned by LaRod Stephens-Howling for 21 yards (tackle by Larry Grant)",0.000,0.410
3,5:51,1,10,ARI 22,6,17,Brian Hoyer pass incomplete short left intended for Jeff King,0.410,-0.130
3,5:47,2,10,ARI 22,6,17,Brian Hoyer pass complete short right to Michael Floyd for 9 yards (tackle by Donte Whitner),-0.130,0.370
3,5:07,3,1,ARI 31,6,17,"Brian Hoyer pass complete short right to Jeff King for 12 yards (tackle by Dashon Goldson). Penalty on ARI: Illegal Shift, 5 yards (no play)",0.370,-0.290
3,4:34,3,6,ARI 26,6,17,Brian Hoyer pass incomplete short left intended for Andre Roberts,-0.290,-1.630
3,4:30,4,6,ARI 26,6,17,"Dave Zastudil punts 46 yards, fair catch by Ted Ginn Jr.",-1.630,-0.810
3,4:22,1,10,SFO 28,6,17,Colin Kaepernick pass complete short left to Randy Moss for 8 yards,0.810,1.340
3,3:50,2,2,SFO 36,6,17,Frank Gore left tackle for 7 yards (tackle by Kerry Rhodes),1.340,1.800
3,3:08,1,10,SFO 43,6,17,Frank Gore right guard for 9 yards (tackle by Dan Williams),1.800,2.470
3,2:25,2,1,ARI 48,6,17,Frank Gore up the middle for 8 yards (tackle by Adrian Wilson and William Gay),2.470,2.920
3,1:51,1,10,ARI 40,6,17,"LaMichael James left end for -1 yards (tackle by William Gay). LaMichael James fumbles (forced by William Gay), ball out of bounds at ARI-41",2.920,2.240
3,1:30,2,11,ARI 41,6,17,Colin Kaepernick pass incomplete short left intended for Michael Crabtree,2.240,1.550
3,1:23,3,11,ARI 41,6,17,Colin Kaepernick pass complete short right to Frank Gore for 5 yards (tackle by Quentin Groves),1.550,0.880
3,0:38,4,6,ARI 36,6,17,Colin Kaepernick pass complete short left to Michael Crabtree for 14 yards (tackle by Daryl Washington),0.880,4.110
Quarter,Time,Down,ToGo,Location,ARI,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ARI 22,6,17,Colin Kaepernick pass complete short right to Frank Gore for 14 yards (tackle by Adrian Wilson),4.110,5.370
4,14:21,1,8,ARI 8,6,17,Frank Gore left tackle for 1 yard (tackle by Stewart Bradley),5.370,4.760
4,13:39,2,7,ARI 7,6,17,Frank Gore right tackle for 5 yards (tackle by Stewart Bradley and Daryl Washington),4.760,0.000
4,13:02,,,,6,17,Timeout #1 by San Francisco 49ers,0.000,4.950
4,13:02,3,2,ARI 2,6,23,"Frank Gore right guard for 2 yards, touchdown",4.950,7.000
4,13:02,,,ARI 2,6,24,David Akers kicks extra point good,0.000,0.000
4,12:59,,,SFO 35,6,24,"David Akers kicks off 65 yards, touchback",0.000,0.280
4,12:59,1,10,ARI 20,6,24,"Brian Hoyer pass complete short right to Michael Floyd for 5 yards (tackle by Ray McDonald). Michael Floyd fumbles (forced by Ray McDonald), recovered by Donte Whitner at ARI-34 (tackle by Adam Snyder)",0.280,-3.310
4,12:49,1,10,ARI 34,6,24,Colin Kaepernick pass incomplete short right intended for Michael Crabtree,3.310,2.770
4,12:43,2,10,ARI 34,6,24,Frank Gore up the middle for 4 yards (tackle by Stewart Bradley),2.770,2.610
4,12:03,3,6,ARI 30,6,24,Colin Kaepernick pass incomplete deep right intended for Michael Crabtree,2.610,0.000
4,11:59,,,,6,24,Timeout #2 by San Francisco 49ers,0.000,1.430
4,11:59,4,6,ARI 30,6,24,Colin Kaepernick pass complete short middle to Michael Crabtree for 7 yards (tackle by Rashad Johnson),1.430,4.040
4,11:22,1,10,ARI 23,6,24,"Frank Gore right guard for 6 yards (tackle by Daryl Washington). Penalty on Nick Eason: Face Mask (15 Yards), 9 yards",4.040,5.370
4,11:00,1,8,ARI 8,6,24,Anthony Dixon left tackle for 4 yards (tackle by Daryl Washington and Stewart Bradley),5.370,5.340
4,10:21,2,4,ARI 4,6,24,Anthony Dixon right guard for 1 yard (tackle by Kerry Rhodes),5.340,4.720
4,9:36,3,3,ARI 3,6,24,Colin Kaepernick left end for -5 yards (tackle by Sam Acho),4.720,2.950
4,9:10,4,8,ARI 8,6,27,David Akers 26 yard field goal good,2.950,3.000
4,9:07,,,SFO 35,6,27,"David Akers kicks off 67 yards, returned by LaRod Stephens-Howling for 21 yards (tackle by Tramaine Brock)",0.000,0.150
4,9:02,1,10,ARI 19,6,27,Brian Hoyer pass complete short left to Andre Roberts for 3 yards (tackle by Carlos Rogers),0.150,0.070
4,8:34,2,7,ARI 22,6,27,Brian Hoyer pass complete short left to Jeff King for 6 yards (tackle by Tarell Brown),0.070,0.100
4,8:05,3,1,ARI 28,6,27,Brian Hoyer pass complete short right to Jeff King for 2 yards (tackle by Patrick Willis),0.100,0.940
4,7:41,1,10,ARI 30,6,27,Brian Hoyer pass complete short right to Michael Floyd for 6 yards (tackle by Chris Culliver),0.940,1.200
4,7:14,2,4,ARI 36,6,27,Brian Hoyer pass complete short left to Andre Roberts for 3 yards (tackle by Tarell Brown),1.200,0.890
4,6:34,3,1,ARI 39,6,27,William Powell up the middle for 2 yards (tackle by Ian Williams),0.890,1.660
4,6:07,1,10,ARI 41,6,27,"Brian Hoyer pass incomplete deep left intended for Larry Fitzgerald is intercepted by Tarell Brown at SFO-43 and returned for 12 yards. Penalty on Aldon Smith: Unnecessary Roughness, 15 yards",1.660,-1.600
4,5:57,1,10,SFO 40,6,27,Anthony Dixon up the middle for 1 yard (tackle by Stewart Bradley),1.600,1.190
4,5:17,2,9,SFO 41,6,27,LaMichael James left guard for no gain (tackle by Stewart Bradley),1.190,0.500
4,4:35,3,9,SFO 41,6,27,Alex Smith pass complete short right to Bruce Miller for 6 yards (tackle by Kerry Rhodes),0.500,-0.260
4,3:49,4,3,SFO 47,6,27,"Andy Lee punts 36 yards, returned by Andre Roberts for 5 yards (tackle by Navorro Bowman)",-0.260,-0.410
4,3:38,1,10,ARI 22,6,27,Brian Hoyer pass complete short left to Jeff King for 2 yards (tackle by Michael Wilhoite),0.410,0.140
4,3:33,2,8,ARI 24,6,27,Brian Hoyer pass complete deep left to Michael Floyd for 53 yards (tackle by Darcel McBath),0.140,4.040
4,3:00,1,10,SFO 23,6,27,Brian Hoyer pass incomplete deep right intended for Michael Floyd,4.040,3.500
4,2:55,2,10,SFO 23,6,27,Brian Hoyer pass incomplete short left intended for Michael Floyd (defended by Tramaine Brock),3.500,2.810
4,2:50,3,10,SFO 23,6,27,"Brian Hoyer pass incomplete short right intended for Andre Roberts. Penalty on Senio Kelemete: Offensive Holding, 10 yards (no play)",2.810,0.000
4,2:43,,,,6,27,Timeout #3 by San Francisco 49ers,0.000,1.490
4,2:43,3,20,SFO 33,6,27,Brian Hoyer pass complete short left to William Powell for -4 yards (tackle by Ian Williams),1.490,0.790
4,2:06,4,24,SFO 37,12,27,"Brian Hoyer pass complete deep right to Michael Floyd for 37 yards, touchdown",0.790,7.000
4,2:06,,,SFO 2,13,27,Jay Feely kicks extra point good,0.000,0.000
4,1:59,,,ARI 35,13,27,"Jay Feely kicks onside 9 yards, recovered by Randy Moss. Penalty on James Sanders: Offside on Free Kick, 5 yards",0.000,2.980
4,1:58,1,10,ARI 39,13,27,LaMichael James for 10 yards (tackle by Dan Williams and Kerry Rhodes),2.980,3.640
4,1:15,1,10,ARI 29,13,27,Alex Smith kneels for -1 yards,3.640,2.970
4,0:32,2,11,ARI 30,13,27,Alex Smith kneels for -1 yards,2.970,2.150
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
