#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:11,OAK 5,3,1:28,3,Punt
2,1,9:51,OAK 3,3,1:21,-3,Safety
3,1,7:31,OAK 47,6,2:46,29,Field Goal
4,2,14:56,OAK 33,5,1:59,67,Touchdown
5,2,12:44,MIN 14,4,1:26,2,Field Goal
6,2,9:17,OAK 26,3,1:57,3,Punt
7,2,4:35,OAK 32,9,2:53,44,Field Goal
8,2,0:46,MIN 46,5,0:46,15,Field Goal
9,3,15:00,OAK 8,6,4:03,13,Punt
10,3,8:23,OAK 22,5,2:37,34,Punt
11,3,4:32,MIN 45,3,1:48,19,Fumble
12,4,14:52,OAK 25,6,3:57,6,Punt
13,4,5:22,OAK 8,7,1:59,58,Field Goal
14,4,1:55,OAK 17,1,0:09,0,Interception
15,4,1:46,OAK 18,9,1:46,41,End of Game
