Quarter,Time,Down,ToGo,Location,OAK,MIN,Detail,EPB,EPA
2,14:49,1,10,OAK 33,3,12,Daunte Culpepper pass complete short left to Jerry Porter for 11 yards (tackle by Cedric Griffin),1.140,1.860
2,14:24,1,10,OAK 44,3,12,Daunte Culpepper pass complete deep right to Ronald Curry for 49 yards (tackle by Darren Sharper),1.860,5.600
2,13:39,1,7,MIN 7,3,12,"Daunte Culpepper for no gain. Daunte Culpepper fumbles, recovered by Daunte Culpepper at MIN-10",5.600,4.190
2,13:08,2,10,MIN 10,3,12,Daunte Culpepper pass incomplete short middle intended for Ronald Curry,4.190,3.130
2,13:03,3,10,MIN 10,9,12,"Daunte Culpepper pass complete short left to John Madsen for 10 yards, touchdown",3.130,7.000
2,,,,MIN 2,10,12,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,10,12,"Sebastian Janikowski kicks off 72 yards, returned by Troy Williamson for 21 yards (tackle by Ricky Brown)",0.000,0.150
2,12:52,1,10,MIN 19,10,12,"Chester Taylor left end for -5 yards (tackle by Warren Sapp). Chester Taylor fumbles (forced by Warren Sapp), recovered by Jarrod Cooper at MIN-14 (tackle by Jeff Dugan)",0.150,-4.650
2,12:44,1,10,MIN 14,10,12,"Daunte Culpepper pass incomplete short middle intended for Justin Fargas. Penalty on Robert Gallery: Ineligible Downfield Pass, 5 yards (no play)",4.650,4.260
2,12:40,1,15,MIN 19,10,12,Justin Fargas up the middle for 3 yards (tackle by E.J. Henderson),4.260,3.720
2,12:03,2,12,MIN 16,10,12,Daunte Culpepper pass incomplete short right intended for Jerry Porter,3.720,3.000
2,12:00,3,12,MIN 16,10,12,Justin Fargas right end for 4 yards (tackle by Antoine Winfield),3.000,2.630
2,11:22,4,8,MIN 12,13,12,Sebastian Janikowski 30 yard field goal good,2.630,3.000
2,,,,OAK 30,13,12,"Sebastian Janikowski kicks off 61 yards, returned by Charles Gordon for 27 yards (tackle by Fabian Washington)",0.000,1.330
2,11:13,1,10,MIN 36,13,12,Tarvaris Jackson pass complete short right to Tony Richardson for 11 yards (tackle by Stanford Routt),1.330,2.060
2,10:38,1,10,MIN 47,13,12,Chester Taylor up the middle for 4 yards (tackle by Kirk Morrison),2.060,2.060
2,10:04,2,6,OAK 49,13,12,Tarvaris Jackson pass complete short middle to Jim Kleinsasser for 11 yards (tackle by Michael Huff),2.060,3.050
2,9:25,1,10,OAK 38,13,18,"Chester Taylor up the middle for 38 yards, touchdown",3.050,7.000
2,,,,OAK 2,13,19,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 30,13,19,"Ryan Longwell kicks off 61 yards, returned by Dominic Rhodes for 17 yards (tackle by Charles Gordon)",0.000,0.670
2,9:12,1,10,OAK 26,13,19,Daunte Culpepper sacked for -4 yards,0.670,-0.410
2,8:44,2,14,OAK 22,13,19,Justin Fargas up the middle for -1 yards (tackle by Pat Williams),-0.410,-1.220
2,8:05,3,15,OAK 21,13,19,Daunte Culpepper pass complete short middle to Ronald Curry for 8 yards (tackle by Charles Gordon),-1.220,-1.440
2,7:30,4,7,OAK 29,13,19,"Shane Lechler punts 54 yards, returned by Mewelde Moore for -1 yards (tackle by Jarrod Cooper)",-1.440,0.140
2,7:20,1,10,MIN 16,13,19,Tarvaris Jackson pass complete short middle to Bobby Wade for 9 yards (tackle by Hiram Eugene),-0.140,0.690
2,6:43,2,1,MIN 25,13,19,Chester Taylor up the middle for 4 yards (tackle by Kirk Morrison and Gerard Warren),0.690,0.870
2,6:07,1,10,MIN 29,13,19,Tarvaris Jackson pass complete short right to Robert Ferguson for 6 yards (tackle by Stanford Routt),0.870,1.140
2,5:28,2,4,MIN 35,13,19,Chester Taylor left guard for no gain (tackle by Jay Richardson),1.140,0.430
2,4:48,3,4,MIN 35,13,19,Tarvaris Jackson pass incomplete short middle intended for Sidney Rice,0.430,-1.040
2,4:42,4,4,MIN 35,13,19,Chris Kluwe punts 33 yards,-1.040,-1.070
2,4:35,1,10,OAK 32,13,19,Justin Fargas left end for no gain (tackle by Ben Leber),1.070,0.530
2,3:56,2,10,OAK 32,13,19,Daunte Culpepper pass complete short right to Justin Griffith for 12 yards (tackle by E.J. Henderson),0.530,1.860
2,3:27,1,10,OAK 44,13,19,Justin Fargas left tackle for 7 yards (tackle by Darren Sharper and Chad Greenway),1.860,2.260
2,2:54,2,3,MIN 49,13,19,Justin Fargas left guard for 2 yards (tackle by Kevin Williams),2.260,1.820
2,2:25,3,1,MIN 47,13,19,Daunte Culpepper pass complete short middle to Ronald Curry for 17 yards (tackle by Ben Leber),1.820,3.580
2,2:00,1,10,MIN 30,13,19,Daunte Culpepper pass complete short right to Justin Griffith for 6 yards (tackle by Tank Williams),3.580,3.840
2,1:54,2,4,MIN 24,13,19,Daunte Culpepper pass incomplete short middle intended for Zach Miller (defended by Pat Williams),3.840,3.140
2,1:51,3,4,MIN 24,13,19,Daunte Culpepper pass incomplete short right intended for John Madsen,3.140,1.940
2,1:47,4,4,MIN 24,16,19,Sebastian Janikowski 42 yard field goal good,1.940,3.000
2,,,,OAK 30,16,19,"Sebastian Janikowski kicks off 68 yards, returned by Troy Williamson for 25 yards (tackle by Tony Stewart)",0.000,0.740
2,1:34,1,10,MIN 27,16,19,Tarvaris Jackson pass complete short right to Troy Williamson for 9 yards (tackle by Nnamdi Asomugha),0.740,1.410
2,1:11,2,1,MIN 36,16,19,Tarvaris Jackson pass complete short right to Bobby Wade for 5 yards (tackle by Stanford Routt),1.410,1.660
2,1:05,,,,16,19,Timeout #1 by Minnesota Vikings,0.000,1.660
2,1:05,1,10,MIN 41,16,19,Tarvaris Jackson pass incomplete deep right intended for Sidney Rice,1.660,1.120
2,0:58,2,10,MIN 41,16,19,Tarvaris Jackson pass complete short right to Sidney Rice for 10 yards (tackle by Fabian Washington),1.120,2.320
2,0:53,1,10,OAK 49,16,19,"Tarvaris Jackson sacked by Chris Clemons for -6 yards. Tarvaris Jackson fumbles (forced by Chris Clemons), recovered by Warren Sapp at MIN-46 (tackle by Anthony Herrera)",2.320,-2.520
2,0:46,1,10,MIN 46,16,19,Justin Fargas left tackle for -1 yards (tackle by Pat Williams),2.520,1.840
2,0:24,2,11,MIN 47,16,19,Daunte Culpepper pass incomplete short right intended for Tim Dwight,1.840,1.160
2,0:17,3,11,MIN 47,16,19,Daunte Culpepper pass complete short left to Justin Fargas for 15 yards (tackle by Kevin Williams),1.160,3.450
2,0:10,1,10,MIN 32,16,19,Dominic Rhodes left end for 1 yard (tackle by Spencer Johnson),3.450,3.040
2,0:03,,,,16,19,Timeout #2 by Oakland Raiders,0.000,3.040
2,0:03,2,9,MIN 31,19,19,Sebastian Janikowski 49 yard field goal good,3.040,3.000
Quarter,Time,Down,ToGo,Location,OAK,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,19,19,"Ryan Longwell kicks off 67 yards, returned by Dominic Rhodes for 12 yards (tackle by Marcus McCauley). Penalty on Jarrod Cooper: Offensive Holding, 7 yards",0.000,-0.380
3,14:54,1,10,OAK 8,19,19,Justin Fargas left guard for 5 yards (tackle by Pat Williams and Ben Leber),-0.380,-0.410
3,14:22,2,5,OAK 13,19,19,Justin Fargas left guard for -6 yards (tackle by Kevin Williams),-0.410,-1.540
3,13:37,3,11,OAK 7,19,19,Justin Fargas left guard for 12 yards (tackle by Cedric Griffin),-1.540,0.150
3,12:56,1,10,OAK 19,19,19,"Justin Fargas right end for -1 yards (tackle by E.J. Henderson). Penalty on Paul McQuistan: Offensive Holding, 10 yards (no play)",0.150,-0.760
3,12:27,1,20,OAK 9,19,19,Daunte Culpepper pass incomplete short left intended for Justin Fargas,-0.760,-1.510
3,12:20,2,20,OAK 9,19,19,Justin Fargas left tackle for 5 yards (tackle by Pat Williams and Ben Leber),-1.510,-1.920
3,11:40,3,15,OAK 14,19,19,Justin Fargas left end for 7 yards (tackle by Cedric Griffin),-1.920,-1.960
3,11:07,4,8,OAK 21,19,19,"Shane Lechler punts 53 yards, returned by Mewelde Moore for 6 yards (tackle by Chris Johnson)",-1.960,-1.070
3,10:57,1,10,MIN 32,19,19,Chester Taylor right guard for 29 yards (tackle by Nnamdi Asomugha),1.070,2.980
3,10:23,,,,19,19,Timeout #1 by Minnesota Vikings,0.000,2.980
3,10:23,1,10,OAK 39,19,19,Tarvaris Jackson pass complete short middle to Chester Taylor for 15 yards (tackle by Warren Sapp),2.980,3.970
3,9:48,1,10,OAK 24,19,19,"Mewelde Moore up the middle for -2 yards (tackle by Jon Alston and Warren Sapp). Mewelde Moore fumbles (forced by Jon Alston), recovered by Visanthe Shiancoe at OAK-26",3.970,3.160
3,9:06,2,12,OAK 26,19,19,Tarvaris Jackson pass incomplete short left intended for Tony Richardson,3.160,2.480
3,9:03,3,12,OAK 26,19,19,Chester Taylor up the middle for 6 yards (tackle by Thomas Howard),2.480,2.150
3,8:27,4,6,OAK 20,19,22,Ryan Longwell 38 yard field goal good,2.150,3.000
3,,,,MIN 30,19,22,"Ryan Longwell kicks off 60 yards, returned by Dominic Rhodes for 12 yards (tackle by Vinny Ciurciu)",0.000,0.410
3,8:17,1,10,OAK 22,19,22,Daunte Culpepper pass complete deep middle to Tim Dwight for 19 yards (tackle by Darren Sharper),0.410,1.660
3,7:47,1,10,OAK 41,19,22,Justin Fargas left tackle for 13 yards (tackle by Cedric Griffin),1.660,2.520
3,7:19,1,10,MIN 46,19,22,Justin Fargas left tackle for 2 yards (tackle by Kevin Williams),2.520,2.250
3,6:45,2,8,MIN 44,19,22,Dominic Rhodes left end for no gain (tackle by E.J. Henderson),2.250,1.550
3,5:59,3,8,MIN 44,19,22,Daunte Culpepper pass incomplete short right intended for Jerry Porter,1.550,0.330
3,5:53,4,8,MIN 44,19,22,"Shane Lechler punts 30 yards, fair catch by Mewelde Moore",0.330,0.280
3,5:46,1,10,MIN 14,19,22,Tarvaris Jackson pass incomplete deep left intended for Robert Ferguson,-0.280,-0.750
3,5:41,2,10,MIN 14,19,22,"Penalty on Anthony Herrera: False Start, 5 yards (no play)",-0.750,-1.150
3,5:41,2,15,MIN 9,19,22,Tarvaris Jackson pass complete short right to Sidney Rice for 8 yards (tackle by Fabian Washington),-1.150,-1.040
3,5:10,3,7,MIN 17,19,22,Tarvaris Jackson sacked by Chris Clemons for -9 yards,-1.040,-2.490
3,4:45,4,16,MIN 8,19,22,"Chris Kluwe punts 47 yards, returned by Tim Dwight for 10 yards (tackle by Tank Williams)",-2.490,-2.590
3,4:32,1,10,MIN 45,19,22,Daunte Culpepper pass complete deep right to Jerry Porter for 31 yards (tackle by Dwight Smith),2.590,4.650
3,3:55,1,10,MIN 14,19,22,Justin Fargas right tackle for no gain (tackle by Pat Williams and Ben Leber),4.650,4.000
3,3:11,2,10,MIN 14,19,22,"Penalty on Paul McQuistan: False Start, 5 yards (no play)",4.000,3.370
3,2:55,2,15,MIN 19,19,22,"Daunte Culpepper sacked by Brian Robison for -3 yards. Daunte Culpepper fumbles (forced by Brian Robison), recovered by Chad Greenway at MIN-26 (tackle by Barry Sims)",3.370,-0.670
3,2:44,1,10,MIN 26,19,22,Troy Williamson left end for 26 yards (tackle by Stuart Schweigert),0.670,2.390
3,2:16,1,10,OAK 48,19,22,Tarvaris Jackson pass complete short right to Bobby Wade for 16 yards (tackle by Fabian Washington),2.390,3.450
3,1:28,1,10,OAK 32,19,22,Chester Taylor left guard for 8 yards (tackle by Stanford Routt),3.450,3.980
3,0:49,2,2,OAK 24,19,22,Chester Taylor left guard for 3 yards (tackle by Robert W. Thomas),3.980,4.170
3,0:08,1,10,OAK 21,19,22,Sidney Rice pass complete short right to Troy Williamson for 15 yards (tackle by Stanford Routt),4.170,5.830
Quarter,Time,Down,ToGo,Location,OAK,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,6,OAK 6,19,28,"Chester Taylor up the middle for 6 yards, touchdown",5.830,7.000
4,,,,OAK 2,19,29,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,MIN 30,19,29,"Ryan Longwell kicks off 70 yards, returned by Dominic Rhodes for 25 yards (tackle by Charles Gordon)",0.000,0.610
4,14:44,1,10,OAK 25,19,29,Justin Fargas left guard for -1 yards (tackle by Ray Edwards),0.610,-0.070
4,14:03,2,11,OAK 24,19,29,Daunte Culpepper pass complete short left to Jerry Porter for 7 yards (tackle by Cedric Griffin),-0.070,0.170
4,13:26,3,4,OAK 31,19,29,Daunte Culpepper pass complete short left to Jerry Porter for 11 yards (tackle by Cedric Griffin),0.170,1.730
4,12:51,1,10,OAK 42,19,29,Daunte Culpepper pass incomplete deep right intended for Jerry Porter,1.730,1.190
4,12:44,2,10,OAK 42,19,29,Daunte Culpepper sacked by Erasmus James for -8 yards,1.190,-0.560
4,12:07,3,18,OAK 34,19,29,"Penalty on Ronald Curry: False Start, 5 yards (no play)",-0.560,-1.220
4,11:44,3,23,OAK 29,19,29,Daunte Culpepper pass complete short right to Justin Fargas for 2 yards (tackle by Chad Greenway),-1.220,-1.310
4,11:07,4,21,OAK 31,19,29,"Shane Lechler punts 69 yards, touchback",-1.310,-0.280
4,10:55,1,10,MIN 20,19,29,Chester Taylor left tackle for 1 yard (tackle by Kirk Morrison and Terdell Sands),0.280,-0.130
4,10:08,2,9,MIN 21,19,29,Tarvaris Jackson sacked by Derrick Burgess for -1 yards,-0.130,-0.960
4,9:39,3,10,MIN 20,19,29,Tarvaris Jackson up the middle for 12 yards (tackle by Michael Huff),-0.960,1.070
4,8:52,1,10,MIN 32,19,29,Chester Taylor up the middle for 3 yards (tackle by Tyler Brayton),1.070,0.930
4,8:13,2,7,MIN 35,19,29,Tarvaris Jackson pass complete short right to Troy Williamson for 10 yards (tackle by Stanford Routt),0.930,1.930
4,7:30,1,10,MIN 45,19,29,"Tarvaris Jackson pass incomplete short right intended for Visanthe Shiancoe. Penalty on Chester Taylor: Personal Foul, 15 yards (no play)",1.930,0.940
4,7:24,1,25,MIN 30,19,29,Chester Taylor up the middle for 17 yards (tackle by Stuart Schweigert),0.940,1.650
4,6:41,2,8,MIN 47,19,29,Naufahu Tahi left guard for 3 yards (tackle by Gerard Warren),1.650,1.360
4,5:54,3,5,OAK 50,19,29,Tarvaris Jackson right end for -1 yards (tackle by Chris Carr),1.360,-0.130
4,5:30,4,6,MIN 49,19,29,Chris Kluwe punts 43 yards,-0.130,0.380
4,5:22,1,10,OAK 8,19,29,Daunte Culpepper pass complete short right to Tim Dwight for 6 yards (tackle by Marcus McCauley),-0.380,-0.320
4,4:52,2,4,OAK 14,19,29,"Penalty on Kenechi Udeze: Defensive Offside, 5 yards (no play)",-0.320,0.150
4,4:50,1,10,OAK 19,19,29,Daunte Culpepper pass complete deep right to Jerry Porter for 28 yards (tackle by Marcus McCauley),0.150,2.060
4,4:45,1,10,OAK 47,19,29,Daunte Culpepper pass complete short right to Justin Fargas for 12 yards (tackle by E.J. Henderson),2.060,2.850
4,4:15,1,10,MIN 41,19,29,Daunte Culpepper pass incomplete short right intended for Zach Miller,2.850,2.310
4,4:11,2,10,MIN 41,19,29,Daunte Culpepper pass complete short left to Zach Miller for 8 yards (tackle by Charles Gordon),2.310,2.680
4,4:04,3,2,MIN 33,19,29,"Penalty on Cooper Carlisle: False Start, 5 yards (no play)",2.680,2.020
4,4:04,3,7,MIN 38,19,29,Daunte Culpepper up the middle for 4 yards (tackle by Charles Gordon),2.020,1.090
4,3:28,4,3,MIN 34,22,29,Sebastian Janikowski 52 yard field goal good,1.090,3.000
4,,,,OAK 30,22,29,Sebastian Janikowski kicks off 68 yards,0.000,1.600
4,3:23,1,10,MIN 40,22,29,Tarvaris Jackson pass complete short right to Tony Richardson for 8 yards (tackle by Thomas Howard),1.600,2.130
4,3:13,,,,22,29,Timeout #1 by Oakland Raiders,0.000,2.130
4,3:10,2,2,MIN 48,22,29,Chester Taylor right tackle for 5 yards (tackle by Kirk Morrison),2.130,2.460
4,3:08,,,,22,29,Timeout #2 by Oakland Raiders,0.000,2.460
4,3:08,1,10,OAK 47,22,29,Chester Taylor up the middle for no gain (tackle by Kirk Morrison),2.460,1.910
4,3:04,,,,22,29,Timeout #3 by Oakland Raiders,0.000,1.910
4,3:03,2,10,OAK 47,22,29,Tarvaris Jackson left guard for 8 yards (tackle by Kirk Morrison),1.910,2.280
4,2:15,,,,22,29,Timeout #2 by Minnesota Vikings,0.000,2.280
4,2:15,3,2,OAK 39,22,29,Chester Taylor left tackle for 1 yard (tackle by Jon Alston),2.280,0.720
4,2:00,4,1,OAK 38,22,29,Chris Kluwe punts 21 yards,0.720,0.060
4,1:55,1,10,OAK 17,22,29,"Daunte Culpepper pass incomplete intended for Justin Fargas is intercepted by Chad Greenway at OAK-21 and returned for 2 yards (tackle by Barry Sims). Chad Greenway fumbles (forced by Barry Sims), recovered by Paul McQuistan at OAK-18",-0.060,0.040
4,1:46,1,10,OAK 18,22,29,Daunte Culpepper pass incomplete short right intended for Justin Fargas (defended by Chad Greenway),0.040,-0.490
4,1:39,2,10,OAK 18,22,29,Daunte Culpepper pass complete short middle to Tim Dwight for 8 yards (tackle by Chad Greenway),-0.490,-0.140
4,1:16,3,2,OAK 26,22,29,Daunte Culpepper pass complete short middle to Justin Griffith for 3 yards (tackle by Chad Greenway),-0.140,0.870
4,0:50,1,10,OAK 29,22,29,Daunte Culpepper pass complete short right to Zach Miller for 7 yards (tackle by Marcus McCauley),0.870,1.270
4,0:44,2,3,OAK 36,22,29,Daunte Culpepper pass complete short middle to Justin Griffith for 10 yards (tackle by Chad Greenway),1.270,1.990
4,0:38,1,10,OAK 46,22,29,Daunte Culpepper pass incomplete short right intended for Jerry Porter,1.990,1.450
4,0:33,2,10,OAK 46,22,29,Daunte Culpepper pass incomplete short left intended for Justin Griffith,1.450,0.760
4,0:25,3,10,OAK 46,22,29,Daunte Culpepper pass complete short middle to Zach Miller for 18 yards (tackle by Chad Greenway),0.760,3.180
4,0:25,1,10,MIN 36,22,29,"Daunte Culpepper pass incomplete. Penalty on Tim Dwight: False Start, 5 yards (no play)",3.180,2.850
4,0:00,1,15,MIN 41,22,29,Daunte Culpepper pass incomplete deep middle intended for Ronald Curry (defended by Darren Sharper),2.850,1.960
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
