Quarter,Time,Down,ToGo,Location,DEN,OAK,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss and deferred, Raiders to receive the opening kickoff.",,
1,15:00,,,DEN 35,0,0,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,OAK 20,0,0,Terrelle Pryor pass complete short right to Andre Holmes for 4 yards (tackle by Chris Harris),0.280,0.270
1,14:27,2,6,OAK 24,0,0,Matt McCants for 2 yards (tackle by Sylvester Williams and Terrance Knighton),0.270,-0.160
1,13:50,3,4,OAK 26,0,0,Terrelle Pryor left end for 2 yards (tackle by Danny Trevathan),-0.160,-1.500
1,13:08,4,2,OAK 28,0,0,"Marquette King punts 43 yards, out of bounds",-1.500,-0.870
1,12:59,1,10,DEN 29,0,0,Knowshon Moreno up the middle for -5 yards (tackle by Kevin Burnett),0.870,-0.350
1,12:29,2,15,DEN 24,0,0,Peyton Manning pass complete short left to Knowshon Moreno for 12 yards (tackle by Chimdi Chekwa),-0.350,0.560
1,11:51,3,3,DEN 36,0,0,Peyton Manning pass complete short left to Knowshon Moreno for 6 yards (tackle by Lamarr Houston),0.560,1.730
1,11:17,1,10,DEN 42,0,0,Peyton Manning pass complete short middle to Knowshon Moreno for 9 yards (tackle by Charles Woodson),1.730,2.400
1,10:45,2,1,OAK 49,0,0,Montee Ball up the middle for 2 yards (tackle by Pat Sims and Vance Walker),2.400,2.460
1,10:18,1,10,OAK 47,0,0,Peyton Manning pass complete short left to Montee Ball for 6 yards (tackle by Lamarr Houston),2.460,2.720
1,9:39,2,4,OAK 41,0,0,Peyton Manning pass complete deep middle to Andre Caldwell for 16 yards (tackle by Chimdi Chekwa),2.720,3.910
1,9:02,1,10,OAK 25,0,0,Peyton Manning pass complete short right to Demaryius Thomas for 11 yards (tackle by Nick Roach),3.910,4.650
1,8:36,1,10,OAK 14,0,0,Peyton Manning pass incomplete short middle intended for Andre Caldwell,4.650,4.000
1,8:31,2,10,OAK 14,0,0,Montee Ball up the middle for 4 yards (tackle by Sio Moore),4.000,3.820
1,7:48,3,6,OAK 10,0,0,Peyton Manning pass complete short right to Knowshon Moreno for 7 yards (tackle by Brandian Ross),3.820,6.510
1,7:11,1,3,OAK 3,6,0,"Peyton Manning pass complete short left to Eric Decker for 3 yards, touchdown",6.510,7.000
1,7:11,,,OAK 2,7,0,Matt Prater kicks extra point good,0.000,0.000
1,7:11,,,DEN 35,7,0,"Matt Prater kicks off 67 yards, returned by Taiwan Jones for 27 yards (tackle by Nate Irving)",0.000,-0.610
1,6:57,1,10,OAK 25,7,0,"Matt McCants for no gain. Matt McCants fumbles, recovered by Sylvester Williams at OAK-21",0.610,-4.170
1,6:53,1,10,OAK 21,7,0,Peyton Manning pass incomplete short middle intended for Knowshon Moreno,4.170,3.630
1,6:49,2,10,OAK 21,7,0,Knowshon Moreno left guard for 4 yards (tackle by Pat Sims),3.630,3.460
1,6:18,3,6,OAK 17,7,0,Peyton Manning pass complete short right to Julius Thomas for 10 yards (tackle by Phillip Adams),3.460,5.600
1,5:45,1,7,OAK 7,13,0,"Peyton Manning pass complete short middle to Knowshon Moreno for 7 yards, touchdown",5.600,7.000
1,5:45,,,OAK 2,14,0,Matt Prater kicks extra point good,0.000,0.000
1,5:45,,,DEN 35,14,0,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
1,5:39,1,10,OAK 20,14,0,Matt McCants for 2 yards (tackle by Danny Trevathan and Duke Ihenacho),0.280,0.000
1,5:05,2,8,OAK 22,14,0,Rashad Jennings up the middle for 3 yards (tackle by Malik Jackson),0.000,-0.300
1,4:28,3,5,OAK 25,14,0,Terrelle Pryor pass complete short right to Rod Streater for 8 yards (tackle by Chris Harris),-0.300,1.140
1,3:55,1,10,OAK 33,14,0,Terrelle Pryor sacked by Nate Irving for -8 yards,1.140,-0.490
1,3:23,2,18,OAK 25,14,0,Terrelle Pryor pass complete short left to Rod Streater for -4 yards (tackle by Wesley Woodyard),-0.490,-1.680
1,2:42,3,22,OAK 21,14,0,Terrelle Pryor pass incomplete short middle intended for Rod Streater,-1.680,-1.960
1,2:33,4,22,OAK 21,14,0,"Marquette King punts 44 yards, returned by Trindon Holliday for no gain",-1.960,-1.270
1,2:25,1,10,DEN 35,14,0,Montee Ball right tackle for 11 yards (tackle by Charles Woodson and Phillip Adams),1.270,1.990
1,1:44,1,10,DEN 46,14,0,"Montee Ball right guard for 1 yard (tackle by Brandian Ross). Penalty on Jason Hunter: Defensive Offside, 5 yards (no play)",1.990,2.720
1,1:28,1,5,OAK 49,14,0,Peyton Manning pass complete short left to Eric Decker for 7 yards (tackle by Chimdi Chekwa),2.720,2.790
1,1:15,1,10,OAK 42,14,0,"Peyton Manning pass incomplete short left intended for Andre Caldwell. Penalty on Chris Clark: Offensive Holding, 10 yards (no play)",2.790,2.130
1,1:11,1,20,DEN 48,14,0,Montee Ball right tackle for 10 yards (tackle by Phillip Adams),2.130,2.240
1,0:35,2,10,OAK 42,14,0,Peyton Manning pass complete short right to Eric Decker for 12 yards (tackle by Tracy Porter),2.240,3.580
1,0:07,1,10,OAK 30,14,0,Knowshon Moreno right guard for 7 yards (tackle by Brandian Ross),3.580,3.980
Quarter,Time,Down,ToGo,Location,DEN,OAK,Detail,EPB,EPA
